Year,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
FA_Mag,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FA_Tim,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FA_Dur,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Wet_BFL_Mag_10,155.6,145.2,217.80000000000013,154.4,901.8000000000002,733.6,639.0,1143.4,556.2,448.0000000000002,118.5,172.8,493.3,373.6,446.40000000000003,1005.6,164.8,261.8,170.0,363.40000000000003,340.5,307.0,101.4,193.20000000000002,310.0000000000001,728.6,763.5,163.20000000000002
Wet_BFL_Mag_50,283.0,383.0,1004.0,284.0,1536.0,1226.0,2087.0,1364.0,805.0,965.5,176.5,689.0,1141.5,602.0,674.0,1564.0,617.5,646.0,359.0,589.0,880.5,365.0,420.0,364.0,586.0,977.0,1233.5,282.0
Wet_Tim,88.0,87.0,74.0,58.0,88.0,58.0,28.0,86.0,28.0,78.0,69.0,58.0,57.0,56.0,58.0,44.0,28.0,57.0,46.0,78.0,28.0,89.0,29.0,120.0,51.0,87.0,58.0,28.0
Wet_BFL_Dur,157.0,129.0,172.0,127.0,97.0,83.0,98.0,99.0,117.0,138.0,116.0,152.0,68.0,99.0,177.0,187.0,140.0,177.0,182.0,185.0,172.0,125.0,185.0,65.0,103.0,99.0,96.0,187.0
Peak_2,1108.0,1108.0,1108.0,1108.0,1108.0,1108.0,1108.0,1108.0,1108.0,1108.0,1108.0,1108.0,1108.0,1108.0,1108.0,1108.0,1108.0,1108.0,1108.0,1108.0,1108.0,1108.0,1108.0,1108.0,1108.0,1108.0,1108.0,1108.0
Peak_5,1728.2000000000003,1728.2000000000003,1728.2000000000003,1728.2000000000003,1728.2000000000003,1728.2000000000003,1728.2000000000003,1728.2000000000003,1728.2000000000003,1728.2000000000003,1728.2000000000003,1728.2000000000003,1728.2000000000003,1728.2000000000003,1728.2000000000003,1728.2000000000003,1728.2000000000003,1728.2000000000003,1728.2000000000003,1728.2000000000003,1728.2000000000003,1728.2000000000003,1728.2000000000003,1728.2000000000003,1728.2000000000003,1728.2000000000003,1728.2000000000003,1728.2000000000003
Peak_10,2141.2000000000003,2141.2000000000003,2141.2000000000003,2141.2000000000003,2141.2000000000003,2141.2000000000003,2141.2000000000003,2141.2000000000003,2141.2000000000003,2141.2000000000003,2141.2000000000003,2141.2000000000003,2141.2000000000003,2141.2000000000003,2141.2000000000003,2141.2000000000003,2141.2000000000003,2141.2000000000003,2141.2000000000003,2141.2000000000003,2141.2000000000003,2141.2000000000003,2141.2000000000003,2141.2000000000003,2141.2000000000003,2141.2000000000003,2141.2000000000003,2141.2000000000003
