Year,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Peak_Dur_2,nan,nan,62.0,nan,142.0,125.0,74.0,178.0,59.0,29.0,nan,nan,90.0,18.0,nan,153.0,nan,nan,nan,nan,38.0,nan,nan,nan,27.0,38.0,149.0,nan
Peak_Dur_5,nan,nan,nan,nan,24.0,29.0,61.0,30.0,nan,nan,nan,nan,nan,nan,nan,88.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33.0,nan
Peak_Dur_10,nan,nan,nan,nan,nan,nan,40.0,nan,nan,nan,nan,nan,nan,nan,nan,50.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.0,nan
Peak_Fre_2,nan,nan,2.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,2.0,1.0,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan,1.0,1.0,1.0,nan
Peak_Fre_5,nan,nan,nan,nan,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan
Peak_Fre_10,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan
SP_Mag,359.0,625.0,1329.0,362.0,1781.0,1989.0,2681.0,1875.0,1317.0,1158.0,402.0,804.0,1599.0,1178.0,1020.0,1565.0,885.0,1058.0,679.0,1058.0,1252.0,1053.0,611.0,585.0,1649.0,1593.0,2645.0,602.0
SP_Tim,245.0,216.0,246.0,185.0,185.0,141.0,126.0,185.0,145.0,216.0,185.0,210.0,125.0,155.0,235.0,231.0,168.0,234.0,228.0,263.0,200.0,214.0,214.0,185.0,154.0,186.0,154.0,215.0
SP_Dur,57.0,73.0,60.0,102.0,143.0,156.0,139.0,142.0,160.0,109.0,87.0,90.0,172.0,144.0,90.0,66.0,118.0,71.0,75.0,66.0,137.0,90.0,72.0,75.0,109.0,110.0,142.0,63.0
SP_ROC,0.047576709949549253,0.03399460708782742,0.021741699161054,0.058823529411764705,0.003260869565217391,0.0056657223796034,0.005550416281221091,0.0051613676625331326,0.0019569471624266144,0.023268398268398268,0.010889615009618173,0.014123239261360809,0.003493272667390429,0.005689900426742532,0.03409090909090909,0.027544932324153743,0.01596740026960544,0.04878048780487805,0.07064676616915422,0.03225806451612903,0.004166684751235899,0.013755808849128862,0.04669331395348837,0.029411764705882353,0.015211104684788895,0.012579113924050634,0.0033798352205388887,0.0625
DS_Mag_50,26.0,11.0,71.5,9.0,82.0,38.0,105.0,89.0,75.0,57.5,9.0,12.0,84.0,14.0,38.0,55.0,13.0,29.0,23.0,53.0,98.0,27.0,35.5,9.0,10.0,16.0,56.0,10.0
DS_Mag_90,115.0,72.0,98.0,18.400000000000006,108.0,65.0,297.4,118.0,247.60000000000002,99.0,15.900000000000006,72.39999999999999,110.60000000000001,96.0,132.60000000000005,76.0,104.4,90.80000000000004,93.0,133.6,147.3,42.0,69.0,15.0,99.59999999999997,374.9,66.0,65.0
DS_Tim,302.0,289.0,306.0,287.0,328.0,297.0,265.0,327.0,305.0,325.0,272.0,300.0,297.0,299.0,325.0,297.0,286.0,305.0,303.0,329.0,337.0,304.0,286.0,260.0,263.0,296.0,296.0,278.0
DS_Dur_WS,151.0,151.0,118.0,167.0,96.0,97.0,187.0,67.0,139.0,110.0,152.0,123.0,125.0,125.0,85.0,97.0,137.0,107.0,141.0,65.0,118.0,91.0,200.0,157.0,190.0,128.0,98.0,116.0
