Year,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
FA_Mag,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FA_Tim,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FA_Dur,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Wet_BFL_Mag_10,153.5,90.6,439.0,165.6,1128.4,710.2,666.0,1132.4,547.8,262.8,85.10000000000001,229.0,821.7,366.8,241.80000000000007,967.7,181.8,252.6,155.5,411.8,333.1,276.8,86.8,204.0,116.4,90.5,749.7,187.0
Wet_BFL_Mag_50,317.0,328.5,1026.0,275.0,1362.0,1085.0,1936.0,1297.0,1053.0,920.0,143.0,622.0,1003.0,558.5,587.0,1687.5,576.0,496.0,314.5,561.0,848.0,385.0,439.0,368.5,528.0,869.0,1184.0,258.0
Wet_Tim,88.0,51.0,89.0,55.0,89.0,58.0,27.0,87.0,28.0,76.0,27.0,65.0,58.0,57.0,42.0,55.0,28.0,57.0,36.0,89.0,28.0,89.0,42.0,119.0,42.0,60.0,58.0,28.0
Wet_BFL_Dur,156.0,164.0,157.0,189.0,155.0,95.0,99.0,163.0,199.0,139.0,158.0,149.0,180.0,112.0,203.0,190.0,157.0,189.0,206.0,169.0,228.0,127.0,173.0,66.0,112.0,126.0,180.0,187.0
Peak_2,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0
Peak_5,1604.6000000000004,1604.6000000000004,1604.6000000000004,1604.6000000000004,1604.6000000000004,1604.6000000000004,1604.6000000000004,1604.6000000000004,1604.6000000000004,1604.6000000000004,1604.6000000000004,1604.6000000000004,1604.6000000000004,1604.6000000000004,1604.6000000000004,1604.6000000000004,1604.6000000000004,1604.6000000000004,1604.6000000000004,1604.6000000000004,1604.6000000000004,1604.6000000000004,1604.6000000000004,1604.6000000000004,1604.6000000000004,1604.6000000000004,1604.6000000000004,1604.6000000000004
Peak_10,2041.5000000000002,2041.5000000000002,2041.5000000000002,2041.5000000000002,2041.5000000000002,2041.5000000000002,2041.5000000000002,2041.5000000000002,2041.5000000000002,2041.5000000000002,2041.5000000000002,2041.5000000000002,2041.5000000000002,2041.5000000000002,2041.5000000000002,2041.5000000000002,2041.5000000000002,2041.5000000000002,2041.5000000000002,2041.5000000000002,2041.5000000000002,2041.5000000000002,2041.5000000000002,2041.5000000000002,2041.5000000000002,2041.5000000000002,2041.5000000000002,2041.5000000000002
