Year,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Peak_Dur_2,nan,nan,63.0,nan,139.0,121.0,66.0,155.0,90.0,nan,nan,nan,31.0,nan,nan,123.0,nan,27.0,nan,28.0,60.0,nan,nan,nan,27.0,33.0,120.0,nan
Peak_Dur_5,nan,nan,nan,nan,30.0,29.0,61.0,31.0,nan,nan,nan,nan,nan,nan,nan,116.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36.0,nan
Peak_Dur_10,nan,nan,nan,nan,nan,nan,31.0,nan,nan,nan,nan,nan,nan,nan,nan,42.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.0,nan
Peak_Fre_2,nan,nan,2.0,nan,1.0,1.0,1.0,2.0,2.0,nan,nan,nan,1.0,nan,nan,2.0,nan,1.0,nan,1.0,2.0,nan,nan,nan,1.0,1.0,1.0,nan
Peak_Fre_5,nan,nan,nan,nan,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan
Peak_Fre_10,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan
SP_Mag,445.0,662.0,1443.0,388.0,1367.0,1929.0,2508.0,1352.0,1230.0,1134.0,376.0,859.0,1139.0,943.0,1129.0,1692.0,856.0,1207.0,782.0,1155.0,1243.0,1101.0,670.0,561.0,1478.0,1502.0,1308.0,628.0
SP_Tim,244.0,215.0,246.0,244.0,244.0,153.0,126.0,250.0,227.0,215.0,185.0,214.0,238.0,169.0,245.0,245.0,185.0,246.0,242.0,258.0,256.0,216.0,215.0,185.0,154.0,186.0,238.0,215.0
SP_Dur,79.0,83.0,81.0,51.0,95.0,164.0,163.0,84.0,100.0,110.0,106.0,101.0,113.0,146.0,82.0,76.0,109.0,70.0,63.0,72.0,96.0,104.0,83.0,91.0,126.0,117.0,81.0,74.0
SP_ROC,0.04257246376811594,0.02329997588618278,0.020942408376963352,0.05442176870748299,0.014300400222422066,0.01877618910533218,0.006482982171799027,0.02353266888150609,0.018706293706293706,0.01904761904761905,0.05128205128205128,0.03125,0.017241379310344827,0.03695652173913044,0.02215344717913588,0.021052631578947368,0.0234375,0.04081632653061224,0.05,0.04441157133464826,0.0271543250327654,0.031754032258064516,0.034482758620689655,0.021629388008698354,0.009369860768902128,0.009631438995733103,0.02299154334038055,0.043961352657004835
DS_Mag_50,13.0,26.0,47.0,7.0,52.0,18.0,109.0,63.0,52.0,15.0,6.0,10.0,46.5,12.0,19.5,34.0,18.0,15.0,15.0,24.0,98.0,12.0,20.0,7.0,9.0,22.0,32.0,7.0
DS_Mag_90,28.700000000000003,160.8,89.0,26.0,101.60000000000001,32.0,256.70000000000005,112.1,227.8,29.300000000000004,26.0,38.0,121.9,38.19999999999999,175.3,46.0,122.60000000000001,23.0,117.1,103.7,125.0,21.89999999999999,68.0,16.0,15.0,345.0,44.0,40.60000000000001
DS_Tim,323.0,298.0,327.0,295.0,339.0,317.0,289.0,334.0,327.0,325.0,291.0,315.0,351.0,315.0,327.0,321.0,294.0,316.0,305.0,330.0,352.0,320.0,298.0,276.0,280.0,303.0,319.0,289.0
DS_Dur_WS,94.0,157.0,94.0,160.0,85.0,76.0,164.0,60.0,115.0,68.0,140.0,109.0,72.0,93.0,94.0,73.0,129.0,86.0,150.0,64.0,103.0,88.0,187.0,132.0,146.0,121.0,75.0,105.0
