Year,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
FA_Mag,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,185.01699260939006,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FA_Tim,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FA_Dur,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Wet_BFL_Mag_10,158.7,217.4,619.4,243.1,1222.6000000000001,879.2,817.4,1144.7,741.0,771.3000000000001,177.6,171.3,676.9000000000001,503.7,588.6,1038.2,270.3,343.2,213.9,610.8,656.0,353.0,178.20000000000002,285.0,497.6,233.9,875.0,230.6
Wet_BFL_Mag_50,304.5,400.0,1051.0,333.5,1626.0,1396.0,2183.0,1307.0,933.5,1033.0,204.0,663.0,1346.0,707.5,696.5,1890.0,683.5,674.0,399.0,672.0,1054.0,464.0,479.0,443.0,783.0,1046.0,1323.0,323.0
Wet_Tim,89.0,66.0,85.0,57.0,88.0,57.0,28.0,86.0,27.0,81.0,58.0,29.0,57.0,57.0,57.0,54.0,28.0,58.0,28.0,89.0,41.0,89.0,28.0,119.0,57.0,58.0,58.0,28.0
Wet_BFL_Dur,138.0,148.0,144.0,128.0,97.0,83.0,79.0,178.0,116.0,134.0,127.0,182.0,52.0,98.0,178.0,175.0,142.0,175.0,200.0,183.0,225.0,125.0,185.0,66.0,97.0,128.0,96.0,187.0
Peak_2,1172.5,1172.5,1172.5,1172.5,1172.5,1172.5,1172.5,1172.5,1172.5,1172.5,1172.5,1172.5,1172.5,1172.5,1172.5,1172.5,1172.5,1172.5,1172.5,1172.5,1172.5,1172.5,1172.5,1172.5,1172.5,1172.5,1172.5,1172.5
Peak_5,1813.8000000000002,1813.8000000000002,1813.8000000000002,1813.8000000000002,1813.8000000000002,1813.8000000000002,1813.8000000000002,1813.8000000000002,1813.8000000000002,1813.8000000000002,1813.8000000000002,1813.8000000000002,1813.8000000000002,1813.8000000000002,1813.8000000000002,1813.8000000000002,1813.8000000000002,1813.8000000000002,1813.8000000000002,1813.8000000000002,1813.8000000000002,1813.8000000000002,1813.8000000000002,1813.8000000000002,1813.8000000000002,1813.8000000000002,1813.8000000000002,1813.8000000000002
Peak_10,2228.1000000000004,2228.1000000000004,2228.1000000000004,2228.1000000000004,2228.1000000000004,2228.1000000000004,2228.1000000000004,2228.1000000000004,2228.1000000000004,2228.1000000000004,2228.1000000000004,2228.1000000000004,2228.1000000000004,2228.1000000000004,2228.1000000000004,2228.1000000000004,2228.1000000000004,2228.1000000000004,2228.1000000000004,2228.1000000000004,2228.1000000000004,2228.1000000000004,2228.1000000000004,2228.1000000000004,2228.1000000000004,2228.1000000000004,2228.1000000000004,2228.1000000000004
Peak_Dur_2,nan,nan,62.0,nan,146.0,131.0,71.0,157.0,59.0,15.0,nan,nan,57.0,27.0,nan,124.0,nan,nan,nan,nan,58.0,nan,nan,nan,27.0,35.0,132.0,nan
Peak_Dur_5,nan,nan,nan,nan,18.0,29.0,61.0,28.0,nan,nan,nan,nan,nan,nan,nan,89.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.0,nan
Peak_Dur_10,nan,nan,nan,nan,nan,nan,53.0,nan,nan,nan,nan,nan,nan,nan,nan,55.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.0,nan
Peak_Fre_2,nan,nan,2.0,nan,1.0,1.0,1.0,2.0,1.0,1.0,nan,nan,1.0,1.0,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan,1.0,1.0,1.0,nan
Peak_Fre_5,nan,nan,nan,nan,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan
Peak_Fre_10,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan
SP_Mag,364.0,668.0,1341.0,391.0,1843.0,2043.0,2743.0,1308.0,1350.0,1176.0,461.0,824.0,1686.0,1315.0,1031.0,1574.0,919.0,1071.0,700.0,1169.0,1193.0,1154.0,637.0,669.0,1770.0,1640.0,2690.0,663.0
SP_Tim,227.0,214.0,229.0,185.0,185.0,140.0,107.0,264.0,143.0,215.0,185.0,211.0,109.0,155.0,235.0,229.0,170.0,233.0,228.0,272.0,266.0,214.0,213.0,185.0,154.0,186.0,154.0,215.0
SP_Dur,126.0,54.0,114.0,90.0,160.0,180.0,149.0,78.0,196.0,116.0,84.0,115.0,204.0,169.0,106.0,88.0,100.0,100.0,115.0,70.0,87.0,115.0,57.0,74.0,102.0,104.0,161.0,55.0
SP_ROC,0.010152545866831581,0.014652014652014652,0.01020408163265306,0.010811126694717158,0.0033493775055973706,0.004145082171421699,0.004878048780487805,0.010416666666666666,0.0031446540880503146,0.008456999821205078,0.011627906976744186,0.009009009009009009,0.0027409827635717673,0.0056022408963585435,0.010273972602739725,0.007767722473604827,0.006607929515418502,0.010870849580527,0.01129979570990807,0.01435612109972009,0.012658227848101266,0.009153318077803204,0.016129032258064516,0.017241379310344827,0.013793103448275862,0.006493506493506494,0.00333889816360601,0.020410288451525566
