Year,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Peak_Dur_2,nan,nan,62.0,nan,140.0,121.0,66.0,144.0,89.0,nan,nan,nan,31.0,nan,nan,123.0,nan,26.0,nan,28.0,58.0,nan,nan,nan,27.0,33.0,107.0,nan
Peak_Dur_5,nan,nan,nan,nan,30.0,29.0,61.0,31.0,nan,nan,nan,nan,nan,nan,nan,116.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36.0,nan
Peak_Dur_10,nan,nan,nan,nan,nan,nan,31.0,nan,nan,nan,nan,nan,nan,nan,nan,43.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.0,nan
Peak_Fre_2,nan,nan,2.0,nan,1.0,1.0,1.0,2.0,2.0,nan,nan,nan,1.0,nan,nan,2.0,nan,1.0,nan,1.0,2.0,nan,nan,nan,1.0,1.0,2.0,nan
Peak_Fre_5,nan,nan,nan,nan,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan
Peak_Fre_10,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan
SP_Mag,460.0,688.0,1448.0,425.0,1373.0,1935.0,2517.0,1359.0,1252.0,1138.0,350.0,866.0,1145.0,948.0,1134.0,1697.0,860.0,1215.0,810.0,1190.0,1250.0,1105.0,677.0,572.0,1486.0,1509.0,2475.0,648.0
SP_Tim,244.0,215.0,246.0,245.0,245.0,153.0,126.0,249.0,243.0,215.0,244.0,214.0,242.0,169.0,245.0,246.0,183.0,247.0,245.0,266.0,260.0,216.0,215.0,185.0,154.0,186.0,154.0,215.0
SP_Dur,91.0,111.0,83.0,58.0,97.0,168.0,163.0,89.0,91.0,114.0,59.0,113.0,107.0,158.0,86.0,74.0,115.0,78.0,81.0,65.0,92.0,111.0,83.0,106.0,129.0,118.0,164.0,81.0
SP_ROC,0.020101010101010102,0.017306610923671216,0.015625,0.024539877300613498,0.011619731691559304,0.011834733893557423,0.005692645739022258,0.0136986301369863,0.011857707509881422,0.013662089441454816,0.02702702702702703,0.018980074299223236,0.012121657361151925,0.017857142857142856,0.017167381974248927,0.013452914798206279,0.0136986301369863,0.020618556701030927,0.02195051506691056,0.024099883855981417,0.018128377391558346,0.01793758043758044,0.015504807692307693,0.01694915254237288,0.010154639175257732,0.008695652173913044,0.005291005291005291,0.018867924528301886
DS_Mag_50,46.0,75.0,90.0,32.0,93.0,63.0,128.5,118.0,98.0,65.0,28.0,39.0,85.0,58.0,56.5,80.0,92.0,56.0,51.0,75.0,118.0,45.0,58.0,35.0,39.0,77.0,74.0,40.5
DS_Mag_90,77.0,186.2,113.0,68.0,124.9,84.8,261.40000000000003,141.0,258.6,111.10000000000001,60.0,85.5,143.60000000000002,111.80000000000001,219.70000000000005,94.7,249.0,189.6,139.2,138.8,139.8,91.9,83.4,119.40000000000003,56.30000000000001,371.3,86.5,75.0
DS_Tim,335.0,326.0,329.0,303.0,342.0,321.0,289.0,338.0,334.0,329.0,303.0,327.0,349.0,327.0,331.0,320.0,298.0,325.0,326.0,331.0,352.0,327.0,298.0,291.0,283.0,304.0,318.0,296.0
DS_Dur_WS,101.0,129.0,95.0,151.0,82.0,73.0,164.0,56.0,115.0,90.0,121.0,96.0,75.0,97.0,90.0,74.0,151.0,128.0,129.0,63.0,103.0,92.0,187.0,132.0,158.0,120.0,76.0,98.0
