Year,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
FA_Mag,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,135.07187783126267,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FA_Tim,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FA_Dur,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Wet_BFL_Mag_10,158.7,176.0,575.0,222.8,1102.6000000000001,824.0,778.6,1147.8,700.8,714.0,155.7,118.6,510.40000000000003,473.0,542.7,1033.6,238.5,260.1,193.5,541.1,nan,338.0,143.8,106.8,186.0,185.0,837.5,215.0
Wet_BFL_Mag_50,304.5,391.0,1041.0,316.0,1592.0,1340.0,2226.0,1376.0,896.0,1021.0,191.0,665.0,1274.0,672.0,688.5,1881.5,660.5,663.0,409.0,632.0,nan,441.0,458.0,408.0,655.0,1015.0,1296.5,305.0
Wet_Tim,89.0,73.0,85.0,57.0,88.0,57.0,28.0,86.0,28.0,80.0,57.0,35.0,57.0,58.0,58.0,55.0,28.0,47.0,41.0,88.0,nan,89.0,28.0,115.0,45.0,59.0,58.0,28.0
Wet_BFL_Dur,138.0,143.0,145.0,127.0,97.0,83.0,97.0,97.0,115.0,136.0,128.0,173.0,53.0,97.0,174.0,174.0,142.0,184.0,186.0,170.0,nan,126.0,185.0,69.0,109.0,127.0,96.0,187.0
Peak_2,1156.5,1156.5,1156.5,1156.5,1156.5,1156.5,1156.5,1156.5,1156.5,1156.5,1156.5,1156.5,1156.5,1156.5,1156.5,1156.5,1156.5,1156.5,1156.5,1156.5,1156.5,1156.5,1156.5,1156.5,1156.5,1156.5,1156.5,1156.5
Peak_5,1791.0000000000002,1791.0000000000002,1791.0000000000002,1791.0000000000002,1791.0000000000002,1791.0000000000002,1791.0000000000002,1791.0000000000002,1791.0000000000002,1791.0000000000002,1791.0000000000002,1791.0000000000002,1791.0000000000002,1791.0000000000002,1791.0000000000002,1791.0000000000002,1791.0000000000002,1791.0000000000002,1791.0000000000002,1791.0000000000002,1791.0000000000002,1791.0000000000002,1791.0000000000002,1791.0000000000002,1791.0000000000002,1791.0000000000002,1791.0000000000002,1791.0000000000002
Peak_10,2198.1000000000004,2198.1000000000004,2198.1000000000004,2198.1000000000004,2198.1000000000004,2198.1000000000004,2198.1000000000004,2198.1000000000004,2198.1000000000004,2198.1000000000004,2198.1000000000004,2198.1000000000004,2198.1000000000004,2198.1000000000004,2198.1000000000004,2198.1000000000004,2198.1000000000004,2198.1000000000004,2198.1000000000004,2198.1000000000004,2198.1000000000004,2198.1000000000004,2198.1000000000004,2198.1000000000004,2198.1000000000004,2198.1000000000004,2198.1000000000004,2198.1000000000004
