Year,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
FA_Mag,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FA_Tim,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FA_Dur,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Wet_BFL_Mag_10,155.4,136.2,195.0,151.0,882.4000000000001,724.6,629.0,1153.6000000000001,548.2,636.4,115.10000000000001,256.5,485.6000000000001,187.00000000000006,439.0,1007.4,159.2,254.0,165.0,368.0,334.5,304.0,338.0,194.20000000000002,431.6,715.2,759.5,173.5
Wet_BFL_Mag_50,289.0,381.0,976.0,283.0,1533.0,1220.0,2076.0,1360.0,804.0,963.0,170.5,688.0,1129.0,593.0,678.0,1575.0,615.5,632.0,356.0,588.0,879.5,415.0,463.0,366.0,595.0,971.0,1224.0,273.5
Wet_Tim,88.0,86.0,74.0,58.0,88.0,58.0,28.0,87.0,28.0,80.0,67.0,65.0,57.0,50.0,58.0,46.0,28.0,56.0,46.0,78.0,28.0,89.0,55.0,120.0,54.0,87.0,58.0,28.0
Wet_BFL_Dur,155.0,129.0,171.0,126.0,97.0,83.0,98.0,97.0,117.0,135.0,118.0,150.0,69.0,105.0,181.0,185.0,142.0,181.0,188.0,191.0,172.0,127.0,157.0,65.0,100.0,99.0,96.0,186.0
Peak_2,1116.5,1116.5,1116.5,1116.5,1116.5,1116.5,1116.5,1116.5,1116.5,1116.5,1116.5,1116.5,1116.5,1116.5,1116.5,1116.5,1116.5,1116.5,1116.5,1116.5,1116.5,1116.5,1116.5,1116.5,1116.5,1116.5,1116.5,1116.5
Peak_5,1718.0000000000002,1718.0000000000002,1718.0000000000002,1718.0000000000002,1718.0000000000002,1718.0000000000002,1718.0000000000002,1718.0000000000002,1718.0000000000002,1718.0000000000002,1718.0000000000002,1718.0000000000002,1718.0000000000002,1718.0000000000002,1718.0000000000002,1718.0000000000002,1718.0000000000002,1718.0000000000002,1718.0000000000002,1718.0000000000002,1718.0000000000002,1718.0000000000002,1718.0000000000002,1718.0000000000002,1718.0000000000002,1718.0000000000002,1718.0000000000002,1718.0000000000002
Peak_10,2140.2000000000003,2140.2000000000003,2140.2000000000003,2140.2000000000003,2140.2000000000003,2140.2000000000003,2140.2000000000003,2140.2000000000003,2140.2000000000003,2140.2000000000003,2140.2000000000003,2140.2000000000003,2140.2000000000003,2140.2000000000003,2140.2000000000003,2140.2000000000003,2140.2000000000003,2140.2000000000003,2140.2000000000003,2140.2000000000003,2140.2000000000003,2140.2000000000003,2140.2000000000003,2140.2000000000003,2140.2000000000003,2140.2000000000003,2140.2000000000003,2140.2000000000003
