Year,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
FA_Mag,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FA_Tim,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FA_Dur,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Wet_BFL_Mag_10,152.6,126.0,264.6,141.5,810.4000000000001,868.6,622.6,1005.5,624.1,610.0,121.1,168.8,936.6,363.6,432.4,1117.4,178.2,274.2,181.0,335.0,327.0,323.3,110.1,188.0,136.20000000000013,597.6,797.5,172.5
Wet_BFL_Mag_50,269.0,319.0,1092.0,276.5,1408.0,1205.0,2141.0,1260.0,967.5,926.0,169.5,673.0,1080.0,521.0,688.5,1774.0,578.0,657.0,352.0,548.0,804.0,491.0,352.5,364.5,594.0,962.0,1107.0,280.0
Wet_Tim,89.0,75.0,77.0,58.0,88.0,58.0,28.0,87.0,28.0,84.0,53.0,58.0,57.0,58.0,58.0,54.0,28.0,58.0,48.0,81.0,28.0,116.0,29.0,119.0,50.0,87.0,58.0,28.0
Wet_BFL_Dur,157.0,141.0,153.0,126.0,97.0,139.0,98.0,98.0,158.0,113.0,132.0,143.0,143.0,97.0,188.0,175.0,157.0,184.0,195.0,194.0,171.0,94.0,172.0,66.0,104.0,99.0,96.0,186.0
Peak_2,1180.5,1180.5,1180.5,1180.5,1180.5,1180.5,1180.5,1180.5,1180.5,1180.5,1180.5,1180.5,1180.5,1180.5,1180.5,1180.5,1180.5,1180.5,1180.5,1180.5,1180.5,1180.5,1180.5,1180.5,1180.5,1180.5,1180.5,1180.5
Peak_5,1672.8000000000002,1672.8000000000002,1672.8000000000002,1672.8000000000002,1672.8000000000002,1672.8000000000002,1672.8000000000002,1672.8000000000002,1672.8000000000002,1672.8000000000002,1672.8000000000002,1672.8000000000002,1672.8000000000002,1672.8000000000002,1672.8000000000002,1672.8000000000002,1672.8000000000002,1672.8000000000002,1672.8000000000002,1672.8000000000002,1672.8000000000002,1672.8000000000002,1672.8000000000002,1672.8000000000002,1672.8000000000002,1672.8000000000002,1672.8000000000002,1672.8000000000002
Peak_10,2049.0000000000005,2049.0000000000005,2049.0000000000005,2049.0000000000005,2049.0000000000005,2049.0000000000005,2049.0000000000005,2049.0000000000005,2049.0000000000005,2049.0000000000005,2049.0000000000005,2049.0000000000005,2049.0000000000005,2049.0000000000005,2049.0000000000005,2049.0000000000005,2049.0000000000005,2049.0000000000005,2049.0000000000005,2049.0000000000005,2049.0000000000005,2049.0000000000005,2049.0000000000005,2049.0000000000005,2049.0000000000005,2049.0000000000005,2049.0000000000005,2049.0000000000005
