Year,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Peak_Dur_2,nan,nan,63.0,nan,136.0,109.0,67.0,168.0,66.0,30.0,nan,nan,62.0,4.0,nan,155.0,nan,nan,nan,nan,30.0,nan,nan,nan,25.0,46.0,106.0,nan
Peak_Dur_5,nan,nan,nan,nan,20.0,29.0,61.0,29.0,nan,nan,nan,nan,nan,nan,nan,88.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.0,nan
Peak_Dur_10,nan,nan,nan,nan,nan,nan,55.0,nan,nan,nan,nan,nan,nan,nan,nan,55.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.0,nan
Peak_Fre_2,nan,nan,2.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,2.0,1.0,nan,2.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,1.0,1.0,nan
Peak_Fre_5,nan,nan,nan,nan,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan
Peak_Fre_10,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan
SP_Mag,343.0,615.0,1350.0,353.0,1736.0,1353.0,2595.0,1821.0,1281.0,1293.0,340.0,844.0,1208.0,1201.0,1042.0,1552.0,888.0,1065.0,695.0,1035.0,1343.0,1160.0,621.0,517.0,1578.0,1540.0,2604.0,600.0
SP_Tim,246.0,216.0,230.0,184.0,185.0,197.0,126.0,185.0,186.0,197.0,185.0,201.0,200.0,155.0,246.0,229.0,185.0,242.0,243.0,275.0,199.0,210.0,201.0,185.0,154.0,186.0,154.0,214.0
SP_Dur,67.0,79.0,97.0,107.0,145.0,121.0,158.0,145.0,141.0,129.0,98.0,113.0,109.0,154.0,80.0,85.0,110.0,80.0,69.0,56.0,137.0,112.0,97.0,85.0,119.0,118.0,146.0,73.0
SP_ROC,0.05594679186228482,0.02864369701941482,0.027139490352040066,0.043961352657004835,0.004357319157015378,0.010178380653307003,0.005813953488372093,0.007125890736342043,0.00855431993156544,0.011588078291814947,0.041666666666666664,0.014536572484816476,0.004595588235294118,0.007352941176470588,0.02702702702702703,0.02459016393442623,0.01904761904761905,0.04132231404958678,0.05263157894736842,0.04597701149425287,0.00463821892393321,0.02702702702702703,0.03529411764705882,0.0223463687150838,0.016902615540883695,0.013574660633484163,0.003885003885003885,0.046065428824049515
DS_Mag_50,12.0,13.0,81.0,12.0,98.0,30.5,134.0,101.0,96.0,60.0,13.0,18.0,98.0,23.0,45.5,63.0,22.0,32.0,20.0,56.0,119.0,20.0,42.0,12.0,16.0,30.5,66.5,13.0
DS_Mag_90,89.69999999999997,90.40000000000009,105.4,23.80000000000001,122.0,80.5,318.20000000000005,132.7,269.4,108.0,25.0,85.4,126.0,104.0,173.5,89.10000000000001,118.2,118.80000000000001,107.60000000000001,138.8,250.5,49.0,75.0,20.5,123.49999999999997,392.3,83.7,82.0
DS_Tim,313.0,295.0,327.0,291.0,330.0,318.0,284.0,330.0,327.0,326.0,283.0,314.0,309.0,309.0,326.0,314.0,295.0,322.0,312.0,331.0,336.0,322.0,298.0,270.0,273.0,304.0,300.0,287.0
DS_Dur_WS,128.0,148.0,97.0,163.0,94.0,76.0,169.0,64.0,123.0,93.0,141.0,109.0,115.0,115.0,94.0,80.0,129.0,92.0,135.0,63.0,146.0,73.0,187.0,146.0,180.0,120.0,94.0,107.0
