,3,,3,,2,,9,,2
result_dt,11413100,result_dt,11341400,result_dt,11299000,result_dt,11355500,result_dt,11446220
1996-06-15, 422,1965-06-15, 161,2003-03-13, 1275.0000,1974-06-16,305,2003-03-13, 1275.0000
1996-06-16, 418,1965-06-16, 163,2003-03-14, 1328.0000,1974-06-17,286,2003-03-14, 1328.0000
1996-06-17, 415,1965-06-17, 165,2003-03-15, 2641.0000,1974-06-18,292,2003-03-15, 2641.0000
1996-06-18, 412,1965-06-18, 163,2003-03-16, 1628.0000,1974-06-19,292,2003-03-16, 1628.0000
1996-06-19, 409,1965-06-19, 160,2003-03-17, 1283.0000,1974-06-20,272,2003-03-17, 1283.0000
1996-06-20, 407,1965-06-20, 160,2003-03-18, 1282.0000,1974-06-21,279,2003-03-18, 1282.0000
1996-06-21, 404,1965-06-21, 159,2003-03-19, 1018.0000,1974-06-22,285,2003-03-19, 1018.0000
1996-06-22, 402,1965-06-22, 159,2003-03-20,  869.0000,1974-06-23,287,2003-03-20,  869.0000
1996-06-23, 400,1965-06-23, 162,2003-03-21, 1127.0000,1974-06-24,282,2003-03-21, 1127.0000
1996-06-24, 399,1965-06-24, 145,2003-03-22, 1172.0000,1974-06-25,272,2003-03-22, 1172.0000
1996-06-25, 397,1965-06-25, 148,2003-03-23, 1538.0000,1974-06-26,260,2003-03-23, 1538.0000
1996-06-26, 395,1965-06-26, 148,2003-03-24, 1791.0000,1974-06-27,256,2003-03-24, 1791.0000
1996-06-27, 394,1965-06-27, 133,2003-03-25, 1819.0000,1974-06-28,262,2003-03-25, 1819.0000
1996-06-28, 393,1965-06-28, 128,2003-03-26, 1970.0000,1974-06-29,270,2003-03-26, 1970.0000
1996-06-29, 391,1965-06-29, 121,2003-03-27, 2170.0000,1974-06-30,277,2003-03-27, 2170.0000
1996-06-30, 390,1965-06-30, 117,2003-03-28, 1867.0000,1974-07-01,282,2003-03-28, 1867.0000
1996-07-01, 252,1965-07-01, 116,2003-03-29, 1473.0000,1974-07-02,274,2003-03-29, 1473.0000
1996-07-02, 208,1965-07-02, 112,2003-03-30, 1630.0000,1974-07-03,261,2003-03-30, 1630.0000
1996-07-03, 184,1965-07-03, 107,2003-03-31, 2047.0000,1974-07-04,259,2003-03-31, 2047.0000
1996-07-04, 169,1965-07-04, 102,2003-04-01, 2109.0000,1974-07-05,265,2003-04-01, 2109.0000
1996-07-05, 158,1965-07-05,  98,2003-04-02, 1495.0000,1974-07-06,266,2003-04-02, 1495.0000
1996-07-06, 149,1965-07-06,  94,2003-04-03, 1476.0000,1974-07-07,258,2003-04-03, 1476.0000
1996-07-07, 141,1965-07-07,  90,2003-04-04, 1790.0000,1974-07-08,320,2003-04-04, 1790.0000
1996-07-08, 135,1965-07-08,  85,2003-04-05, 1350.0000,1974-07-09,348,2003-04-05, 1350.0000
1996-07-09, 129,1965-07-09,  85,2003-04-06, 1238.0000,1974-07-10,291,2003-04-06, 1238.0000
1996-07-10, 123,1965-07-10,  86,2003-04-07, 1403.0000,1974-07-11,268,2003-04-07, 1403.0000
1996-07-11, 119,1965-07-11,  85,2003-04-08, 1486.0000,1974-07-12,258,2003-04-08, 1486.0000
1996-07-12, 114,1965-07-12,  82,2003-04-09, 1677.0000,1974-07-13,247,2003-04-09, 1677.0000
1996-07-13, 110,1965-07-13,  82,2003-04-10, 1868.0000,1974-07-14,232,2003-04-10, 1868.0000
1996-07-14, 106,1965-07-14,  82,2003-04-11, 1906.0000,1974-07-15,228,2003-04-11, 1906.0000
1996-07-15, 103,1965-07-15,  80,2003-04-12, 2146.0000,1974-07-16,227,2003-04-12, 2146.0000
1996-07-16,  99,1965-07-16,  80,2003-04-13, 4763.0000,1974-07-17,225,2003-04-13, 4763.0000
1996-07-17,  96,1965-07-17,  88,2003-04-14, 3362.0000,1974-07-18,223,2003-04-14, 3362.0000
1996-07-18,  93,1965-07-18,  84,2003-04-15, 2575.0000,1974-07-19,221,2003-04-15, 2575.0000
1996-07-19,  90,1965-07-19,  81,2003-04-16,12206.0000,1974-07-20,217,2003-04-16,12206.0000
1996-07-20,  88,1965-07-20,  81,2003-04-17, 1948.0000,1974-07-21,214,2003-04-17, 1948.0000
1996-07-21,  85,1965-07-21,  81,2003-04-18, 1947.0000,1974-07-22,214,2003-04-18, 1947.0000
1996-07-22,  83,1965-07-22,  83,2003-04-19, 1658.0000,1974-07-23,211,2003-04-19, 1658.0000
1996-07-23,  81,1965-07-23,  84,2003-04-20, 1652.0000,1974-07-24,209,2003-04-20, 1652.0000
1996-07-24,  79,1965-07-24,  82,2003-04-21, 2209.0000,1974-07-25,207,2003-04-21, 2209.0000
1996-07-25,  77,1965-07-25,  83,2003-04-22, 1785.0000,1974-07-26,213,2003-04-22, 1785.0000
1996-07-26,  75,1965-07-26,  83,2003-04-23, 1592.0000,1974-07-27,209,2003-04-23, 1592.0000
1996-07-27,  73,1965-07-27,  79,2003-04-24, 1983.0000,1974-07-28,206,2003-04-24, 1983.0000
1996-07-28,  71,1965-07-28,  77,2003-04-25, 2543.0000,1974-07-29,203,2003-04-25, 2543.0000
1996-07-29,  69,1965-07-29,  74,2003-04-26, 2880.0000,1974-07-30,200,2003-04-26, 2880.0000
1996-07-30,  68,1965-07-30,  71,2003-04-27, 2494.0000,1974-07-31,199,2003-04-27, 2494.0000
1996-07-31,  66,1965-07-31,  66,2003-04-28, 2761.0000,1974-08-01,199,2003-04-28, 2761.0000
1996-08-01,  66,1965-08-01,  62,2003-04-29, 2341.0000,1974-08-02,200,2003-04-29, 2341.0000
1996-08-02,  64,1965-08-02,  61,2003-04-30, 2109.0000,1974-08-03,202,2003-04-30, 2109.0000
1996-08-03,  61,1965-08-03,  58,2003-05-01, 2124.0000,1974-08-04,203,2003-05-01, 2124.0000
1996-08-04,  58,1965-08-04,  57,2003-05-02, 2080.0000,1974-08-05,206,2003-05-02, 2080.0000
1996-08-05,  55,1965-08-05,  55,2003-05-03, 2408.0000,1974-08-06,205,2003-05-03, 2408.0000
1996-08-06,  52,1965-08-06,  54,2003-05-04, 3430.0000,1974-08-07,201,2003-05-04, 3430.0000
1996-08-07,  49,1965-08-07,  54,2003-05-05, 2614.0000,1974-08-08,200,2003-05-05, 2614.0000
1996-08-08,  47,1965-08-08,  54,2003-05-06, 2476.0000,1974-08-09,198,2003-05-06, 2476.0000
1996-08-09,  44,1965-08-09,  54,2003-05-07, 2334.0000,1974-08-10,194,2003-05-07, 2334.0000
1996-08-10,  42,1965-08-10,  54,2003-05-08, 2812.0000,1974-08-11,195,2003-05-08, 2812.0000
1996-08-11,  40,1965-08-11,  59,2003-05-09, 2734.0000,1974-08-12,190,2003-05-09, 2734.0000
1996-08-12,  38,1965-08-12,  71,2003-05-10, 2401.0000,1974-08-13,187,2003-05-10, 2401.0000
1996-08-13,  36,1965-08-13,  58,2003-05-11, 2983.0000,1974-08-14,186,2003-05-11, 2983.0000
1996-08-14,  34,1965-08-14,  56,2003-05-12, 3292.0000,1974-08-15,186,2003-05-12, 3292.0000
1996-08-15,  32,1965-08-15,  55,2003-05-13, 3604.0000,1974-08-16,185,2003-05-13, 3604.0000
1996-08-16,  30,1965-08-16,  56,2003-05-14, 3769.0000,1974-08-17,184,2003-05-14, 3769.0000
1996-08-17,  29,1965-08-17,  58,2003-05-15, 3689.0000,1974-08-18,183,2003-05-15, 3689.0000
1996-08-18,  27,1965-08-18,  74,2003-05-16, 4062.0000,1974-08-19,183,2003-05-16, 4062.0000
1996-08-19,  26,1965-08-19,  72,2003-05-17, 3998.0000,1974-08-20,183,2003-05-17, 3998.0000
1996-08-20,  24,1965-08-20,  70,2003-05-18, 3971.0000,1974-08-21,182,2003-05-18, 3971.0000
1996-08-21,  23,1965-08-21,  90,2003-05-19, 4180.0000,1974-08-22,181,2003-05-19, 4180.0000
1996-08-22,  22,1965-08-22,  76,2003-05-20, 4291.0000,1974-08-23,180,2003-05-20, 4291.0000
1996-08-23,  21,1965-08-23,  65,2003-05-21, 4711.0000,1974-08-24,184,2003-05-21, 4711.0000
1996-08-24,  20,1965-08-24,  62,2003-05-22, 5465.0000,1974-08-25,187,2003-05-22, 5465.0000
1996-08-25,  19,1965-08-25,  60,2003-05-23, 6002.0000,1974-08-26,187,2003-05-23, 6002.0000
1996-08-26,  18,1965-08-26,  58,2003-05-24, 6094.0000,1974-08-27,187,2003-05-24, 6094.0000
1996-08-27,  18,1965-08-27,  55,2003-05-25, 5855.0000,1974-08-28,186,2003-05-25, 5855.0000
1996-08-28,  17,1965-08-28,  55,2003-05-26, 5202.0000,1974-08-29,184,2003-05-26, 5202.0000
1996-08-29,  17,1965-08-29,  54,2003-05-27, 5649.0000,1974-08-30,178,2003-05-27, 5649.0000
1996-08-30,  16,1965-08-30,  53,2003-05-28, 6624.0000,1974-08-31,177,2003-05-28, 6624.0000
1996-08-31,  16,1965-08-31,  52,2003-05-29, 6300.0000,1974-09-01,177,2003-05-29, 6300.0000
1996-09-01,  17,1965-09-01,  52,2003-05-30, 6395.0000,1974-09-02,177,2003-05-30, 6395.0000
1996-09-02,  17,1965-09-02,  52,2003-05-31, 5414.0000,1974-09-03,183,2003-05-31, 5414.0000
1996-09-03,  18,1965-09-03,  52,2003-06-01, 5017.0000,1974-09-04,176,2003-06-01, 5017.0000
1996-09-04,  18,1965-09-04,  52,2003-06-02, 4855.0000,1974-09-05,175,2003-06-02, 4855.0000
1996-09-05,  20,1965-09-05,  52,2003-06-03, 4385.0000,1974-09-06,175,2003-06-03, 4385.0000
1996-09-06,  23,1965-09-06,  52,2003-06-04, 4926.0000,1974-09-07,173,2003-06-04, 4926.0000
1996-09-07,  26,1965-09-07,  52,2003-06-05, 4458.0000,1974-09-08,177,2003-06-05, 4458.0000
1996-09-08,  28,1965-09-08,  51,2003-06-06, 4396.0000,1974-09-09,182,2003-06-06, 4396.0000
1996-09-09,  30,1965-09-09,  51,2003-06-07, 3891.0000,1974-09-10,182,2003-06-07, 3891.0000
1996-09-10,  32,1965-09-10,  51,2003-06-08, 3802.0000,1974-09-11,182,2003-06-08, 3802.0000
1996-09-11,  33,1965-09-11,  51,2003-06-09, 3563.0000,1974-09-12,182,2003-06-09, 3563.0000
1996-09-12,  35,1965-09-12,  52,2003-06-10, 3074.0000,1974-09-13,182,2003-06-10, 3074.0000
1996-09-13,  36,1965-09-13,  52,2003-06-11, 2840.0000,1974-09-14,182,2003-06-11, 2840.0000
1996-09-14,  37,1965-09-14,  52,2003-06-12, 2484.0000,1974-09-15,182,2003-06-12, 2484.0000
1996-09-15,  38,1965-09-15,  52,2003-06-13, 2434.0000,1974-09-16,182,2003-06-13, 2434.0000
1996-09-16,  39,1965-09-16,  51,2003-06-14, 2357.0000,1974-09-17,181,2003-06-14, 2357.0000
1996-09-17,  40,1965-09-17,  50,2003-06-15, 2094.0000,1974-09-18,174,2003-06-15, 2094.0000
1996-09-18,  41,1965-09-18,  51,2003-06-16, 2423.0000,1974-09-19,167,2003-06-16, 2423.0000
1996-09-19,  42,1965-09-19,  51,2003-06-17, 2151.0000,1974-09-20,165,2003-06-17, 2151.0000
1996-09-20,  42,1965-09-20,  51,2003-06-18, 1937.0000,1974-09-21,168,2003-06-18, 1937.0000
1996-09-21,  43,1965-09-21,  51,2003-06-19, 1601.0000,1974-09-22,168,2003-06-19, 1601.0000
1996-09-22,  43,1965-09-22,  50,2003-06-20, 1619.0000,1974-09-23,165,2003-06-20, 1619.0000
1996-09-23,  44,1965-09-23,  50,2003-06-21, 1504.0000,1974-09-24,167,2003-06-21, 1504.0000
1996-09-24,  44,1965-09-24,  51,2003-06-22, 1309.0000,1974-09-25,166,2003-06-22, 1309.0000
1996-09-25,  44,1965-09-25,  51,2003-06-23, 2227.0000,1974-09-26,166,2003-06-23, 2227.0000
1996-09-26,  45,1965-09-26,  52,2003-06-24,  126.0000,1974-09-27,166,2003-06-24,  126.0000
1996-09-27,  45,1965-09-27,  52,2003-06-25, 1128.0000,1974-09-28,171,2003-06-25, 1128.0000
1996-09-28,  45,1965-09-28,  53,2003-06-26, 1166.0000,1974-09-29,176,2003-06-26, 1166.0000
1996-09-29,  45,1965-09-29,  53,2003-06-27, 1282.0000,1974-09-30,176,2003-06-27, 1282.0000
1996-09-30,  45,1965-09-30,  53,2003-06-28, 1067.0000,1974-10-01,176,2003-06-28, 1067.0000
1996-10-01,  47,1965-10-01,  50,2003-06-29, 1000.0000,1974-10-02,176,2003-06-29, 1000.0000
1996-10-02,  49,1965-10-02,  50,2003-06-30,  969.0000,1974-10-03,176,2003-06-30,  969.0000
1996-10-03,  51,1965-10-03,  51,2003-07-01,  984.0000,1974-10-04,176,2003-07-01,  984.0000
1996-10-04,  53,1965-10-04,  50,2003-07-02,  926.0000,1974-10-05,176,2003-07-02,  926.0000
1996-10-05,  55,1965-10-05,  51,2003-07-03,  884.0000,1974-10-06,176,2003-07-03,  884.0000
1996-10-06,  57,1965-10-06,  52,2003-07-04, 1048.0000,1974-10-07,176,2003-07-04, 1048.0000
1996-10-07,  59,1965-10-07,  51,2003-07-05,  806.0000,1974-10-08,174,2003-07-05,  806.0000
1996-10-08,  61,1965-10-08,  50,2003-07-06,  714.0000,1974-10-09,166,2003-07-06,  714.0000
1996-10-09,  62,1965-10-09,  51,2003-07-07,  785.0000,1974-10-10,166,2003-07-07,  785.0000
1996-10-10,  64,1965-10-10,  52,2003-07-08,  756.0000,1974-10-11,165,2003-07-08,  756.0000
1996-10-11,  65,1965-10-11,  53,2003-07-09,  882.0000,1974-10-12,165,2003-07-09,  882.0000
1996-10-12,  66,1965-10-12,  53,2003-07-10,  738.0000,1974-10-13,164,2003-07-10,  738.0000
1996-10-13,  67,1965-10-13,  52,2003-07-11,  573.0000,1974-10-14,164,2003-07-11,  573.0000
1996-10-14,  68,1965-10-14,  54,2003-07-12,  710.0000,1974-10-15,164,2003-07-12,  710.0000
1996-10-15,  68,1965-10-15,  56,2003-07-13,  641.0000,1974-10-16,164,2003-07-13,  641.0000
1996-10-16,  69,1965-10-16,  57,2003-07-14,  845.0000,1974-10-17,166,2003-07-14,  845.0000
1996-10-17,  70,1965-10-17,  57,2003-07-15,  885.0000,1974-10-18,174,2003-07-15,  885.0000
1996-10-18,  70,1965-10-18,  58,2003-07-16,  945.0000,1974-10-19,174,2003-07-16,  945.0000
1996-10-19,  71,1965-10-19,  58,2003-07-17,  852.0000,1974-10-20,174,2003-07-17,  852.0000
1996-10-20,  71,1965-10-20,  58,2003-07-18,  721.0000,1974-10-21,174,2003-07-18,  721.0000
1996-10-21,  71,1965-10-21,  57,2003-07-19,  746.0000,1974-10-22,174,2003-07-19,  746.0000
1996-10-22,  72,1965-10-22,  58,2003-07-20,  906.0000,1974-10-23,174,2003-07-20,  906.0000
1996-10-23,  72,1965-10-23,  58,2003-07-21,  717.0000,1974-10-24,173,2003-07-21,  717.0000
1996-10-24,  73,1965-10-24,  57,2003-07-22,  839.0000,1974-10-25,173,2003-07-22,  839.0000
1996-10-25,  73,1965-10-25,  56,2003-07-23,  613.0000,1974-10-26,173,2003-07-23,  613.0000
1996-10-26,  73,1965-10-26,  54,2003-07-24,  724.0000,1974-10-27,174,2003-07-24,  724.0000
1996-10-27,  73,1965-10-27,  54,2003-07-25,  800.0000,1974-10-28,182,2003-07-25,  800.0000
1996-10-28,  74,1965-10-28,  57,2003-07-26,  742.0000,1974-10-29,178,2003-07-26,  742.0000
1996-10-29,  74,1965-10-29,  56,2003-07-27,  638.0000,1974-10-30,178,2003-07-27,  638.0000
1996-10-30,  74,1965-10-30,  57,2003-07-28,  732.0000,1974-10-31,182,2003-07-28,  732.0000
1996-10-31,  75,1965-10-31,  57,2003-07-29,  649.0000,1974-11-01,180,2003-07-29,  649.0000
1996-11-01, 273,1965-11-01,  56,2003-07-30,  566.0000,1974-11-02,179,2003-07-30,  566.0000
1996-11-02, 339,1965-11-02,  57,2003-07-31,  728.0000,1974-11-03,178,2003-07-31,  728.0000
1996-11-03, 397,1965-11-03,  56,2003-08-01,  786.0000,1974-11-04,178,2003-08-01,  786.0000
1996-11-04, 474,1965-11-04,  62,2003-08-02,  800.0000,1974-11-05,178,2003-08-02,  800.0000
1996-11-05, 547,1965-11-05,  64,2003-08-03,  758.0000,1974-11-06,178,2003-08-03,  758.0000
1996-11-06, 607,1965-11-06,  61,2003-08-04,  559.0000,1974-11-07,180,2003-08-04,  559.0000
1996-11-07, 656,1965-11-07, 100,2003-08-05,  720.0000,1974-11-08,179,2003-08-05,  720.0000
1996-11-08, 696,1965-11-08, 156,2003-08-06,  563.0000,1974-11-09,178,2003-08-06,  563.0000
1996-11-09, 729,1965-11-09,  84,2003-08-07,  133.0000,1974-11-10,178,2003-08-07,  133.0000
1996-11-10, 757,1965-11-10,  75,2003-08-08,  625.0000,1974-11-11,177,2003-08-08,  625.0000
1996-11-11, 781,1965-11-11,  76,2003-08-09,  403.0000,1974-11-12,177,2003-08-09,  403.0000
1996-11-12, 801,1965-11-12, 124,2003-08-10,  329.0000,1974-11-13,177,2003-08-10,  329.0000
1996-11-13, 819,1965-11-13, 360,2003-08-11,  418.0000,1974-11-14,177,2003-08-11,  418.0000
1996-11-14, 834,1965-11-14, 900,2003-08-12,  486.0000,1974-11-15,177,2003-08-12,  486.0000
1996-11-15, 848,1965-11-15, 931,2003-08-13,  138.0000,1974-11-16,177,2003-08-13,  138.0000
1996-11-16, 860,1965-11-16, 347,2003-08-14,  325.0000,1974-11-17,177,2003-08-14,  325.0000
1996-11-17, 871,1965-11-17,1070,2003-08-15,  397.0000,1974-11-18,179,2003-08-15,  397.0000
1996-11-18, 880,1965-11-18,1650,2003-08-16,  416.0000,1974-11-19,177,2003-08-16,  416.0000
1996-11-19, 889,1965-11-19, 912,2003-08-17,  430.0000,1974-11-20,177,2003-08-17,  430.0000
1996-11-20, 897,1965-11-20, 466,2003-08-18,  428.0000,1974-11-21,181,2003-08-18,  428.0000
1996-11-21, 904,1965-11-21, 335,2003-08-19,  429.0000,1974-11-22,178,2003-08-19,  429.0000
1996-11-22, 910,1965-11-22, 272,2003-08-20,  357.0000,1974-11-23,176,2003-08-20,  357.0000
1996-11-23, 916,1965-11-23, 286,2003-08-21,  324.0000,1974-11-24,177,2003-08-21,  324.0000
1996-11-24, 922,1965-11-24, 327,2003-08-22,  317.0000,1974-11-25,178,2003-08-22,  317.0000
1996-11-25, 926,1965-11-25, 258,2003-08-23, 1429.0000,1974-11-26,176,2003-08-23, 1429.0000
1996-11-26, 931,1965-11-26, 226,2003-08-24, 1403.0000,1974-11-27,176,2003-08-24, 1403.0000
1996-11-27, 935,1965-11-27, 211,2003-08-25,  630.0000,1974-11-28,175,2003-08-25,  630.0000
1996-11-28, 939,1965-11-28, 194,2003-08-26,  278.0000,1974-11-29,175,2003-08-26,  278.0000
1996-11-29, 942,1965-11-29, 186,2003-08-27,  324.0000,1974-11-30,175,2003-08-27,  324.0000
1996-11-30, 946,1965-11-30, 186,2003-08-28,  318.0000,1974-12-01,175,2003-08-28,  318.0000
1996-12-01,1624,1965-12-01, 180,2003-08-29,  269.0000,1974-12-02,175,2003-08-29,  269.0000
1996-12-02,1800,1965-12-02, 178,2003-08-30,  255.0000,1974-12-03,179,2003-08-30,  255.0000
1996-12-03,1873,1965-12-03, 186,2003-08-31,  303.0000,1974-12-04,179,2003-08-31,  303.0000
1996-12-04,1917,1965-12-04, 186,2003-09-01,  394.0000,1974-12-05,174,2003-09-01,  394.0000
1996-12-05,1948,1965-12-05, 203,2003-09-02,  544.0000,1974-12-06,176,2003-09-02,  544.0000
1996-12-06,1972,1965-12-06, 217,2003-09-03,  513.0000,1974-12-07,175,2003-09-03,  513.0000
1996-12-07,1992,1965-12-07, 214,2003-09-04,  379.0000,1974-12-08,174,2003-09-04,  379.0000
1996-12-08,2009,1965-12-08, 208,2003-09-05,  390.0000,1974-12-09,173,2003-09-05,  390.0000
1996-12-09,2023,1965-12-09, 194,2003-09-06,  165.0000,1974-12-10,173,2003-09-06,  165.0000
1996-12-10,2036,1965-12-10, 183,2003-09-07,  322.0000,1974-12-11,174,2003-09-07,  322.0000
1996-12-11,2047,1965-12-11, 178,2003-09-08,  240.0000,1974-12-12,176,2003-09-08,  240.0000
1996-12-12,2057,1965-12-12, 170,2003-09-09,  228.0000,1974-12-13,174,2003-09-09,  228.0000
1996-12-13,2066,1965-12-13, 160,2003-09-10,  349.0000,1974-12-14,174,2003-09-10,  349.0000
1996-12-14,2074,1965-12-14, 153,2003-09-11,  364.0000,1974-12-15,173,2003-09-11,  364.0000
1996-12-15,2081,1965-12-15, 141,2003-09-12,  457.0000,1974-12-16,173,2003-09-12,  457.0000
1996-12-16,2088,1965-12-16, 137,2003-09-13,  353.0000,1974-12-17,173,2003-09-13,  353.0000
1996-12-17,2094,1965-12-17, 134,2003-09-14,  309.0000,1974-12-18,172,2003-09-14,  309.0000
1996-12-18,2099,1965-12-18, 134,2003-09-15,  277.0000,1974-12-19,174,2003-09-15,  277.0000
1996-12-19,2105,1965-12-19, 130,2003-09-16,  186.0000,1974-12-20,172,2003-09-16,  186.0000
1996-12-20,2109,1965-12-20, 126,2003-09-17,NA,1974-12-21,172,2003-09-17,NA
1996-12-21,2114,1965-12-21, 128,2003-09-18,  366.0000,1974-12-22,168,2003-09-18,  366.0000
1996-12-22,2118,1965-12-22, 122,2003-09-19,  416.0000,1974-12-23,164,2003-09-19,  416.0000
1996-12-23,2122,1965-12-23, 119,2003-09-20,  388.0000,1974-12-24,161,2003-09-20,  388.0000
1996-12-24,2125,1965-12-24, 122,2003-09-21,  505.0000,1974-12-25,169,2003-09-21,  505.0000
1996-12-25,2128,1965-12-25, 119,2003-09-22,  658.0000,1974-12-26,168,2003-09-22,  658.0000
1996-12-26,2132,1965-12-26, 119,2003-09-23,  442.0000,1974-12-27,172,2003-09-23,  442.0000
1996-12-27,2134,1965-12-27, 119,2003-09-24,  260.0000,1974-12-28,164,2003-09-24,  260.0000
1996-12-28,2137,1965-12-28, 165,2003-09-25,  202.0000,1974-12-29,164,2003-09-25,  202.0000
1996-12-29,2140,1965-12-29, 150,2003-09-26,  395.0000,1974-12-30,166,2003-09-26,  395.0000
1996-12-30,2142,1965-12-30, 134,2003-09-27,  418.0000,1974-12-31,168,2003-09-27,  418.0000
1996-12-31,2145,1965-12-31, 128,2003-09-28,  432.0000,1975-01-01,168,2003-09-28,  432.0000
1997-01-01,2488,1966-01-01, 122,2003-09-29,  254.0000,1975-01-02,168,2003-09-29,  254.0000
1997-01-02,2543,1966-01-02, 124,2003-09-30,  346.0000,1975-01-03,168,2003-09-30,  346.0000
1997-01-03,2564,1966-01-03, 126,2003-10-01,  341.0000,1975-01-04,170,2003-10-01,  341.0000
1997-01-04,2576,1966-01-04, 170,2003-10-02,  165.0000,1975-01-05,172,2003-10-02,  165.0000
1997-01-05,2585,1966-01-05, 229,2003-10-03,  333.0000,1975-01-06,175,2003-10-03,  333.0000
1997-01-06,2592,1966-01-06, 343,2003-10-04,  206.0000,1975-01-07,178,2003-10-04,  206.0000
1997-01-07,2597,1966-01-07, 300,2003-10-05,  297.0000,1975-01-08,179,2003-10-05,  297.0000
1997-01-08,2602,1966-01-08, 339,2003-10-06,  389.0000,1975-01-09,172,2003-10-06,  389.0000
1997-01-09,2606,1966-01-09, 275,2003-10-07,  343.0000,1975-01-10,174,2003-10-07,  343.0000
1997-01-10,2610,1966-01-10, 239,2003-10-08,  259.0000,1975-01-11,174,2003-10-08,  259.0000
1997-01-11,2613,1966-01-11, 211,2003-10-09,  159.0000,1975-01-12,173,2003-10-09,  159.0000
1997-01-12,2616,1966-01-12, 197,2003-10-10,  304.0000,1975-01-13,173,2003-10-10,  304.0000
1997-01-13,2618,1966-01-13, 186,2003-10-11,  203.0000,1975-01-14,173,2003-10-11,  203.0000
1997-01-14,2621,1966-01-14, 183,2003-10-12,  264.0000,1975-01-15,173,2003-10-12,  264.0000
1997-01-15,2623,1966-01-15, 217,2003-10-13,  292.0000,1975-01-16,173,2003-10-13,  292.0000
1997-01-16,2625,1966-01-16, 217,2003-10-14,  328.0000,1975-01-17,173,2003-10-14,  328.0000
1997-01-17,2627,1966-01-17, 200,2003-10-15,  387.0000,1975-01-18,172,2003-10-15,  387.0000
1997-01-18,2629,1966-01-18, 189,2003-10-16,  377.0000,1975-01-19,172,2003-10-16,  377.0000
1997-01-19,2631,1966-01-19, 180,2003-10-17,  264.0000,1975-01-20,172,2003-10-17,  264.0000
1997-01-20,2633,1966-01-20, 173,2003-10-18,  248.0000,1975-01-21,172,2003-10-18,  248.0000
1997-01-21,2634,1966-01-21, 168,2003-10-19,  187.0000,1975-01-22,172,2003-10-19,  187.0000
1997-01-22,2636,1966-01-22, 165,2003-10-20,  297.0000,1975-01-23,172,2003-10-20,  297.0000
1997-01-23,2637,1966-01-23, 158,2003-10-21,  274.0000,1975-01-24,173,2003-10-21,  274.0000
1997-01-24,2638,1966-01-24, 155,2003-10-22,  272.0000,1975-01-25,173,2003-10-22,  272.0000
1997-01-25,2640,1966-01-25, 153,2003-10-23,  248.0000,1975-01-26,174,2003-10-23,  248.0000
1997-01-26,2641,1966-01-26, 150,2003-10-24,  174.0000,1975-01-27,164,2003-10-24,  174.0000
1997-01-27,2642,1966-01-27, 148,2003-10-25,  235.0000,1975-01-28,162,2003-10-25,  235.0000
1997-01-28,2643,1966-01-28, 146,2003-10-26,  281.0000,1975-01-29,165,2003-10-26,  281.0000
1997-01-29,2644,1966-01-29, 162,2003-10-27,NA,1975-01-30,164,2003-10-27,NA
1997-01-30,2645,1966-01-30, 160,2003-10-28, 2073.0000,1975-01-31,166,2003-10-28, 2073.0000
1997-01-31,2646,1966-01-31, 153,2003-10-29,  380.0000,1975-02-01,165,2003-10-29,  380.0000
1997-02-01,1580,1966-02-01, 148,2003-10-30,  375.0000,1975-02-02,159,2003-10-30,  375.0000
1997-02-02,1386,1966-02-02, 143,2003-10-31,  502.0000,1975-02-03,157,2003-10-31,  502.0000
1997-02-03,1300,1966-02-03, 150,2003-11-01,  315.0000,1975-02-04,158,2003-11-01,  315.0000
1997-02-04,1249,1966-02-04, 223,2003-11-02,  301.0000,1975-02-05,158,2003-11-02,  301.0000
1997-02-05,1214,1966-02-05, 242,2003-11-03,  596.0000,1975-02-06,160,2003-11-03,  596.0000
1997-02-06,1187,1966-02-06, 214,2003-11-04,  337.0000,1975-02-07,166,2003-11-04,  337.0000
1997-02-07,1165,1966-02-07, 191,2003-11-05,  566.0000,1975-02-08,170,2003-11-05,  566.0000
1997-02-08,1147,1966-02-08, 178,2003-11-06,  489.0000,1975-02-09,178,2003-11-06,  489.0000
1997-02-09,1132,1966-02-09, 170,2003-11-07,  599.0000,1975-02-10,172,2003-11-07,  599.0000
1997-02-10,1119,1966-02-10, 168,2003-11-08,  519.0000,1975-02-11,169,2003-11-08,  519.0000
1997-02-11,1108,1966-02-11, 158,2003-11-09,  663.0000,1975-02-12,172,2003-11-09,  663.0000
1997-02-12,1098,1966-02-12, 150,2003-11-10,  726.0000,1975-02-13,173,2003-11-10,  726.0000
1997-02-13,1089,1966-02-13, 146,2003-11-11,  387.0000,1975-02-14,172,2003-11-11,  387.0000
