Year,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
FA_Mag,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115.02286518563723,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FA_Tim,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FA_Dur,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Wet_BFL_Mag_10,156.3,163.4,541.6,168.0,998.4000000000001,772.6,678.1,1147.6000000000001,588.8000000000001,646.6,137.6,198.2,500.70000000000005,404.0,460.0,1020.0,172.2,262.5,175.1,461.2,352.4,311.0,109.80000000000001,204.6,60.800000000000004,741.2,794.0,200.8
Wet_BFL_Mag_50,301.5,390.0,1042.0,286.0,1556.0,1280.0,2142.0,1371.0,836.0,986.0,180.5,719.0,1208.5,621.0,700.0,1625.0,631.5,667.5,365.0,611.0,908.5,424.0,435.0,405.0,501.5,1004.5,1267.0,284.0
Wet_Tim,88.0,93.0,88.0,58.0,88.0,58.0,28.0,86.0,27.0,80.0,71.0,53.0,57.0,58.0,58.0,44.0,28.0,53.0,46.0,87.0,28.0,89.0,30.0,120.0,30.0,86.0,58.0,28.0
Wet_BFL_Dur,154.0,123.0,155.0,126.0,97.0,83.0,98.0,98.0,117.0,133.0,114.0,159.0,64.0,97.0,180.0,191.0,142.0,186.0,182.0,169.0,172.0,127.0,185.0,65.0,124.0,100.0,96.0,187.0
Peak_2,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0
Peak_5,1777.2000000000003,1777.2000000000003,1777.2000000000003,1777.2000000000003,1777.2000000000003,1777.2000000000003,1777.2000000000003,1777.2000000000003,1777.2000000000003,1777.2000000000003,1777.2000000000003,1777.2000000000003,1777.2000000000003,1777.2000000000003,1777.2000000000003,1777.2000000000003,1777.2000000000003,1777.2000000000003,1777.2000000000003,1777.2000000000003,1777.2000000000003,1777.2000000000003,1777.2000000000003,1777.2000000000003,1777.2000000000003,1777.2000000000003,1777.2000000000003,1777.2000000000003
Peak_10,2164.6000000000004,2164.6000000000004,2164.6000000000004,2164.6000000000004,2164.6000000000004,2164.6000000000004,2164.6000000000004,2164.6000000000004,2164.6000000000004,2164.6000000000004,2164.6000000000004,2164.6000000000004,2164.6000000000004,2164.6000000000004,2164.6000000000004,2164.6000000000004,2164.6000000000004,2164.6000000000004,2164.6000000000004,2164.6000000000004,2164.6000000000004,2164.6000000000004,2164.6000000000004,2164.6000000000004,2164.6000000000004,2164.6000000000004,2164.6000000000004,2164.6000000000004
Peak_Dur_2,nan,nan,62.0,nan,143.0,128.0,71.0,177.0,59.0,23.0,nan,nan,45.0,20.0,nan,124.0,nan,nan,nan,nan,34.0,nan,nan,nan,27.0,39.0,149.0,nan
Peak_Dur_5,nan,nan,nan,nan,21.0,29.0,61.0,29.0,nan,nan,nan,nan,nan,nan,nan,88.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.0,nan
Peak_Dur_10,nan,nan,nan,nan,nan,nan,47.0,nan,nan,nan,nan,nan,nan,nan,nan,52.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.0,nan
Peak_Fre_2,nan,nan,2.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,1.0,1.0,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan,1.0,1.0,1.0,nan
Peak_Fre_5,nan,nan,nan,nan,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan
Peak_Fre_10,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan
SP_Mag,386.0,670.0,1403.0,372.0,1822.0,2007.0,2702.0,1889.0,1328.0,1165.0,413.0,835.0,1621.0,1242.0,1057.0,1627.0,898.0,1098.0,727.0,1099.0,1262.0,1141.0,668.0,612.0,1710.0,1620.0,2662.0,664.0
SP_Tim,242.0,216.0,243.0,184.0,185.0,141.0,126.0,184.0,144.0,213.0,185.0,212.0,121.0,155.0,238.0,235.0,170.0,239.0,228.0,256.0,200.0,216.0,215.0,185.0,154.0,186.0,154.0,215.0
SP_Dur,80.0,84.0,80.0,109.0,144.0,174.0,155.0,144.0,179.0,115.0,99.0,104.0,179.0,156.0,90.0,65.0,125.0,86.0,89.0,73.0,134.0,107.0,82.0,85.0,112.0,112.0,142.0,74.0
SP_ROC,0.04322350543478261,0.02608695652173913,0.020833333333333332,0.041666666666666664,0.00308048158472214,0.007334963325183374,0.006075334143377886,0.00451469569116628,0.0033234283574748004,0.020410288451525566,0.01495479043249744,0.023179062092255738,0.0035778175313059034,0.006720430107526882,0.03149801587301587,0.02608695652173913,0.021052631578947368,0.03683601881119421,0.045454545454545456,0.04,0.0037735849056603774,0.02564102564102564,0.03371212121212121,0.02717391304347826,0.012269938650306749,0.010526607385246129,0.003361354032494972,0.041666666666666664
DS_Mag_50,40.0,20.5,78.0,10.0,87.0,39.0,112.0,91.0,87.0,67.0,10.0,14.0,92.0,29.0,43.5,62.0,14.0,37.0,45.5,59.0,103.0,29.0,47.0,10.0,14.0,31.0,59.0,11.0
DS_Mag_90,124.4,141.40000000000003,102.0,45.0,111.0,73.0,311.0,122.0,264.6,104.0,17.0,85.80000000000001,126.80000000000001,102.8,142.40000000000003,83.0,113.7,107.20000000000002,110.5,147.6,149.0,46.8,72.0,13.0,115.0,389.5,77.3,70.0
DS_Tim,322.0,300.0,323.0,293.0,329.0,315.0,281.0,328.0,323.0,328.0,284.0,316.0,300.0,311.0,328.0,300.0,295.0,325.0,317.0,329.0,334.0,323.0,297.0,270.0,266.0,298.0,296.0,289.0
DS_Dur_WS,137.0,154.0,101.0,161.0,95.0,79.0,171.0,65.0,123.0,109.0,135.0,107.0,124.0,113.0,82.0,94.0,124.0,87.0,136.0,65.0,121.0,73.0,189.0,126.0,186.0,126.0,98.0,105.0
