Month,Precipitation,SW Irrigation,GW Irrigation,ET,Recharge,Storage,Water_Year
1990-10-01,3845304,1760852,570929,-8960362,-260642,3043924,1991
1990-11-01,5647104,0,0,-2921471,-520837,-2204775,1991
1990-12-01,3638620,0,0,-612621,-346733,-2679259,1991
1991-01-01,4377612,0,0,-818005,-435094,-3124513,1991
1991-02-01,4512032,0,0,-1080220,-620066,-2811744,1991
1991-03-01,16012325,105226,597112,-12931826,-2573582,-1209357,1991
1991-04-01,5975018,2203017,3773903,-13526810,-477756,2052619,1991
1991-05-01,5073978,4745682,5327086,-14755689,-357926,-33159,1991
1991-06-01,5520738,7337332,8227076,-18618852,-1086611,-1379672,1991
1991-07-01,4052417,5052065,13179707,-23042596,-1851095,2609467,1991
1991-08-01,1385362,2317850,12209626,-16943218,-954239,1984658,1991
1991-09-01,352122,2087938,2772132,-11227353,-481831,6497011,1991
1991-10-01,3251426,1405776,560045,-7486540,-440368,2709636,1992
1991-11-01,12874837,0,0,-2174452,-1910479,-8789911,1992
1991-12-01,9508832,0,0,-606897,-2623710,-6278223,1992
1992-01-01,8770522,0,0,-821369,-2718206,-5230954,1992
1992-02-01,626675,0,0,-1114699,-189648,677674,1992
1992-03-01,7314854,133125,686330,-11726397,-783272,4375380,1992
1992-04-01,6320702,3129337,4838991,-16873108,-327718,2911783,1992
1992-05-01,2210231,7599352,8569971,-19956516,-173385,1750346,1992
1992-06-01,12243382,6256355,9044693,-24426068,-2069953,-1048405,1992
1992-07-01,1314239,5587175,13383509,-22515196,-1492794,3723049,1992
1992-08-01,0,1643418,14797191,-17576398,-950150,2085923,1992
1992-09-01,811784,3310737,2431852,-12358665,-506701,6311006,1992
1992-10-01,11710821,1519336,442950,-9627591,-1072888,-2972623,1993
1992-11-01,5510409,0,0,-3164854,-655079,-1690481,1993
1992-12-01,21226492,0,0,-630469,-5899540,-14696475,1993
1993-01-01,25138278,0,0,-631572,-12800261,-11706469,1993
1993-02-01,827204,0,0,-900184,-446504,519480,1993
1993-03-01,9337073,0,2735,-11687007,-561719,2908942,1993
1993-04-01,9285656,528244,592237,-14887733,-592522,5074134,1993
1993-05-01,18424866,5637082,6358395,-21767118,-2536054,-6117151,1993
1993-06-01,4302265,9362156,10496474,-27024886,-3122457,5986452,1993
1993-07-01,0,10329933,10962075,-24002214,-2607287,5317528,1993
1993-08-01,4627914,5665021,9837141,-20033124,-2040026,1943025,1993
1993-09-01,1118048,4559942,2168666,-14673637,-1056177,7883152,1993
1993-10-01,3516888,1476972,430600,-9675011,-767562,5018114,1994
1993-11-01,3264278,0,0,-2021073,-316006,-927187,1994
1993-12-01,12292324,0,0,-617398,-2220866,-9454099,1994
1994-01-01,9887228,0,0,-616096,-3301697,-5969434,1994
1994-02-01,250669,0,0,-893024,-79895,722251,1994
1994-03-01,3041144,132711,718782,-12814178,-124442,9045939,1994
1994-04-01,1053427,3203354,5095053,-14068564,-37545,4754280,1994
1994-05-01,7512992,7069440,7974637,-20055442,-319272,-2182350,1994
1994-06-01,0,8467762,12153194,-20617388,-847569,844008,1994
1994-07-01,0,2309326,17677128,-22202068,-1272660,3488309,1994
1994-08-01,0,1339976,14260264,-15773618,-824373,997743,1994
1994-09-01,972144,1142915,3356543,-10519934,-544375,5592708,1994
1994-10-01,135325,1336441,639297,-4912702,-153355,2955005,1995
1994-11-01,18911874,0,0,-2564704,-1656046,-14691227,1995
1994-12-01,8956296,0,0,-618064,-2037944,-6300319,1995
1995-01-01,51591248,0,0,-436099,-31062500,-20092686,1995
1995-02-01,288268,0,0,-1427409,-173433,1312576,1995
1995-03-01,28141386,0,0,-9458011,-17552820,-1130510,1995
1995-04-01,13096180,2340,9233,-15063451,-1034605,2990384,1995
1995-05-01,8764026,4209806,4689114,-23107598,-822752,6267352,1995
1995-06-01,6586436,8252256,9234078,-25489438,-1332206,2748891,1995
1995-07-01,7922141,9355168,9812578,-25768554,-3329192,2007972,1995
1995-08-01,0,7731843,11613911,-21230326,-1996603,3881197,1995
1995-09-01,294032,4574446,2049528,-13944988,-976400,8003402,1995
1995-10-01,108260,1900901,554192,-8220388,-346202,6003264,1996
1995-11-01,3087716,0,0,-2326334,-131579,-629822,1996
1995-12-01,45136668,0,0,-638111,-15540296,-28958296,1996
1996-01-01,41343524,0,0,-644576,-35851200,-4847808,1996
1996-02-01,2761897,0,0,-1115872,-2135518,489484,1996
1996-03-01,6436918,0,0,-10591893,-623036,4778015,1996
1996-04-01,9313576,1669587,1754643,-16072623,-685712,4020542,1996
1996-05-01,7013056,6628511,7411703,-22665526,-591802,2204028,1996
1996-06-01,976365,10582334,11724764,-26663738,-2512057,5892415,1996
1996-07-01,778194,10456778,13326466,-25994626,-2519965,3953149,1996
1996-08-01,394953,4403718,14150208,-20921320,-1384352,3356789,1996
1996-09-01,2053303,3360626,2141920,-12723149,-764947,5932276,1996
1996-10-01,7316129,1753083,511097,-9486011,-889494,795169,1997
1996-11-01,22619664,0,0,-2741750,-5495414,-14382455,1997
1996-12-01,48516792,0,0,-650981,-31099674,-16766013,1997
1997-01-01,27194270,0,0,-828942,-25980190,-385168,1997
1997-02-01,350938,0,0,-1049452,-269792,968307,1997
1997-03-01,5016858,0,732,-11860860,-1198081,8041348,1997
1997-04-01,4196078,2203459,2347872,-15699536,-189763,7141888,1997
1997-05-01,1323643,9563910,10646974,-25469196,-92895,4027534,1997
1997-06-01,6685106,8981524,9960000,-23184936,-2408449,-33264,1997
1997-07-01,2010218,5732958,7430459,-15636577,-1534652,1997587,1997
1997-08-01,6244577,756684,794307,-2255445,-1288980,-4251149,1997
1997-09-01,3386757,584360,170365,-2289656,-845218,-1006620,1997
1997-10-01,7764934,105185,30666,-1185576,-2408872,-4306309,1998
1997-11-01,12395192,0,0,-618172,-5103566,-6673434,1998
1997-12-01,5859870,0,0,-622126,-4002111,-1235625,1998
1998-01-01,29565750,0,0,-665214,-24610418,-4290034,1998
1998-02-01,200535,0,0,-1049037,-148122,996623,1998
1998-03-01,15807355,0,0,-10612618,-5629956,435224,1998
1998-04-01,3348102,1386830,1457765,-15995171,-199117,10001612,1998
1998-05-01,17343618,3993094,4493454,-18496354,-1513509,-5820343,1998
1998-06-01,9120900,8672501,9597325,-27131110,-3682702,3423123,1998
1998-07-01,2217159,12250095,12522775,-29536894,-3310766,5857646,1998
1998-08-01,290150,9128789,11978207,-22419180,-2414138,3436140,1998
1998-09-01,3559056,4888830,1962064,-15871843,-1620378,7082252,1998
1998-10-01,7110430,1444502,421133,-9887438,-1268557,2179947,1999
1998-11-01,41185896,0,0,-2585608,-14010615,-24589510,1999
1998-12-01,6229038,0,0,-622066,-4379998,-1226976,1999
1999-01-01,23627370,0,0,-834580,-21136032,-1656753,1999
1999-02-01,2331224,0,0,-1446546,-1779007,894335,1999
1999-03-01,4680065,0,225,-9383262,-990119,5693060,1999
1999-04-01,809701,2867034,3040081,-15529033,-22650,8834881,1999
1999-05-01,268740,8591468,9578704,-22102982,-28524,3692612,1999
1999-06-01,0,10467300,11607812,-22662752,-2131286,2718924,1999
1999-07-01,0,11753608,12885294,-23313670,-2811988,1486775,1999
1999-08-01,1062289,6576754,11054672,-19296420,-1675898,2278615,1999
1999-09-01,0,5214275,2288347,-14328521,-952031,7777938,1999
1999-10-01,5686410,2103696,613316,-8655253,-672537,924352,2000
1999-11-01,16827168,0,0,-3196640,-3018731,-10611682,2000
1999-12-01,5023702,0,0,-617833,-1625837,-2780012,2000
2000-01-01,33267142,0,0,-645572,-15878927,-16742701,2000
2000-02-01,3299792,0,0,-1141109,-1832734,-325950,2000
2000-03-01,8730632,0,0,-7054276,-4196073,2519718,2000
2000-04-01,13694540,21323,48054,-17390268,-1438007,5064358,2000
2000-05-01,2446402,7313098,8182364,-22483624,-91207,4632946,2000
2000-06-01,1899711,4444834,4901326,-11685497,-746004,1185644,2000
2000-07-01,3772482,8260312,9714202,-23365208,-2299838,3918047,2000
2000-08-01,331034,3075141,13415707,-20054590,-1209466,4442192,2000
2000-09-01,835806,3183229,2477524,-12691310,-510639,6705388,2000
2000-10-01,10778864,1454518,424053,-10078988,-1139112,-1439363,2001
2000-11-01,3599028,0,0,-2539622,-380566,-678841,2001
2000-12-01,4997362,0,0,-614501,-1198336,-3184538,2001
2001-01-01,6375119,0,0,-825574,-1682543,-3866986,2001
2001-02-01,3546321,0,0,-956286,-979951,-1610093,2001
2001-03-01,11128325,94414,466785,-11654454,-2312183,2277138,2001
2001-04-01,4724931,2689210,4089902,-14548733,-209012,3253770,2001
2001-05-01,2090194,9811425,10927235,-22821708,-218123,210957,2001
2001-06-01,466540,5537501,13632383,-21456380,-1409046,3229065,2001
2001-07-01,2277640,1660583,15786711,-20711664,-1189150,2175864,2001
2001-08-01,0,1292859,15266804,-16754811,-892667,1087837,2001
2001-09-01,2444904,1091026,3338894,-11094600,-679520,4899320,2001
2001-10-01,1242054,891250,877288,-6039974,-203209,3232586,2002
2001-11-01,29227266,0,0,-1860512,-4631245,-22735628,2002
2001-12-01,23301694,0,0,-650097,-11062950,-11588647,2002
2002-01-01,17759114,0,0,-844129,-12751704,-4163323,2002
2002-02-01,11598695,0,0,-1186220,-8422022,-1990437,2002
2002-03-01,2381340,667,7201,-13932271,-124483,11667489,2002
2002-04-01,7759728,2704974,3384364,-15297858,-482146,1930938,2002
2002-05-01,1439976,7446430,8270464,-20605624,-68820,3517618,2002
2002-06-01,554065,9445419,10337073,-22276574,-1479431,3419457,2002
2002-07-01,852820,6387288,12984274,-22403700,-1868890,4048281,2002
2002-08-01,0,2554873,14204586,-18258866,-1107506,2606883,2002
2002-09-01,650418,1931524,3396896,-12797385,-552010,7370537,2002
2002-10-01,0,1487497,616666,-6002284,-149803,4047928,2003
2002-11-01,20352204,0,0,-2453865,-2571791,-15326575,2003
2002-12-01,68614752,0,0,-645736,-42991804,-24976928,2003
2003-01-01,16656328,0,0,-850757,-15571814,-233763,2003
2003-02-01,24533476,0,0,-2789008,-21694582,-49906,2003
2003-03-01,17649822,0,0,-14164198,-5758898,2273191,2003
2003-04-01,16293072,0,334,-12777235,-2421539,-1094592,2003
2003-05-01,1492102,4797355,5347900,-24146428,-41006,12550093,2003
2003-06-01,0,11716719,12866613,-28859998,-1509177,5785860,2003
2003-07-01,6641724,9898928,12594424,-28436440,-3026324,2327758,2003
2003-08-01,13886241,6781671,9757588,-23867110,-4147890,-2410560,2003
2003-09-01,396529,4174885,2261433,-14203657,-1220305,8591130,2003
2003-10-01,0,1733733,635992,-8401104,-334806,6366184,2004
2003-11-01,10542325,0,0,-3113174,-1009985,-6419096,2004
2003-12-01,19102996,0,0,-643403,-5879796,-12579826,2004
2004-01-01,15429870,0,0,-1067159,-6151658,-8211012,2004
2004-02-01,48316676,0,0,-1673222,-39741192,-6902192,2004
2004-03-01,6609612,0,295,-10574430,-1915987,5880523,2004
2004-04-01,3100619,2727844,2920963,-17945088,-121166,9316834,2004
2004-05-01,4911351,7037510,7803208,-21859280,-223031,2330222,2004
2004-06-01,819106,10613834,11555642,-25202806,-1764466,3978765,2004
2004-07-01,751504,7616777,15002797,-25813272,-2158907,4601102,2004
2004-08-01,990015,2387818,13994371,-18803154,-1007501,2438396,2004
2004-09-01,0,2329335,3125461,-11870715,-516926,6932848,2004
