Month,Alfalfa,Grain,Pasture,ET_NoIrr,NoET_NoIrr,Water_Year
1990-10-01,2519726.82540894,0,2614867.05316162,4317611.91123962,0,1991
1990-11-01,518709.62626648,0,524326.47027588,3196345.59840393,0,1991
1990-12-01,0,0,0,1943729.02262878,0,1991
1991-01-01,0,0,0,2236000.48568726,0,1991
1991-02-01,0,0,0,2641370.66178894,0,1991
1991-03-01,2563555.05688477,12881.48550797,3100861.82055664,9089831.37686348,0,1991
1991-04-01,2706390.85876465,118633.63067627,3258430.68676758,6253098.16143799,0,1991
1991-05-01,3029656.43554688,476915.72241211,3665187.81347656,5572724.48028564,0,1991
1991-06-01,4510652.46838379,701641.28710938,5456852.56286621,5638280.26916504,0,1991
1991-07-01,6292361.68383789,193518.79632568,7587981.45214844,2947052.14849472,0,1991
1991-08-01,5360159.42089844,0,5084066.53521729,818244.17976379,0,1991
1991-09-01,3830533.88366699,0,3089720.80718994,205827.17712402,0,1991
1991-10-01,2211691.24694824,0,2341936.80871582,1826114.55088806,0,1992
1991-11-01,384216.96084595,0,391977.85726929,2169183.53858185,0,1992
1991-12-01,0,0,0,1966889.43164062,0,1992
1992-01-01,0,0,0,2640204.39855957,0,1992
1992-02-01,0,0,0,3640755.37873077,0,1992
1992-03-01,2283625.72528076,16776.41562653,2819183.6885376,8335110.86179352,0,1992
1992-04-01,3314940.12268066,190291.67425537,4082747.02868652,5130967.91134644,0,1992
1992-05-01,4338890.35266113,817803.98071289,5356811.83679199,2242441.19163513,0,1992
1992-06-01,5524900.8392334,963836.23999023,6821065.24963379,7075071.00299072,0,1992
1992-07-01,6165791.20678711,177554.53179932,7447734.08398438,816130.65879822,0,1992
1992-08-01,5937425.15124512,0,4837943.55914307,0,0,1992
1992-09-01,3973566.55822754,0,3751162.04467773,474344.94088745,0,1992
1992-10-01,2279754.16900635,0,2819373.6987915,4200887.50042725,0,1993
1992-11-01,515657.60414124,0,636632.99888611,3580649.08718872,0,1993
1992-12-01,0,0,0,2004576.75006104,0,1993
1993-01-01,0,0,0,2006146.42687988,0,1993
1993-02-01,0,0,0,2936669.99983978,0,1993
1993-03-01,2317109.97399902,13698.88183212,2819373.6987915,8348611.25611496,0,1993
1993-04-01,2915075.34985352,141858.48086548,3546785.2064209,10408274.8406067,0,1993
1993-05-01,4170797.28051758,697231.13354492,5074871.88415527,13916479.0675049,0,1993
1993-06-01,5381673.78271484,860437.34570312,6548221.50268555,8544773.93411255,0,1993
1993-07-01,5792774.73461914,167687.43887329,7048433.96374512,105867.15298462,0,1993
1993-08-01,5329353.90820312,0,6471431.19091797,2651425.65133667,0,1993
1993-09-01,4258713.18261719,0,5050507.14916992,644322.13999176,0,1993
1993-10-01,2528677.1262207,0,2998342.71203613,2007595.78669739,0,1994
1993-11-01,507886.69376564,0,548211.1301899,823452.11603832,0,1994
1993-12-01,0,0,0,1983992.00512695,0,1994
1994-01-01,0,0,0,1981556.41223145,0,1994
1994-02-01,0,0,0,2925100.4939003,0,1994
1994-03-01,2543092.45141602,17092.40168381,3098939.51196289,6765261.67405701,0,1994
1994-04-01,3132254.4029541,164500.67141724,3744692.23858643,1791794.64266205,0,1994
1994-05-01,4623802.62231445,797328.12609863,5638747.39758301,4519993.65057373,0,1994
1994-06-01,5593309.51831055,892718.23425293,6819307.08459473,2532.87011719,0,1994
1994-07-01,7166893.41308594,188816.90640259,6476834.91162109,0,0,1994
1994-08-01,5778795.60180664,0,3438829.78295898,0,0,1994
1994-09-01,4204248.1832428,0,2720702.00692749,566896.18295288,0,1994
1994-10-01,1831908.89668179,0,1881677.26605225,79116.02918816,0,1995
1994-11-01,417633.80627441,0,509306.24230957,2929263.31698608,0,1995
1994-12-01,0,0,0,1983524.65428162,0,1995
1995-01-01,0,0,0,1362201.94326782,0,1995
1995-02-01,0,0,0,4673274.6171875,0,1995
1995-03-01,1858451.15203857,10772.5666275,2255500.12652588,6813306.92581749,0,1995
1995-04-01,2922564.30822754,139443.8694458,3546955.84460449,10641469.1134338,0,1995
1995-05-01,4413820.68151855,723438.97900391,5356811.83679199,15274424.4365845,0,1995
1995-06-01,5170688.93359375,810550.42871094,6275381.27197266,13779857.5022583,0,1995
1995-07-01,5807656.62536621,164833.18078613,7048433.96374512,8975078.81616211,0,1995
1995-08-01,5807656.62536621,0,7038574.78503418,87412.68273926,0,1995
1995-09-01,4044873.93200684,0,4840240.91271973,172714.62661552,0,1995
1995-10-01,2479490.73770142,0,2973577.57910156,63592.03871965,0,1996
1995-11-01,585662.86158752,0,619677.29752731,1443455.4122715,0,1996
1995-12-01,0,0,0,2019976.01147461,0,1996
1996-01-01,0,0,0,2030086.22457886,0,1996
1996-02-01,0,0,0,3646912.23371124,0,1996
1996-03-01,2094774.71032715,14854.46114731,2537436.49078369,7504554.6771698,0,1996
1996-04-01,3153425.09289551,166746.12738037,3817770.81268311,11131062.038269,0,1996
1996-05-01,4422303.36352539,733409.42041016,5356811.83679199,13739264.0045776,0,1996
1996-06-01,5856357.41162109,869743.09008789,7093906.13989258,8782184.46269226,0,1996
1996-07-01,6982580.92333984,155271.63076782,8449153.24926758,555735.22037125,0,1996
1996-08-01,6284325.47216797,0,6787000.64758301,230101.5398941,0,1996
1996-09-01,3824603.78393555,0,3698829.578125,1168721.96372986,0,1996
1996-10-01,2273693.36706543,0,2819373.6987915,3640874.8215332,0,1997
1996-11-01,469387.82440186,0,574999.11090088,2205888.60290527,0,1997
1996-12-01,0,0,0,2038412.69110107,0,1997
1997-01-01,0,0,0,2656845.3062439,0,1997
1997-02-01,39353.01017952,0,45473.7898922,2953292.02505302,0,1997
1997-03-01,2439885.54754639,9935.54716492,2818737.78302002,8284802.88298416,0,1997
1997-04-01,3305652.46270752,105183.86688232,3782737.79669189,10523630.5664062,0,1997
1997-05-01,5611737.78222656,586294.91723633,6484560.69580078,11683526.3532104,0,1997
1997-06-01,5666829.90014648,547983.01928711,6548221.50268555,6356190.02340698,0,1997
1997-07-01,4147806.3939209,66207.85531616,4792936.39318848,2270847.19419861,0,1997
1997-08-01,487977.364151,0,563875.03163147,1107862.3012352,0,1997
1997-09-01,472236.15228271,0,545685.50418091,1605652.73498535,0,1997
1997-10-01,243989.1555481,0,281938.06446838,833892.41211319,0,1998
1997-11-01,102317.99226952,0,118232.04450417,725669.58197594,0,1998
1997-12-01,0,0,0,1988020.79808044,0,1998
1998-01-01,0,0,0,2057045.94140625,0,1998
1998-02-01,37648.79321098,0,45473.7898922,2953067.19313431,0,1998
1998-03-01,2100801.87481689,14561.28102875,2537436.49078369,7612266.95382309,0,1998
1998-04-01,3162498.25152588,163455.08422852,3819771.20697021,11102030.8988342,0,1998
1998-05-01,3501335.73034668,567579.78417969,4229059.9654541,12351828.2351074,0,1998
1998-06-01,5421422.80932617,786994.29174805,6548221.50268555,14569952.6251831,0,1998
1998-07-01,7002671.46069336,152207.05810547,8458119.9309082,1674231.3359375,0,1998
1998-08-01,6302406.97094727,0,7604686.04467773,199896.28853798,0,1998
1998-09-01,4290817.66040039,0,5165898.72412109,2044087.55001831,0,1998
1998-10-01,2332072.88128662,0,2819373.6987915,3853465.20123291,0,1999
1998-11-01,421666.31838989,0,509306.24230957,2951459.78079224,0,1999
1998-12-01,0,0,0,1989448.26818848,0,1999
1999-01-01,0,0,0,2664914.33093262,0,1999
1999-02-01,0,0,0,4709154.46398926,0,1999
1999-03-01,1864403.9085083,11779.32342148,2255380.51885986,6653795.27940178,0,1999
1999-04-01,3157457.61114502,155879.04241943,3809256.14508057,10371414.1716995,0,1999
1999-05-01,4661007.3416748,755539.44165039,5638747.39758301,7268984.59979248,0,1999
1999-06-01,5638315.22106934,845930.06860352,6821065.24963379,226174.39746094,0,1999
1999-07-01,6758461.67041016,167377.55444336,8176184.95703125,0,0,1999
1999-08-01,5593207.73156738,0,6744329.00231934,620944.18151474,0,1999
1999-09-01,4409184.79980469,0,5179744.1270752,0,0,1999
1999-10-01,2185072.06088257,0,3311517.13909912,1633398.23632812,0,2000
1999-11-01,526242.95085144,0,636632.99888611,3630234.89741516,0,2000
1999-12-01,0,0,0,1983368.57905579,0,2000
2000-01-01,0,0,0,2030824.13949585,0,2000
2000-02-01,0,0,0,3678124.30056763,0,2000
2000-03-01,1370175.16934204,13597.72462082,1691623.89608765,5027405.89760208,0,2000
2000-04-01,3314940.12268066,226363.9029541,4091772.31433105,12168624.6761475,0,2000
2000-05-01,4338890.35266113,846674.33398438,5356811.83679199,14057987.667984,0,2000
2000-06-01,2430957.36547852,397140.02355957,3001269.94604492,2001802.57014465,0,2000
2000-07-01,5480700.67736816,108310.87670898,6766495.58435059,2378769.87792969,0,2000
2000-08-01,5709064.11828613,0,6682670.78271484,193431.13134766,0,2000
2000-09-01,3969072.45495605,0,3736884.2822876,488381.11657715,0,2000
2000-10-01,2229968.65490723,0,2818475.831604,4216098.81604004,0,2001
2000-11-01,412525.95855713,0,509306.24230957,2660350.13938904,0,2001
2000-12-01,0,0,0,1977529.69918823,0,2001
2001-01-01,0,0,0,2642735.18270874,0,2001
2001-02-01,0,0,0,2630633.7243042,0,2001
2001-03-01,2317109.97399902,18802.38645554,2818893.78765869,6609409.75150681,0,2001
2001-04-01,2915075.34985352,169099.71963501,3535468.64428711,3967803.10336304,0,2001
2001-05-01,5561062.8527832,965948.57397461,6766495.58435059,1677826.92425537,0,2001
2001-06-01,5830146.10205078,877068.12341309,7046359.40209961,275518.03803253,0,2001
2001-07-01,6719619.94335938,136504.26358032,5580274.82128906,1313321.57243347,0,2001
2001-08-01,6247312.44970703,0,3501663.772995,0,0,2001
2001-09-01,3961948.81994629,0,2876743.44122314,1382805.92816925,0,2001
2001-10-01,1972253.76538086,0,1923418.68386841,717474.62332916,0,2002
2001-11-01,341962.36873627,0,322913.09423828,2316009.53272247,0,2002
2001-12-01,0,0,0,2032260.67642212,0,2002
2002-01-01,0,0,0,2677995.76864624,0,2002
2002-02-01,0,0,0,3660065.38586426,0,2002
2002-03-01,2774281.03723145,25188.79459763,3376745.25213623,9881753.98146057,0,2002
2002-04-01,3132254.4029541,195683.91177368,3715128.70483398,10302032.5406494,0,2002
2002-05-01,4161421.68481445,742927.74121094,5074871.88415527,10764242.9071655,0,2002
2002-06-01,5145845.78613281,769112.64648438,6275381.27197266,1690398.88803864,0,2002
2002-07-01,6242135.30419922,112858.9130249,7589426.27416992,507587.52644348,0,2002
2002-08-01,6010941.67163086,0,5640557.03820801,0,0,2002
2002-09-01,4408839.99621582,0,3431152.06903076,380259.18492889,0,2002
2002-10-01,2017760.09302139,0,2167164.05145264,0,0,2003
2002-11-01,408649.59065247,0,491030.47254944,2777426.78370667,0,2003
2002-12-01,0,0,0,2025959.56143188,0,2003
2003-01-01,0,0,0,2686945.08001709,0,2003
2003-02-01,0,0,0,8614533.94018555,0,2003
2003-03-01,2787674.73236084,20066.54589844,3383247.79217529,10152220.3577881,0,2003
2003-04-01,2472938.70556641,132738.7074585,3001269.94604492,9007139.38208008,0,2003
2003-05-01,4646125.45178223,782168.49072266,5638747.39758301,15786439.5446625,0,2003
2003-06-01,6294752.65759277,948970.68066406,7639595.73132324,12608735.7773314,0,2003
2003-07-01,7201493.78613281,162558.52697754,8739395.95703125,8277630.95147705,0,2003
2003-08-01,5575349.46472168,0,6762769.47253418,7816317.82052612,0,2003
2003-09-01,4269470.44213867,0,4626242.48217773,232921.49302483,0,2003
2003-10-01,2670774.65383911,0,2681034.61529541,0,0,2004
2003-11-01,520566.22686768,0,621187.02433777,3503501.25250244,0,2004
2003-12-01,0,0,0,2018174.45254517,0,2004
2004-01-01,0,0,0,3361392.8805542,0,2004
2004-02-01,0,0,0,5174701.73352051,0,2004
2004-03-01,2094774.71032715,19779.88677216,2536974.16925049,7484090.46736145,0,2004
2004-04-01,3603915.06201172,226175.98983765,4344806.15185547,12173758.8370972,0,2004
2004-05-01,4422303.36352539,756648.43249512,5356811.83679199,11994462.8728027,0,2004
2004-06-01,5856357.41162109,810375.66601562,7093906.13989258,3707521.80491638,0,2004
2004-07-01,7215333.94726562,107357.49052429,8705271.69580078,474495.8946991,0,2004
2004-08-01,6051569.21069336,0,5633329.52111816,576788.03638458,0,2004
2004-09-01,4128999.92724609,0,3406278.89123535,0,0,2004
2004-10-01,2157226.58312988,0,2819373.6987915,4315964.62756348,0,2005
2004-11-01,488030.06689453,0,591159.18225098,3560691.95288086,0,2005
2004-12-01,0,0,0,3305774.6973877,0,2005
2005-01-01,0,0,0,2660378.15118408,0,2005
2005-02-01,47223.59379864,0,54568.52593327,3779920.39145565,0,2005
2005-03-01,2683875.16796875,14763.87637329,3100535.06030273,9131903.22942352,0,2005
2005-04-01,3069535.03210449,116185.50396729,3533717.97167969,9972813.51852417,0,2005
2005-05-01,4147806.3939209,448646.64746094,4792936.39318848,13387307.6865234,0,2005
2005-06-01,4722359.33654785,427635.10400391,5456852.56286621,9149445.90280914,0,2005
2005-07-01,6831681.79467773,74836.17752075,7889531.1862793,5400486.9008255,0,2005
2005-08-01,6831681.79467773,0,6616158.45428467,185983.69948578,0,2005
2005-09-01,4011456.98791504,0,3203126.53314209,0,0,2005
2005-10-01,2231029.50311279,0,2467613.69296265,743126.0226059,0,2006
2005-11-01,407889.60179138,0,468384.47221375,2846106.22981262,0,2006
2005-12-01,0,0,0,2015419.24206543,0,2006
2006-01-01,0,0,0,2056171.46972656,0,2006
2006-02-01,45178.53422451,0,54568.52593327,3614762.40767384,0,2006
2006-03-01,1400534.21524048,12926.32590866,1691623.89608765,5094865.51747322,0,2006
2006-04-01,2710711.40466309,166283.98455811,3274110.75134277,9775743.94436646,0,2006
2006-05-01,4435027.38537598,741714.57495117,5356811.83679199,14480554.6368713,0,2006
2006-06-01,5647316.36804199,763828.42358398,6821065.24963379,10683933.9910431,0,2006
2006-07-01,7002671.46069336,101843.7822876,8450729.76879883,5002337.95181656,0,2006
2006-08-01,5602136.86096191,0,5525493.93713379,1607399.25469971,0,2006
2006-09-01,3976343.7878418,0,3587641.44891357,0,0,2006
2006-10-01,1891653.48541069,0,2230311.35931396,271451.29366493,0,2007
2006-11-01,413222.42845154,0,496968.67636108,2843257.39793396,0,2007
2006-12-01,0,0,0,1998891.91656494,0,2007
2007-01-01,0,0,0,1962597.42955017,0,2007
2007-02-01,0,0,0,3037501.22253418,0,2007
2007-03-01,2330503.6708374,19890.52584076,2816275.59954834,8256736.12887192,0,2007
2007-04-01,3157457.61114502,185427.94000244,3747014.40722656,10192512.2178574,0,2007
2007-05-01,4894058.96484375,821321.94726562,5920686.24707031,7986485.79040527,0,2007
2007-06-01,5412781.7175293,760489.71704102,6547601.99584961,287620.24623585,0,2007
2007-07-01,6292361.68383789,106943.87469482,6749190.918396,768774.52496338,0,2007
2007-08-01,5593207.73156738,0,4268928.64126587,140501.12183094,0,2007
2007-09-01,3448886.82214355,0,2735103.28427124,153189.70175362,0,2007
2007-10-01,1829721.54364014,0,2255500.12652588,5822962.48760986,0,2008
2007-11-01,526242.95085144,0,636632.99888611,3575727.17237854,0,2008
2007-12-01,0,0,0,1996314.50802612,0,2008
2008-01-01,0,0,0,2025018.18762207,0,2008
2008-02-01,0,0,0,3812067.44873047,0,2008
2008-03-01,1826901.53070068,23545.84520721,2255228.79620361,6672747.43457794,0,2008
2008-04-01,2872949.98840332,231684.10906982,3530241.29382324,9845982.47891998,0,2008
2008-05-01,4338890.35266113,867670.9699707,5356811.83679199,12459129.3995972,0,2008
2008-06-01,5303903.92016602,798405.09448242,6548221.50268555,2290090.70561981,0,2008
2008-07-01,6165791.20678711,76592.27966309,7595607.36328125,297.44573975,0,2008
2008-08-01,5480700.67736816,0,5417000.45843506,0,0,2008
2008-09-01,3849032.79248047,0,3353534.58166504,0,0,2008
2008-10-01,1816047.76866913,0,2333970.44702148,846188.74189758,0,2009
2008-11-01,515657.60414124,0,636632.99888611,3611353.61694336,0,2009
2008-12-01,0,0,0,1992767.85559082,0,2009
2009-01-01,0,0,0,2632122.4125061,0,2009
2009-02-01,0,0,0,3031707.95336914,0,2009
2009-03-01,1853688.94519043,16546.09985352,2255500.12652588,6662474.93670654,0,2009
2009-04-01,3139311.29943848,192812.23526001,3813054.97796631,8849587.26454163,0,2009
2009-05-01,4634219.94799805,813361.69494629,5638747.39758301,8450558.78381348,0,2009
2009-06-01,5157439.25976562,757825.8828125,6275381.27197266,6115480.81933594,0,2009
2009-07-01,6487910.07177734,115321.320755,7848264.82519531,2740.392313,0,2009
2009-08-01,5561062.8527832,0,4682724.62078857,570793.24747086,0,2009
