Month,Precipitation,SW Irrigation,GW Irrigation,ET,Recharge,Storage,Water_Year
1990-10-01,3845304,1669034,550092,-8251054,-260642,2447268,1991
1990-11-01,5647104,0,0,-2795524,-520837,-2330728,1991
1990-12-01,3638620,0,0,-612621,-346745,-2679247,1991
1991-01-01,4377612,0,0,-818005,-437531,-3122076,1991
1991-02-01,4512032,0,0,-1080220,-634791,-2797018,1991
1991-03-01,16012325,103087,589726,-11865386,-2720198,-2119623,1991
1991-04-01,5975018,2009414,3665577,-12504479,-502979,1357448,1991
1991-05-01,5073978,4353768,5205878,-13918731,-393615,-321284,1991
1991-06-01,5520738,6735675,8045369,-16954050,-1279981,-2067758,1991
1991-07-01,4052417,4946794,12710628,-20934446,-2233053,1457650,1991
1991-08-01,1385362,2317866,11811515,-15839391,-1255597,1580286,1991
1991-09-01,352122,2048737,2613811,-10336001,-690355,6011710,1991
1991-10-01,3251426,1322988,536643,-7527437,-532476,2948831,1992
1991-11-01,12874837,0,0,-2202549,-2294217,-8378082,1992
1991-12-01,9508832,0,0,-606897,-2744713,-6157219,1992
1992-01-01,8770522,0,0,-821369,-2753730,-5195432,1992
1992-02-01,626675,0,0,-1114699,-190984,679011,1992
1992-03-01,7314854,3540,48211,-10757400,-871449,4262268,1992
1992-04-01,6320702,2725639,3924017,-15577239,-306290,2913187,1992
1992-05-01,2210231,6990676,8395878,-18613170,-212450,1228841,1992
1992-06-01,12243382,5967178,8650795,-22297950,-2397386,-2165990,1992
1992-07-01,1314239,5478562,12906784,-20602782,-1831158,2734399,1992
1992-08-01,0,1643154,14402883,-16427831,-1322305,1704087,1992
1992-09-01,811784,3211149,2261684,-11595270,-759351,6070005,1992
1992-10-01,11710821,1389278,431973,-9473161,-1784343,-2274554,1993
1992-11-01,5510409,0,0,-2946681,-846296,-1717455,1993
1992-12-01,21226492,0,0,-630469,-6209162,-14386855,1993
1993-01-01,25138278,0,0,-631572,-16055340,-8451395,1993
1993-02-01,827204,0,0,-900184,-621687,694665,1993
1993-03-01,9337073,0,0,-10725507,-866391,2254849,1993
1993-04-01,9285656,2574,11953,-13691507,-812472,5203724,1993
1993-05-01,18424866,3911974,4711420,-20109608,-1616561,-5322074,1993
1993-06-01,4302265,8621938,10297496,-25276586,-3200552,5255438,1993
1993-07-01,0,9662661,10762555,-22208010,-2699643,4482454,1993
1993-08-01,4627914,5479941,9478320,-18243920,-2629013,1286760,1993
1993-09-01,1118048,4392852,2032334,-13337014,-1248330,7042105,1993
1993-10-01,3516888,1331903,414133,-8975781,-860517,4573363,1994
1993-11-01,3264278,0,0,-1935944,-316006,-1012317,1994
1993-12-01,12292324,0,0,-617398,-2461063,-9213907,1994
1994-01-01,9887228,0,0,-616096,-3324048,-5947082,1994
1994-02-01,250669,0,0,-893024,-79895,722251,1994
1994-03-01,3041144,36458,221926,-11770778,-124443,8595636,1994
1994-04-01,1053427,2972235,5011322,-13180476,-37576,4181040,1994
1994-05-01,7512992,6455527,7754494,-18355260,-318591,-3049116,1994
1994-06-01,0,8251432,11800502,-18620878,-865195,-565873,1994
1994-07-01,0,2309454,17200594,-20861366,-1320272,2671615,1994
1994-08-01,0,1340139,13891194,-14474616,-1134826,378111,1994
1994-09-01,972144,1143111,3186044,-11092786,-790991,6582488,1994
1994-10-01,135325,1253340,615439,-6546560,-222040,4764508,1995
1994-11-01,18911874,0,0,-2390790,-2971140,-13550034,1995
1994-12-01,8956296,0,0,-618064,-2477170,-5861094,1995
1995-01-01,51591248,0,0,-436099,-35837960,-15317197,1995
1995-02-01,288268,0,0,-1427409,-213991,1353134,1995
1995-03-01,28141386,0,0,-8680360,-19998296,537433,1995
1995-04-01,13096180,936,2703,-13817791,-1060318,1778298,1995
1995-05-01,8764026,3743600,4521888,-21346406,-827563,5144455,1995
1995-06-01,6586436,7555861,9006057,-23781524,-1549407,2182575,1995
1995-07-01,7922141,8584688,9607732,-23892818,-3916846,1695116,1995
1995-08-01,0,7522901,11245023,-19361586,-2285872,2879554,1995
1995-09-01,294032,4303497,1960309,-12657115,-1173651,7272932,1995
1995-10-01,108260,1735387,539590,-7868124,-389834,5874722,1996
1995-11-01,3087716,0,0,-2472955,-265709,-349068,1996
1995-12-01,45136668,0,0,-638111,-17630410,-26868138,1996
1996-01-01,41343524,0,0,-644576,-38959148,-1739828,1996
1996-02-01,2761897,0,0,-1115872,-2135518,489484,1996
1996-03-01,6436918,0,0,-9716965,-765318,4045376,1996
1996-04-01,9313576,37075,50096,-14824427,-683581,6107274,1996
1996-05-01,7013056,5972900,7029206,-20915830,-316169,1216840,1996
1996-06-01,976365,9755961,11508725,-24843952,-1548601,4151476,1996
1996-07-01,778194,9987369,12996425,-23662074,-2692721,2592843,1996
1996-08-01,394953,4348300,13723318,-19297212,-1750806,2581455,1996
1996-09-01,2053303,3239784,2000122,-11712385,-1053869,5473078,1996
1996-10-01,7316129,1603014,498430,-8779932,-1130864,493207,1997
1996-11-01,22619664,0,0,-2693992,-5724598,-14201042,1997
1996-12-01,48516792,0,0,-650981,-35189124,-12676561,1997
1997-01-01,27194270,0,0,-828942,-25980190,-385168,1997
1997-02-01,350938,0,0,-1033616,-269792,952471,1997
1997-03-01,5016858,0,613,-10876933,-1309296,7168752,1997
1997-04-01,4196078,1939272,2204823,-14511158,-202125,6373090,1997
1997-05-01,1323643,8835305,10468507,-23650022,-87242,3109798,1997
1997-06-01,6685106,8264737,9756377,-21228942,-2430169,-1047115,1997
1997-07-01,2010218,5433565,7266660,-14288365,-1659693,1237610,1997
1997-08-01,6244577,698613,780532,-2091048,-1903395,-3729286,1997
1997-09-01,3386757,534338,166143,-2099599,-1177989,-809666,1997
1997-10-01,7764934,96181,29906,-1087371,-2905566,-3898065,1998
1997-11-01,12395192,0,0,-576991,-8052486,-3765708,1998
1997-12-01,5859870,0,0,-622126,-4149646,-1088090,1998
1998-01-01,29565750,0,0,-665214,-24755894,-4144564,1998
1998-02-01,200535,0,0,-1033412,-148990,981866,1998
1998-03-01,15807355,0,0,-9737781,-6363444,293885,1998
1998-04-01,3348102,759825,876306,-14727530,-205815,9949103,1998
1998-05-01,17343618,3603515,4315992,-17008550,-1434306,-6820366,1998
1998-06-01,9120900,7947973,9362797,-25338702,-4234055,3141128,1998
1998-07-01,2217159,11304478,12309430,-27336442,-3629950,5135268,1998
1998-08-01,290150,8858717,11587287,-20336420,-2592236,2192472,1998
1998-09-01,3559056,4580665,1883611,-14437886,-1841790,6256338,1998
1998-10-01,7110430,1313250,408332,-9108229,-1307569,1583824,1999
1998-11-01,41185896,0,0,-2410592,-18187096,-20588150,1999
1998-12-01,6229038,0,0,-622066,-5050358,-556614,1999
1999-01-01,23627370,0,0,-834580,-21358772,-1434020,1999
1999-02-01,2331224,0,0,-1446546,-1779138,894466,1999
1999-03-01,4680065,0,45,-8607080,-1066475,4993449,1999
1999-04-01,809701,2621073,2970248,-14329437,-22677,7951087,1999
1999-05-01,268740,7937534,9419212,-20493734,-24785,2893041,1999
1999-06-01,0,9679702,11426192,-20737218,-1961270,1592591,1999
1999-07-01,0,10986530,12640978,-20997722,-2843170,213402,1999
1999-08-01,1062289,6377289,10652599,-17417248,-1952861,1277958,1999
1999-09-01,0,4891038,2197296,-13638660,-1207798,7758140,1999
1999-10-01,5686410,1923618,598116,-8938603,-881756,1612210,2000
1999-11-01,16827168,0,0,-2978198,-3980124,-9868737,2000
1999-12-01,5023702,0,0,-617833,-1665210,-2740639,2000
2000-01-01,33267142,0,0,-645572,-16934768,-15686863,2000
2000-02-01,3299792,0,0,-1141109,-2457796,299108,2000
2000-03-01,8730632,0,0,-6472084,-5444212,3185693,2000
2000-04-01,13694540,1935,7355,-15962699,-1588170,3847066,2000
2000-05-01,2446402,5898556,6913452,-20800958,-81389,5623954,2000
2000-06-01,1899711,4110006,4824608,-10974443,-338567,478686,2000
2000-07-01,3772482,7822551,9458115,-21634404,-2221449,2802743,2000
2000-08-01,331034,3075213,13038123,-18349200,-1534403,3439228,2000
2000-09-01,835806,3080610,2300295,-11864092,-767351,6414732,2000
2000-10-01,10778864,1323423,411496,-9391350,-1577608,-1544840,2001
2000-11-01,3599028,0,0,-2365076,-465446,-768515,2001
2000-12-01,4997362,0,0,-614501,-1252821,-3130054,2001
2001-01-01,6375119,0,0,-825574,-1737006,-3812523,2001
2001-02-01,3546321,0,0,-956286,-991684,-1598361,2001
2001-03-01,11128325,3084,51325,-10692165,-2447139,1956595,2001
2001-04-01,4724931,2462654,3899455,-13440961,-208287,2562202,2001
2001-05-01,2090194,9048370,10716468,-21063228,-298877,-492940,2001
2001-06-01,466540,5428584,13185056,-19405884,-1340386,1666127,2001
2001-07-01,2277640,1660464,15333872,-19419134,-1569419,1716598,2001
