V1,V2,V3,V4,V5,V6,bestlam,rmse
1,2,5,7,8,11,20.9660640383841,39.9751185972815
1,2,5,7,8,12,29.0546266015007,31.529791787652
1,2,5,7,8,13,0.85374542179464,55.8652470023133
1,2,5,7,9,10,18.8900587044848,36.2273406824834
1,2,5,7,9,11,25.4956248114932,38.2469315275302
1,2,5,7,9,12,29.5118683827755,34.6865159831858
1,2,5,7,9,13,23.0668561488778,34.8367768705516
1,2,5,7,10,11,5.67891401733613,47.8462678451052
1,2,5,7,10,12,32.7974177323329,33.7649944015807
1,2,5,7,10,13,0.68860680835299,46.4836480911664
1,2,5,7,11,12,24.2689833754288,33.5414939773693
1,2,5,7,11,13,15.7343955861614,40.0208682215231
1,2,5,7,12,13,25.7037025432872,33.5894290384659
1,2,5,8,9,10,16.388107286973,39.5734157972734
1,2,5,8,9,11,23.77132712434,41.7102395226637
1,2,5,8,9,12,26.8834786358598,37.9894813326904
1,2,5,8,9,13,22.823640981535,40.9933596784631
1,2,5,8,10,11,0.572192216438892,57.826705363978
1,2,5,8,10,12,23.8284515440761,37.9217841740051
1,2,5,8,10,13,5.18509623560537,48.289344475595
1,2,5,8,11,12,22.6643139034495,38.9812448452967
1,2,5,8,11,13,12.7986919750741,47.3322802484684
1,2,5,8,12,13,26.130068719394,39.4485096593088
1,2,5,9,10,11,17.9913970107068,38.1987026756141
1,2,5,9,10,12,23.190435120855,36.0436282421798
1,2,5,9,10,13,10.4905063495356,39.0355839872063
1,2,5,9,11,12,25.2663221372354,39.0204342171709
1,2,5,9,11,13,16.3755770942615,45.2647261427789
1,2,5,9,12,13,24.2258047020339,38.7747465735653
1,2,5,10,11,12,21.0167540407921,37.3193615526417
1,2,5,10,11,13,2.04800309756734,51.4847616460224
1,2,5,10,12,13,18.0233846401991,39.6606474731767
1,2,5,11,12,13,20.4103295476271,41.0102523898728
1,2,6,7,8,9,10.8434189826832,47.2857414366808
1,2,6,7,8,10,4.26701650109653,43.3535449545684
1,2,6,7,8,11,14.2618308754121,43.5691503272398
1,2,6,7,8,12,32.7170708340481,31.3436036329108
1,2,6,7,8,13,12.5936577462239,36.9265932094177
1,2,6,7,9,10,29.2767618221747,32.4124457340315
1,2,6,7,9,11,26.08451658322,36.7463713647652
1,2,6,7,9,12,0.783627782276273,44.2447914472939
1,2,6,7,9,13,27.1428233205718,34.604868070714
1,2,6,7,10,11,6.39324850145561,43.2891643722835
1,2,6,7,10,12,28.5830009814122,32.383239729598
1,2,6,7,10,13,0.73786099056756,43.9038216238834
1,2,6,7,11,12,16.9025928933103,31.3289144217455
1,2,6,7,11,13,3.25623929912788,50.276041505045
1,2,6,7,12,13,29.0277512353044,33.9457263445045
1,2,6,8,9,10,21.4814729153901,34.1385245728721
1,2,6,8,9,11,14.6365176540852,43.6610875018693
1,2,6,8,9,12,25.264055560343,36.540496146421
1,2,6,8,9,13,21.9899996062729,39.1000394449428
1,2,6,8,10,11,0.53144149852815,53.4997944537414
1,2,6,8,10,12,28.6718425607207,34.706827426541
1,2,6,8,10,13,0.526077736305876,46.7068138185658
1,2,6,8,11,12,20.6415833156782,38.3478127205125
1,2,6,8,11,13,11.6444847235504,46.0258462644003
1,2,6,8,12,13,29.5764529078965,37.2790091904835
1,2,6,9,10,11,17.1696202294497,35.0455583500463
1,2,6,9,10,12,22.6808868862846,32.9196131577402
1,2,6,9,10,13,5.70439157538712,36.8922790061743
1,2,6,9,11,12,23.2466288028902,37.5698989828842
1,2,6,9,11,13,14.9801057422395,44.2837815344878
1,2,6,9,12,13,23.303927886996,36.820082663534
1,2,6,10,11,12,27.9275742610873,36.2263712716331
1,2,6,10,11,13,17.4604244383371,38.6836055336167
1,2,6,10,12,13,22.4060926770837,35.8969681110649
1,2,6,11,12,13,22.4010294472714,38.028746117125
1,2,7,8,9,10,7.76682648725718,38.6189537739963
1,2,7,8,9,11,31.9243281748416,35.4322655287854
1,2,7,8,9,12,32.9231401740079,30.8644166335398
1,2,7,8,9,13,26.3241097116101,33.4413479822566
1,2,7,8,10,11,7.63361974303443,46.7909726126318
1,2,7,8,10,12,30.3625007635074,30.0130954882186
1,2,7,8,10,13,0.906759311135187,46.3213555095989
1,2,7,8,11,12,28.5877869116627,29.1469297170547
1,2,7,8,11,13,21.1164675979661,35.1623648242428
1,2,7,8,12,13,29.4913299053558,30.540441137907
1,2,7,9,10,11,24.4590262665171,34.4909335263083
1,2,7,9,10,12,27.7548095958988,31.6396762794856
1,2,7,9,10,13,10.5310401828435,29.2500834407774
1,2,7,9,11,12,32.6731466457226,33.45753534365
1,2,7,9,11,13,3.95184147968022,43.5162612225219
1,2,7,9,12,13,29.6722964836019,33.653622682012
1,2,7,10,11,12,29.2423189930327,32.5975979313633
1,2,7,10,11,13,13.8755690025664,32.8095449773303
1,2,7,10,12,13,28.1061912264501,32.6688118199857
1,2,7,11,12,13,24.6365882525443,33.3172104053386
1,2,8,9,10,11,14.646251621989,36.1580056467304
1,2,8,9,10,12,28.3308540240109,33.9662339095293
1,2,8,9,10,13,22.3912143640643,33.5147064899011
1,2,8,9,11,12,24.9870710283153,36.2671763856612
1,2,8,9,11,13,24.0795174048145,38.2202663053957
1,2,8,9,12,13,26.5442703150527,36.2236053786083
1,2,8,10,11,12,25.3254071949359,35.3856007396605
1,2,8,10,11,13,1.17533448230711,44.7129488993741
1,2,8,10,12,13,28.4297952379173,35.0344342854559
1,2,8,11,12,13,23.1733342906827,37.441825899828
1,2,9,10,11,12,0.721218630895713,46.7725312473453
1,2,9,10,11,13,15.1018745952416,32.1501817655131
1,2,9,10,12,13,23.2117651323931,33.862445497624
1,2,9,11,12,13,24.8164424763235,35.7004791371736
1,2,10,11,12,13,21.9957769987376,34.7193177712956
1,3,4,5,6,7,6.64575823803455,46.9453063803833
1,3,4,5,6,8,25.746959366688,37.8932615489566
1,3,4,5,6,9,26.0428137929495,39.3556881800119
1,3,4,5,6,10,23.2215175375087,37.0159783798296
1,3,4,5,6,11,27.2742437857113,40.0273753096088
1,3,4,5,6,12,0.695964057806218,71.2552118442365
1,3,4,5,6,13,23.4430396286961,38.381422709654
1,3,4,5,7,8,25.9712732403568,31.9138078117041
1,3,4,5,7,9,16.7148636475705,35.7351543762617
1,3,4,5,7,10,20.3661166563889,34.297505113959
1,3,4,5,7,11,33.5376823222293,34.7782931452556
1,3,4,5,7,12,34.882276047415,29.2507996965645
1,3,4,5,7,13,28.4511794227164,33.3089743282592
1,3,4,5,8,9,26.6125963835123,37.4577884212771
1,3,4,5,8,10,27.0799123855908,36.7296141324288
1,3,4,5,8,11,24.4249557649956,36.653468817299
1,3,4,5,8,12,25.9627019344858,33.0014451996794
1,3,4,5,8,13,25.0884622003988,32.9250808935507
1,3,4,5,9,10,25.8793760098078,36.2118646610362
1,3,4,5,9,11,5.56076036268249,72.9096648076821
1,3,4,5,9,12,4.25443595682011,55.1832189276225
1,3,4,5,9,13,5.23032459382817,50.8357059097721
1,3,4,5,10,11,22.9076369185386,41.3942244321405
1,3,4,5,10,12,31.4125972453804,35.0025440900894
1,3,4,5,10,13,23.9828948042247,36.4402834451849
1,3,4,5,11,12,31.0611770294052,35.5925760078697
1,3,4,5,11,13,24.2873264467877,39.141249102854
1,3,4,5,12,13,27.5960089090155,36.5309493254997
1,3,4,6,7,8,29.3721728863762,31.7924005783912
1,3,4,6,7,9,30.0828214685872,34.035245200462
1,3,4,6,7,10,6.01508009734302,48.0035573497688
1,3,4,6,7,11,4.70163473605924,58.2514911709441
1,3,4,6,7,12,1.48677576346147,68.0662507031495
1,3,4,6,7,13,31.4280856158684,32.7387519217522
1,3,4,6,8,9,27.9922653654936,36.8731790433666
1,3,4,6,8,10,12.9809203092137,39.8553234814576
1,3,4,6,8,11,30.4243530463021,37.1002467991639
1,3,4,6,8,12,27.268668815441,32.8924052292859
1,3,4,6,8,13,28.4296135846737,35.4590048456916
1,3,4,6,9,10,25.5070776457543,33.7202890050018
1,3,4,6,9,11,3.9422015651587,68.3591442981906
1,3,4,6,9,12,0.741316544412787,59.5049903037407
1,3,4,6,9,13,26.2932808385499,36.4971589165373
1,3,4,6,10,11,0.787446904035055,79.6329492091851
1,3,4,6,10,12,0.718828460976756,83.3865158399987
1,3,4,6,10,13,18.1728200115403,36.7473915746624
1,3,4,6,11,12,2.99221952914991,66.7902650442184
1,3,4,6,11,13,24.5943273073173,37.4301141679371
1,3,4,6,12,13,30.4403130571278,35.4543898989719
1,3,4,7,8,9,29.8111463572334,31.3342366459635
1,3,4,7,8,10,29.5681105992236,30.5143908299626
1,3,4,7,8,11,26.9370410777686,29.5052882655939
1,3,4,7,8,12,29.4675164596519,21.7596369058207
1,3,4,7,8,13,27.4071668647101,28.0901698113663
1,3,4,7,9,10,2.51268978239019,56.0822918833244
1,3,4,7,9,11,13.0825445815806,40.1616005820382
1,3,4,7,9,12,4.98126943756155,41.2285221975502
1,3,4,7,9,13,32.1843983483316,32.1903819406037
1,3,4,7,10,11,34.9321599164579,33.0998177251475
1,3,4,7,10,12,38.2437106931361,28.012580443585
1,3,4,7,10,13,31.2567340068982,31.258207386899
1,3,4,7,11,12,34.580393840081,26.4286302553548
1,3,4,7,11,13,31.2880396486242,31.4127592965789
1,3,4,7,12,13,30.7928771623802,28.2151368545982
1,3,4,8,9,10,4.45917224567994,42.3663697873809
1,3,4,8,9,11,31.1218041474266,36.6102567574036
1,3,4,8,9,12,30.9739224007455,32.2042807006679
1,3,4,8,9,13,27.9023903262441,34.9067631416868
1,3,4,8,10,11,32.3190212579392,35.7843390668178
1,3,4,8,10,12,28.2095291227003,31.3908228947477
1,3,4,8,10,13,25.5455812849938,33.9692382341992
1,3,4,8,11,12,27.3563205825641,30.5508702751376
1,3,4,8,11,13,22.1951665185037,33.7249264760541
1,3,4,8,12,13,26.5781058223263,31.8881655656094
1,3,4,9,10,11,3.57932466512142,64.9121560422219
1,3,4,9,10,12,30.7340946546065,32.9633404171963
1,3,4,9,10,13,9.04136807733154,34.5221296595298
1,3,4,9,11,12,6.15824381192525,54.1511495804364
1,3,4,9,11,13,26.8131600813333,36.8539440813125
1,3,4,9,12,13,30.1228765985737,34.8893110028138
1,3,4,10,11,12,34.3669012836902,33.8736589196211
1,3,4,10,11,13,25.1074876181868,36.0278413882992
1,3,4,10,12,13,28.1485475345272,33.9659477089579
1,3,4,11,12,13,4.05306775620956,63.6527606686096
1,3,5,6,7,8,25.2049716958898,33.7921618897124
1,3,5,6,7,9,20.6328259149168,38.305631974408
1,3,5,6,7,10,22.5580457784277,36.9452109318188
1,3,5,6,7,11,23.3154259082522,37.999227300254
1,3,5,6,7,12,23.2600882187668,31.1389796129286
1,3,5,6,7,13,26.7072510815467,35.476963438982
1,3,5,6,8,9,28.5749971685257,41.7180570599766
1,3,5,6,8,10,26.0569216633703,38.8944557792668
1,3,5,6,8,11,25.4851120584057,38.9347413265087
1,3,5,6,8,12,18.807414150696,36.235308775972
1,3,5,6,8,13,17.5591849355092,34.3929485675086
1,3,5,6,9,10,23.805734436575,40.9365884724648
1,3,5,6,9,11,11.1694060640818,58.6654603420267
1,3,5,6,9,12,0.580843892129493,59.901928222707
1,3,5,6,9,13,11.768443700497,51.2997665256736
1,3,5,6,10,11,19.4511930098787,48.5752221952786
1,3,5,6,10,12,28.3585408441875,38.8704921205943
1,3,5,6,10,13,23.1157382510098,39.5940616619705
1,3,5,6,11,12,22.0603394951896,41.1395788256673
1,3,5,6,11,13,23.310211303576,42.3680486388731
1,3,5,6,12,13,23.9828580190563,39.9280263064259
1,3,5,7,8,9,25.4949239112798,33.5255101633241
1,3,5,7,8,10,22.5858990230881,32.5444691648005
1,3,5,7,8,11,20.3162208055545,30.5755913033092
1,3,5,7,8,12,21.4291306272041,21.4705213666343
1,3,5,7,8,13,25.0732708774805,29.00249831874
1,3,5,7,9,10,28.9830056164086,36.504048047605
1,3,5,7,9,11,24.6865624746228,38.2333729203812
1,3,5,7,9,12,25.9809256085489,30.8889497446341
1,3,5,7,9,13,6.29403608250076,41.7392593633928
1,3,5,7,10,11,7.80537052640043,47.8005899946982
1,3,5,7,10,12,10.3652513854195,35.7074692951302
1,3,5,7,10,13,25.7899243096401,34.4774061024631
1,3,5,7,11,12,27.1344797284668,26.8101884819264
1,3,5,7,11,13,21.0373347048635,34.4077120162917
1,3,5,7,12,13,21.7488006416867,31.6490145254389
1,3,5,8,9,10,26.2288897542381,38.6496986918358
1,3,5,8,9,11,23.5569113790852,39.0591176127838
1,3,5,8,9,12,25.7429112597881,35.7488901781044
1,3,5,8,9,13,19.6288623416172,32.296114971938
1,3,5,8,10,11,23.7301326068946,39.5920781552649
1,3,5,8,10,12,21.217474310535,34.2213815330992
1,3,5,8,10,13,25.0302026907442,34.2488654215063
1,3,5,8,11,12,20.129677107617,31.6580474382719
1,3,5,8,11,13,24.5797923580276,33.8009659019778
1,3,5,8,12,13,18.7688482486356,32.6745122495664
1,3,5,9,10,11,24.9780147483455,42.9981016489449
1,3,5,9,10,12,27.8254757143891,38.8639088662312
1,3,5,9,10,13,23.9247442877009,39.079276584383
1,3,5,9,11,12,23.620339825672,39.7669576364942
1,3,5,9,11,13,20.3356630127715,40.871821780902
1,3,5,9,12,13,22.7657971241626,39.8856622502968
1,3,5,10,11,12,29.3459832876593,36.9039449394627
1,3,5,10,11,13,25.1801048102298,40.0258451772414
1,3,5,10,12,13,26.785774600867,37.8044136572256
1,3,5,11,12,13,19.6658415753027,42.8556369009788
1,3,6,7,8,9,13.0790201133412,34.0843812776774
1,3,6,7,8,10,24.8917679172715,32.8700982866137
1,3,6,7,8,11,20.7092208407342,31.8336550283278
1,3,6,7,8,12,21.1264655520543,23.5207704729686
1,3,6,7,8,13,3.05367748789463,39.7405131607219
1,3,6,7,9,10,24.7186750247822,35.5235020796092
1,3,6,7,9,11,7.27756167395351,51.6405444460658
1,3,6,7,9,12,19.7353281337362,34.6789578892724
1,3,6,7,9,13,0.834918970431855,48.8544725177515
1,3,6,7,10,11,11.5091042431362,44.5733313176911
1,3,6,7,10,12,26.6397424207697,30.543541555773
1,3,6,7,10,13,29.5017375918753,34.0643390117538
1,3,6,7,11,12,20.7021326838855,28.4759595419941
1,3,6,7,11,13,25.8784824343953,33.4180872542099
1,3,6,7,12,13,25.5834495431248,30.3975737297359
1,3,6,8,9,10,18.1645936433822,39.6043168338722
1,3,6,8,9,11,26.866055433969,40.7100652387136
1,3,6,8,9,12,24.0774723595085,36.541084911961
1,3,6,8,9,13,4.77792704413683,42.5848268557491
1,3,6,8,10,11,28.3409469371979,38.2856768718039
1,3,6,8,10,12,20.9301964683652,36.2853585068244
1,3,6,8,10,13,28.2174420539049,36.3405792354787
1,3,6,8,11,12,19.1178336192959,35.0962205802811
1,3,6,8,11,13,22.6839837838489,37.1530828583528
1,3,6,8,12,13,22.3699682914759,33.9400361894782
1,3,6,9,10,11,0.610124515107908,60.0337806599206
1,3,6,9,10,12,28.0736864547266,37.8344851213965
1,3,6,9,10,13,17.9434979751503,36.0887170518734
1,3,6,9,11,12,5.95800651181067,51.7047081816228
1,3,6,9,11,13,22.5570614915586,40.4018460719936
