V1,V2,V3,V4,V5,bestlam,rmse
4,8,11,13,15,25.1776421784412,234.776355199018
4,6,7,13,17,5.62989097819153,348.860528322904
3,9,10,13,19,66.8962276484079,70.9923274191018
1,4,11,15,20,46.7132951642843,233.701514285754
3,7,11,14,16,46.2981155508904,238.59508456471
1,7,9,16,18,7.86451538713716,73.3203435829083
4,9,13,14,20,63.814107564571,63.8046488827234
2,8,12,15,19,71.2058209272021,17.5956942785119
5,7,12,14,15,68.8310121999974,31.7049240580041
3,4,6,17,20,27.3318451402903,288.33296509413
2,8,15,16,17,21.1660694434705,32.1482395452685
12,13,14,17,18,16.9394706972315,46.9391893370149
2,5,8,14,15,71.6218146926246,12.1617362482266
6,11,12,13,21,19.1493170966285,268.484310250294
7,8,11,18,21,38.9799893774167,180.930396438635
4,5,6,11,17,14.2684931136214,379.758065530207
3,4,11,14,19,51.4352226119897,365.129770716041
4,6,7,11,16,7.87510754823034,378.086031804194
1,5,8,15,21,14.466035600878,102.568232417853
1,5,6,8,21,55.010979215952,375.655173725113
2,7,8,11,20,29.2377947692265,237.286752695319
1,2,3,5,7,71.267161197755,32.4829652059572
3,8,11,18,19,45.5337949834846,178.219258712439
3,14,15,19,20,70.7183197562791,46.8218363790311
1,2,12,18,21,5.94675527285318,203.877031130055
1,6,10,16,18,63.1118087774398,173.473277352513
10,12,14,18,21,15.1236713291552,84.9461129896117
2,5,14,15,16,69.0122894135243,30.539248751168
3,8,9,17,18,12.3006804616289,61.622648206985
1,9,11,16,20,47.399912832266,191.572130232474
2,8,9,11,17,45.1770197334337,189.618912032909
5,12,14,17,18,14.1347162390385,44.0965525557279
1,2,6,13,15,4.92156061699986,735.407329547668
4,6,17,19,21,45.3466533485961,293.494948584792
2,7,15,20,21,0.768889626254679,122.770372889192
5,6,13,19,20,0.802508418259912,569.459975185672
1,2,10,13,15,0.813702777586834,189.221296904128
3,5,10,14,17,9.84358491697884,131.321070492725
2,4,5,8,20,8.30258309678384,46.934601092282
6,9,10,11,20,18.3393014095026,842.435171232591
4,8,9,14,18,13.7589631334304,75.3351383214999
7,17,19,20,21,15.8981734450175,112.201965179461
2,5,10,13,16,5.24977074051114,164.542674715892
2,5,10,12,15,69.7842342552324,55.1315381178332
4,7,16,18,21,55.1347142818225,98.7445716093923
5,11,18,19,21,43.7167222214328,149.56429868127
1,2,4,5,7,69.664668017692,34.6861369316056
5,9,13,15,21,62.8400456370574,75.7427221020614
1,5,11,19,20,47.2250125721554,164.969532445285
2,9,11,12,20,45.9907986833271,183.664963980392
8,10,12,13,19,7.93801060667089,102.993374971345
1,2,3,5,6,42.1629282729075,636.93391824007
4,12,15,19,21,6.51412468221157,123.024184696
3,7,10,13,20,75.1321166275826,89.1200625190871
2,9,12,18,20,9.58504093853004,357.094601162317
6,13,14,19,21,18.4918744397705,372.991170556513
3,6,11,14,15,4.99960763234008,957.790762008585
5,9,10,12,18,61.9948583923346,55.7217208225713
1,6,11,15,17,13.3145521531885,276.237257982241
4,11,17,18,21,41.699388561269,190.388759712294
1,3,8,14,15,4.82904557741709,30.8199259140441
1,2,11,15,18,43.2883516165757,165.26991749474
1,3,14,17,18,11.1543232688857,49.9907357165712
1,4,8,11,21,44.8556361993719,201.726968437809
1,8,11,15,19,51.6390010883992,171.015901255969
3,8,12,16,20,59.2246843998493,55.8578679285542
2,4,11,12,14,42.8137819339896,243.351887409178
1,6,10,17,21,45.3998672551983,285.384718686525
1,4,6,7,11,10.622021288547,327.571189550895
10,15,16,19,20,63.4861453968103,71.4639626987692
5,9,10,13,14,62.8800473881865,64.4594828813677
1,10,12,13,19,8.81390448826019,220.796930769218
2,8,11,12,14,53.6537572840459,220.57861732515
1,2,7,8,17,11.6042132082252,36.6386595651876
3,8,19,20,21,55.0794760459565,82.913334648488
4,8,9,10,19,57.6637508769269,70.780579208533
6,11,14,16,20,12.0914129914402,211.880514780631
3,9,17,19,20,4.06591538580345,101.037466385673
11,13,14,17,21,45.9207446744486,231.256654907182
2,4,7,17,20,12.591292443619,61.6966401450817
2,7,10,12,14,62.0701829097644,69.0127420946927
2,4,5,14,19,71.5809609126665,28.4004372870426
3,4,11,12,15,51.6489595333194,189.404726586431
1,5,9,13,18,2.63270940598764,92.2465799090365
8,14,15,20,21,15.0513717987062,115.0611169516
7,9,14,15,19,5.9446614079219,96.0356600955907
3,6,7,9,10,2.42908866851448,217.216257373396
1,6,8,14,15,0.780812889622916,233.580964960767
1,4,7,8,21,8.80577477001133,128.38332494056
5,7,8,9,21,0.760829114516315,109.919051396155
5,6,10,19,21,55.6157981180516,258.237391519748
1,5,9,13,21,9.60731597587202,130.906117318356
1,8,12,16,17,17.5052534029991,17.5713451798253
4,9,13,16,20,62.7273908760747,70.2035170737465
7,8,15,16,18,8.06715395531729,87.3552863772892
4,16,18,19,21,54.5093293978907,88.4935226799582
1,2,10,11,18,48.575412137245,187.879924797212
6,11,13,14,16,11.6097927468787,267.803780196913
2,12,13,14,17,15.5749574870176,24.3112723561988
1,2,4,7,11,53.3208571796265,276.5821985093
1,6,13,14,20,0.706566270432324,240.255178315978
5,7,13,17,19,19.055126054396,39.1289936724149
5,12,15,17,18,13.6641151715347,46.7332451711121
7,8,18,20,21,8.70682931192691,98.9019314484013
5,7,11,19,21,43.4463494355943,161.622928962123
3,7,9,14,18,7.39130173104375,135.193389031413
3,14,16,17,20,75.6137931983001,57.2645117394875
4,5,8,14,21,61.3588595065081,79.7201211657686
1,2,8,10,19,8.01780482655775,88.4222991988529
2,4,8,9,14,71.0473881993778,41.3041227044099
5,7,10,11,14,33.6392768038154,222.704604626598
2,6,8,18,19,3.05725513828089,279.232380805268
3,10,12,15,17,15.4370495542939,136.294436353762
3,6,13,17,20,3.6312811116268,582.834915151351
8,11,14,17,19,46.2678742958643,198.726421041894
5,11,12,15,21,42.5142381807169,161.656669139642
11,13,15,16,18,55.1686499315927,1609.09147251606
5,8,11,15,20,52.0053148371196,204.69067723797
2,4,7,13,14,73.682767283435,32.8767962753875
2,5,8,17,20,13.9638342042533,48.7391594412905
4,6,7,12,14,0.627934082704768,318.578637686472
4,5,13,14,18,67.4260729899818,47.02928793645
2,4,8,17,18,14.2686024996092,56.1483130732642
4,8,15,17,20,70.3827904561696,56.1042906431534
11,13,16,17,18,51.7916448320925,234.993085762247
4,9,10,11,21,37.8622326380601,422.299329537336
2,9,12,13,14,74.662099917195,39.4876523196085
5,8,9,16,19,8.36460990930853,96.3540062438708
4,5,7,20,21,61.3228164492155,107.719287488307
3,14,16,17,19,14.2574769302981,36.1963726134586
5,8,12,14,16,62.6749605125289,26.1703667387008
4,6,14,15,21,53.9606884607902,252.096337049131
2,4,5,6,10,48.7705809808667,3895.35197920829
7,10,12,19,20,11.5860332252447,141.314212955956
2,13,14,20,21,12.0159135702877,100.327724827611
1,2,4,6,16,54.1329201624711,291.0607336714
3,4,9,14,17,13.6173190702828,110.871204856617
4,12,13,14,15,7.23607397265344,122.137086156265
3,5,6,13,14,0.762126713516619,334.337346459448
5,9,11,12,16,51.3691364673733,229.639233716432
1,3,7,14,17,8.51958003156978,29.2905593708109
6,8,9,11,21,25.4342132715839,260.726945294031
1,7,13,15,17,9.91510805906186,37.8193327087211
1,9,10,15,21,2.86290565542788,224.812418914811
6,12,15,17,19,28.79279645364,324.12237935484
2,9,11,17,20,40.0234067871653,204.132179657738
6,9,14,17,20,0.72036686567498,379.277935841508
7,11,13,19,21,27.5267461507112,183.72080549334
3,6,10,17,21,1.54445043381335,315.409192268113
1,4,8,19,21,62.9709752758933,114.649387720796
4,7,12,15,21,3.229994264017,144.094342573242
9,14,15,16,21,55.799485735222,82.0200189995681
2,3,6,14,21,53.0731287264221,2328.51962298251
7,9,12,14,21,6.93924237540479,108.242353148827
2,9,10,14,20,5.49556655335253,56.4411007152081
10,12,18,19,20,11.3655789024846,64.6320199736115
5,6,8,10,11,18.8573563033306,258.093064383791
2,3,10,12,13,68.5637176822985,67.9519047001697
2,4,5,8,12,73.1483540847495,26.5118844869168
2,3,6,11,21,5.50643004018305,286.418812924189
1,3,4,9,19,65.939470918005,48.3005077366589
1,6,7,14,16,0.672610936774319,364.911083584963
2,3,5,11,12,57.0541661296366,166.903050816762
3,4,5,7,21,65.6882666015449,87.2148854315443
1,6,9,12,17,5.87808221265094,256.174258387447
5,6,8,10,18,0.883087539509567,2201.42299174092
1,4,8,9,18,0.648019723654785,115.040359134383
2,3,12,15,20,20.0466731658397,640.96353469831
1,5,7,9,12,5.3934247849457,103.099509614511
10,14,19,20,21,49.9082733829686,69.366807569895
7,12,14,17,20,17.7179618886661,63.1580157180682
1,7,8,10,20,58.6071940658392,83.9686151740723
1,4,8,14,17,11.4900278467467,23.163763453061
8,11,16,20,21,43.6465059150257,132.689458438445
1,7,12,15,21,6.43410403153792,122.250345508046
1,9,16,17,21,9.55475065127916,98.3444702669946
6,7,9,15,19,0.748479364155381,244.232123373443
5,10,16,18,19,9.27242398927536,178.711841261767
5,12,13,14,21,8.85153758125921,90.1797600916091
3,5,6,19,20,52.0517780793996,472.956611366403
4,9,13,15,17,10.8705931431909,95.1570572189887
5,7,14,15,16,59.7295199468308,38.1004809368471
6,10,11,15,17,16.6949497930362,281.727435793272
3,4,5,8,16,59.6646883608005,28.3941160906873
1,14,16,18,20,56.4963950652822,63.578151533219
3,6,12,14,21,0.700086142541944,5149.92894058256
1,7,11,14,18,48.84625879361,190.420926508099
2,7,10,11,15,33.8263643309749,174.414780476026
3,6,8,16,21,57.3786778239934,196.533352466616
4,7,10,18,21,62.1623396555755,98.5068225442275
2,3,14,15,21,70.2189258512374,74.0015850538094
2,11,12,13,15,57.556558689223,1049.1770723019
6,7,8,9,16,0.63483686286694,301.760329686504
5,8,17,19,20,68.9334100930003,46.2364926994128
1,4,9,10,19,64.0417454732403,76.4264946676822
3,4,9,11,19,48.9654889605392,275.09645504064
3,7,11,14,17,25.7965761043725,315.020204926513
4,5,7,12,19,14.572762363139,47.054484544049
1,2,5,11,18,53.9031997470553,220.699586730212
2,8,15,19,21,2.47724477391732,98.893878048863
3,15,17,19,20,76.7108986249846,51.8621177464135
3,12,13,19,21,14.2484852247668,94.9942091793743
13,15,16,17,21,12.7644438906696,99.9863732635695
2,3,13,15,19,0.880833833127597,176.176063732059
4,7,8,13,19,10.3141543694987,124.76278272837
11,12,13,15,18,24.5695465047417,168.531303832943
5,8,13,19,21,14.3633420000344,166.346473413301
3,9,11,14,18,55.3710436506313,170.57059702585
2,6,11,13,15,11.4771480341201,253.195536205963
3,6,8,15,16,54.226069020975,147.282936278958
1,2,4,6,13,40.669778766122,5350.25391212308
2,3,12,14,15,71.1267131181378,22.0359014424405
3,8,9,11,16,40.4498093022502,198.66687227224
5,12,16,19,20,58.403187592738,53.1990707043791
7,11,13,14,19,32.0145408184617,158.208502279957
8,13,14,15,21,59.9662957046233,84.8223180612945
1,7,10,11,17,40.7002384955429,195.006438250718
2,11,12,14,19,57.8275710246406,137.060285626084
3,8,11,17,19,54.0455716345399,176.841333585222
1,7,17,19,20,6.94106048854675,79.1864158474413
1,8,9,14,17,8.85845687407536,70.7110639706328
8,10,15,17,18,14.0425733686525,421.514142826786
5,11,12,20,21,42.5456611005796,200.337239684523
2,5,9,10,21,0.751524530725724,86.3230045329672
12,14,15,19,21,70.0028149182997,71.6352512318315
3,11,14,17,18,45.7879283106339,193.001663435263
2,5,10,15,18,71.6340144981348,49.5367792174471
4,9,14,16,17,11.0508991593249,99.1033980591146
8,9,13,16,19,5.43635273855977,102.92302632447
3,6,7,15,19,1.5849149909773,234.968728720121
2,4,13,16,20,8.27115906233267,69.3023736250811
6,9,10,13,16,0.807321849447665,1765.07910940891
1,3,13,16,18,8.22398881951981,69.9315398424726
1,4,13,14,19,0.797393200021335,63.6631665094746
4,7,9,13,20,75.0552963291019,71.10186508839
1,8,11,14,16,44.554082054232,212.909207538589
3,4,6,7,17,6.66790799083176,399.283973619489
4,11,13,14,16,55.6080076921249,201.001069892773
8,10,11,15,18,48.9926439112725,176.667515465637
2,7,17,18,19,12.9514526307423,54.635442143795
6,8,12,13,16,0.666953264413639,1557.56380818777
3,15,16,17,19,19.719036090328,36.7759866927922
1,15,17,18,21,13.993080036157,91.2469938858143
2,3,5,17,20,9.298841801001,80.966674109389
4,9,11,15,21,47.0657760922284,215.030139872057
2,8,10,16,21,5.87893365625556,256.743844004838
7,9,12,15,19,62.5680071267167,49.1247137880915
1,5,7,9,19,61.4746546889715,49.5744990129094
2,4,6,13,15,0.76648948202096,295.52558159149
5,11,12,14,18,52.5055013518658,142.480914902978
1,3,5,12,16,16.2617587145811,25.7681755478119
8,9,11,15,20,51.2852972832885,167.873439027627
4,5,8,17,20,70.5416482153491,55.708733862577
2,3,6,18,19,0.882265283086651,585.111810031692
4,7,14,18,19,10.6501281292328,69.1004483428848
3,5,9,10,12,17.3664128587354,156.836415091168
9,13,19,20,21,8.99333976483722,79.7253329137351
3,4,13,16,21,6.04730086092746,1457.81168995714
2,6,8,15,17,24.029600358764,522.018315682323
2,6,10,14,18,54.1613461817429,164.47016614907
3,13,15,17,20,14.8561112002486,60.8999747187748
2,4,6,9,12,47.808526447871,229.8547201241
1,2,4,7,19,6.52494514711209,41.5133797974788
8,9,11,14,19,44.3405063339227,185.703968924565
8,16,17,18,19,23.3191478513677,57.8130445501481
3,7,16,19,20,60.0766719173066,62.8309799296882
5,10,14,15,17,12.760004725295,94.8253788357844
1,4,5,6,8,45.7695364965027,3858.31827102906
8,9,12,14,19,9.23436724005887,90.8566063601947
1,14,15,17,20,10.3528875822301,55.6127607773373
1,7,15,16,18,7.84878294309982,72.2938782030076
1,7,12,16,21,9.38652706936509,107.602010856128
6,12,16,19,21,42.1588289655087,212.731398221464
2,6,8,15,18,49.0947054673707,388.405515013248
1,4,5,14,18,11.8747759228895,97.3022606707116
7,8,11,15,17,50.3409280173458,277.133149772828
12,15,18,19,21,6.89678251657383,82.0843130780174
9,11,12,13,17,49.4724401977207,213.613837812623
1,3,5,9,18,6.87198361054573,132.1063695817
2,3,5,12,19,71.37978470638,23.6238958925673
1,6,9,15,19,46.507157527241,432.775463106644
2,4,12,16,17,15.7723375611393,30.1418101796171
1,11,12,20,21,44.3899081800687,152.902737905037
3,5,16,20,21,51.3795521753716,105.611766528391
1,10,14,17,20,8.01596031620044,213.459139458554
4,7,13,15,19,70.6951031832197,38.921205139664
2,5,15,17,18,17.9156673837548,35.9067923346275
2,11,12,15,16,52.2789219502779,147.193981725238
1,3,12,13,15,68.8781271576695,24.1940504296093
3,4,5,10,19,62.9640909724225,68.5742667404261
8,12,15,19,20,15.7557874029843,43.0060954223451
5,9,15,19,20,70.2295688585201,34.503146578385
6,7,11,12,17,11.2117208329407,380.261401456344
3,5,6,8,19,1.3392475693612,429.915859689921
6,7,10,11,18,4.10622281853391,351.422827311064
5,8,12,13,18,63.5750773770204,39.8510103833194
5,6,7,14,19,0.695616658778943,290.835356357184
4,13,15,20,21,58.9314153649783,86.6217048724243
1,5,10,12,21,8.85055792368723,110.482389239307
1,3,7,12,18,63.6079594029356,47.7599411740884
3,6,7,16,17,6.33396558110959,261.578714899136
4,5,9,14,16,61.3758097559419,50.1224025570926
4,8,11,14,20,48.6907168934338,214.778529083628
2,3,6,15,19,38.8671649169501,601.965633614756
5,8,10,15,18,64.9077941490079,54.0721563768091
3,9,10,15,20,65.5613813947346,65.4496594628996
4,10,11,16,18,43.643594428692,205.000438780652
2,3,5,15,19,63.9712106075377,22.449978682777
2,5,6,8,20,3.15673193493747,2600.53198082095
2,5,7,12,21,4.48686026405665,226.957907190534
4,8,10,15,20,58.7756148167808,73.4813627788004
5,10,11,16,21,40.8826330007757,230.769716368438
7,11,13,14,16,32.7788940063627,207.595754893955
1,2,11,18,21,43.9961262326846,186.240333370116
4,11,12,13,21,25.3548353563213,177.656372947658
3,5,8,9,21,13.1936727951409,174.79690080361
8,9,19,20,21,9.50941462281788,88.513080315932
5,6,8,13,14,0.718881492093188,442.394390521899
6,8,10,17,18,1.82019823086589,471.778070377684
2,4,8,10,16,58.8184011994714,73.2351519548504
1,2,9,12,15,76.90616066437,39.9336709581085
4,6,7,8,13,0.694828201506668,6720.94274455684
13,14,18,20,21,9.54097615500892,127.910056266479
7,9,11,12,15,49.3528363293174,187.268202155414
1,2,9,12,21,77.3543977300434,80.0914633674162
7,8,17,20,21,14.3509256188864,123.165298801507
7,9,13,15,20,6.84074081116401,112.071611616541
4,8,12,19,20,69.2647857707099,54.1004117579613
1,4,10,16,21,7.84897818188521,137.172914746832
6,10,12,19,20,48.988903550649,168.010100676515
9,11,13,15,18,24.0006781622948,156.294132153025
3,4,6,10,15,44.0613999325124,282.605851203163
1,11,12,17,18,50.4015968367711,164.225670717028
3,9,11,13,18,23.1842988109678,202.594341383847
1,5,7,13,21,63.3225093963722,86.2456722631601
9,11,17,18,20,47.5901865595698,125.958442416991
3,7,12,14,15,65.5604864099144,29.7782419769552
4,13,16,18,20,63.401088566009,70.2035170737465
2,5,11,15,19,44.7989539957021,159.866295819711
1,2,6,8,18,2.70027559592071,5368.42301353449
1,5,9,16,17,12.5553066550708,70.814078156043
3,4,13,19,21,12.7444190470491,97.5043628331074
1,3,4,16,20,56.7409339576907,59.9427511007278
3,5,8,19,20,63.7629881601082,47.4965935620651
3,6,12,13,16,3.78437131011009,1161.65539653046
1,3,5,7,13,7.90550384260024,57.871593857677
4,6,9,15,19,48.9885249975405,183.131783609719
1,3,4,6,17,15.0899499418703,400.152594743865
6,13,14,17,19,0.772241159103526,414.057444737144
3,10,12,17,20,68.6128858580753,77.3288333084707
1,3,6,15,17,31.2665423062335,698.169107854355
4,10,13,17,18,13.7409842601059,112.653362921035
4,6,9,12,20,66.0954337843684,161.961925818362
6,10,11,18,21,12.8325279623039,200.976256349831
10,12,14,17,19,14.2380929214699,187.965507976191
3,6,7,11,18,4.26020277477958,331.115553691252
1,5,12,18,19,9.20182893331139,58.4242200802015
4,13,14,17,18,7.5218365137725,79.1019124829276
12,13,14,15,16,12.8035980784198,754.325597212335
7,8,9,11,16,39.6884847999694,255.832009718745
2,4,7,12,13,2.76916415516878,47.1906270226298
2,7,8,13,16,0.635158696399504,46.2452995847778
1,6,8,16,17,7.6734894825216,293.406422291247
7,10,13,16,18,6.24521682134301,216.10148714949
1,2,9,11,15,62.0910888882993,159.401330850343
6,12,13,16,21,0.66700178179845,287.394990762789
1,5,9,16,18,7.93151882855832,185.782908766668
2,9,11,12,21,36.3334711048237,185.686273760358
1,3,12,16,21,12.855438643065,110.996183738579
3,12,17,18,20,64.660643794862,59.8505121909897
12,13,15,16,17,3.30850205653489,34.5877470703813
3,7,10,11,18,30.9636661321602,194.444547764284
5,14,16,18,19,60.7383727968447,43.0940855515442
2,10,12,18,20,8.56235181238111,78.399038273776
7,10,16,20,21,8.42841342373075,144.201426373887
2,3,7,17,19,13.6541687167665,36.1010172322185
3,8,11,20,21,43.6731282490498,210.084264335132
1,10,11,14,15,48.4734701083816,170.480407275605
14,15,17,18,21,6.32368162922784,1319.03019080031
2,4,10,16,20,9.18965587758541,120.15995827511
8,10,12,16,18,12.1405296454733,117.423951544806
7,8,12,16,21,48.371788192679,93.8201404065804
2,7,11,12,16,44.5331140408789,225.778463778008
2,8,9,10,11,46.1581147835895,184.808369616863
7,8,10,14,16,10.9830994864721,142.145288211968
5,10,15,18,20,64.6393685962003,49.0439975454499
1,6,7,13,21,0.701530498025309,259.143274636763
5,8,9,13,18,2.23979516512206,66.7880289387928
5,6,10,18,21,54.7915058955692,247.830604760585
1,9,12,13,14,73.3368548365058,42.8816810704591
1,2,7,12,15,68.6453341997966,33.1856609884163
1,4,17,18,21,11.8162984764483,109.385488130354
13,15,16,17,18,1.94973692031826,204.504120281072
1,2,7,20,21,5.83175633477451,116.344902300878
3,6,7,15,17,5.83378428390004,345.517545102486
6,12,13,18,21,22.561022703597,2055.90300395846
5,10,17,18,20,69.7688477010025,63.78632843516
6,8,10,17,21,2.09441340895415,400.399420139043
3,5,8,11,16,56.126910084532,199.795710345736
1,3,6,11,14,9.14983870421532,535.6880936139
7,12,15,16,21,9.81633240054704,127.73776221944
4,7,12,13,17,14.9470864915122,15.7248296228184
1,4,11,14,15,53.490740725979,212.318205773395
6,7,9,15,16,0.862350226073442,302.803633499676
5,7,15,17,18,12.8696984740395,42.3208402073149
4,5,10,16,17,15.3119240312505,130.742693456047
1,3,14,18,21,7.26858245201031,108.403693577231
2,3,8,17,19,14.101249127327,25.1547935597462
1,6,10,13,19,0.720495903068384,433.519216935587
5,6,10,13,20,0.749397449694292,3676.99410734039
2,4,13,15,18,29.5194526155828,49.3264532290262
2,12,13,14,16,7.71052225646282,871.763724128105
2,4,11,19,21,45.6339067248718,219.999490588107
8,9,12,18,20,61.1098158288993,49.8713103898424
9,10,11,18,20,41.5043368556324,146.512331161071
5,14,15,16,21,5.72045421150563,89.1085265707998
1,5,10,12,18,9.22924007529516,132.031523836046
5,7,8,9,18,64.2600895024957,52.4826249706465
2,4,8,13,15,0.730906325357366,39.0704050127916
2,7,9,15,17,14.8960401939462,48.8167959718965
1,3,8,16,18,6.08806329089004,71.5199187924648
1,6,11,12,16,7.4681106461439,288.720764486186
6,10,14,17,19,2.68195177574914,374.811752549772
7,12,13,20,21,13.7982068227926,106.408434087671
4,6,7,18,19,2.83452322938495,241.886280594095
10,14,15,19,20,66.47751511979,57.6506762856298
5,6,8,19,21,54.3074630209041,191.957234276547
1,3,9,14,20,61.4218174191418,58.6851500645201
8,10,17,20,21,15.042833528589,595.000897859675
5,8,11,19,21,46.3034925192784,166.103863678704
4,7,8,16,19,12.4395567016662,49.2852301962401
4,9,10,12,14,6.4022565051556,127.604175840799
1,2,6,7,8,2.75649850176487,6124.23224651413
5,13,16,17,19,10.2967098386177,60.879966495524
7,8,10,11,19,31.5902079948578,232.720960727457
5,6,8,14,21,0.842316769845918,359.485661497962
2,3,4,10,19,66.5932178023576,67.8494545530993
2,7,8,16,19,7.61396232614936,52.0860842696262
3,10,14,16,21,52.6292697007138,119.795632771832
1,12,13,16,19,17.1254606323493,28.6068706441924
2,8,11,15,18,51.0724393193009,237.900827215425
7,8,10,14,17,12.4324184222239,145.144856466294
8,13,14,20,21,53.8550725665373,86.2332909205716
3,6,7,18,21,0.585777018976809,265.647218009563
5,14,15,17,18,13.8726622871222,32.8005152008187
5,10,12,14,19,64.3762446030936,56.7534767552572
3,11,15,16,21,46.4062363116134,189.685429542988
10,12,13,16,19,9.13449408587332,158.186889060273
5,10,16,20,21,10.4734637699721,174.747539700345
5,9,12,13,20,64.6564316139739,54.3728776925723
3,5,9,17,19,11.9665590796392,169.378995816206
7,8,9,11,19,29.5253603166375,190.286642572392
1,3,7,10,16,7.10274093007236,162.88053478511
2,15,16,17,20,14.8705324263079,70.6786533793535
1,2,4,11,16,52.2919198211089,192.932667937895
8,10,14,16,18,8.51876105716121,120.371026056448
2,7,10,12,13,71.4482708271707,72.8904776588364
1,11,12,14,20,50.7893265444223,176.373948993393
4,7,15,20,21,58.3322740509619,88.3256272975228
1,5,10,17,21,8.89172825765403,102.894658186071
3,4,11,16,18,49.3401779501326,202.659021619749
5,9,10,15,20,64.146157039294,49.0439975454499
1,2,4,8,10,5.3400369036718,87.0434955059671
1,7,9,10,11,42.8685277001836,173.580379563992
6,10,12,13,14,1.46671190721952,276.188654519298
2,7,9,13,15,55.3835251113589,49.6051320309655
1,2,7,19,21,2.94301107046969,224.44875901663
2,4,10,15,19,69.2324661256585,62.85272657646
2,3,11,12,14,53.9900102456906,170.798557309682
6,7,8,14,17,0.692025698388489,344.211949093142
2,4,5,6,17,4.23729618984046,386.717605497677
2,7,19,20,21,8.63187923744355,126.076122002268
9,10,12,14,19,6.12722138328988,97.8122608057599
1,11,13,14,18,51.5894164284304,160.193707729473
2,4,6,9,10,51.1688803977425,175.79983226112
13,14,15,18,19,9.02487422745439,149.690795055494
1,4,7,13,16,10.4779385132137,10.4035973631835
1,3,18,19,21,8.77907610065726,108.433396125304
3,4,5,7,9,71.9766376958206,51.5983242621954
3,6,10,18,19,45.0172100378479,240.448794075218
3,6,7,12,15,1.81987406730888,298.286985029908
3,6,17,19,21,1.17983115728778,488.176098341823
6,7,9,14,16,0.669218463596889,637.166410434143
1,5,7,12,14,67.8709531821672,28.3902817040989
5,8,9,18,19,10.5547782113124,41.369958946138
1,6,9,17,19,6.73573036068875,509.583860495121
2,4,9,16,18,68.1168404533057,58.3569077806071
1,7,8,17,18,10.0518127619111,57.2241580885357
1,5,12,14,17,9.27231103027644,29.9039616469272
6,10,14,16,19,64.0733995465127,187.89011555345
2,4,6,13,19,0.774283926369091,322.815978630468
5,11,15,16,21,46.8331134045155,161.524215997414
2,10,14,19,21,0.685895205317542,115.434901065751
2,7,10,13,21,0.656185872309717,158.778259791575
2,5,6,12,14,36.0820618362628,254.237501086808
4,7,10,15,16,10.8733822490854,157.948345190317
2,13,15,19,21,74.7998692812195,73.7637985800107
6,7,14,18,21,0.742588135980823,302.249490046278
1,5,6,15,19,1.42223206357883,708.363471766216
2,6,11,18,20,15.1985663502453,189.263990716919
3,9,10,15,19,70.2494130274446,62.0602424684121
3,5,17,18,20,66.3593487356787,57.6574409355644
2,3,7,9,14,68.1644933628742,47.3704366315814
1,14,15,18,19,7.23118576315449,49.907421198667
4,5,6,19,20,51.5954811910446,177.3741659183
6,15,19,20,21,64.6744056876924,310.035161681077
1,3,9,10,17,4.37539840706008,147.00488680466
4,5,7,12,21,72.9998432575049,86.9534097085266
4,5,8,9,11,48.29760952351,165.848668445092
1,11,15,17,19,42.963606849166,172.167695154466
4,13,16,20,21,57.7079816764869,96.6449168062161
1,5,10,11,15,46.2198901360967,169.214068099839
1,7,9,12,17,8.52654410762706,93.0558562889563
4,5,6,11,16,21.6438297646696,330.040227709254
6,13,15,18,21,10.0997655671875,2561.12040688605
1,4,10,12,16,7.78156369897685,152.930299946382
5,10,11,17,20,44.171613517869,178.88617079287
4,6,12,17,18,4.10766678143015,341.62509660473
2,12,13,16,18,0.709312407223599,2419.12379749976
1,10,13,14,20,7.10969856042567,245.290050833035
1,5,14,16,17,10.1400490590312,35.1100407266222
4,7,13,20,21,68.6842270631305,99.79613864665
3,5,12,13,17,14.8052056787711,23.6614583195847
2,8,13,19,21,0.717747442365442,239.517841305435
2,3,4,5,20,65.1159271907402,53.7953952711657
1,8,11,14,15,53.8727223036906,199.698097816495
2,4,8,9,17,69.4902774103811,44.8848261559251
1,3,11,13,15,51.8397786889305,188.98474834279
6,7,8,13,18,0.801283134052874,5327.21186054109
9,11,13,16,20,51.4515512798835,137.319777687931
9,10,13,15,16,6.25367307419092,178.097344763264
6,15,17,19,21,57.2773107666211,249.920822164337
2,4,11,14,16,50.8006338139527,192.006335626939
2,7,11,18,19,39.318037186921,175.315416518025
10,14,17,18,21,23.7196713622218,1216.06289285219
3,11,12,16,17,50.4116841996862,215.576479938079
2,8,10,17,19,14.0719158720971,92.3978273416373
3,4,8,13,19,26.4026712301102,28.4922249451959
1,5,13,16,17,5.41357997738281,37.9817346636432
5,6,10,11,19,8.35932645153355,263.592120509806
5,6,8,11,17,12.0047912394244,258.915892603499
2,8,9,12,19,72.6651438208299,32.2524021992013
6,9,11,12,21,26.3535775223553,247.560517260649
3,11,15,17,21,45.5229842685704,246.759289263372
9,13,16,17,20,19.7470937458354,86.8416757553172
5,12,19,20,21,61.4047020185357,70.183683114417
3,11,14,17,19,48.5133284977344,342.609798367221
1,10,11,20,21,31.7190034702137,144.307812170746
4,7,8,9,20,63.7454092805871,68.1405056367573
2,3,9,11,17,45.1481956497282,178.486474351926
7,10,14,17,21,15.0054661860431,135.950556922657
11,15,16,19,20,52.615203404168,221.474275691976
