V1,V2,V3,V4,bestlam,rmse
1,2,9,11,11.822610610619,3.53717772383577
1,2,9,12,10.0195478816271,1.15152000995785
1,2,9,13,10.2827307323502,3.48006034430439
1,2,9,14,11.7907678887584,1.97376448696393
1,2,9,15,9.07205916038589,4.58782296774116
1,2,10,11,11.7000080999673,3.58144425011289
1,2,10,12,10.8669001414007,0.574380826049524
1,2,10,13,10.6606485923154,3.52167739389437
1,2,10,14,9.2376677825757,1.87818607083182
1,2,10,15,8.97028206025962,4.66834548671511
1,2,11,12,11.6676127395878,3.97779314863573
1,2,11,13,11.9243048040468,4.57092769577468
1,2,11,14,11.8947172730994,3.9503982394184
1,2,11,15,0.19629006662957,6.51977200092485
1,2,12,13,11.1295707001969,3.54910217519868
1,2,12,14,11.0786177912409,1.8876930364866
1,2,12,15,9.78395384306747,4.70065793267283
1,2,13,14,10.8383172521194,3.89212538338631
1,2,13,15,0.209637417297555,6.62095944846557
1,2,14,15,9.5347544411862,4.63429601809523
1,3,4,5,7.12572968733886,3.87944648113619
1,3,4,6,0.9823630633193,36.3678931560115
1,3,4,7,10.0346627878876,2.36770740027845
1,3,4,8,9.8965666090452,2.49155607335389
1,3,4,9,9.88310416897363,2.37538172370955
1,3,4,10,10.259959441839,2.34893309114301
1,3,4,11,11.3951832678976,3.81547353985496
1,3,4,12,10.7229608156247,2.36441879750606
1,3,4,13,10.9703005540017,3.76791316026967
1,3,4,14,10.9104962185798,2.66419187246965
1,3,4,15,9.95359124461178,4.72932394745803
1,3,5,6,0.791313447622589,35.371200099607
1,3,5,7,7.24139707886748,3.53936717507523
1,3,5,8,8.57338015168015,3.4380992810951
1,3,5,9,8.18953118487616,3.52659892814593
1,3,5,10,3.68567822635896,3.72189355928762
1,3,5,11,0.53007419748801,5.16584245569902
1,3,5,12,8.10528593236326,3.78084508851306
1,3,5,13,7.87394768694775,3.78317674051848
1,3,5,14,9.01327359051154,3.40781748337554
1,3,5,15,5.9015087053359,4.41060464486825
1,3,6,7,0.745178428998543,32.6989280093056
1,3,6,8,0.183330589851778,31.1505049272719
1,3,6,9,0.290983213368602,40.3566923330531
1,3,6,10,1.9171747663389,52.4847571718318
1,3,6,11,1.76663384037375,33.9458288496049
1,3,6,12,0.0616165686679837,28.9582611598667
1,3,6,13,0.0435092702289079,29.8124052263638
1,3,6,14,0.140445976518319,30.3738549046044
1,3,6,15,0.176445457863175,29.8616128194845
1,3,7,8,10.5390778893141,1.99672899179299
1,3,7,9,10.528566449071,1.94376781878221
1,3,7,10,10.9348269968507,2.02935745167446
1,3,7,11,11.6682589557356,3.26033024912099
1,3,7,12,9.48812456439382,2.07430861975744
1,3,7,13,10.1505110998368,3.21198685914705
1,3,7,14,10.1028606668591,2.1320772343734
1,3,7,15,8.38138689396208,4.19190887305533
1,3,8,9,10.4317478888501,2.00175256546191
1,3,8,10,3.89034402517399,2.13147796923481
1,3,8,11,0.352143946294786,3.83155431406684
1,3,8,12,11.3013137936681,2.18510402117001
1,3,8,13,11.0086665172432,3.11372920841446
1,3,8,14,12.0509705655792,2.11763389974125
1,3,8,15,9.15585026085108,4.07001392299011
1,3,9,10,11.3437073379906,2.03300065584511
1,3,9,11,12.0805854867236,3.24674195669033
1,3,9,12,9.82637129576379,2.07896759234001
1,3,9,13,10.5083965992654,3.19849801990455
1,3,9,14,11.5091996531737,2.12449837216538
1,3,9,15,8.37014315109524,4.17711862412357
1,3,10,11,0.229699606240549,6.44100223183716
1,3,10,12,5.56817732655152,2.11419241871059
1,3,10,13,0.530703468597532,7.05377251349798
1,3,10,14,11.400309224341,2.29980832534656
1,3,10,15,0.191538502249005,228.420100211914
1,3,11,12,0.348109230690921,4.04685968716009
1,3,11,13,12.7365153713401,3.73315008850881
1,3,11,14,12.1325059409311,3.33869036200324
1,3,11,15,10.7542586605604,4.37488285557454
1,3,12,13,11.4006168734884,3.48334322167655
1,3,12,14,10.8422643502394,2.36624517960418
1,3,12,15,9.48242681818328,4.46255191379701
1,3,13,14,11.0563074003577,3.28745487928478
1,3,13,15,10.5529540596462,4.34908108110208
1,3,14,15,9.20362610140313,4.02302373843357
1,4,5,6,0.770441129597686,69.2318626773829
1,4,5,7,8.11125054339478,4.02135300614109
1,4,5,8,9.19149760200648,4.0296956047159
1,4,5,9,8.37245349301172,4.01944523535276
1,4,5,10,4.74863301531462,4.08172655461714
1,4,5,11,11.1663338930731,4.71989194791576
1,4,5,12,8.66913592193093,4.10906188604325
1,4,5,13,9.27259390277189,4.68843110752414
1,4,5,14,10.131698012505,4.08412781386675
1,4,5,15,9.68050980688171,5.37710640896508
1,4,6,7,0.0627926368672292,32.7479534077026
1,4,6,8,0.052960174417476,34.7598189932339
1,4,6,9,0.0512626038723631,72.2224561646638
1,4,6,10,0.955821901344185,57.5659200384251
1,4,6,11,1.04906306787833,50.1004601825723
1,4,6,12,0.0531859977461987,67.3510888967773
1,4,6,13,0.113272225980173,34.4293765570109
1,4,6,14,0.0582071671245944,30.4207654865847
1,4,6,15,0.425928922054243,42.108222586427
1,4,7,8,10.8478416275605,1.68998422083363
1,4,7,9,10.8249676040311,1.39587726299032
1,4,7,10,10.7166781374874,1.17366590930582
1,4,7,11,11.5542558060121,3.58378477776405
1,4,7,12,11.7326480320676,1.15911873852509
1,4,7,13,9.10624944892623,3.52661588258962
1,4,7,14,9.93497841105141,2.0158951692321
1,4,7,15,7.99630772925917,4.63499083062739
1,4,8,9,10.7439284175598,1.78580327397318
1,4,8,10,11.6625328322645,1.67756917393392
1,4,8,11,11.8501562386524,3.63505891745008
1,4,8,12,10.5879771628796,1.68146352423516
1,4,8,13,9.89467825241589,3.58152336071305
1,4,8,14,11.8715396984588,2.23926178311812
1,4,8,15,0.139360879157405,8.21015648455835
1,4,9,10,11.1224031674699,1.22074226053933
1,4,9,11,12.3511980209466,3.58510994717503
1,4,9,12,9.63288276381104,1.2086464536828
1,4,9,13,9.88491760665108,3.52823887843969
1,4,9,14,11.3259971433555,2.03211548228277
1,4,9,15,0.151867844937789,14.1037087993819
1,4,10,11,12.3112470658842,3.62223112643759
1,4,10,12,9.97751530399677,0.645886664464698
1,4,10,13,4.43807515439078,3.56262397445104
1,4,10,14,5.84086452445568,1.92711139619207
1,4,10,15,8.21911206409726,4.70691388633076
1,4,11,12,11.7505961637561,4.02104541755002
1,4,11,13,11.9485106127147,4.63056903450681
1,4,11,14,3.71967552479483,4.1362900682614
1,4,11,15,8.85584765726721,5.33256411119454
1,4,12,13,10.7080382617584,3.58814715417303
1,4,12,14,11.1591684448711,1.93343121160283
1,4,12,15,9.887679139117,4.73775997527664
1,4,13,14,11.435676510334,3.94824512705751
1,4,13,15,2.86735716259327,7.58078383222882
1,4,14,15,9.65654545635441,4.68574860614609
1,5,6,7,0.441619839049661,29.6954265436188
1,5,6,8,0.207073872515848,32.1057488500347
1,5,6,9,0.284224925415911,33.7699907501221
1,5,6,10,1.44846972156585,48.7025599758038
1,5,6,11,1.75142158512756,49.1583526093663
1,5,6,12,0.0766718080168279,41.5660668062814
1,5,6,13,1.15750942581306,29.8938923012936
1,5,6,14,0.0482095241890623,43.086197373095
1,5,6,15,2.08674930346395,31.1505598470495
1,5,7,8,9.78581578648514,3.51565807021483
1,5,7,9,9.78604771802106,3.55444299433821
1,5,7,10,10.1656859330738,3.68830945917864
1,5,7,11,9.86083841257392,4.08553852019535
1,5,7,12,8.81713813582678,3.73349696442
1,5,7,13,1.10796989285617,6.22301719176296
1,5,7,14,8.95308447967036,3.53132623811508
1,5,7,15,0.163741733882759,7.85930715554741
1,5,8,9,10.1535149309779,3.48764844367472
1,5,8,10,0.160174772788898,7.19093123220026
1,5,8,11,11.1955152068783,3.91800608303084
1,5,8,12,10.0198750155271,3.70294066700148
1,5,8,13,0.908282341001907,102.336592171124
1,5,8,14,12.2724875898735,3.42194851899713
1,5,8,15,0.17067347588858,11.0639631276008
1,5,9,10,10.5544849077562,3.68113659983797
1,5,9,11,2.41453372522048,5.7452254295702
1,5,9,12,9.13779655183419,3.72702154318074
1,5,9,13,1.2591584627649,6.96051485432488
1,5,9,14,10.2057615571942,3.51715012474589
1,5,9,15,0.171448111602904,10.8104463033673
1,5,10,11,5.53086809338762,4.33793115052172
1,5,10,12,3.56970800454938,3.90681459733408
1,5,10,13,3.63958156104711,4.70791899731838
1,5,10,14,11.096952762696,3.73753483818769
1,5,10,15,0.162140230865115,8.83519046438028
1,5,11,12,4.17004503778438,4.45671599851492
1,5,11,13,4.65054050456061,4.04248144708173
1,5,11,14,11.7777376080709,3.91791590006728
1,5,11,15,0.170833011617399,16.4011897951177
1,5,12,13,3.46270122451528,5.11056602284431
1,5,12,14,3.79100271379504,3.80480042183555
1,5,12,15,8.4047064272979,5.07507105861583
1,5,13,14,3.68210190561211,3.94741983222801
1,5,13,15,8.9087290090645,4.49075490127588
1,5,14,15,8.53784254347168,4.44840177292175
1,6,7,8,0.514117016132763,22.8038042533154
1,6,7,9,0.362889788698134,21.4879698931366
1,6,7,10,0.0550044471748637,22.2190707990011
1,6,7,11,0.580650085751268,29.5137895108672
1,6,7,12,3.24834781493406,18.0210206817916
1,6,7,13,1.15240893846186,20.9574667992951
1,6,7,14,0.0591242469469859,25.7627108424583
1,6,7,15,0.293296250661622,20.8910223563548
1,6,8,9,0.0490043876653868,22.4008988460311
1,6,8,10,0.0483074163446828,37.6389146748783
1,6,8,11,0.233593565537041,17.0653681886365
1,6,8,12,0.207015760737244,23.6644308222673
1,6,8,13,0.904867265507567,21.7002777719126
1,6,8,14,0.0806911545407154,51.6803593321311
1,6,8,15,0.545938997817178,22.2931887261369
1,6,9,10,0.117010717668379,36.1445753204601
1,6,9,11,0.0520499225942009,43.2640646602393
1,6,9,12,0.464020741523832,24.1475257642114
1,6,9,13,0.705836034436285,20.3717871380744
1,6,9,14,0.0498290006136186,31.366157643504
1,6,9,15,0.236224161886735,19.829164817758
1,6,10,11,1.28781739236452,23.8823676181309
1,6,10,12,1.49086500892055,51.2113252068567
1,6,10,13,0.856997300578613,26.5665132367633
1,6,10,14,0.0473073481581902,36.4700190146074
1,6,10,15,0.267674329521261,286.613133779378
1,6,11,12,0.429872533331859,18.2469846779497
1,6,11,13,0.0579125745613673,22.3432381364412
1,6,11,14,0.0692583027774324,18.1572979408813
1,6,11,15,0.409491262929769,17.0596759629518
1,6,12,13,0.50641844239062,17.1298974862673
1,6,12,14,0.0522467543953196,35.5362924451151
1,6,12,15,0.441042466215251,18.4179346245784
1,6,13,14,0.0516904947388458,20.8243135241169
1,6,13,15,0.598134441878759,18.9444434728641
1,6,14,15,0.046381282772362,52.2062996382437
1,7,8,9,10.4389692912825,1.4081755335658
1,7,8,10,5.91139265736593,1.43983100860251
1,7,8,11,11.0679664108,3.15335350592561
1,7,8,12,10.7834422954786,1.48245390597257
1,7,8,13,10.5338299628024,3.09920466948108
1,7,8,14,12.0752167711721,1.76640831444299
1,7,8,15,8.79551418848716,4.16552017560032
1,7,9,10,6.7933910028818,1.10252739950836
1,7,9,11,11.0281532906083,3.17009121845623
1,7,9,12,9.81507501719493,1.13914715906243
1,7,9,13,10.0489843575456,3.11331167462131
1,7,9,14,11.5247124645973,1.64373913177649
1,7,9,15,8.41943496625998,4.21751407822191
1,7,10,11,10.9657208677686,3.30531592035214
1,7,10,12,10.6562733861172,0.928487793852635
1,7,10,13,10.4276214415861,3.24724800151349
1,7,10,14,11.4048132649369,1.70124464241135
1,7,10,15,8.33267456187962,4.36958502987793
1,7,11,12,10.9633515752462,3.6478372016854
1,7,11,13,11.1439241871651,3.99843589211248
1,7,11,14,11.116604754818,3.4531142948552
1,7,11,15,0.174622056651905,234.622576731028
1,7,12,13,10.3961480355323,3.29740883118851
1,7,12,14,10.3521883955179,1.75054455813041
1,7,12,15,9.09483870331056,4.41931890491435
1,7,13,14,10.1045773893657,3.39478711900074
1,7,13,15,0.862054727171042,6.20395080589089
1,7,14,15,8.84675349491045,4.16974159870849
1,8,9,10,5.62377950474498,1.45422602553157
1,8,9,11,0.183017269716523,3.80980618972879
1,8,9,12,10.7259344750819,1.49795847183202
1,8,9,13,10.4728641301061,3.08957271857021
1,8,9,14,12.040914178931,1.76487912711702
1,8,9,15,0.20442356342048,6.74301877572042
1,8,10,11,4.92401835005268,3.31876282169526
1,8,10,12,3.63638870450488,1.43693641125834
1,8,10,13,6.50923201761594,3.26402250553924
1,8,10,14,7.01135047934488,1.8877570465149
1,8,10,15,7.26461397178203,4.33785200300794
1,8,11,12,11.3274910992587,3.62141126956513
1,8,11,13,0.211501643702489,14.890429708119
1,8,11,14,12.1010619241003,3.34643068557132
1,8,11,15,0.334189214638804,8.38131622155057
1,8,12,13,10.3212977629712,3.32319299269041
1,8,12,14,11.8438587699734,1.94814858690672
1,8,12,15,0.174592323771753,9.99139224575434
1,8,13,14,12.1012908202001,3.29021725473157
1,8,13,15,0.902616022991625,8.78740599228958
1,8,14,15,11.1882042541812,4.05888141405158
1,9,10,11,11.9256087952386,3.30263732997332
1,9,10,12,7.30996269838369,0.975786648470521
1,9,10,13,7.14897729382443,3.24482196481307
1,9,10,14,9.01880906601161,1.71251082721638
1,9,10,15,8.39466272134309,4.36350929107907
1,9,11,12,0.227629507447118,3.6123739533365
1,9,11,13,2.73299416851019,3.89807354127355
1,9,11,14,11.5628053079292,3.43911010776528
1,9,11,15,0.504529246259196,74.9852820299414
1,9,12,13,10.3225420580113,3.29592248088453
1,9,12,14,10.8001210085396,1.76318355539065
1,9,12,15,9.14152693938762,4.41398568001
1,9,13,14,11.0371668910058,3.3809184526299
1,9,13,15,9.27464360010879,4.64725254854952
1,9,14,15,8.91057280435684,4.15597702111068
1,10,11,12,11.7419354432131,3.7671394430434
1,10,11,13,5.96963383567449,4.24897276801503
1,10,11,14,11.9881255253385,3.65854251490034
1,10,11,15,0.188195639483938,8.3820371518998
1,10,12,13,10.6986351405613,3.37127077919687
1,10,12,14,11.7144119268198,1.71802878807855
1,10,12,15,9.0362152023916,4.52101422065153
1,10,13,14,11.9880353072593,3.59958880753529
1,10,13,15,1.36315706546867,12.6249307286551
1,10,14,15,10.1307921787155,4.36458169053271
1,11,12,13,11.4080828999126,4.32542541260394
1,11,12,14,11.3929208895303,3.72590341393869
1,11,12,15,0.395673974050293,9.71445872997819
1,11,13,14,11.6105189900553,3.83818050426675
1,11,13,15,0.19955907339962,4.91710363071544
1,11,14,15,9.12787992112306,4.41125208982665
1,12,13,14,10.875179248017,3.66701854372186
1,12,13,15,0.775329372786162,6.90520785069027
1,12,14,15,10.0581407718236,4.42715818368096
1,13,14,15,0.789660796242518,10.6296123182401
2,3,4,5,10.8194115999462,3.92625728270576
2,3,4,6,1.73630496031446,37.402927749741
2,3,4,7,10.6902884894964,2.41178970545388
2,3,4,8,10.5263554295332,2.53904567045705
2,3,4,9,10.4508003357596,2.41988834108794
2,3,4,10,10.3899171080896,2.38698406292683
2,3,4,11,11.2629427794083,3.86247065792523
2,3,4,12,10.3825496671301,2.40056659978431
2,3,4,13,10.6465109729258,3.81504892934984
2,3,4,14,10.5912592612785,2.7130203801913
2,3,4,15,11.5942627902656,4.77380626439741
2,3,5,6,1.61184732825256,32.7047971155894
2,3,5,7,10.6546617473164,3.60937338744553
2,3,5,8,10.6126523493946,3.5141418464067
2,3,5,9,10.5247140001056,3.59723313812158
2,3,5,10,10.4253952958274,3.78450299467006
2,3,5,11,11.1238863006779,3.89428122379471
2,3,5,12,10.4111073967096,3.84145783958816
2,3,5,13,10.6594708842698,3.86776679752024
2,3,5,14,10.6829386153589,3.48791431230757
2,3,5,15,11.840908252027,4.49064801374293
2,3,6,7,1.27307548351272,28.4921290267573
2,3,6,8,2.34194908560035,28.4294204978765
2,3,6,9,0.589101008824649,36.1356625793568
2,3,6,10,2.69623082286246,36.3078569841035
2,3,6,11,2.97234070115075,38.4608102212811
2,3,6,12,1.65779016224907,28.2941816851865
2,3,6,13,0.168617390720595,39.8259397981934
2,3,6,14,1.05261045657708,30.5510430115963
2,3,6,15,2.50700095364573,29.437653458374
2,3,7,8,10.3572631746481,2.07684686885352
2,3,7,9,10.279666629134,2.01968304031433
2,3,7,10,10.2121230252188,2.0942690650121
2,3,7,11,11.0214275442723,3.32837191181114
2,3,7,12,10.2034502895936,2.13599274343337
2,3,7,13,10.4622152566373,3.28051113903509
2,3,7,14,10.4231319241514,2.21264086180594
2,3,7,15,11.44632057816,4.25232715698122
2,3,8,9,10.1940234388462,2.08441588540611
2,3,8,10,10.5319598331934,2.20176283539652
2,3,8,11,10.861992066397,3.23624003796587
2,3,8,12,10.0879590556375,2.25194989583102
2,3,8,13,10.3664481535309,3.19015569108051
2,3,8,14,10.3554377472491,2.20709981272559
2,3,8,15,11.5047720004804,4.13667615161416
2,3,9,10,10.9107832732769,2.09865026068344
2,3,9,11,10.7893739904379,3.31560093849265
2,3,9,12,10.0039041934001,2.14135120893328
2,3,9,13,10.2872599176156,3.26785148581347
2,3,9,14,10.2668244780245,2.20614813268133
2,3,9,15,11.4032441350676,4.23816897374326
2,3,10,11,10.7267463556841,3.52259557476207
2,3,10,12,10.0807633417572,2.16556074339496
2,3,10,13,10.3901371808497,3.47427666332624
2,3,10,14,11.3788351180726,2.3662796925413
2,3,10,15,11.2632306557807,4.45059092518435
2,3,11,12,10.7201999559079,3.76808505742638
2,3,11,13,10.930086384089,3.81806932013201
2,3,11,14,10.9217406916731,3.41953645737742
2,3,11,15,11.9594842172925,4.45490025140855
2,3,12,13,10.19929396569,3.53953333788509
2,3,12,14,10.1589695496052,2.42875791300821
2,3,12,15,11.2423225532365,4.51378758176914
2,3,13,14,10.4317873786255,3.36886825704617
2,3,13,15,11.4838656598218,4.42906084853211
2,3,14,15,11.5802868980402,4.09423207085285
2,4,5,6,1.29364913395831,31.3062937893443
2,4,5,7,10.5548730576753,4.06206551522744
2,4,5,8,10.4948132437365,4.07378852134799
2,4,5,9,10.4054252770366,4.06051305255875
2,4,5,10,10.3089520707299,4.11814313940964
2,4,5,11,11.0473804208377,4.77039057625264
2,4,5,12,10.2948272644387,4.14427778187386
2,4,5,13,10.5739510108062,4.73890493679711
2,4,5,14,10.5677706983385,4.13050435782363
2,4,5,15,11.7194351005081,5.42719076349204
2,4,6,7,0.0579994517074412,32.3009948466719
2,4,6,8,1.91156375093071,32.7967793045935
2,4,6,9,1.11321295476842,34.4928672920015
2,4,6,10,1.20804697235888,33.0295418029626
2,4,6,11,2.2749395187828,37.0092899839302
2,4,6,12,0.465422658123303,33.9150147297108
2,4,6,13,0.0488251430423412,30.5371711021636
2,4,6,14,1.94127473386565,36.7504716890732
2,4,6,15,2.2504067149947,37.3570250950486
2,4,7,8,10.2426369105646,1.73523857629626
2,4,7,9,10.1636678470573,1.44152682366071
2,4,7,10,10.0988405252025,1.21400284870616
2,4,7,11,10.9446977935703,3.62221749531048
2,4,7,12,11.0258654730816,1.19662232972647
2,4,7,13,10.3789127835309,3.5651862971426
2,4,7,14,10.3110664900004,2.0597328912588
2,4,7,15,11.3271278626342,4.67139874662825
2,4,8,9,10.0590535007376,1.83180500690803
2,4,8,10,10.0785542372053,1.71681087581985
2,4,8,11,10.770721853375,3.67797357023312
2,4,8,12,9.95626889463717,1.71830100195901
2,4,8,13,10.266125758983,3.62460112748056
2,4,8,14,10.2246331208012,2.28688643866138
2,4,8,15,11.3670021072549,4.67585388815063
2,4,9,10,10.3798139443641,1.26098886460851
2,4,9,11,10.6967933675068,3.62402118969155
2,4,9,12,9.87080664016279,1.24609189067259
2,4,9,13,10.1855485105677,3.56729215699154
2,4,9,14,10.1345760703346,2.07647046290896
2,4,9,15,11.2639212771853,4.66901234202695
2,4,10,11,10.6366952920995,3.65481047160223
2,4,10,12,9.79544526472528,0.682387963942311
2,4,10,13,10.1106109309999,3.59526888192432
2,4,10,14,4.28049638826708,1.96279382089239
2,4,10,15,11.126914232249,4.73856513971617
2,4,11,12,10.630211050404,4.05629202597643
2,4,11,13,10.8695161960783,4.68103122541747
2,4,11,14,11.9759727985073,4.05284462857057
2,4,11,15,11.8606402422652,5.38251021829035
2,4,12,13,10.1003645530573,3.61912368536915
2,4,12,14,10.0299493803183,1.96635322360963
2,4,12,15,11.1061776453768,4.76811475672863
2,4,13,14,10.3340214802076,3.99489591020008
2,4,13,15,11.3794719503704,5.34971588030617
2,4,14,15,11.4453628230743,4.72894240290575
2,5,6,7,1.54996141934641,27.6947320279509
2,5,6,8,1.78013115896124,27.4890830836322
2,5,6,9,1.94296923943549,28.0517870607066
2,5,6,10,1.77389606749455,32.6849202725316
2,5,6,11,2.72479883198334,34.2348616498064
2,5,6,12,1.52378466666468,31.5526443594954
2,5,6,13,1.55341289950689,30.7328625261366
2,5,6,14,1.61541817104693,28.2881395331548
2,5,6,15,2.29474326977797,29.1819128735861
2,5,7,8,10.3727467591114,3.57835477792053
2,5,7,9,10.2811022532923,3.61294287942669
2,5,7,10,10.1818480914487,3.7402811280259
2,5,7,11,10.8589016008858,4.15431537681
2,5,7,12,10.1618724145371,3.78379615377643
2,5,7,13,10.4360777816734,4.12391864614228
2,5,7,14,10.4467345529864,3.59703992888597
2,5,7,15,11.6229569872099,4.80518361598528
2,5,8,9,10.3100082027921,3.55244604697477
2,5,8,10,10.5835081723361,3.70841559833846
2,5,8,11,10.8128498331083,3.99429254269973
2,5,8,12,10.1548352731717,3.75856000794631
2,5,8,13,10.4471170963475,3.96521016677132
2,5,8,14,10.4959858145273,3.49500399379839
2,5,8,15,11.8302928701785,4.62822207584439
2,5,9,10,10.8309360978764,3.73368623704064
2,5,9,11,10.7263693352078,4.1359190332984
2,5,9,12,10.0557564164924,3.77787947575533
2,5,9,13,10.3537045017889,4.10562358235628
2,5,9,14,10.3915559643617,3.58362194574149
2,5,9,15,11.7102817243751,4.78559500828615
2,5,10,11,10.6266929653785,4.39823747843004
2,5,10,12,10.1008103314773,3.89869700455592
2,5,10,13,10.3615288589175,4.36704553063815
2,5,10,14,11.2701659020333,3.79443446598655
2,5,10,15,11.5175911795731,5.05675781339519
2,5,11,12,10.6130637833013,4.49797880534506
2,5,11,13,2.12678114540118,4.81098101368472
2,5,11,14,10.8804573481055,4.0018553509591
2,5,11,15,12.0651991047699,4.59699244977989
2,5,12,13,10.2216105916827,4.44141038972982
2,5,12,14,10.2344302902381,3.85936005057833
2,5,12,15,11.4873352893538,5.13173070220954
2,5,13,14,10.5205092634701,3.96931543216208
2,5,13,15,11.7300479303283,4.58119616839678
2,5,14,15,11.9146172195907,4.52600260531668
2,6,7,8,1.67822627074285,23.0761826006093
2,6,7,9,1.4615525499095,21.9317905221112
2,6,7,10,1.66875866797119,26.1112831946973
2,6,7,11,1.3600967311546,26.3712630040148
2,6,7,12,0.335143625526593,23.3311461516041
2,6,7,13,1.57936111812803,24.8911959395971
2,6,7,14,2.02605990935023,29.1795725734757
2,6,7,15,2.53360926841251,24.8538159822885
2,6,8,9,1.75781233352116,23.7042081605355
2,6,8,10,1.6062400740677,31.656629239078
2,6,8,11,2.98612529175385,30.3683364649749
2,6,8,12,2.07856591875565,25.4054788116526
2,6,8,13,0.04829963383324,23.9639017276637
2,6,8,14,0.112924094148718,37.9664764721255
2,6,8,15,2.54144678067476,20.2488483176499
2,6,9,10,0.172059004533372,27.5519916497248
2,6,9,11,0.443861995968875,35.2879417457611
2,6,9,12,1.89122371838096,23.4914325726003
2,6,9,13,1.19156300855035,21.0964680516029
2,6,9,14,1.38024842060182,21.6626888177673
2,6,9,15,1.05594642506226,19.3866112245183
2,6,10,11,1.32016611568377,30.214678230875
2,6,10,12,1.99180231690543,26.3657191629002
2,6,10,13,0.760848554104098,26.6973352639695
2,6,10,14,0.060915247471629,43.5630445178813
2,6,10,15,1.19164160970357,29.3677061168915
2,6,11,12,2.79089840210953,26.6692715938182
2,6,11,13,2.64868502971658,30.8615151548751
2,6,11,14,1.35180304788016,30.3941731274609
2,6,11,15,1.96998901323046,20.5476895571223
2,6,12,13,1.86793418660331,26.7439540398593
2,6,12,14,2.17972205529379,37.3513308194384
2,6,12,15,2.33925650270616,18.5800851473034
2,6,13,14,1.89522132685556,25.6838187146038
2,6,13,15,2.19146923244682,18.6396262057785
2,6,14,15,2.66945801868696,24.9597432622778
2,7,8,9,9.92999339170681,1.49560676092793
2,7,8,10,10.3151483238343,1.51452288966966
2,7,8,11,10.5778695956651,3.21635501512711
2,7,8,12,9.81864022350711,1.55253770753993
2,7,8,13,10.1238686139326,3.16274537914979
2,7,8,14,10.0989143621913,1.85019447176056
2,7,8,15,11.2658932535669,4.22075106862906
2,7,9,10,10.6029837834476,1.18444624895631
2,7,9,11,10.5019030075974,3.22760895762379
2,7,9,12,9.73098883464156,1.21533534466829
2,7,9,13,10.0411887890867,3.17132122834211
2,7,9,14,10.0065836458186,1.72382701665026
2,7,9,15,11.1602640937691,4.26817130045175
2,7,10,11,10.4350282439176,3.3540512195453
2,7,10,12,9.81604381444226,0.999018685177276
2,7,10,13,10.1380560420758,3.29632421544564
