V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,bestlam,rmse
4,5,6,7,8,10,13,15,19,20,21,1277.26852607626,3201.22914056824
2,4,7,9,13,15,16,17,18,19,21,925.557136395295,3595.40312180632
5,8,9,11,12,14,15,17,18,19,21,1324.00927976592,3360.94675022548
2,3,4,5,6,10,13,14,16,18,20,1316.74119157187,1379.51304140445
2,3,5,10,13,14,15,16,18,20,22,1876.51751999481,1397.82982920131
2,3,4,5,7,9,15,16,20,21,22,2115.18104993238,2382.2099504313
3,5,6,9,14,16,18,19,20,21,22,1964.00183919695,1605.9257364755
1,4,7,10,11,12,13,14,15,19,22,872.0121348189,4119.20066235968
3,4,9,10,11,12,15,17,18,19,22,516.30704525904,7228.51515155803
2,4,6,7,8,11,12,13,17,18,22,541.51933487036,5984.45971562497
1,4,5,7,9,11,15,16,18,19,20,1384.90643570915,2622.46234363845
1,4,5,7,8,10,12,14,15,20,22,1588.3789403527,3229.86763795015
6,7,8,9,11,12,13,15,17,19,20,1019.50281762567,3556.89640636873
3,4,6,10,12,13,16,17,18,21,22,1066.41876464404,3328.99397698208
1,2,3,5,7,10,13,16,18,19,22,848.985205176176,1933.19177997656
2,6,7,8,13,14,16,17,18,20,21,763.876551877507,2685.9978630312
3,5,6,9,10,12,14,15,16,17,18,1508.90949050216,1831.12892514314
2,3,6,9,15,16,17,18,19,21,22,1360.48251514226,3272.55341709934
1,4,5,6,8,11,13,15,18,20,21,1745.60656796718,3497.4875775865
3,5,8,9,10,14,15,16,17,18,19,1190.84639923982,1877.72013598697
1,2,3,6,7,11,12,14,15,21,22,677.340917982664,3431.56441719997
2,9,11,12,14,15,16,17,20,21,22,520.702840738954,NA
2,4,5,6,7,10,16,17,19,20,21,1995.16580855609,2343.04294976913
5,6,7,10,11,14,15,16,18,19,22,1470.17018615807,1657.25825057259
1,2,4,7,10,11,12,14,15,18,20,790.019239105362,4217.43061568408
3,6,7,9,11,13,14,15,16,18,22,830.485700188725,2665.65059524043
1,2,4,6,8,9,13,15,16,18,22,823.19802444558,3331.10240943425
1,2,5,7,8,9,12,14,16,17,22,1678.85296777971,1810.62691759256
1,2,3,4,8,9,11,12,15,18,20,753.413374027289,3844.626892949
3,4,6,7,12,13,15,16,19,21,22,1230.35654191865,3245.70151748549
3,4,5,6,9,10,12,15,18,19,22,1539.19478494943,3503.23747080604
1,2,4,10,11,12,13,14,17,19,22,1257.03923062545,3781.46077684071
1,4,5,6,9,14,15,17,18,19,20,1322.47405469473,3134.79351077807
3,4,5,8,10,11,12,15,18,20,21,1863.28798017313,3651.85079986338
2,3,5,7,9,10,11,12,13,20,21,1588.05744480424,3292.57407082006
5,7,10,11,12,15,16,18,19,20,21,1847.80535782184,2492.25598289933
1,3,4,8,9,10,12,15,16,21,22,1260.56501973064,3519.68631847179
3,4,6,7,8,10,14,18,19,20,21,771.371234168818,3814.24774236388
2,3,4,5,7,11,12,15,17,19,22,1544.35055015884,3234.39778581212
1,2,6,12,13,15,16,18,20,21,22,1221.30618665375,3195.11500329762
1,2,3,5,8,9,10,11,17,18,19,960.415802647723,3698.48585833324
1,3,5,6,8,10,11,16,18,20,21,1888.43820857433,2466.91897711891
1,2,4,5,7,8,13,14,15,16,22,35.0720002926897,Inf
2,4,6,7,8,10,11,15,16,18,22,1140.21248500142,3175.06387945337
2,4,6,9,12,13,14,15,16,19,20,1673.84032170953,3120.91421496812
1,7,10,12,13,15,17,18,19,21,22,63.8157643533139,6379.94339909462
1,6,7,8,10,14,15,16,19,20,21,1895.0022873475,3026.98445255886
2,3,4,7,11,15,16,17,18,20,21,1111.53770134884,3322.64265779589
4,7,10,11,12,15,17,19,20,21,22,637.312354116279,3776.1836942669
2,3,4,5,6,10,11,12,13,14,21,1240.645301289,3178.11105180338
1,8,11,12,13,15,16,18,20,21,22,1509.07346219084,3391.43068130777
3,4,5,6,7,9,11,12,17,18,22,2256.70846987681,3128.1447568732
3,4,5,6,8,9,11,14,15,20,22,1937.49405324987,3132.20062844951
1,5,6,7,8,9,10,11,15,19,22,1039.86408418902,3251.10580017887
1,4,5,7,11,12,16,17,18,19,20,1575.94046175355,2481.70448957037
1,2,5,9,10,14,17,19,20,21,22,2189.23328348593,3225.69392367847
2,7,8,10,11,12,13,16,19,20,22,1629.57408474352,3336.44912201605
3,4,5,9,10,11,12,13,16,19,21,1330.66346393261,2718.46943750424
3,4,5,8,13,15,16,17,18,21,22,155.853809797178,4389.76902790091
1,2,3,6,8,10,13,14,18,19,22,849.228288731235,3188.86313875966
2,3,4,7,8,11,12,13,14,17,20,613.739995616206,4134.23878085611
1,2,3,4,5,7,9,13,14,19,22,1011.30961855409,2817.51639170753
2,3,4,5,6,9,12,15,16,18,19,1409.38845997904,2503.41384433998
1,2,3,9,11,12,14,15,16,18,21,1650.84874038327,Inf
3,4,7,10,11,12,14,15,19,20,21,760.227529906554,3781.03240754885
3,4,5,8,9,11,13,14,15,19,22,1600.95536946598,3301.01215882754
3,5,7,10,13,14,16,17,18,20,21,1477.12953951357,1708.03462039351
1,4,5,7,11,12,13,17,20,21,22,1874.99679022876,3269.79312662271
2,3,4,5,8,9,10,11,13,17,19,1214.50516708686,3736.30413135541
4,8,9,10,15,16,17,18,20,21,22,1471.26887709887,3474.70644458392
1,5,6,8,10,13,15,16,18,19,21,63.4931904639169,5373.50263659916
3,4,5,6,7,10,12,15,16,17,21,1426.37191897742,2484.63757937178
3,4,5,7,9,11,13,14,17,19,21,1112.94245504314,3241.70643202873
1,3,4,7,8,9,11,15,20,21,22,989.859624496492,4013.51111405303
2,3,4,7,8,9,10,11,17,18,22,761.639509212858,Inf
1,2,4,5,6,7,14,15,18,20,22,1907.71093008532,2890.57576408817
5,6,7,9,10,14,15,17,18,20,21,1529.33735858186,2973.99899959411
1,3,5,7,8,10,11,16,17,21,22,298.332111700329,2424.24881909182
1,2,4,8,9,11,12,14,16,18,22,1553.97171181564,Inf
2,4,5,6,8,9,12,14,16,20,22,1692.71493720468,1677.325197504
1,2,3,4,6,8,9,12,15,17,18,741.173175622229,Inf
4,5,7,9,10,14,16,18,19,21,22,1345.45420382936,1921.74590472155
3,4,6,7,10,11,14,15,16,18,21,1691.51688559957,2979.89092495358
1,3,4,6,9,11,15,17,18,19,22,532.644250848204,6864.81673951912
2,3,5,6,7,10,12,13,15,16,21,1495.95173976526,2345.06318606053
1,4,5,7,8,9,13,14,15,18,19,1384.48405829549,3018.4134151223
6,7,9,11,13,16,17,18,19,20,21,10.7189618828535,10704.5421999153
2,7,8,9,10,11,12,14,16,18,21,1670.67584691561,3129.83355246181
1,3,4,5,7,10,13,15,18,20,22,350.258333025106,3543.3902510721
6,7,9,10,12,13,15,16,18,19,20,1989.34193913072,3226.36776208081
2,3,5,8,11,13,16,18,19,21,22,1721.33446550187,2435.74704205764
1,4,5,7,8,12,14,15,16,19,22,977.259723718128,2009.13180131153
1,4,5,6,7,9,11,13,14,18,21,1342.38882876291,2874.91774655015
2,3,4,5,6,9,14,16,20,21,22,2339.90926273639,1497.50078850405
1,3,7,9,11,13,14,16,17,20,22,1658.7069228541,2984.37324289248
3,4,5,8,9,10,11,12,15,17,19,1123.88188071183,3814.0984897163
4,5,6,10,11,14,15,17,18,19,22,1900.8015818917,3097.24814142922
1,2,4,6,8,12,15,16,19,21,22,1375.77072429358,3136.70109416529
1,3,4,5,6,7,11,12,14,16,19,1384.34482148866,1839.5700988982
3,4,5,8,9,11,13,15,20,21,22,1803.43706212625,3624.37493955569
2,3,5,7,8,9,16,17,18,20,22,2116.02882883946,2281.96450816592
1,2,5,6,7,8,15,18,19,21,22,659.268769788756,3392.71524891774
6,7,9,11,13,14,16,18,19,20,21,1816.68675486616,2800.97088539429
2,4,5,7,8,12,16,17,20,21,22,1191.53788409938,2383.56006049427
4,5,6,7,9,10,11,12,13,18,22,1918.50787336082,2977.51197863151
1,3,5,7,8,9,10,13,19,21,22,1451.03905026127,3594.96660721134
2,3,6,7,8,11,13,14,19,20,21,91.3902359907809,Inf
1,2,3,6,8,10,13,14,15,21,22,1211.84547471312,3780.12154457969
1,4,8,9,10,11,12,17,18,20,21,646.603875445463,4129.07677362222
2,7,8,9,10,15,16,17,19,20,21,1366.68462417295,3497.96716171876
1,2,4,10,13,16,17,18,19,21,22,1337.44606538276,3412.57033324402
2,4,5,7,8,9,10,18,19,20,21,1789.3707956823,3546.92868225752
4,9,11,12,13,14,15,17,19,20,21,1328.74221474333,4025.73824449916
2,3,4,7,8,9,10,11,15,18,21,294.93845441098,Inf
3,9,11,12,13,14,15,16,17,20,22,1123.04290546456,3186.76490446952
2,4,6,7,9,10,12,15,17,18,19,476.31028398567,Inf
3,5,6,9,11,12,14,15,16,18,19,1169.64426578232,1827.01611758563
1,2,5,8,9,10,11,12,17,18,20,1652.03530603787,3639.54288747256
3,6,8,9,10,16,17,18,19,20,22,1710.23297210355,3233.31470273807
1,4,6,7,10,15,16,18,19,21,22,1438.85850816599,3154.00241020719
1,3,7,8,9,13,14,15,16,17,18,874.508715220975,3366.45727903295
3,4,6,7,9,10,12,13,14,17,21,662.555271351905,3784.18092914332
4,5,7,9,10,13,15,17,18,20,21,1946.3546099749,3590.85878312455
1,4,7,8,9,12,13,14,15,16,22,631.504010949137,3480.42382407955
2,3,4,6,9,11,12,16,19,21,22,1303.92488614017,3256.12839403464
1,2,6,7,9,10,11,15,16,19,21,2019.65879733907,3417.102452891
2,4,5,7,8,9,11,14,16,17,21,1079.34928783505,1872.30204792861
1,3,5,12,13,14,17,19,20,21,22,1674.42694539408,3331.41242911983
1,3,5,7,10,12,14,15,17,18,22,1338.14178037948,3684.83178885305
1,4,5,9,10,11,12,13,15,19,20,130.879557223432,5958.60581846627
2,4,5,10,11,12,16,18,19,20,21,1821.99717274776,2621.94595893398
3,4,5,6,7,10,12,18,19,20,21,1157.34453098791,3220.87143666869
3,6,7,9,10,11,13,14,18,20,22,737.432870210695,3291.05163496676
1,2,4,5,8,10,11,12,14,15,21,795.994131706878,3375.54095244705
1,2,5,7,8,13,15,16,17,18,22,1630.82064758323,2444.50756588508
4,5,6,8,9,11,12,13,17,21,22,24.730857218445,4371.19605810062
1,7,8,9,10,13,14,15,16,20,22,1170.595524201,3166.01975401823
1,6,7,9,10,11,12,15,16,17,19,19.9685700211381,7755.2834206253
1,2,3,4,5,6,11,14,15,16,20,1839.1221523922,1625.40066516353
3,5,8,10,12,13,14,15,20,21,22,1537.62875847575,3224.25839509601
1,2,6,10,11,12,15,16,18,19,21,2356.66750738925,3426.54019420163
3,4,5,7,8,10,13,14,16,17,20,549.458972227643,1653.09232010067
2,3,7,8,9,12,13,14,19,21,22,88.8590776898799,Inf
3,6,7,8,10,12,16,17,18,19,22,18.6587742374071,11855.3000944773
4,5,6,7,11,12,13,14,15,16,22,1613.46539770273,1721.35669633956
1,6,7,10,11,14,15,16,17,20,22,1407.62777031213,2791.4658698396
1,3,6,9,12,14,16,17,18,20,22,2164.48346921336,2863.54681822479
3,5,7,8,11,12,13,14,18,21,22,1599.75137454721,3058.77557472413
1,5,6,8,9,12,13,14,16,21,22,1758.21060583803,1866.23014622465
1,2,3,4,6,7,8,14,19,21,22,10.6457568243758,Inf
1,3,6,7,9,12,13,16,17,20,22,1297.86166554172,3116.6183968213
1,2,4,7,8,10,11,12,15,16,17,1055.8723208136,3475.72295400018
4,5,7,8,9,12,13,15,16,18,22,1483.37677380861,2503.98745922932
3,6,7,8,9,12,13,17,18,19,22,830.516221321496,3756.61898293418
1,3,4,6,8,10,11,15,16,17,22,15.556697510283,7647.38483159859
1,6,7,8,9,11,13,14,19,20,22,938.594089677933,3350.7398588875
6,8,11,12,13,14,15,19,20,21,22,1199.71211400895,3681.29327553402
2,3,5,6,8,10,11,12,13,14,17,1194.1528104797,3055.91642888821
1,3,4,5,7,8,10,13,19,20,22,1552.57296350162,3500.16314692433
4,6,9,10,12,15,17,18,19,20,21,493.011006954389,4084.30628642686
4,6,7,8,11,13,14,15,18,19,20,682.784174817356,3416.4333570938
1,3,4,5,6,7,8,12,17,18,20,68.7423623918183,4956.17781805399
4,6,7,11,12,15,17,19,20,21,22,579.851487514432,3364.45671523865
1,2,5,7,9,10,13,17,18,20,21,585.495650368229,3895.90310862285
1,2,3,4,7,10,13,14,15,20,21,639.261505941275,Inf
3,6,8,10,12,13,14,15,16,18,19,1722.44018206345,3030.04102107388
3,4,6,7,10,11,14,15,16,19,21,1643.23951621838,3067.75402627214
1,2,4,9,10,12,15,16,19,20,22,1340.73868903417,3363.22331099533
2,3,5,6,8,9,11,12,16,17,21,1656.47943944087,2485.84304671324
2,3,5,6,9,10,12,13,15,17,22,970.630920446743,6563.27455736371
7,8,9,10,11,15,16,19,20,21,22,1584.49872228391,3344.73638289692
3,4,7,8,9,11,12,14,15,18,22,623.00534082618,3857.14892334488
2,5,7,10,13,14,15,16,17,18,19,1087.87127536416,1750.75737060104
2,4,7,12,14,16,18,19,20,21,22,11.0297403548195,NA
2,3,4,5,9,10,11,13,15,17,22,2087.25433481999,3675.82005733872
1,4,5,6,8,9,12,14,17,20,21,1268.21787004557,3236.20620914354
1,5,6,7,9,10,13,17,18,19,20,1702.89250303899,3293.57146584246
2,3,4,5,7,8,11,12,13,18,21,1615.00829748567,2887.24234116712
1,3,5,8,10,12,13,16,18,19,20,1236.80947050803,2630.79964903989
1,3,4,5,7,8,13,15,17,19,21,1530.03743615043,3387.12818725827
1,2,5,6,7,13,14,17,19,20,22,1735.36325527971,2866.95105707027
1,2,3,4,5,11,13,15,16,18,22,1340.24918145424,2476.67399269983
1,4,5,6,9,12,17,18,19,20,22,1580.69584611961,3196.09753779111
1,3,4,6,7,11,12,13,14,20,22,631.174057972238,3354.59998651249
1,2,3,6,7,8,11,12,15,19,20,36.7413993209642,Inf
2,6,9,10,12,15,17,18,19,21,22,717.407192674817,Inf
1,4,10,14,15,17,18,19,20,21,22,1344.25272206932,3822.77648006379
5,7,8,11,12,14,16,17,19,21,22,2052.78973592719,1889.88076933812
1,4,7,8,10,11,12,14,19,20,21,701.680664812634,3689.48750340803
2,3,6,8,10,12,13,14,17,18,22,749.145371492653,3795.0399935596
1,5,7,8,9,12,14,16,17,18,20,1137.46492062481,1965.59000878734
3,4,5,6,8,9,10,12,14,18,21,1521.57055946658,3209.26674916182
1,2,4,5,6,8,12,13,14,17,18,125.215081296958,Inf
1,4,5,7,8,9,10,13,14,17,21,1133.03639837301,3296.24989927382
2,7,9,10,12,15,16,18,19,21,22,1171.52968083846,Inf
1,3,4,10,13,14,16,18,19,20,21,1669.20354810357,2932.59957968649
1,2,7,8,12,13,16,18,19,21,22,1164.79850925296,3422.36655055139
1,3,4,8,10,11,13,14,18,21,22,1052.58369492441,3835.19047826073
2,3,7,8,10,12,13,15,18,20,21,1131.27619290516,3656.98142277335
2,3,4,5,8,10,14,18,19,20,21,1189.27006254133,3220.24658414374
1,2,3,5,6,7,9,12,15,18,20,1420.28094471384,2926.14966486068
2,5,6,8,12,14,15,16,19,21,22,1668.08112812297,1752.20907088714
1,3,5,7,8,11,14,19,20,21,22,1620.99922587824,3053.05936793444
2,7,8,10,11,12,15,16,17,19,20,1257.09350747616,3452.90853322861
1,2,3,4,5,8,10,11,12,16,18,82.6940773827634,Inf
3,7,8,10,11,14,15,17,19,21,22,658.862474987064,4391.67570627526
1,4,6,8,12,16,17,18,19,20,22,1341.83212838197,3121.1100404019
1,2,3,4,7,8,10,11,16,20,21,1582.51748302347,3494.2366858198
2,8,9,11,12,13,15,17,18,19,22,501.101075531148,Inf
4,6,9,10,11,12,15,16,18,21,22,1355.46365211038,3323.45895935928
3,4,6,7,10,11,13,17,20,21,22,848.527481938972,4234.09288747288
1,4,5,6,7,8,11,12,13,19,21,1656.44424837604,3203.74493025707
1,3,5,7,8,9,10,12,14,15,18,1577.51713032817,3355.0573455926
5,6,7,8,11,13,16,18,19,20,22,1834.30837603774,2076.32653206778
1,3,6,7,8,9,11,12,18,20,21,381.01663619641,3867.79208740382
2,5,6,7,9,11,13,14,16,19,20,1252.09530729289,1599.07645866643
1,3,4,6,13,14,15,18,19,21,22,954.990820402231,3609.1879748628
2,3,6,8,9,10,12,13,14,15,19,975.678551041638,4540.41597562649
1,2,7,8,9,11,13,14,15,21,22,1016.16546180163,Inf
1,2,6,7,11,12,13,14,16,18,19,2489.06877279631,2936.86615176593
2,5,7,14,15,16,17,18,19,20,21,1260.6556839245,1782.34640129658
2,4,5,6,7,9,10,11,14,21,22,1424.41131652576,3023.16820844109
1,2,5,6,10,11,12,14,15,18,22,1634.02287917658,3110.18026636017
2,4,5,6,8,10,14,15,17,19,21,1261.71010040302,3273.17555263189
3,6,7,9,12,13,14,17,18,19,20,690.867181746333,3700.62421326035
5,6,7,8,9,11,12,13,16,18,21,37.4909942800726,3222.63433912757
2,3,4,5,6,9,17,18,19,20,21,1806.65359032149,3398.58083653741
2,3,5,6,7,9,10,13,17,18,21,1828.63194890063,3369.5945183221
1,3,4,5,6,7,10,12,18,19,20,1520.36732920003,3205.30818952455
1,3,4,5,10,13,15,17,18,19,20,1476.42127230748,3692.12963920923
3,5,6,9,10,11,13,14,16,19,22,681.166233195902,1685.29790637738
4,5,6,9,11,12,13,14,15,19,21,1119.25174155177,3269.52798915993
1,2,3,5,9,11,12,14,19,21,22,1463.57353258066,3245.99902995662
1,2,3,4,5,8,10,15,16,18,22,1112.58861823843,2492.38622758152
6,7,8,9,10,11,12,16,18,19,21,29.7826664921347,5610.62942180068
1,2,5,6,8,9,11,15,16,17,22,1881.70619113737,2507.86630853553
1,2,4,5,6,7,12,14,15,16,20,1333.80077620003,1726.33564054087
2,4,6,10,15,16,17,18,20,21,22,1285.26820863661,3190.16058561062
2,4,5,6,7,9,12,14,18,21,22,1573.05844286419,2893.44759977746
2,3,5,7,8,10,11,17,18,20,21,362.578384144851,Inf
4,6,7,10,13,14,16,17,18,21,22,1104.92625825418,2812.91535188308
1,3,6,8,9,12,13,16,17,20,21,1557.92539451789,3432.65515508706
2,4,5,11,14,15,16,17,19,20,21,1065.7077572438,1986.59869214604
2,3,5,7,9,11,15,17,20,21,22,2412.67387574017,3408.94810736993
2,3,6,7,8,10,11,14,18,19,22,578.916937485916,3629.88805346055
1,2,4,5,6,7,9,11,16,20,21,2036.00695949724,2394.21645078784
4,6,9,12,13,14,16,18,20,21,22,1981.62692175515,2900.65106684176
3,5,7,8,10,12,13,15,16,17,18,1442.34890067658,2517.34558587704
1,5,6,7,10,12,13,14,18,21,22,1520.45153044696,2926.76282120199
3,4,5,6,9,11,12,13,15,17,20,1663.37858281054,3551.10887582089
1,3,7,8,10,14,15,16,17,19,21,899.517287564108,3167.62168675199
2,3,4,9,13,14,16,17,18,20,21,1533.05645458196,3047.65685392291
1,4,8,10,13,14,15,18,20,21,22,526.456193587115,4480.92850929146
1,4,6,10,11,13,15,16,19,21,22,1625.24724757787,3434.88669964746
1,4,5,9,11,13,15,17,20,21,22,1489.49325498434,3640.6647048936
1,2,3,4,6,12,14,16,20,21,22,2003.10328689076,2930.47541907762
1,2,3,4,5,7,8,9,11,14,15,971.702011462688,3340.15037130521
1,2,3,4,8,11,12,16,18,20,22,1178.45441684512,3398.00765537342
1,2,3,4,5,7,9,12,13,18,19,1473.73451551641,3112.20685535887
1,2,7,9,11,14,15,16,19,20,21,1441.66233628316,Inf
1,2,4,6,8,9,12,13,14,15,21,14.0781277426155,NA
1,4,5,6,8,12,15,17,19,20,21,1411.09074532631,3502.26644445192
5,6,8,9,11,13,15,17,18,20,22,121.853019385458,4512.68530475545
1,7,8,10,11,13,15,16,18,21,22,1329.11353445839,3407.58400392443
3,4,6,7,8,13,14,18,19,20,21,744.084725110127,3977.0812004957
1,2,3,6,7,10,12,15,16,17,22,933.309035722256,3242.41487452256
5,6,7,10,13,14,15,18,19,20,21,1579.28653001765,2993.23160171204
1,2,3,4,5,6,9,14,15,17,18,1136.83900907409,3088.07441036123
2,4,7,9,13,14,15,17,19,21,22,950.866283581899,3899.88171740974
1,2,4,6,8,10,11,12,13,17,21,807.997470617404,4068.78396560367
2,3,5,6,9,10,12,13,14,17,21,1231.5034515014,3167.91752647468
1,3,5,6,8,12,13,16,18,21,22,16.709397247418,4521.05159723502
1,2,3,6,7,8,10,11,13,17,20,766.940368451608,3738.75175440793
4,5,6,8,9,10,13,15,16,18,21,1838.99078385561,2624.87017231093
4,8,9,10,12,13,14,15,18,21,22,862.12001835831,3863.54059045105
1,6,7,8,10,11,12,16,19,20,21,2058.20745345253,3182.66456275371
2,3,4,5,6,9,10,11,13,19,22,1483.12520124699,3531.4088214851
3,5,8,11,12,13,16,17,19,20,22,1338.31538504385,2515.63592012927
3,4,5,6,7,9,10,11,14,15,19,1246.06135961196,3212.8993118089
2,5,6,7,10,12,13,17,18,20,22,1932.28341304798,3049.20320441557
7,10,11,12,13,15,17,18,19,21,22,934.189007156973,3779.37308830576
2,4,5,6,8,10,12,13,14,17,20,1127.00890134911,3214.90990983358
1,2,4,5,10,11,15,16,17,21,22,2361.72560642109,2660.93333839932
1,2,3,6,8,12,16,17,19,21,22,1659.052741908,3127.0797547581
4,7,12,13,15,16,17,19,20,21,22,1517.45183931441,3246.1954030898
1,2,4,5,10,11,14,16,17,19,20,2249.6560959598,2004.96665539759
1,3,5,8,9,12,14,15,17,18,21,25.8424602964101,12445.1697580169
2,3,7,8,10,11,12,13,14,18,20,949.703306539568,3385.89802830676
1,2,3,5,9,10,12,14,16,20,22,2102.47224194808,1659.82271780617
3,5,6,8,10,14,15,17,19,20,22,1598.2141151522,3363.73622519426
2,3,6,7,9,10,11,16,19,21,22,1140.15572273473,3249.75841161231
6,7,8,9,11,13,14,16,17,19,20,1431.76092636585,2948.61755813334
2,4,5,6,13,14,16,17,18,19,22,1480.26483117701,1644.27910803609
2,3,5,8,11,12,13,16,19,20,22,1980.66844208698,2435.81071405615
1,3,5,6,7,10,12,13,19,21,22,1553.82598131363,3300.15934674679
1,2,5,7,12,13,14,17,18,19,20,62.6416396060497,Inf
2,7,9,12,13,17,18,19,20,21,22,263.306664047898,Inf
3,4,5,7,9,10,12,16,17,18,19,1482.41057417047,2570.96434489388
1,2,3,5,6,7,10,11,12,20,22,1635.1773508372,3194.39760614043
1,3,4,5,6,7,14,17,18,20,21,36.1816777176251,4146.31259601217
4,5,7,8,9,11,15,16,17,19,22,1935.34215852867,2613.33399990153
3,4,6,8,9,10,12,14,15,18,19,676.970127618416,4413.76974610972
3,5,7,9,11,14,15,16,17,19,22,1624.85417534662,1826.85756025327
2,7,9,10,11,12,14,15,17,18,20,787.541311113604,NA
1,2,3,4,10,12,13,15,16,17,21,988.003900960455,3589.98994947033
1,2,3,5,9,13,14,15,17,18,19,851.207811786487,4249.07305311516
1,2,7,8,13,14,16,17,18,20,21,952.982701767922,3075.24676219314
1,2,3,4,7,12,13,14,15,18,22,1028.85511794308,3131.26563588898
1,2,7,8,11,12,14,15,16,19,20,1700.96957417057,3139.59260983344
5,7,8,9,10,11,12,15,17,19,21,1562.66671215828,3613.55299110083
3,4,5,6,7,8,9,10,13,17,18,1746.43249479635,3112.28719062415
1,4,5,8,9,12,14,15,17,18,19,888.221941665242,3299.90364284838
1,2,4,6,7,8,12,16,17,18,22,924.014384915733,3369.04213369611
2,3,5,8,9,11,13,15,17,19,20,1430.27104627496,3666.43967641995
1,2,3,6,9,11,12,13,17,18,22,366.065861944609,NA
1,2,4,5,8,11,12,13,15,20,21,554.938029852933,3555.97704371023
6,7,9,10,12,13,16,18,19,20,21,2065.24083098835,3145.50467905397
5,8,10,11,13,14,15,18,20,21,22,2106.4879645009,3197.88365967658
2,5,6,7,9,11,12,13,16,19,22,1684.74867076968,2295.24846599691
1,4,5,6,7,10,12,14,17,20,21,1358.57624580683,3034.40636153798
3,5,6,7,8,9,10,13,15,17,22,1867.21676788336,3401.96376068458
1,3,6,7,8,12,15,17,18,20,22,72.0599530849947,4603.6575803731
2,4,8,9,10,14,15,16,19,20,21,23.3130768812288,NA
1,2,5,6,7,9,11,13,18,19,20,682.083816371488,3456.0719175543
1,2,4,5,6,10,11,13,14,18,19,1103.6661072651,3196.84921451657
3,4,5,8,10,11,15,16,20,21,22,642.572119821296,2669.72066759012
1,2,5,9,11,12,14,16,17,19,22,2110.51596731911,1992.07643236817
1,2,3,5,7,9,10,12,15,18,22,1558.8491782024,3169.35758702912
1,4,6,8,11,12,13,14,17,19,21,1024.43965673185,3690.70513403922
4,6,7,8,10,12,13,17,20,21,22,584.845993496586,3519.24338137614
1,2,4,6,8,11,13,17,18,19,22,88.2885032572797,Inf
1,2,5,7,8,9,12,13,18,20,21,649.615518257809,3854.21673281233
2,4,5,8,10,11,12,17,18,19,21,1750.82988208905,3660.27143237734
1,3,5,8,11,13,15,18,19,21,22,1259.28729592484,3596.31475056397
4,7,8,9,10,12,13,15,17,19,22,345.966283804175,3474.96736324573
4,5,6,8,10,11,12,15,17,18,20,1642.42577416218,3453.92334111239
3,4,6,7,9,10,13,16,18,19,20,87.0627423416249,4305.6820016569
1,2,3,4,6,7,8,10,11,12,13,994.784292807576,4114.4226523528
2,6,8,10,11,12,13,17,18,20,22,649.800974887164,Inf
1,4,10,13,14,15,16,18,19,20,21,17.706124234548,8086.8250598098
1,2,3,8,11,12,13,14,15,17,19,1108.1219436958,4441.367840875
2,6,7,12,13,14,15,16,18,19,21,1213.90004111586,2687.06037231975
3,4,6,7,8,12,13,16,20,21,22,1395.67335732616,3138.0093021158
1,3,4,6,7,9,10,11,14,15,18,830.523842026998,3900.73520534034
4,7,9,10,11,12,14,17,18,19,20,512.212599810917,3876.12718069545
1,2,3,4,6,8,9,10,11,15,21,755.020648893454,Inf
3,4,6,7,12,13,14,15,20,21,22,660.873485163824,3619.62107282845
1,5,6,7,10,11,12,14,17,20,22,1817.42624339557,2801.01219012988
1,2,3,4,6,7,10,12,15,20,21,905.53208553294,3605.06203961165
2,4,6,7,10,12,14,16,17,19,20,841.300235902232,2930.33096715829
2,3,4,6,8,10,11,14,15,19,20,52.9192319943038,NA
1,4,5,6,10,12,13,15,18,19,22,618.269698834798,3125.0846315926
1,2,3,4,7,8,10,11,13,14,20,578.901445045777,4130.40056425988
3,7,8,10,11,12,13,18,20,21,22,528.354955836286,3958.24929035283
2,4,9,11,12,13,15,16,19,20,21,1539.80201814021,3612.90385486008
4,7,8,11,12,13,15,16,17,20,22,1637.90535179574,3334.61951687356
1,4,7,8,12,13,14,16,17,18,21,755.569954982252,4341.42160293151
3,4,5,6,7,11,12,15,16,17,21,1537.73399322329,2433.66956203797
1,4,8,9,11,12,15,18,19,21,22,578.249642564108,4261.40827004601
2,5,6,10,11,13,14,16,17,19,22,1992.42059319233,1677.88217555385
2,5,8,9,10,11,13,14,15,16,20,2024.18011402621,1619.52434604671
3,4,5,7,9,10,11,13,14,15,21,1268.33125014994,3372.99411923616
1,4,6,9,12,13,14,17,18,20,21,1091.73901607314,3820.87970544003
1,3,5,6,8,9,10,11,13,16,18,965.490794086414,2537.96461039873
2,4,5,7,8,12,13,15,18,20,21,1839.57019022812,3162.7160219127
1,2,5,6,11,13,14,16,17,18,22,1698.91625576723,1643.21490976361
1,3,4,5,8,9,11,13,14,15,21,1250.81728765957,3370.16021886593
1,4,5,6,7,8,10,11,17,19,20,1642.51822310888,3354.5450332594
1,2,4,6,8,10,11,17,18,19,22,778.784611305796,3880.39961375192
2,4,6,7,8,10,12,13,18,20,22,595.407140906909,5999.98260026965
1,4,6,7,9,12,13,16,18,21,22,1328.14911193755,2983.49801340927
5,6,8,9,12,14,15,17,18,20,21,1531.37840650311,3125.8620364748
2,4,5,6,8,10,13,15,19,20,22,1829.94783823,3511.37554925899
