V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,bestlam,rmse
4,5,6,8,9,10,11,12,13,14,22,1643.97382482418,3237.20197007251
4,5,9,11,13,14,15,16,17,19,22,2473.87707297901,2022.32419681534
2,6,8,10,11,12,13,17,20,21,22,654.821736533325,4072.0359491786
2,3,4,5,8,9,10,16,18,20,21,1546.26439841513,2515.53756475021
1,3,6,7,10,13,16,17,19,21,22,1477.10415337951,3137.74831531525
3,6,10,11,13,15,18,19,20,21,22,917.054857654966,3732.29777581326
2,3,7,10,11,13,14,15,16,18,19,1233.9703675028,3097.90099704097
4,5,7,8,14,15,17,19,20,21,22,1681.04534673355,3097.99568903125
3,7,9,12,14,15,17,18,19,21,22,545.444553453783,7747.93340885349
1,3,4,6,9,10,12,15,17,19,22,32.9344220750795,10494.3029122164
1,3,5,6,11,13,14,17,18,21,22,1460.39131536103,3014.92512757229
3,8,9,11,12,13,14,16,18,20,21,1351.57548214378,3112.11833169921
1,2,4,7,8,9,11,12,16,17,22,1572.54953266419,3452.62593800264
1,3,7,9,12,14,15,16,17,18,20,723.375915376004,3119.72478562557
2,4,5,6,9,10,12,13,16,17,21,1491.64403676911,2570.13269104667
2,5,6,8,9,11,12,15,17,18,21,142.318984027786,Inf
1,2,3,6,7,8,9,12,14,16,22,728.833454821299,2727.86639941132
1,2,3,5,7,9,12,13,17,18,20,859.510145405428,3421.05491599443
1,5,6,9,11,13,16,18,19,20,21,118.094885960007,2558.97780525723
2,5,8,9,10,12,14,15,19,20,21,950.657133692315,3337.14321379539
1,2,4,5,6,10,14,16,18,20,22,1750.28231192321,1662.09579936928
2,4,5,10,12,14,15,16,18,19,22,90.7643057093816,Inf
2,3,7,9,10,11,14,16,17,19,21,1099.81160116046,Inf
1,8,9,11,13,14,15,16,17,20,22,73.0561982113281,4128.04979737421
1,2,3,8,9,10,13,15,17,21,22,503.419277490749,Inf
1,3,6,9,12,13,14,17,19,20,21,1330.89293217455,3967.25134811779
2,3,4,5,7,10,11,12,13,14,19,1181.20772084616,3297.07068787623
1,4,5,9,10,11,13,18,19,21,22,157.196609123064,4615.70636480468
1,5,7,9,11,13,15,17,18,19,21,552.231747707779,4044.89248742101
1,3,5,6,7,8,10,11,12,18,19,1299.61458601778,2505.1032383896
3,6,7,9,11,12,13,15,16,18,20,77.0192770050065,2552.51408603634
1,4,5,6,7,8,13,17,18,21,22,113.014864559248,4053.50059289171
1,4,5,8,9,10,12,15,16,17,20,1516.90295095457,2814.99421780596
2,3,5,9,10,11,12,15,16,18,20,1669.3149392549,2549.09388535684
1,3,4,5,6,8,11,14,17,19,21,1531.29245442287,3252.46429141692
1,2,3,4,6,7,9,12,14,15,20,771.677216127383,3879.79095135453
2,3,6,9,10,11,13,16,19,21,22,2115.30432772502,3384.08767934396
2,4,6,7,11,13,15,16,18,19,22,1228.87121936183,3170.65896375861
2,4,5,6,7,8,12,13,18,19,21,23.3108489561482,Inf
2,3,7,8,9,10,11,12,13,15,21,1001.41976609742,Inf
8,10,11,12,13,15,16,19,20,21,22,1909.46604733919,3485.46484325315
1,6,8,9,10,11,12,13,15,19,21,775.906748627133,5165.64030255867
3,4,7,8,9,10,11,17,18,19,20,625.199963268142,4131.8624138474
3,5,7,9,14,15,17,18,19,21,22,1527.64318139377,4167.36983817066
1,2,6,9,10,11,14,17,19,20,22,1673.52176127186,3720.13513928533
4,5,6,7,8,10,12,14,17,19,21,1472.04795791806,3147.45172013464
1,2,3,6,7,10,12,13,15,21,22,53.3828982227041,Inf
2,3,5,6,7,9,10,11,13,15,20,1298.55239782924,3646.96439358972
1,4,5,7,10,11,12,13,16,18,21,2350.36432944598,2648.41140907819
3,4,6,7,8,13,16,17,18,20,22,1156.64119575083,3055.11182249257
1,2,3,5,8,9,15,16,17,19,22,1885.56952294213,2550.02896434693
2,4,8,9,11,15,17,18,19,20,22,475.813414985726,NA
2,3,4,5,11,13,14,16,17,18,21,1499.32533862455,1675.35889333826
2,3,5,8,11,13,14,16,17,18,20,1556.81223926284,1557.16240122912
2,3,4,6,7,12,13,15,16,19,22,975.195683154187,3194.00365472801
1,2,5,7,8,9,11,16,19,20,21,1535.46717544288,2567.29607573725
2,4,5,7,9,10,14,15,18,20,21,1317.31926216982,3159.5535163031
3,5,8,9,10,15,16,18,20,21,22,1699.86739761821,2535.19914291065
1,10,12,13,14,15,16,18,20,21,22,162.168721671494,3337.28770415113
1,2,4,5,7,9,10,12,13,19,22,1472.12085290066,3180.11570352779
3,4,5,6,8,11,18,19,20,21,22,1980.59758075466,3205.40465335276
2,5,6,11,14,15,17,18,19,20,21,1889.56454398855,3008.97159884314
1,2,6,7,8,12,14,17,19,20,21,20.2712678255286,Inf
2,3,4,7,10,12,13,15,19,20,22,906.403770065197,4219.39690323194
2,3,4,6,10,11,13,15,16,20,21,1403.23943947625,3452.59651961719
3,5,6,7,8,9,11,14,15,17,18,1866.32664062532,3084.27947571188
1,2,4,7,9,12,13,15,19,21,22,438.798025748555,Inf
1,2,4,8,9,10,11,17,19,20,22,128.557150620262,Inf
2,5,6,7,8,10,14,16,17,20,22,2296.74515376847,1455.98416347758
1,2,5,6,8,10,13,14,15,16,19,1908.48576850041,1626.6960633888
3,4,6,8,9,10,13,15,19,21,22,763.492273891405,4237.93790159551
4,5,6,7,8,9,15,16,17,18,20,1863.83332368774,2409.37935494456
2,3,7,9,10,12,13,14,15,16,18,1496.57692012505,3046.15764457389
2,7,9,10,11,12,14,15,16,19,22,850.779482225083,Inf
3,4,5,6,7,8,11,13,14,18,19,1281.93855622579,2591.91144545977
1,3,9,11,13,14,15,17,18,19,21,1101.277569143,4335.68765027863
1,3,8,11,12,13,14,15,16,19,21,1792.0089928628,3726.59160885919
2,3,5,8,9,11,15,17,18,19,20,1564.78646483707,3611.27665894459
1,6,7,8,9,10,14,15,16,19,22,1000.75181630186,3130.804561312
3,4,8,9,11,15,16,17,18,20,22,1366.61425835527,3452.13910687607
1,2,7,8,11,14,15,18,19,21,22,803.883177209859,3763.57678580887
1,4,6,7,9,14,16,17,18,19,20,1196.91194225403,2849.13309707138
1,3,6,8,10,12,13,15,16,18,20,1495.0046898439,3481.28753262916
1,3,8,10,11,12,13,15,17,18,22,791.548523563491,4258.32378956652
1,4,5,7,8,12,13,16,17,18,19,1866.93176246917,2659.79706552061
1,2,3,5,6,7,9,10,12,17,18,1460.90509275512,2965.31271846672
4,6,8,9,11,15,16,17,19,20,21,1747.03753146967,3422.57507569379
6,7,11,13,14,15,16,17,18,20,22,1198.59899020885,2625.8367450339
1,2,4,6,7,8,9,15,16,17,22,1235.35465458817,3358.93877623266
3,5,6,7,8,11,12,14,18,20,22,1477.89368864685,2743.99209393363
3,4,5,8,11,13,14,16,17,18,22,1808.11255793116,1765.29113090717
1,2,4,5,8,9,10,13,14,17,22,1014.86761109987,3636.09915538782
1,2,3,5,6,8,10,12,15,16,17,376.029336679705,2666.77866015977
2,3,4,5,6,8,11,12,13,14,18,1284.69833359653,3155.9687335458
2,4,5,6,7,9,17,18,19,21,22,2129.97287314703,3125.18966036033
1,2,4,5,6,8,14,18,20,21,22,1791.09231242637,3011.35826414615
2,6,7,9,10,11,12,13,14,15,22,866.733936908709,Inf
1,2,3,5,7,8,10,11,12,15,22,1418.61712702767,3617.21671075166
2,4,6,9,11,12,13,14,16,18,19,22.8882504058934,NA
2,3,4,5,10,11,13,17,18,19,20,1535.13784328534,3597.36421415127
1,2,3,5,10,14,15,16,19,20,22,395.003304664794,1608.55151638783
1,3,8,9,10,11,12,14,18,19,21,969.82539892618,4005.99824271164
2,4,5,6,8,9,12,16,17,20,22,2103.00495085841,2412.85204171466
4,5,7,9,11,12,15,16,17,18,21,1732.57162967706,2622.01349984862
1,2,3,8,10,12,13,16,18,20,21,1295.59739295346,3340.48411853051
2,3,5,7,10,11,12,14,16,19,21,1307.62417703837,1760.00342787044
1,3,8,9,12,15,16,19,20,21,22,1809.92823904053,3534.19301485231
5,6,7,9,10,11,13,14,18,20,21,1929.42900996576,2969.14599960025
1,3,4,8,9,10,13,15,16,17,18,677.895662483603,3412.66685714239
5,7,8,13,14,16,17,18,19,20,21,1368.68909170063,1845.5742057041
1,3,5,8,11,12,13,14,15,16,22,1952.65578085633,1789.3060846213
1,4,8,9,11,12,13,14,16,18,20,140.91269744184,4123.79953857163
2,3,4,5,9,14,15,17,19,20,22,1793.49937033593,6021.69021627389
1,4,8,9,11,12,14,15,18,20,22,1270.28862022106,3930.64750300592
1,3,4,5,8,10,13,14,16,18,19,1193.1019724174,1768.07544433474
3,5,6,8,11,12,13,14,15,17,18,1439.08946850156,3129.68648076098
1,5,8,10,12,13,15,16,19,20,22,1643.19039202308,2674.34231043605
5,7,11,12,13,14,16,17,18,20,21,1563.3492052656,1815.36653403454
4,5,6,7,8,9,12,15,16,18,21,2207.18527385648,2508.90971677782
1,5,6,8,10,11,14,15,16,18,20,1472.71588367808,1919.10226515739
4,8,10,12,13,14,15,17,20,21,22,1388.6348251831,3982.63709511737
2,6,8,9,10,14,17,19,20,21,22,1522.16529945955,3739.81553882846
1,4,8,9,11,12,14,15,16,21,22,1474.54331143772,3295.46422524394
1,3,4,5,6,10,11,15,16,21,22,1971.33036361328,2532.09005558388
1,3,7,8,9,14,15,17,18,19,21,700.183638065442,4119.96013043707
1,4,6,7,8,9,10,11,14,17,19,720.830785186982,3873.91591036893
2,3,4,8,9,11,13,14,15,18,20,183.055799691437,NA
1,3,4,5,6,9,10,11,13,20,21,1316.54584899603,3587.35854387515
2,4,10,11,12,15,16,17,18,20,21,1192.79398050295,3493.33319480369
1,2,4,5,12,13,14,15,17,20,22,1173.62851699383,3530.39083715595
1,5,6,10,11,12,17,18,19,20,22,1768.57847578248,3065.66497174891
1,6,7,8,9,11,12,14,16,19,20,1760.76297688131,2976.73220465531
1,2,5,7,8,9,10,13,14,17,18,1343.6463560389,3091.92387823339
2,4,7,8,12,13,15,16,18,19,21,1430.26312261176,3788.52117852954
1,2,3,4,6,8,10,12,14,20,22,1079.63865072025,3831.73958292593
1,2,3,6,9,14,15,17,19,20,22,1534.88597720286,6113.82403701487
1,2,3,6,8,11,15,17,18,19,20,687.316858331455,3667.95920541797
1,2,6,8,10,13,16,17,18,20,22,1373.85083122488,3269.08487207451
2,4,5,7,9,10,15,16,18,19,22,1467.8853543361,2521.67088447061
5,6,11,13,14,15,16,18,19,21,22,1811.73178302353,1771.01051137619
1,4,6,8,10,13,14,16,17,18,21,1690.05203073557,3168.40935924773
1,2,7,9,10,11,12,13,16,19,20,1684.27931227372,3543.38811458418
3,4,5,7,8,11,12,13,14,17,21,1278.07243930357,3146.47935734623
2,4,5,7,8,10,11,13,15,20,21,1520.15912778908,3395.9825266191
2,4,5,6,8,12,13,16,19,20,21,1820.87742807686,2499.1883806515
2,5,7,8,10,11,12,16,17,18,19,21.3935502817703,Inf
1,2,3,4,6,7,8,17,18,21,22,594.298813909354,3918.08983707145
2,5,7,9,10,11,12,14,16,20,21,1893.3954399145,1851.93445879421
2,7,9,11,12,14,16,17,19,20,22,1345.82173407475,Inf
1,5,8,10,11,13,14,15,17,19,20,1604.81467195209,3388.32444756748
5,6,9,10,13,14,15,16,17,18,19,1437.21459903557,1913.93252728728
1,2,4,5,9,13,14,15,19,20,21,1175.32147548313,3309.93250352301
4,6,8,10,14,16,17,18,20,21,22,1046.03853251526,2884.08966113542
2,5,6,7,13,14,17,19,20,21,22,1803.65854760231,2781.49873982884
1,3,4,5,8,9,10,12,13,15,16,1014.16397831887,2626.15965097263
1,2,4,5,8,9,12,16,17,18,19,76.7141247895076,3946.02276147088
1,4,7,8,11,13,14,16,18,21,22,1152.38989379978,2996.50774431804
1,2,3,4,6,8,11,13,16,19,22,1379.06383700974,3506.51337478678
1,2,4,5,9,10,11,15,16,18,20,1461.2441002049,2679.35336345936
1,6,8,11,12,13,14,15,16,17,21,2173.50823697804,3180.38150422189
2,4,6,7,9,10,13,14,15,16,21,1378.75725124636,3071.56413943615
1,2,4,7,10,11,12,13,14,20,22,1275.11881667906,3842.45846964012
2,4,5,8,9,10,11,13,14,16,19,1459.92598807969,1689.19073489141
1,3,4,6,8,11,12,15,16,19,22,257.656977131198,3561.13229697497
1,2,5,6,14,16,17,18,19,21,22,1836.51645730211,1700.14049492368
1,4,7,10,12,14,15,17,18,19,22,699.588392986287,4019.99661560946
1,2,4,6,15,16,17,18,19,20,21,1246.68713931625,3251.86672150704
1,2,4,5,6,11,14,16,19,20,22,2281.27371977756,1735.62780696137
1,4,7,8,9,12,14,16,18,19,21,1671.18386636038,3173.08097910004
1,4,5,7,8,9,14,16,17,18,21,1146.30871687766,2039.03579546967
1,2,3,4,6,7,9,12,16,17,18,1183.37280934292,3140.09192845489
2,3,5,6,7,8,9,13,17,21,22,1845.08959863955,3329.66249995947
1,2,3,4,7,8,10,14,16,19,20,1144.14564741392,3024.18749748636
1,3,4,7,8,13,14,15,16,21,22,1562.62766495979,2862.82037081415
1,2,3,4,6,10,15,16,19,21,22,1360.47062799744,3279.0098652421
2,4,7,10,11,12,14,15,17,18,22,978.157094931569,3701.2414650011
2,3,5,6,8,14,15,16,19,20,21,1831.54659559388,1565.13037505158
1,2,3,7,12,13,14,15,17,18,22,902.676535069158,4982.95008539584
2,4,5,6,9,10,11,15,16,20,22,388.381049856287,2605.12156047286
5,7,8,9,12,13,15,16,17,18,20,1573.42022247695,2559.86125334238
2,4,7,9,10,11,12,13,17,19,20,413.349733719703,Inf
1,2,7,8,11,16,17,18,19,20,22,1383.59082896923,3131.56656331873
2,3,4,7,8,9,10,13,18,21,22,951.797537099118,4559.96379911497
2,3,5,11,12,13,16,17,18,20,21,1803.84729627193,2466.25439559703
1,5,9,11,12,13,14,16,17,20,22,2497.46653300604,1988.42071973657
1,2,7,10,11,13,16,17,19,21,22,1691.07285446113,3361.90550306969
3,6,9,10,11,12,14,15,16,20,22,23.8918122419849,7448.08133690341
2,3,4,5,9,10,11,16,17,18,21,1996.91495376972,2594.74494996558
2,3,5,6,7,9,11,17,18,19,21,1794.91889144411,3245.39980048505
1,2,3,5,11,15,16,19,20,21,22,562.415754110967,2507.35941746879
1,4,7,8,9,10,15,16,17,18,19,835.298124342588,3293.15188539588
1,4,8,9,11,12,13,16,17,20,21,1563.27878011992,3621.3323460295
5,7,9,10,11,12,13,14,15,16,19,1072.81056837125,2002.67136883969
1,5,11,12,14,16,17,18,19,21,22,1907.69343787601,2010.81265180552
5,7,9,10,12,13,14,16,17,21,22,1869.5667400492,1887.05719998972
1,3,5,8,10,14,15,16,17,19,22,1445.99914795486,1882.83524557606
2,3,4,6,9,10,11,12,14,18,20,674.319659282265,NA
2,4,6,7,12,13,15,16,17,19,20,1040.18852323102,3219.19895242316
2,4,5,8,10,11,12,13,14,15,22,1701.71197228828,3285.42270196371
3,4,7,8,9,14,17,18,19,21,22,683.294438100866,5060.11116503834
1,7,9,10,11,15,18,19,20,21,22,420.607220231806,3798.21428050664
3,9,10,12,13,15,16,17,19,21,22,1893.8814236819,3576.82576623233
1,3,5,8,11,12,14,17,18,20,21,1175.34794465483,3225.2472594047
2,4,5,8,9,10,14,17,18,19,21,1288.99849292622,3354.30431998565
2,5,6,9,11,13,14,15,17,19,21,1386.53197582741,3220.80112204535
2,3,5,6,9,12,15,16,17,20,21,1599.36774166051,2435.674743176
1,3,6,8,11,12,13,14,19,20,21,1406.88414987695,3662.45140370561
2,3,5,8,11,13,14,16,17,18,19,1178.56052389869,1618.55908268195
3,4,5,7,8,12,16,18,20,21,22,1848.09498675896,2338.3873160085
1,3,5,8,12,13,14,17,19,21,22,1398.74079884562,3696.81121402261
2,4,5,6,10,11,12,13,14,16,18,2033.24257837826,1740.66267422914
2,5,7,9,10,11,13,14,17,19,20,1696.39754857673,3195.30591145333
1,6,7,8,11,12,14,15,16,21,22,1132.90118804555,2889.82373085998
3,6,8,9,10,12,13,15,16,17,21,1281.30685144094,3581.54226773261
1,6,7,9,11,12,13,16,18,19,21,60.4811804339567,3497.43160541172
2,3,5,6,10,11,16,18,20,21,22,2328.48150758357,2195.0351039193
5,8,9,10,12,14,16,17,18,19,21,1290.29291257764,2138.77067880802
1,3,5,6,10,12,13,14,15,18,22,1285.5605233692,3003.95522687762
2,5,6,11,12,13,14,15,18,19,20,1477.91582397927,3056.688142191
2,3,4,6,10,11,12,13,15,19,22,646.923305257218,Inf
3,5,6,9,10,12,13,14,15,17,19,862.44900921205,3511.95592419541
2,4,7,9,10,13,14,15,17,20,21,854.280069791929,3987.83765482741
1,2,3,5,6,9,14,15,18,19,22,941.781647589954,3053.6484463742
3,4,6,7,9,11,13,15,17,20,21,760.538716702455,3721.89181352562
3,4,8,9,11,12,14,16,18,21,22,1704.75043560195,3151.51772435792
3,5,6,8,9,10,13,15,16,18,19,1285.74206235523,2519.30033905192
3,4,8,9,10,12,14,19,20,21,22,1325.47088981788,4027.69513427702
4,6,8,9,11,13,14,15,19,20,22,1217.74746761756,3807.16130326976
2,3,4,8,10,11,13,14,19,21,22,1418.9650146918,4009.72834721441
1,2,6,7,9,11,12,14,17,18,22,699.132302190158,3368.26923511584
3,4,5,6,10,11,12,14,18,21,22,2164.63101925148,3051.48620882426
7,8,10,12,13,15,16,17,18,20,21,1173.8295105847,3356.10751855464
6,8,9,10,11,12,15,16,17,20,22,1868.23225813195,3308.02323435133
1,2,4,5,7,11,12,13,14,17,22,1021.94120261535,3032.04172337368
1,4,7,8,9,12,13,14,15,16,17,667.201329084916,3348.02249391454
2,6,7,8,9,10,11,16,17,20,21,1477.54984818416,3241.88693650641
2,4,5,6,11,13,14,15,16,19,22,2038.38772048617,1680.45589544294
1,2,3,4,8,15,16,17,19,20,21,1432.05494618209,3475.02889687142
1,2,9,11,12,13,14,16,18,21,22,1937.97586592265,3123.16178265891
1,2,4,6,8,9,11,12,18,21,22,698.153981775776,Inf
1,3,5,6,7,9,12,16,17,21,22,1524.60694342964,2287.81963760583
1,6,8,9,13,16,17,18,20,21,22,1647.01168900999,3186.96634942961
2,3,4,5,13,16,18,19,20,21,22,1841.18833739959,2398.56601443859
1,2,5,7,8,9,12,14,16,17,20,1464.99362418486,1855.46832207259
1,2,3,5,6,7,8,9,20,21,22,49.908278684767,NA
1,2,4,7,9,12,15,18,20,21,22,221.00378484261,Inf
1,2,3,6,9,12,14,15,17,20,22,1258.01464708646,7781.38167499234
2,3,4,9,10,14,15,18,20,21,22,876.920625378502,3953.76331684287
3,4,7,8,9,11,12,13,17,18,22,48.0117005198925,4632.70800412631
2,3,6,8,9,10,11,12,13,14,18,711.692260697562,Inf
2,5,8,12,14,16,17,18,19,20,21,1420.77700828793,1923.39010711094
1,2,3,7,8,14,15,17,19,20,21,105.79634053777,Inf
1,3,6,7,8,13,16,17,18,19,20,1049.05276186472,3180.64441473835
2,4,5,6,11,12,15,16,17,20,21,1892.92230201837,2484.31384677061
2,6,9,10,11,12,14,16,17,18,20,1977.96480098409,2989.79705217982
1,2,4,6,9,11,15,18,20,21,22,862.032239069496,Inf
3,4,6,7,15,16,17,18,19,20,22,116.530474803773,4629.3112830172
1,3,4,6,10,12,16,17,18,20,21,1363.63678231282,3193.57644270046
1,2,4,7,8,9,10,11,14,16,18,1520.14928808412,Inf
1,2,5,7,8,9,12,16,17,18,20,1571.90203393536,2515.41100924969
1,2,4,5,9,10,13,14,16,18,22,1268.49219071751,1717.53985121041
1,3,7,9,10,12,13,18,19,21,22,974.349788068589,3981.94682759802
3,7,9,11,12,14,15,17,18,20,22,56.4986075937638,11917.3068867513
1,3,4,7,9,10,14,15,16,17,21,877.449444630945,2963.83612069827
4,5,7,8,10,11,12,14,16,17,20,1989.68596014881,1997.47510457288
1,2,4,6,12,15,16,17,18,19,21,1002.28243667024,3221.04353502348
3,5,6,8,9,10,11,14,15,16,17,1913.24551362098,1777.71392338262
2,3,4,6,10,12,13,14,15,16,20,1403.92420491771,2947.975472984
2,4,5,6,7,9,10,15,16,17,19,1264.54150627182,2519.54649926995
1,2,3,5,6,7,12,16,20,21,22,1928.45619817051,2119.36877785083
2,3,4,10,13,14,15,16,19,21,22,2036.14301253973,3102.53360075304
2,7,8,10,11,14,18,19,20,21,22,1122.70904691797,3619.36150480708
1,2,3,4,6,12,13,17,18,20,21,798.17733529408,3648.5135313804
1,2,5,6,7,9,10,11,12,19,21,1255.99576838729,3175.73542182288
2,7,9,10,11,12,13,16,17,19,21,1295.83329943236,3495.98170523581
4,5,7,8,12,14,16,18,19,20,21,1732.17761026438,1943.18418925958
1,2,3,4,5,11,12,14,15,19,20,799.350615247127,3246.4240951429
2,5,6,8,10,11,12,13,14,17,18,1609.19014344501,3171.9777338124
1,2,3,4,7,10,11,12,15,17,20,816.150521144985,3696.125984938
2,3,5,8,9,12,13,14,16,20,21,1424.18370363853,1500.4288698197
1,2,5,7,9,10,11,12,13,16,20,1824.24542839935,2563.23176691244
1,4,5,6,7,9,13,14,15,16,18,1917.05350350038,1825.91351075573
1,3,5,7,11,14,16,17,18,19,22,1518.50412663311,1772.11964877848
1,2,5,8,9,10,12,14,18,19,21,757.718517726441,3222.4415297487
1,5,7,8,9,10,15,17,18,19,22,1655.4854593384,3528.04676392808
3,4,5,6,10,11,13,14,16,19,20,2245.22629711837,1740.24189921074
1,3,5,8,9,10,13,16,17,20,22,1686.82606082038,2554.60502033433
3,4,7,8,11,12,14,16,18,21,22,1034.7401135663,3381.68857262872
3,4,8,9,10,11,15,17,19,21,22,970.523503977213,5399.18049276244
1,9,11,13,15,17,18,19,20,21,22,352.977349617602,4201.67951994935
3,4,5,7,9,13,16,17,18,19,22,1481.76015769571,2454.60258856064
3,4,5,6,7,11,12,14,16,17,19,1655.16830011161,1787.34767252467
6,8,10,13,14,15,17,18,19,20,21,1259.9457482049,3792.69718382086
4,6,10,11,15,16,17,19,20,21,22,1860.14561553777,3184.54849349763
1,3,4,5,6,7,10,15,19,21,22,1749.64516910232,3376.57274248791
1,2,3,5,6,11,12,13,15,16,20,1124.74012805169,2426.22536817792
2,3,6,7,8,9,13,16,17,21,22,1391.48446489494,3239.63517739955
1,3,7,9,10,11,17,18,19,20,22,408.437110385586,5574.37492449203
1,2,6,8,11,13,14,16,17,19,21,2406.93101460987,3115.87234113996
2,3,5,7,8,10,12,13,18,20,21,331.087549482712,Inf
3,5,6,8,9,10,12,13,14,16,20,1248.69713870693,1627.14474357044
2,3,5,6,7,8,10,16,17,21,22,337.354103694752,Inf
2,5,10,11,12,16,17,18,20,21,22,2348.17663394984,2403.92385160128
1,2,5,6,8,11,12,13,15,19,21,1299.45764709855,3614.68128746054
1,7,10,11,15,16,17,18,19,20,21,1057.27592504022,3264.37912105753
2,3,4,7,8,11,13,14,16,18,21,1270.6164636449,2943.87572427881
1,2,4,8,9,10,12,14,16,18,19,43.4799209061145,Inf
2,3,5,6,7,9,10,17,18,19,22,1875.77797045148,3225.61296615343
2,3,6,8,9,10,11,12,13,20,21,769.420774057533,Inf
1,4,10,11,12,13,16,17,19,20,21,1594.10465292296,3506.74464514079
2,3,4,5,8,9,11,15,16,18,21,1414.67888288598,2564.04663706119
1,2,4,5,7,9,10,12,16,19,22,1737.76023024948,2596.20437186595
1,2,3,7,12,13,14,19,20,21,22,45.9589355715306,Inf
1,2,5,6,11,13,14,15,18,20,22,1188.78205736351,3002.50693601638
2,5,6,9,10,11,15,17,19,20,22,2037.31247051904,3370.98793425497
1,2,3,4,5,6,11,13,14,19,22,1378.59215501893,3114.86169121069
1,5,9,10,13,14,15,16,17,19,22,962.669209456406,2006.67691667939
1,3,6,9,10,12,14,15,19,20,21,1252.44853858135,3771.02617634378
2,3,6,9,11,13,14,15,18,19,20,846.501369429435,4117.18835179594
1,2,6,9,10,11,12,16,20,21,22,1895.15349042663,3258.20569187682
2,3,6,7,9,11,14,16,18,19,22,872.414980224837,Inf
4,6,7,8,10,12,13,14,15,16,21,1460.96915441894,3116.67074524358
1,4,5,6,7,12,13,15,17,19,20,1135.33555117164,3087.39644381409
1,6,8,9,10,14,16,18,19,20,22,2288.45183205985,2993.41003754791
3,5,9,10,11,12,14,15,16,20,21,2130.45837620285,1955.28701788613
1,2,3,4,9,10,11,13,14,15,19,950.994338261253,Inf
3,4,6,9,10,12,14,15,16,18,19,1791.76806949791,3187.27251911766
1,2,8,9,12,13,15,16,17,19,22,1571.38637205538,3560.08818114709
2,5,6,10,15,17,18,19,20,21,22,2010.12416832174,3197.19290101192
2,5,7,8,11,14,15,18,20,21,22,2239.87932220239,2981.17808817059
1,3,4,7,8,9,10,13,16,19,20,1335.09291815562,3452.245979212
1,3,4,5,6,7,9,11,14,19,22,1299.63679010279,3051.81528149996
2,3,5,7,8,10,12,17,18,19,20,118.82003882078,Inf
1,2,3,4,7,10,17,18,19,20,22,732.160320959461,4504.89983943816
2,4,5,6,13,14,16,17,18,19,21,43.7159468202341,Inf
4,8,12,13,14,15,16,17,18,21,22,1106.03237127091,3185.77059746304
3,5,6,7,14,16,17,18,19,20,21,1676.03760958735,1507.37308033074
1,2,4,7,8,11,12,15,20,21,22,717.96020653465,3733.28700215126
1,5,6,8,9,10,12,14,16,17,18,1094.16439121196,2003.02883281084
3,4,5,7,8,12,15,17,19,20,22,1146.7678893558,3974.33870729122
2,5,7,11,12,14,15,18,19,21,22,1638.44519046459,3025.49630379836
3,6,9,12,13,14,16,18,19,20,21,1899.22706897337,2996.63640731033
3,4,9,11,12,13,15,16,17,18,20,49.3319852211603,23705.0665942525
3,4,5,6,8,14,15,16,19,20,22,2075.73558173095,1689.15349722578
2,3,5,6,7,8,12,15,16,17,19,1022.24838119576,2291.51254238155
2,3,4,7,8,9,10,15,16,20,21,1278.47815622261,3506.04001095113
2,3,8,10,14,15,16,18,19,20,22,1881.27231185275,3044.47142612027
1,2,3,4,6,9,10,13,16,19,20,1249.98173070404,3514.22281768314
1,3,7,9,10,11,12,14,15,16,17,743.700208257916,3375.87448100044
1,2,6,8,9,12,13,15,16,17,20,1392.91500966481,3531.47361544239
2,3,4,6,8,10,11,12,16,17,19,1083.62382079614,3467.78722609835
1,3,4,8,10,11,12,13,15,19,22,761.543911932358,4492.61885405515
2,4,5,6,7,8,9,10,11,14,17,1930.28612522045,3169.64913458314
1,4,5,6,7,8,9,12,13,16,19,2107.4246884578,2599.29813158466
1,3,4,6,9,11,12,14,15,16,17,1787.97999723558,3107.00256605396
1,2,8,9,10,14,15,17,18,21,22,1142.31012043254,3989.05933184948
4,5,6,8,9,10,12,14,17,19,22,1427.91014783913,3228.96989177407
1,2,3,6,9,10,15,19,20,21,22,917.376749214847,3944.39998029332
1,3,4,5,6,7,9,13,16,18,20,1172.94354753708,2391.0957916404
1,2,4,7,8,9,13,14,16,19,21,98.6123122748524,5918.34036115114
1,3,5,7,8,12,14,16,17,19,20,1403.62859242317,1896.21667695188
2,4,6,7,11,13,17,18,20,21,22,687.520391713306,3660.30772740514
1,4,5,7,10,11,14,15,18,21,22,1573.97496220284,3169.54779734735
1,3,5,6,8,9,11,12,14,16,21,1678.96774486736,1898.74463094796
1,2,3,4,6,9,10,13,15,17,20,622.509261838681,4379.105819331
2,3,4,6,7,8,10,13,16,20,22,1324.80629074852,3248.95974960378
3,4,5,6,11,13,15,16,19,20,21,1763.96111308841,2507.67477493783
3,4,5,6,7,10,14,15,17,19,21,1321.63516234728,3120.32275933347
1,2,4,5,7,9,10,11,13,14,21,1094.85685188463,3354.31910373926
1,2,5,6,11,15,16,17,18,19,21,1251.74450323913,2507.72215960063
1,3,6,7,12,13,14,15,17,19,20,558.388360469108,3501.91951484976
4,7,9,10,11,12,16,17,19,20,21,14.5954273322585,4107.6616015478
2,4,7,10,12,13,16,18,19,21,22,1140.37286811731,3276.77748169373
