V1,V2,V3,V4,V5,V6,V7,V8,bestlam,rmse
1,5,6,10,11,14,15,17,5.81744528220437,562.822531177981
1,4,5,8,12,14,15,16,12.5734075933555,324.747156591143
2,4,5,6,7,9,14,17,138.656289818345,112.657732561429
2,4,5,7,8,11,16,17,120.541269335155,114.983665285545
6,10,11,12,14,15,16,17,22.7836525323207,341.52078612006
4,5,6,7,9,12,14,15,144.090328687514,112.061928490427
1,2,3,4,7,10,11,17,173.611246083303,105.575790974052
2,3,4,5,10,13,14,16,111.270894076192,87.995390880814
1,3,5,6,9,10,11,15,44.5432773053175,336.157263860572
1,3,7,12,13,14,15,16,72.6522580007151,311.322676056055
1,2,5,6,7,8,11,13,84.7776116856643,291.228765804395
1,8,10,11,12,14,16,17,43.250344462369,423.441674776685
1,3,4,9,11,13,16,17,148.728862457914,78.913960850655
2,3,4,5,6,10,12,15,67.4573724422258,114.942134410713
3,6,7,8,9,11,13,14,1.48957001933368,Inf
1,2,6,9,13,15,16,17,1.0578813316073,444.604525651125
1,4,6,11,12,15,16,17,143.408957289319,121.425866700011
2,3,4,9,13,14,16,17,119.13678252021,89.5745410388682
4,6,7,9,10,11,15,17,60.3184313620022,122.874513771767
2,3,9,12,13,15,16,17,77.8654817458064,307.119563089829
8,10,11,12,13,14,15,17,76.0696796970579,318.090238767542
1,3,4,5,10,12,13,15,106.932949035691,75.170795600794
5,6,7,9,11,12,15,17,45.4459136364781,288.926352583652
1,4,5,6,8,10,14,17,160.903643464988,120.661222929963
1,6,7,9,10,11,16,17,6.0552575102236,Inf
3,5,9,11,13,15,16,17,76.0016909902548,361.322547439857
5,6,7,12,13,14,15,17,76.9117608266219,332.873972956285
3,5,9,11,12,13,14,16,76.743919086573,320.456997898084
3,4,5,8,10,12,15,16,35.2616351097669,104.635110891326
2,7,8,9,10,11,14,16,3.49192477621511,Inf
2,6,7,8,11,12,14,17,3.75486197199927,527.718720870825
8,9,10,11,12,13,14,17,66.8163795356386,299.873378064744
3,5,9,10,12,13,15,17,70.2279920054819,365.641762643766
1,3,4,5,6,8,9,16,18.096685840897,146.063874306612
6,7,8,9,10,12,14,16,3.91410858679968,Inf
1,5,7,8,10,13,15,16,69.2756417510881,365.063000157851
1,3,4,5,9,10,13,16,87.0750242834807,73.001163926615
2,3,4,5,6,10,13,17,139.384234402148,85.1145923279933
1,2,4,6,10,11,12,17,163.524637285835,117.28697526964
2,3,4,5,6,9,14,17,25.552339326365,113.702986746359
2,7,8,10,13,15,16,17,74.8251770855956,349.277482308235
1,7,9,10,12,13,15,16,82.0868094427225,336.582555412407
2,4,5,6,14,15,16,17,9.58281770648811,163.639593634579
7,8,9,11,13,14,16,17,84.3749128827428,305.623412076229
3,4,5,11,12,13,14,17,2.19059664953627,99.8649336205146
3,4,5,8,13,15,16,17,119.306290211272,92.1060414729511
4,7,8,11,12,13,14,15,126.019660070075,72.567435394525
1,3,4,5,9,10,14,15,130.328607497096,117.870905960889
1,3,6,7,8,12,13,16,78.506251234411,289.965053331236
4,5,7,8,10,12,13,15,132.320346952883,66.1253788086339
4,5,8,10,12,13,14,16,61.5968453372778,88.9216614189893
3,4,5,6,10,11,13,17,194.695556113861,85.6526229767845
1,3,4,6,8,15,16,17,10.3417621277061,208.876832790667
4,5,8,9,11,13,14,17,125.598834568294,89.8096753015942
1,2,7,8,12,15,16,17,13.5260474350414,439.233058658473
2,3,5,8,9,11,12,14,11.9641127023322,310.187595660259
2,3,5,6,11,12,15,17,3.05022835377503,597.577858647703
1,2,5,11,14,15,16,17,2.40881890338624,548.889766952358
2,4,5,8,12,15,16,17,2.78774055591991,185.515093783601
2,4,5,6,7,11,13,17,74.0534113220961,70.6403741114915
4,5,7,8,10,14,15,17,18.2712300100797,142.999635379026
6,7,8,10,12,13,15,16,77.2826296965393,300.705071436521
2,3,4,5,7,8,9,17,47.1803083841951,108.306646835739
1,2,6,7,9,13,14,15,0.796292518620751,Inf
1,5,7,8,9,13,14,17,62.7328527693028,335.794567157876
2,4,5,11,12,13,14,15,108.87526375896,90.7230537206391
2,4,7,8,10,13,15,16,107.478910627318,65.2699383416718
3,4,8,10,11,12,13,16,184.152232804404,86.014704625225
4,5,6,10,12,13,15,16,130.519611131084,89.1812512251308
1,3,6,9,10,12,13,17,67.9852174453249,294.211859558109
1,4,9,10,11,13,15,17,105.473213615224,75.6509010093694
1,4,7,9,10,12,16,17,161.410766712618,106.871888637626
1,2,3,4,7,10,13,15,96.4645997944614,35.021022838691
1,5,6,10,11,14,16,17,5.35199953796325,533.887029205698
4,7,9,10,11,12,15,16,114.575449699656,113.868058034389
1,5,8,9,11,12,13,15,72.1935981192726,362.588827232775
3,5,9,10,11,12,13,15,72.6522838123478,355.824205641913
5,6,7,8,9,10,14,17,3.24864306632474,Inf
1,4,9,11,14,15,16,17,118.949874041696,106.879414062423
1,5,7,10,13,14,15,16,15.9279259847609,479.067551062114
2,3,4,6,8,12,16,17,118.027577783004,114.460684804928
2,4,5,6,9,10,13,15,133.645461543395,84.4233031671177
3,4,5,8,9,10,11,13,127.605257124545,81.4240716746315
1,2,3,5,6,7,9,16,65.4503299383841,311.969245854809
5,6,9,10,12,13,14,16,87.3213637044825,295.062731836283
2,5,6,7,8,12,14,17,41.9419848318914,334.600947315813
3,4,7,8,10,11,14,17,191.572929750721,114.393719325233
2,3,5,10,12,14,16,17,30.5416016736096,434.239792872574
3,5,7,9,10,11,14,15,0.737744386658893,529.54846205772
2,3,5,6,7,9,12,17,21.1389120861491,331.86308882619
3,7,9,12,13,14,15,17,79.1268881960551,350.668495412748
1,2,3,5,7,11,12,13,88.9247345480288,287.967990854847
1,6,7,8,9,11,16,17,61.16101909322,323.874715950848
1,4,7,8,12,15,16,17,12.4224632369971,160.659484258174
4,6,8,10,12,13,15,16,114.561975652392,88.6853511199453
1,3,4,6,7,11,13,14,200.075124498169,48.0139700682403
4,5,9,10,12,15,16,17,48.3419356463848,126.832160615191
1,2,7,10,11,12,16,17,55.1793565027929,315.330181769584
1,2,4,5,11,15,16,17,86.9901210264295,122.465174454815
1,3,5,8,9,14,15,16,34.827365517284,399.440462210543
3,5,6,7,11,12,14,16,41.0300074275428,334.323227433938
2,4,7,8,9,10,12,15,96.2391996651655,110.448241672733
1,2,5,6,8,9,11,13,89.7519008539459,287.232878183296
1,2,4,6,9,10,16,17,160.104978000947,118.068281513248
3,4,7,9,10,11,15,16,110.31320215684,112.360298154229
1,2,3,4,5,7,8,9,5.33131457300366,Inf
1,3,6,7,9,11,12,16,65.5099037001225,287.956320946278
2,6,7,11,12,13,15,16,77.0956658985764,321.343946020237
1,4,5,6,7,12,13,14,80.7859461795993,49.9458530340019
1,2,7,8,9,13,14,15,80.0439201869918,308.113612900165
1,7,8,9,11,13,14,17,54.3052253145735,408.534375874323
1,2,5,6,10,11,12,15,20.4770177473448,564.366813741899
1,5,7,9,10,14,15,16,0.694415077864938,Inf
1,3,4,5,6,10,12,15,40.1047842948449,177.950377616308
1,3,5,7,11,12,14,16,44.9080205873791,301.88114575962
1,2,6,7,11,12,13,14,81.0000990022895,290.883775783412
1,5,10,11,12,13,15,16,78.2982921155445,343.175828552403
1,2,3,4,5,8,13,14,34.1823381908191,91.2323528958134
2,6,7,8,9,10,14,17,1.606535572701,Inf
2,3,7,9,11,12,13,16,40.62961434276,270.95858096904
1,6,7,8,9,12,13,17,75.0781901685679,307.257130829362
2,3,4,7,12,14,16,17,2.9506679207254,191.677028963276
2,3,6,10,11,12,14,15,26.6440689925125,296.671306271757
1,3,7,9,11,12,15,16,4.92992898309834,Inf
2,4,7,8,9,12,13,17,166.867008028758,68.8613058841867
6,7,8,9,10,12,13,14,72.1401888514784,294.076597404841
2,3,4,8,11,13,14,17,178.71542599463,88.931917690013
2,5,10,11,12,13,15,17,81.3299421287839,354.39766996705
1,5,6,12,14,15,16,17,34.0764754026854,469.9105319057
4,7,12,13,14,15,16,17,120.525259308733,73.4394162399292
1,3,4,6,10,15,16,17,127.365595079369,120.658974947138
1,2,3,4,5,9,11,16,158.863965523996,112.642760222956
2,3,4,7,10,14,15,17,123.639566379596,115.705157057255
1,2,3,4,5,8,11,17,155.087020666209,114.437134102454
1,4,5,11,13,14,15,16,83.112174738672,83.1719177441194
1,2,3,6,10,12,14,16,52.7213919451066,296.53517097208
3,4,7,8,10,11,15,17,141.70082025968,113.891560625445
1,6,7,8,13,14,15,16,53.148601580528,354.744653349688
1,2,3,5,9,11,14,15,46.8838289882149,371.630018595245
4,6,11,13,14,15,16,17,102.853606475997,93.7731312543379
1,2,5,6,13,14,15,17,62.7759599369569,333.699035465792
1,2,5,6,10,11,12,14,3.36850236770949,343.799001612186
2,3,4,7,8,12,16,17,172.83457313634,112.483585504679
1,5,7,9,11,13,14,16,76.0404441658887,360.16080674282
1,6,7,8,10,11,12,13,1.41900201137196,537.505496714213
4,8,9,10,11,12,14,16,163.170461755877,122.049893365739
2,5,7,10,11,12,13,16,71.5451370151382,333.671277834579
1,2,4,5,6,11,12,17,157.172691066318,115.333333333333
1,2,3,4,8,9,16,17,169.232811982868,115.158985174307
2,4,5,7,10,11,15,17,88.960377361935,115.534563201311
2,3,7,10,11,14,15,17,27.8527834143009,323.606033026095
2,3,4,7,8,9,13,14,144.882901851555,66.4658194573461
1,4,8,9,12,13,15,16,133.823149619098,80.2987703515499
1,2,4,6,9,13,15,17,144.356570954478,79.2108499569836
4,5,7,10,11,13,14,15,89.9392863861565,65.25363063325
1,4,6,8,9,11,13,15,19.2578025463608,131.765685475804
4,5,6,8,10,11,12,14,185.853625011813,119.509697938011
2,3,6,7,11,12,13,15,87.2225126233523,290.583744728442
4,7,9,10,12,13,15,16,131.486357141973,64.1069141476922
1,4,5,7,8,12,15,17,14.9753909776666,126.815053638457
3,5,6,9,10,12,14,17,29.0192316863857,308.17122306682
2,5,8,10,11,13,14,15,84.1928399669815,325.156307171129
1,3,5,9,10,12,13,16,65.067156116791,305.646953954465
1,2,3,9,11,13,15,17,82.0745380502744,355.719869647725
4,5,8,9,10,13,15,16,121.102652810174,88.3262380510447
3,4,5,6,12,14,15,16,16.0842748377707,145.422520512743
1,3,7,9,10,11,13,17,71.9773264131201,252.369910810599
1,2,4,7,8,9,10,16,151.377679223237,105.290082403011
4,5,8,9,12,13,14,16,129.602423921869,89.6994578458302
1,8,10,11,12,13,15,17,78.0085962827118,332.301788308029
1,3,10,11,12,13,14,15,52.3103834967528,256.248243652278
1,5,6,8,12,13,15,17,54.9903875206873,405.71493692868
4,5,6,8,9,11,13,15,98.6154158744025,83.8278659582308
2,3,5,6,8,12,16,17,20.1035999361707,382.405005563444
1,3,7,8,9,10,13,16,56.6666671323276,302.309993445515
1,2,5,11,12,13,14,17,3.52187185257565,367.151470514017
2,4,6,7,8,9,12,16,172.027208106583,108.151054964367
1,2,7,9,12,13,16,17,80.1558041363631,306.654652184879
1,2,3,5,6,7,8,17,65.2560186781851,303.931436821068
2,7,10,11,13,14,15,16,74.2258348894805,341.923464437146
1,3,4,8,13,14,16,17,100.773114264061,81.3278508098952
1,2,4,10,12,13,14,16,163.519807301536,74.5953791346039
3,7,8,10,11,12,13,14,82.064827304801,301.743803702026
4,5,6,8,10,11,14,15,131.642490613787,122.252521496882
1,5,6,10,11,13,14,15,82.0313651576037,328.159828436802
1,4,5,9,10,14,15,16,107.194633743095,122.253716968834
4,6,7,9,11,12,15,17,34.9796807783483,127.726743306648
2,4,5,9,11,15,16,17,93.2805767776772,120.783607077128
2,3,5,6,8,9,11,15,8.72344689095288,356.893749969456
2,4,7,9,10,11,14,15,104.751704668913,113.529690210036
1,4,7,9,12,13,14,16,130.701982263625,46.8129282802918
3,4,5,7,11,15,16,17,95.9004081505613,116.442108817568
1,5,7,9,13,15,16,17,0.763270420695059,Inf
2,5,6,9,10,12,14,16,37.1450219705485,1723.92155247064
1,3,4,9,10,12,14,15,146.244348425935,117.363731455452
4,5,6,7,10,13,16,17,60.9836191077697,64.9160342540114
1,2,3,7,9,11,15,17,0.788394201901347,548.404852775091
1,6,8,10,12,13,15,16,75.4539810325245,312.368791048123
4,6,7,10,12,13,15,17,128.184829953484,65.3420862484059
2,4,6,8,11,14,15,16,144.605738199089,121.592256470947
4,7,9,10,11,12,13,16,144.201843698456,63.1636529882774
1,4,8,10,12,14,16,17,71.9883835976373,122.634916404839
1,2,4,5,8,9,14,17,135.623554177639,118.289135321979
1,3,5,6,7,8,13,16,82.485473091445,294.630728067553
1,3,4,5,6,7,12,17,159.852219070569,106.48489413874
1,2,3,8,10,14,15,17,3.51902048852333,376.689728688896
2,3,6,7,10,12,14,16,5.25952627991127,470.118693132368
1,2,5,6,9,10,13,14,70.9006157547416,305.037087900139
2,4,7,10,12,15,16,17,10.1806452560116,155.581443333063
3,4,5,7,8,9,12,16,30.9590233915958,107.098327466035
1,5,6,8,9,11,12,15,45.8836110908407,399.286161848094
4,5,6,8,14,15,16,17,76.1212908059101,112.814933188505
1,5,6,7,8,9,11,16,64.0205596566627,Inf
3,6,7,8,10,12,15,17,7.58617376096374,850.74901357755
1,4,9,10,12,13,16,17,144.129342120308,75.0449103010424
2,5,6,8,9,10,11,15,30.4721288940655,378.997138155188
4,8,10,12,14,15,16,17,134.505278967574,113.5864532105
1,3,5,9,10,14,15,16,7.40712236492473,435.253431623038
4,6,11,12,13,14,15,16,111.618175460899,92.4951155749792
1,2,4,5,6,15,16,17,124.280015804858,121.475971964442
1,2,4,6,7,9,11,14,195.294803529683,105.724749161823
2,3,7,8,10,15,16,17,61.4290746680733,329.241421138175
1,5,6,8,10,12,15,17,32.9302535771173,454.14211745923
4,6,7,8,10,11,14,16,200.559390196207,115.064883341351
1,4,5,6,10,14,15,17,13.2951671785698,387.131355042423
1,2,5,7,10,11,12,13,83.7656679475709,297.508757220682
5,6,7,8,9,11,12,15,50.2692715530878,241.580566683299
2,3,6,10,11,13,14,15,75.8638361455339,292.915257064432
1,2,4,6,7,11,12,17,177.96030800868,107.369954780388
1,4,6,7,10,11,12,17,157.087431583496,106.418744424331
3,9,10,12,14,15,16,17,37.0804068565272,421.514932949312
1,3,9,10,11,13,14,15,64.5716634716987,256.564828186786
2,5,7,9,10,13,15,17,93.5468079556178,372.827235075317
1,4,6,7,8,10,13,14,184.488694328932,29.5373057814179
5,6,9,10,12,14,16,17,32.1243375471591,317.979727182288
3,6,7,8,10,12,14,16,56.3393741124361,300.565139013384
4,5,6,8,9,10,13,16,107.437984795523,85.3729610805443
3,6,7,9,12,13,16,17,39.332871157197,510.11795549313
1,3,5,6,7,14,15,17,2.5817658144638,1328.37452124898
1,2,6,7,10,14,15,17,6.02324453421041,590.350419273235
2,3,4,7,10,11,14,17,181.330708955171,114.111400678047
1,6,8,11,12,14,16,17,3.84268223410818,627.142751534245
6,7,10,11,12,14,16,17,5.06993835976873,405.354552894152
2,3,5,7,11,12,14,16,14.6405512141059,370.367707204402
3,4,7,8,9,11,14,17,208.495849024394,111.777878480704
2,4,5,6,10,12,13,17,104.973298512114,86.8966614713874
1,2,4,5,6,7,9,14,47.1044339870882,105.031666152701
5,8,9,10,13,14,15,17,76.7272545745405,290.978050997193
2,3,4,6,8,13,14,17,127.961675704713,87.7256898485529
