V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,bestlam,rmse
1,4,5,8,11,12,13,14,17,20,22,1923.21026812753,2647.78185415038
1,2,6,9,11,12,16,18,19,20,22,2456.69824287366,2696.35398599252
1,2,6,7,11,12,15,16,18,19,20,1601.95017207181,3015.36574199984
1,2,4,6,7,8,10,12,13,14,17,1910.36928237248,2700.20107863189
1,5,7,12,13,15,16,17,18,19,21,2183.59448095781,2685.99067753683
3,4,5,6,9,11,12,14,18,20,22,1764.00256423567,2718.48564829196
3,4,5,6,10,11,17,18,19,21,22,332.663792841362,4284.91702283792
2,3,5,6,7,9,10,11,16,17,21,103.800761493371,5087.41013682518
2,3,5,7,8,12,13,14,16,20,21,285.366991443111,4359.06802361711
1,3,9,10,11,13,14,16,17,20,22,46.1204759267877,5434.74593257639
1,2,3,4,8,9,14,15,17,19,20,502.014149988311,3832.77466029042
4,10,11,12,15,16,17,18,19,21,22,870.661325738812,3702.0923386162
5,6,9,11,12,13,14,17,19,21,22,335.65977836758,4334.56053180978
1,2,5,7,8,9,11,12,13,17,19,181.220294198311,4811.7670708106
1,4,5,6,9,11,14,19,20,21,22,129.587327495227,4989.29476398184
1,3,4,5,6,8,9,10,13,17,18,218.961859772091,4375.98076009644
1,2,3,4,7,8,10,11,16,18,20,550.949993460137,3873.70785974293
2,3,4,5,7,8,9,10,15,17,19,563.001149190933,4155.75492293858
2,3,4,6,7,10,11,18,19,21,22,2033.79287467415,3593.2276752313
1,5,6,8,9,10,12,13,16,18,19,1461.61532864855,3319.2996179359
2,4,5,6,7,9,12,13,18,20,22,917.167181717341,3639.39133497972
2,3,7,9,10,11,13,17,19,20,22,38.7193901253498,5340.65356488561
2,7,8,10,12,13,14,15,19,20,21,627.284035129022,3662.02000951095
1,3,6,7,10,12,14,15,19,21,22,297.707714920411,4011.36742106384
3,4,8,10,11,13,14,16,17,18,19,1302.82215946342,3414.96565129825
2,5,6,7,8,9,11,12,16,19,20,244.845113911392,3921.14331039655
1,6,7,9,11,13,14,16,17,18,21,1082.43431718931,3376.6950236646
2,3,4,7,8,10,12,16,17,19,22,229.939529980187,4821.99565955153
1,2,3,4,5,8,9,10,11,13,19,206.755928669846,4703.91784642214
1,2,6,7,8,10,13,14,15,18,19,80.508405837365,6068.79820055244
1,2,5,6,9,10,14,15,17,19,20,1601.61426032866,3396.6486646073
1,2,3,4,5,6,7,10,12,14,21,113.826570006322,5418.03423811021
1,2,4,6,7,9,13,17,18,19,21,251.803611660284,4434.59909490128
1,2,3,8,9,10,11,16,18,21,22,790.824236307021,4068.48992440616
2,3,4,5,8,11,14,18,19,20,22,1373.98886411125,3332.92517012676
1,2,3,4,7,8,9,10,11,16,19,346.308346691284,4081.9715153861
1,4,6,7,8,9,13,14,15,21,22,294.180894841518,4404.83835917651
2,4,5,6,10,13,15,19,20,21,22,1798.64006241146,3330.61534339476
1,2,3,6,7,9,12,13,19,21,22,311.058101953994,4126.98853048759
3,5,6,7,8,9,10,13,14,18,19,1696.32556841207,3384.21384407256
1,2,3,6,7,9,10,11,12,20,22,104.753985962968,4165.23123434124
1,7,8,10,14,15,16,18,19,20,21,742.828899495913,3529.55454299711
4,5,7,8,10,14,15,16,17,20,21,175.594320463414,4938.84112896243
1,3,4,6,7,8,9,13,14,18,21,837.149075098602,4031.87419753854
1,2,5,6,8,9,12,14,15,16,19,521.306783862215,3809.99193052805
3,4,11,12,13,14,15,16,19,20,22,251.596535228073,4464.3517588902
5,6,10,11,12,14,16,19,20,21,22,496.051452718843,4256.62153120635
1,3,6,9,12,13,14,17,18,19,20,715.111700821907,3578.69505548429
1,4,5,6,10,12,15,16,18,20,21,61.4590156555727,6266.32770850798
3,4,5,7,14,15,16,17,19,20,21,1073.28891108393,3414.47710260773
4,6,7,8,10,11,12,19,20,21,22,36.2030688459716,6787.12240731255
1,4,5,7,9,11,15,16,19,20,21,564.623308723568,3703.97057689484
2,5,7,9,10,13,14,18,19,20,21,932.550464702852,3873.25425637746
3,5,7,8,9,10,14,15,16,19,21,2228.82942583772,3234.54582114567
2,3,4,6,7,12,13,14,20,21,22,240.229688482042,4145.87892133819
1,2,4,6,7,8,9,10,15,17,18,2353.7843596112,3303.69597593576
1,3,4,6,7,8,9,10,11,18,19,408.453614755652,3743.91806168563
1,3,8,9,10,11,12,13,14,19,22,808.523929833236,3437.42388745351
3,4,7,8,9,13,18,19,20,21,22,2227.28729319892,3322.76949266935
7,8,9,10,11,12,13,14,18,20,21,83.3062280729537,4507.77467392266
3,4,5,6,7,11,14,17,18,19,22,437.038153008598,3694.59716220433
3,5,6,7,9,10,13,14,16,21,22,864.331508023925,3496.95657531
1,3,5,7,10,12,13,14,17,18,21,332.943020729658,4704.54132559121
2,3,5,6,10,11,13,15,16,19,21,269.546577218551,4912.27259398129
6,8,9,13,14,15,16,18,19,20,22,67.4206037841537,5485.22108475899
1,3,5,6,9,10,12,13,16,19,21,1177.89288626216,3659.2859250924
2,4,6,10,12,13,14,16,18,20,21,461.712382654948,4320.79274687932
2,5,6,7,8,11,12,13,14,17,19,318.948408045288,4813.51663920985
3,6,7,9,14,15,16,19,20,21,22,515.395950918201,4539.90369850598
2,4,6,7,9,12,15,17,18,19,21,47.0360372435879,4781.54552164972
2,3,4,5,10,12,15,16,17,19,20,1199.46172831105,3823.64518196346
1,5,6,9,10,11,12,14,15,18,20,137.64205850977,5037.64884284726
1,2,4,6,7,9,11,12,18,19,22,995.366480387125,3731.92589301931
1,3,5,8,10,11,12,15,18,20,21,612.525446026108,4131.15659043073
1,3,4,7,8,10,12,15,16,19,20,1236.23032903744,3646.90490816523
3,6,10,12,13,15,16,17,18,21,22,37.8497899698618,4671.0624195445
1,2,9,10,11,12,13,16,17,18,22,45.7622820145553,5581.51267380024
1,3,4,5,8,10,15,17,18,20,22,538.633134665574,4671.86504761354
1,4,6,7,8,10,11,13,14,16,21,64.2897890080762,5542.63968505959
1,3,5,8,9,11,13,14,17,19,21,2360.14345907349,3507.81973207394
2,4,5,8,10,13,15,17,19,20,22,629.709526160228,4089.71577400947
1,2,3,4,5,6,10,13,17,20,22,536.446826217747,4730.12032253457
1,4,5,6,7,13,14,16,17,21,22,1003.88392037461,3744.44204126609
2,6,7,8,9,13,14,18,20,21,22,537.14812603315,4213.41757863658
1,3,9,10,11,12,13,14,17,21,22,2282.35457161041,3543.95765188918
1,2,5,7,8,9,11,12,14,16,21,1575.78844607648,3778.55116727803
3,4,5,8,11,12,13,15,20,21,22,282.120479720534,4472.43954294506
1,4,5,6,8,9,12,15,17,19,22,584.788757534271,4615.60668662041
2,3,7,10,11,12,14,16,18,19,21,1409.03268961659,3537.25399179348
1,2,5,6,10,12,13,15,17,18,20,839.603006844708,3939.87514255099
3,4,5,6,8,10,11,13,18,20,21,1306.15663989808,3586.50534147719
2,3,4,6,8,9,11,16,17,18,21,1421.03254040027,3755.03654271126
1,3,7,9,10,12,13,14,19,20,21,618.150587573276,3900.48213669639
1,3,4,5,9,10,11,15,19,20,22,1952.82430367029,3507.63966510273
2,4,8,9,10,11,13,14,15,19,22,300.723276206271,4346.51512971415
3,5,6,7,10,11,14,15,18,19,20,1110.61386146721,3597.69209761559
2,6,7,9,12,14,15,16,17,21,22,2176.70680534708,3532.68779157277
4,5,6,8,9,12,14,16,17,21,22,254.756773838876,4845.87762998349
1,2,5,6,8,9,12,13,15,19,21,50.7015166595989,6019.95749546595
4,5,6,7,8,9,14,15,16,20,22,528.357213662498,4123.95713959513
2,5,7,8,10,12,13,14,15,18,20,181.919727988722,4941.08694655472
2,5,7,10,12,13,14,19,20,21,22,28.2943428122877,6536.84566832514
1,3,8,11,13,14,15,16,18,19,21,948.841396431837,3766.57381966957
1,2,3,4,5,8,9,10,13,14,16,55.3077950158132,5927.98108054912
2,6,8,9,12,13,16,17,18,19,20,1180.74409065878,3661.25541351966
1,3,5,6,8,10,12,14,18,19,21,408.039325797773,4200.34916442598
2,3,7,10,12,14,15,19,20,21,22,1318.76479545892,3583.13089809485
1,3,5,6,10,12,14,15,18,19,22,761.625180268808,4374.25300085296
1,3,4,5,6,7,12,16,17,18,21,1323.93489314241,3565.40535142715
3,5,7,12,13,14,16,19,20,21,22,505.355133033233,4186.26754241791
2,3,5,7,12,13,14,15,16,18,22,1702.3052881331,3515.12975598318
1,2,7,9,10,12,14,16,19,20,21,972.677314505094,3867.50958341522
1,3,4,6,8,12,13,14,16,20,22,425.743212343522,4058.01576938267
1,4,5,6,7,11,13,14,15,20,21,2109.36287666506,3512.12709440771
1,2,4,11,16,17,18,19,20,21,22,38.4748403619059,5341.00633210979
4,6,7,8,12,13,15,16,17,18,20,799.96170418763,3724.05976627774
2,4,5,8,10,11,14,16,17,18,21,942.361736587056,3784.35936716917
1,3,7,10,11,12,16,17,18,19,20,1227.32519514492,4105.71964061894
1,3,4,5,8,9,10,12,13,15,18,2560.68585666273,3456.69081806822
1,3,4,5,6,8,13,16,17,19,21,1175.08827611047,3802.97628704648
3,4,5,6,11,12,13,16,17,19,20,2489.5648807941,3495.65882670596
1,2,3,5,7,8,11,14,18,21,22,1294.80609498191,3791.94589343718
2,3,5,6,8,9,10,11,12,19,21,203.210895626919,4373.31638549931
1,3,5,9,10,12,13,16,20,21,22,1010.5379460639,3677.91172096605
3,7,8,9,11,12,13,14,17,18,22,232.462201926375,4277.31534076722
2,5,8,12,13,14,15,18,20,21,22,667.510997313489,3849.90525560613
5,6,11,12,13,14,15,16,17,19,22,2187.07252119194,3536.96899150511
1,2,4,5,7,8,11,16,19,20,22,2164.09848395051,3445.59906893393
1,2,4,9,11,13,14,15,17,18,20,1256.49205637001,3785.38953175021
2,6,8,10,11,14,15,16,17,18,20,673.899097458376,3884.49750064269
1,2,4,6,8,12,15,16,19,20,21,990.453805231627,3767.97833464483
1,2,10,11,12,15,16,17,19,21,22,1476.95957471264,3609.38272523574
1,3,6,11,12,14,15,16,18,19,21,158.667934736137,5026.43139161649
1,2,3,4,5,7,8,10,11,13,18,279.742864577918,5205.29856363829
1,2,3,4,6,9,11,12,15,17,22,1218.57997305412,4221.94936306582
2,6,7,9,11,13,16,17,18,20,22,1800.79088309534,3591.97312659085
3,8,9,10,11,13,14,16,17,20,21,316.906198351661,4253.99171110051
2,6,7,9,10,11,13,16,17,19,21,309.719829823817,5074.78747689503
1,2,4,5,8,10,12,15,16,17,18,39.0204134149485,5795.18076323655
1,2,4,5,6,8,9,10,16,17,20,742.986865345816,3858.26276529597
3,5,6,7,8,9,12,13,19,20,22,276.31520632125,4247.95970080235
2,3,4,5,6,7,9,14,17,20,21,858.567371688411,4383.08496396855
1,2,3,6,8,10,11,13,15,16,17,1608.85373471777,3585.09186961656
2,3,7,8,9,10,13,19,20,21,22,586.732834202738,4182.61527487308
5,7,10,13,14,15,17,18,19,21,22,2075.26127609699,3571.95438714416
1,5,7,8,10,11,13,14,17,18,19,317.166662883745,4185.92910842288
1,6,7,8,9,12,14,18,19,20,21,2083.27391564592,3580.731514254
4,6,10,11,12,13,14,17,18,19,22,498.363683414592,4746.1145543999
2,6,7,9,11,12,13,14,15,19,22,400.487351051805,4725.52315567575
2,4,8,9,11,12,13,14,15,19,20,1731.01402509757,3536.20713239939
2,4,5,7,8,10,11,12,16,18,22,466.60595651206,4153.38537551821
4,5,6,7,9,10,12,13,14,17,22,1023.80097606257,4267.4625897115
4,5,7,9,12,13,14,15,17,20,22,640.218353964115,4015.62307305666
2,4,5,6,11,12,13,14,20,21,22,29.8951140019411,4840.03568340454
1,2,3,5,8,12,14,16,17,18,21,1738.32541997634,3582.46674377529
1,2,3,8,9,10,12,15,16,19,21,962.605552676554,3887.26470387646
2,4,5,7,9,11,13,15,16,18,22,2093.95040826648,3578.979023564
1,2,8,10,11,12,13,14,17,20,21,616.792581001565,4666.99296267665
1,2,4,5,12,13,14,16,18,19,20,1816.02852547946,3485.4328001619
1,3,8,9,10,11,13,14,16,18,22,626.501694569387,4143.64303431956
1,2,4,5,7,8,13,18,20,21,22,1599.01082074792,3550.36694208166
1,3,4,6,7,13,15,16,18,20,22,346.457830687118,4379.03354620381
3,4,8,9,11,12,13,14,16,17,21,868.404634356411,3683.32137886468
1,2,3,6,8,15,17,19,20,21,22,294.668273875496,4466.13500276291
1,2,3,5,6,9,12,13,16,20,22,804.178719874006,4000.68204238811
1,3,4,9,11,13,15,19,20,21,22,1294.93334269556,3586.85720483289
1,3,4,5,10,11,13,17,18,20,21,2087.30514445192,3559.36528503654
2,5,6,7,8,11,12,15,18,20,21,101.010612854162,5772.87103575916
3,5,7,11,12,13,14,18,20,21,22,1663.48334558461,4013.49488660663
1,5,6,7,10,12,13,15,16,21,22,2164.37065016381,3539.81379388147
2,3,8,10,11,12,15,17,18,19,20,78.6111454717383,5704.81701909045
2,3,5,6,9,11,15,18,20,21,22,1000.50390866033,4255.29740195414
2,3,5,7,9,10,11,13,15,19,22,1762.08044339374,3565.77330386746
1,7,10,13,14,15,16,17,18,19,21,397.033709321454,4233.64507824033
3,4,7,8,9,11,12,13,17,19,20,1722.08569388059,3595.20975464183
1,2,6,12,16,17,18,19,20,21,22,595.218293304519,4025.84855686521
1,3,4,5,7,9,11,14,17,18,21,756.944596983358,3793.48561822418
1,2,3,7,10,13,15,16,19,21,22,923.217653949505,4249.51909108833
7,8,9,12,13,15,17,18,19,20,22,1351.07472187587,3573.11378786024
2,4,5,10,12,13,14,17,18,19,21,366.873072351871,4310.27240548548
1,3,4,5,10,11,13,14,17,21,22,1728.19016545967,3542.4719951834
1,3,4,5,8,9,14,18,19,20,21,120.682183474583,5040.49660192262
1,2,6,7,8,10,14,15,17,18,20,1093.98906096822,3606.12776919366
1,5,6,7,9,12,13,15,17,20,21,1950.65465823085,3541.57097151738
1,2,3,6,7,11,12,15,17,21,22,1092.44087889133,3872.1329603167
1,2,3,6,7,8,11,12,15,21,22,704.897007318016,3784.63934786869
1,3,5,9,12,14,15,16,20,21,22,945.311541864922,3789.95251287855
2,7,8,9,10,13,14,17,18,19,20,979.24350897917,4220.38196110353
4,5,6,7,8,10,14,15,17,18,22,1887.44439170091,3487.05505653018
1,4,5,13,14,15,16,19,20,21,22,106.734253978932,5139.92576096227
3,4,5,7,9,11,12,13,15,21,22,1663.43587836529,3546.93650554876
1,3,5,9,12,15,16,17,18,20,22,154.877971656233,4467.82178788462
1,2,5,7,8,10,13,15,16,17,22,1750.59035081029,3529.64140288065
1,2,3,5,7,11,15,16,18,19,21,1074.83285700973,3675.82202133901
2,6,8,11,12,14,15,18,19,20,21,359.629056481852,4212.03562758689
4,7,9,10,11,13,14,17,18,19,21,1423.90095323279,3584.56994442828
1,8,9,10,11,13,14,19,20,21,22,1999.83589230447,3563.79310773612
1,3,4,6,7,8,9,12,14,17,19,1922.5149473944,3475.51892208599
4,6,9,10,11,13,14,16,17,20,21,868.95352916131,3930.21664978982
1,2,3,4,8,12,13,15,16,18,20,452.179286522317,3910.17655671402
1,2,4,5,7,8,9,13,16,19,21,1004.48483618981,3759.60039503558
1,2,4,8,10,11,12,15,17,18,21,1497.40268934422,3610.6285041276
1,2,3,4,5,7,8,10,11,14,22,271.998547189408,5260.9484504895
1,2,3,9,11,14,15,16,20,21,22,512.402548755782,4824.65203018461
1,2,4,6,10,11,12,14,15,18,19,1841.98798400115,3692.02075786047
1,6,8,11,13,15,17,18,19,21,22,487.609233542689,4376.72717666035
1,2,4,5,6,7,9,12,18,19,20,101.051621460763,5490.91638492046
1,5,6,9,10,11,12,15,16,18,21,912.593305770659,4017.76126014036
2,3,4,7,11,14,16,18,19,21,22,276.233862644905,4633.63209612876
1,6,7,8,9,12,13,14,19,21,22,1406.43728277344,3746.36733158159
1,5,7,10,11,12,13,14,16,18,22,632.143093921043,4230.32072782448
1,2,3,4,8,10,12,13,14,16,20,1343.64411860537,3742.76811971581
2,4,5,6,9,12,14,15,17,19,22,301.732649037929,5231.14916550641
5,6,10,11,12,14,16,18,20,21,22,1861.73581729611,3662.29863578924
1,3,4,7,8,10,12,17,20,21,22,490.524752590794,4498.40217512506
1,4,5,7,8,10,12,13,15,21,22,1197.93628146256,3775.80475394147
1,2,4,5,7,8,9,11,19,20,22,343.701626422792,4454.75304502032
4,5,6,8,9,12,13,15,16,20,21,1722.7756954795,3680.70580987404
1,2,8,9,10,12,13,15,18,19,21,1734.35329882471,3696.59941333981
1,5,6,8,10,12,14,15,16,17,19,73.6994889038479,5436.21521979365
2,5,6,7,9,10,11,16,17,19,20,759.735013075992,4000.17940621333
1,4,5,9,10,11,16,17,19,20,22,1355.90808180234,3773.35001277541
2,4,5,6,7,9,10,16,20,21,22,735.88731450562,4689.05742392249
5,6,7,8,9,11,12,15,16,19,21,2065.03289518323,3655.74321236428
1,2,5,8,9,11,13,16,17,20,22,316.29391215244,4648.10193460493
2,6,8,10,12,14,16,19,20,21,22,1842.06012785887,3669.99698338608
1,3,6,8,10,12,13,16,17,19,22,1059.38989935872,4011.23343509461
1,2,4,8,12,13,14,15,18,19,22,1731.75088311232,3677.25201503223
2,5,9,13,15,16,17,18,20,21,22,1804.51784661062,3686.31696477202
1,4,5,8,12,13,15,18,19,20,21,1024.29719087422,4047.22137107443
1,4,5,6,8,9,10,14,18,19,20,856.198193963708,3915.06710877808
1,6,9,10,11,12,15,17,19,20,21,1216.41539778731,3796.39960776222
3,4,9,11,12,14,17,18,19,21,22,1992.89793429094,3641.283510505
4,5,7,8,11,13,15,18,19,20,21,830.188085142748,4186.16355838324
1,5,6,7,10,11,12,14,16,17,21,56.8720357638735,6854.37791374316
1,4,5,8,11,12,13,15,19,20,21,1695.95863227346,3696.14831895454
5,6,7,9,12,13,15,16,17,19,22,1654.15536176314,3719.73039577726
1,5,6,8,9,10,12,18,19,20,22,28.9970203580135,6045.98484627245
2,7,9,10,11,12,13,16,19,21,22,1782.23237673505,3676.13111209868
1,3,4,5,12,16,17,18,20,21,22,289.194383658786,4527.47811394105
3,4,6,7,9,10,13,15,16,19,22,102.892591281524,6157.75035956769
1,4,5,8,9,10,14,17,19,20,21,468.325000622516,4224.08534474725
1,2,3,4,6,7,10,12,13,17,18,51.7868512047529,7109.39085677993
2,3,5,6,8,13,15,17,18,19,20,1745.1848542522,3703.00042258502
2,3,6,7,9,13,14,16,17,20,21,1014.38569992506,4030.61375805859
1,5,6,7,9,10,11,13,15,19,22,1266.83684081832,3741.87033644031
1,7,10,12,13,15,17,19,20,21,22,1348.30267056131,3785.9763541463
4,5,6,9,11,13,16,18,19,20,22,1627.15805448066,3701.38201384452
1,5,8,11,12,16,17,19,20,21,22,364.628212643302,4405.67496788961
3,4,6,10,11,12,13,15,16,19,22,774.876471166972,3983.90139811574
2,4,5,6,9,10,11,13,14,16,22,1192.91204518323,3870.04659462912
1,2,3,4,5,9,10,11,19,20,22,1144.06399275284,3908.19656276638
2,4,5,8,11,13,14,16,17,18,20,1980.45425090502,3647.43395357884
1,2,3,6,8,16,17,18,20,21,22,817.416581188821,4129.16181451492
1,2,4,5,11,12,14,15,19,20,22,1559.03800476778,3685.7132021824
2,4,7,9,11,12,13,18,19,20,21,942.332326821772,3932.91011435612
1,2,3,4,7,8,10,13,17,19,21,1632.11026777013,3730.53087156769
1,2,3,4,5,6,9,10,16,17,18,1240.093962549,3811.99584641472
1,2,4,5,6,8,11,13,14,17,21,2336.1020484187,2959.16707732675
3,5,7,8,9,12,14,17,18,19,22,2792.83062648882,2945.08561381962
1,2,3,7,9,11,14,15,18,19,22,2386.59488638332,2955.92067053334
1,5,6,7,8,9,10,11,16,20,21,2782.25483690101,2862.0094040179
5,6,9,10,12,13,14,15,19,20,22,246.339390279423,3750.17811128306
1,6,7,10,11,15,17,18,19,20,21,3041.46798432665,2925.00516418434
1,5,7,8,11,12,13,15,16,19,21,3076.06885892991,2470.32223751715
2,3,4,5,8,10,14,16,18,19,20,2177.47889685545,2692.38612035627
2,6,7,9,11,13,15,17,18,20,21,2342.25515033324,3163.32568771155
1,5,6,7,8,11,12,15,16,17,22,2098.11189009088,3202.38568574059
1,5,7,8,9,11,12,14,15,16,18,1920.91341627498,3188.90251877539
1,2,4,5,6,8,14,15,16,18,21,2561.98872896179,3087.0261602202
2,5,6,8,11,12,14,17,18,19,21,2315.69625272257,3153.37639990717
1,2,3,7,9,10,11,13,15,17,19,2577.88470419393,2614.30603619949
1,4,5,7,11,13,14,15,18,19,22,2005.35348411544,2870.16278871622
2,3,8,10,11,12,13,15,17,20,22,2294.59311519778,3181.58655093204
1,3,4,6,11,13,14,15,17,18,21,2254.46559782849,3131.17586827503
1,2,4,5,7,9,11,13,14,19,22,71.7071771066157,4496.36200813867
3,5,9,10,11,17,18,19,20,21,22,2807.90661012394,3104.51324352263
3,5,8,10,11,12,14,15,16,19,22,2915.40363276544,2631.25967958583
1,2,3,4,5,8,10,12,14,18,21,2288.32690118957,2878.11248966764
3,4,6,7,10,12,15,16,17,21,22,2260.94885579763,3120.11987300331
1,3,5,9,10,14,15,17,20,21,22,2505.63427150969,3099.57955964357
1,3,6,7,9,13,14,15,18,19,22,2273.98280116476,3175.3955924518
2,4,7,8,9,11,13,16,20,21,22,2473.08884886057,2625.91787558045
2,5,6,7,8,9,10,13,16,17,21,2245.66096732442,2875.19148453401
2,4,5,10,11,12,17,18,19,20,22,2570.96649633436,3021.88591479938
2,3,10,12,13,14,16,17,18,19,22,2956.99475699624,3048.43602597208
1,2,4,5,6,11,13,14,17,20,22,3109.42712601841,2598.11386240484
1,4,5,10,11,12,13,15,16,18,21,1806.15890186388,2895.75324108878
3,5,8,9,10,11,12,14,17,18,21,2939.75176832467,3064.66400841013
1,2,3,4,5,6,9,10,11,15,22,3086.33847517519,2613.63898846421
1,3,4,6,9,12,13,14,15,18,22,2509.53840716525,2857.96384950813
3,8,9,10,13,14,16,17,19,20,21,1245.2979871179,2698.83124058609
3,4,5,6,7,8,15,16,20,21,22,2272.35631286154,2816.30667001284
1,2,3,4,6,8,10,11,14,16,20,2439.20945952238,2604.93455684678
1,3,4,5,8,12,13,15,16,19,21,2209.95613976092,3222.52930280027
4,9,10,11,12,16,17,18,19,21,22,40.5889705668222,4466.85850655577
1,4,7,8,12,14,15,17,19,21,22,69.5816396544059,4611.2789093736
1,3,5,6,7,10,12,14,15,20,22,2373.11592705449,3142.94594547772
1,4,7,10,13,15,16,17,18,20,22,2023.59961111024,3255.36454624752
1,4,5,7,10,11,15,17,18,20,22,2393.53205873062,2644.42793645641
1,3,4,6,7,8,10,18,19,20,21,2087.45018485596,2897.05850476134
2,3,4,5,6,7,8,11,12,19,21,2100.94239045109,3258.5366222224
2,4,6,8,10,11,14,15,16,20,21,1695.77559900017,3328.47809308084
1,2,7,8,9,10,11,12,18,19,20,1685.8636618022,3330.36974210976
2,5,6,7,9,10,11,16,18,19,21,2792.36608060004,3136.64855441706
1,4,7,8,10,11,15,16,17,21,22,2894.03851421711,2661.5689874109
2,4,5,6,10,11,12,13,14,15,16,2137.99791965215,2913.51599269436
3,5,6,7,15,16,17,18,19,20,21,68.2839758324431,4571.36124849839
1,2,6,9,10,12,14,16,18,21,22,2280.07471480387,3167.36011944994
2,5,8,11,14,16,17,18,20,21,22,2024.28741675219,3271.80608421694
2,3,5,6,9,11,12,13,17,18,22,2438.98948448458,2656.14781549856
1,6,7,9,10,12,14,15,16,20,21,1980.76910789996,2919.37188296663
1,2,3,4,5,8,11,12,18,20,21,3079.88342444374,3052.60751423428
1,3,8,9,11,12,13,16,20,21,22,2940.21622593198,3079.18179805197
1,2,4,9,10,12,14,16,18,19,20,3086.96039169621,2630.74067275221
1,5,8,9,10,11,13,14,15,18,20,38.5655928436279,4734.00053560446
1,2,4,5,6,7,8,9,11,15,16,2922.97323726042,3095.03570019064
5,6,9,11,12,14,16,17,18,20,21,3063.87174085299,2645.82534708411
1,2,3,7,9,10,13,15,17,20,21,2455.59240719075,2888.79059936222
4,7,9,13,14,16,17,19,20,21,22,65.9140409323799,3657.21276775196
4,5,7,8,9,11,13,15,19,20,21,2223.37992889266,2848.28818664483
3,5,6,9,10,11,13,17,18,19,20,2296.26057026645,2635.14836133805
1,2,6,7,11,14,15,17,19,21,22,1545.51231754107,3478.49795302769
1,3,7,8,10,12,13,14,17,20,22,1321.8883436043,3518.33068651654
3,6,8,9,10,11,13,14,17,19,22,1892.32716921974,3360.89984066589
1,4,5,8,13,15,17,18,20,21,22,1554.412547408,3461.86001366678
2,4,8,12,13,14,15,18,19,20,21,1613.40904941469,2736.58113974177
1,2,4,5,7,9,10,18,19,20,22,1656.98262065639,3005.6262095394
1,6,7,8,10,15,17,18,19,21,22,1448.90905912488,3461.53807780886
2,3,4,5,11,13,15,16,17,18,19,312.951616055303,4035.4667024675
1,2,4,6,7,10,11,16,17,18,20,1369.48798052052,3502.32002595423
1,11,12,13,14,15,16,18,19,20,22,1231.98343911109,2777.5978479688
1,6,9,12,13,15,17,18,20,21,22,1749.90793547978,2991.96097138811
2,3,6,11,13,14,15,16,18,19,20,1332.00044165725,3519.50511897074
2,3,4,5,7,10,15,16,17,20,22,1504.13612402748,3516.27166808387
1,2,4,5,6,8,9,10,11,19,21,2024.13135171329,2726.07141036098
2,3,5,6,10,12,13,14,16,17,21,1427.60353962359,3065.63727906642
1,2,3,8,9,12,14,15,17,19,20,1817.83550765423,3400.48677031029
2,5,7,8,9,10,12,13,16,17,18,2063.78015708661,2736.96491322951
1,3,7,8,9,13,14,17,19,20,21,1758.76830148747,3021.2983085009
2,3,4,8,10,11,13,16,18,20,21,1430.29262855568,2653.68099670785
2,3,4,6,8,11,12,13,14,17,20,457.337783734739,3493.50324417522
1,4,5,6,7,9,10,11,13,14,19,1351.69285687152,2669.79323523198
2,4,7,8,13,14,15,16,20,21,22,1173.665416034,3577.83187889253
2,3,6,8,9,10,11,13,14,20,21,776.748613991661,3713.17062005369
3,4,5,11,12,13,15,16,18,20,22,1641.86206814693,3443.3844454112
1,2,3,4,9,10,11,12,16,20,21,2275.37678370265,2752.78221161409
1,2,3,7,8,10,14,15,16,19,20,34.7612428855525,4682.38157888486
2,5,7,9,10,11,12,13,14,16,20,139.130570368708,4725.41639498074
1,4,5,6,9,10,11,14,15,19,21,584.740655772912,4014.28322967811
4,6,7,8,10,13,14,15,16,18,19,2786.47364401704,2764.31667629971
2,3,4,6,8,10,11,13,15,17,22,1317.3009977628,3116.96578591184
3,5,6,7,12,14,15,17,18,19,22,68.4080633856964,4570.37327028645
4,6,7,8,10,12,15,16,19,21,22,450.54740567554,3215.39124203113
1,2,3,6,7,11,15,16,18,21,22,1834.52258279272,3025.62664103737
2,3,4,6,8,9,11,14,15,19,20,726.20216722241,2993.81795828366
1,4,5,8,9,10,11,13,15,18,20,1678.68545782162,2931.12357805927
1,6,8,9,12,14,16,17,18,20,22,1804.81043754785,2682.60687844119
2,4,5,6,11,14,15,17,18,21,22,1309.25172529344,3527.67380327386
2,3,6,7,8,10,11,16,17,18,21,1844.689124034,3404.2725901425
1,2,3,5,8,12,13,14,16,17,18,2639.54085774455,2758.41719319561
1,2,3,4,8,10,14,16,17,19,22,1538.46231413537,3047.00587484456
1,2,7,8,10,12,14,17,18,19,21,1817.92801445552,3403.76740467278
1,3,5,6,7,8,13,14,15,18,21,2232.26946238517,2757.94819266359
2,3,6,7,9,11,12,14,15,19,21,728.224167151245,3258.40501827747
1,3,6,8,9,10,14,18,19,21,22,1884.97800547622,2623.25550017905
1,2,3,7,8,10,11,16,17,21,22,1440.06446381012,2950.47045273931
1,7,8,9,11,12,13,15,17,18,22,1831.48132810764,2657.71657569932
1,2,3,4,10,15,16,17,18,19,21,57.0320789773259,4374.81754231228
2,4,5,9,11,12,13,14,20,21,22,527.787668917922,3228.60491846802
2,3,4,5,8,12,14,16,17,19,22,1322.55233455737,3104.66588747011
