V1,V2,V3,V4,V5,V6,V7,V8,bestlam,rmse,bestlam_numpred
1,2,3,5,6,9,12,15,0.0868390864035609,0.567304230193883,3
1,2,4,5,11,13,15,16,0.019349628213089,0.644337915011585,7
1,4,5,10,11,12,14,16,0.352680905355292,0.434063636380681,1
2,4,5,6,10,13,15,16,0.114136728130846,0.612633195530473,2
4,5,6,7,9,10,11,15,0.0672196148308818,0.60467318180976,6
1,2,4,6,7,13,15,16,0.238459405903179,0.522159985252126,0
1,3,4,10,11,13,14,15,0.324330875367641,0.467456141814197,1
1,2,3,4,10,13,15,16,0.281599788999591,0.530134107141609,0
1,2,4,7,10,11,12,16,0.0518076217593705,0.884405380407411,3
2,3,6,9,11,13,15,16,0.19470306696019,0.670354966406372,2
2,4,5,8,11,12,13,15,0.349595909581285,0.345670896862572,1
2,6,8,9,11,12,13,14,0.336713515709092,0.437560191203017,0
2,4,5,7,8,10,12,14,0.10567415887838,0.771871578046219,2
1,3,5,7,9,11,13,16,0.315497184112409,0.444324767971136,0
1,3,4,5,9,14,15,16,0.0887997138415314,0.572883671771418,3
6,7,8,10,11,14,15,16,0.268625104397571,0.453556527477291,0
3,4,6,12,13,14,15,16,0.320615575657742,0.408805848341804,1
1,5,6,9,11,12,14,15,0.10760936256857,0.623233865573582,3
3,4,5,6,11,12,15,16,0.359873421663941,0.366157640133346,1
1,3,5,8,10,14,15,16,0.314099081919481,0.432825194718395,1
1,3,5,7,9,10,11,14,0.224534627983302,0.513615388959613,0
1,5,6,7,8,10,12,14,0.0246068027350703,0.795132800006427,4
1,2,6,7,12,13,14,16,0.241174464382605,0.57000435055451,0
3,4,7,10,12,13,14,16,0.195757298288247,0.512036952604477,1
2,4,7,10,11,12,13,14,0.0706607857327951,0.849330279346541,2
2,4,6,9,10,13,14,16,0.272839856016953,0.500656820460572,1
3,4,5,6,8,13,14,15,0.360215828672462,0.391525328997142,1
1,2,3,4,6,9,14,16,0.256586552777472,0.570735159192406,0
3,4,5,8,9,12,13,15,0.146990571339285,0.807431869930845,4
5,6,8,9,11,14,15,16,0.422778002044782,0.30553653362619,0
2,3,5,6,7,8,10,15,0.00492954692363693,0.663978262664592,7
1,2,3,4,5,8,12,14,0.306342988254635,0.514162307003884,0
2,3,7,8,9,11,14,16,0.111977646486024,0.764175882737642,1
1,3,4,7,12,13,14,15,0.155859431312349,0.685299646388107,0
1,2,3,5,6,7,11,15,0.163401845408445,0.553535939615818,1
1,5,6,7,8,10,12,13,0.273237242675966,0.425676205923312,0
2,4,5,6,9,11,13,16,0.307663842142399,0.50459471341909,0
4,5,8,10,11,12,13,16,0.336206318646857,0.205591706905018,1
1,3,4,6,7,13,14,16,0.182910648480816,0.557727363492225,1
2,3,5,6,12,13,15,16,0.28601379015457,0.588065812173547,1
1,2,3,5,7,9,11,12,0.0404974614761177,1.04859823038952,3
1,2,3,5,7,8,9,11,0.106801031036379,0.792195276680486,1
1,3,8,10,11,12,15,16,0.337366628565238,0.381130854867558,1
3,4,11,12,13,14,15,16,0.00655754263632879,1.22997149524961,7
1,2,4,7,8,9,14,15,0.186432791180881,0.638640457759304,0
1,3,5,9,11,12,13,15,0.281829636678546,0.395468710067834,2
3,7,8,12,13,14,15,16,0.20678646365735,0.514466020608868,0
1,3,4,8,9,10,13,15,0.183003021583812,0.516254445820235,4
2,3,5,8,9,10,11,16,0.0181905416097639,0.846823079982114,6
1,2,4,5,7,8,12,15,0.249699608016046,0.580164188720484,0
2,3,5,6,7,11,14,16,0.196966693579966,0.588020667923101,1
1,3,5,7,10,11,14,16,0.155903139442847,0.522787865905792,1
1,4,5,7,8,9,12,16,0.273277722140618,0.498133406799906,1
1,4,6,8,10,13,15,16,0.0217867850098116,0.915044495231574,6
2,5,7,10,11,13,14,15,0.0863369321957391,0.699227735381724,4
1,3,4,6,7,8,9,14,0.0579470665086203,0.754753464306863,1
3,4,7,9,10,11,13,15,0.0912470525278485,0.803661633055917,5
1,5,6,9,11,12,14,16,0.103556437143997,0.590277054994723,3
3,4,9,10,11,12,15,16,0.301593436112036,0.445733309535524,2
2,5,6,7,8,10,11,16,0.26171211904563,0.494731668764191,1
4,5,7,8,9,11,13,16,0.00519202120435173,4.61512810860486,7
1,4,6,8,9,12,14,16,0.0487817884521912,0.75574604417108,2
1,4,5,6,7,9,11,12,0.300627019484316,0.486535743911359,1
2,7,8,10,11,14,15,16,0.200730071350149,0.604047712665019,2
3,5,8,12,13,14,15,16,0.340806950203765,0.377214881975696,0
2,4,6,8,10,11,12,16,0.291838588485247,0.44221423892168,1
3,5,6,7,8,10,11,13,0.297184320195063,0.439977702932637,1
1,2,3,5,11,12,13,15,0.0598256034128666,0.635124511961448,6
1,2,5,8,11,14,15,16,0.283844861303037,0.45260504327444,0
1,5,7,8,11,12,15,16,0.214538158792794,0.522533414995757,1
2,7,8,9,10,11,13,16,0.292643013780241,0.484318643156281,1
2,8,9,10,12,14,15,16,0.254173169157678,0.437405088715179,0
1,2,3,4,7,10,11,15,0.241334717208404,0.559355240299254,0
3,5,6,8,9,10,13,16,0.124705097390843,0.643375053532082,3
2,3,6,7,11,13,15,16,0.00447051576604845,0.847529507263144,6
1,5,6,9,10,11,13,15,0.426641741160794,0.305417606235424,0
5,6,8,10,13,14,15,16,0.153009562994016,0.492288071609462,3
2,3,4,5,6,9,12,14,0.22164317044148,0.540677694174327,1
2,4,5,7,8,11,12,13,0.264420132579216,0.446072950876977,1
3,6,7,9,10,11,13,15,0.00670829801375599,1.24239515626517,7
2,4,6,7,8,9,15,16,0.293008000486696,0.475669876194625,1
1,4,5,6,7,10,12,16,0.246005858771612,0.474584147082164,0
2,3,10,11,12,13,15,16,0.252882743925056,0.565090002761293,1
1,2,5,6,10,12,13,16,0.313821678343546,0.468858076776142,0
2,3,4,6,9,10,14,16,0.0243581147570269,0.74630158269905,5
2,4,6,8,10,11,14,15,0.300056181182068,0.435371716977237,1
4,7,10,11,12,14,15,16,0.235183079029979,0.562444944526091,0
2,3,5,6,7,13,15,16,0.0107987069379059,0.687679443194976,6
1,2,4,5,6,9,15,16,0.3231164192736,0.449861501388206,0
2,7,9,10,11,13,15,16,0.281943406125955,0.48505824290701,1
1,5,8,10,11,13,14,15,0.418714965150259,0.407947223247608,0
1,5,9,10,11,12,14,15,0.00726524080758308,0.968228512837779,7
2,4,8,9,10,13,14,16,0.315831287779394,0.4530285218788,0
1,2,7,8,9,12,14,16,0.208527957009443,0.576619479046619,0
3,4,5,8,9,13,15,16,0.209899656944391,0.528158530237428,3
1,2,3,4,6,8,12,13,0.275727022046201,0.507110327436867,0
5,7,9,11,12,13,15,16,0.33503277343275,0.373244860258341,1
2,3,4,7,11,13,15,16,0.215125592680068,0.534041726298639,0
2,3,4,5,7,8,9,12,0.00516921843010921,0.822518438472198,6
1,4,6,10,11,12,13,14,0.0280618599454605,0.882794842723164,6
2,3,4,5,7,9,10,11,0.0509371076699097,0.981857507606099,3
1,3,7,8,11,13,14,16,0.18811436965121,0.537609807977714,0
1,2,5,6,8,12,14,16,0.0654974840983383,0.652603629336577,4
1,3,8,9,10,11,12,14,0.18248277017919,0.450547293945014,2
2,8,9,10,11,13,14,16,0.241116562266447,0.467490335553268,0
2,4,6,8,9,10,11,16,0.273990149557882,0.511460674476429,0
1,3,4,7,11,13,15,16,0.226150180678226,0.511019982382497,1
2,3,4,5,7,8,14,15,0.169961375953458,0.572638875151944,1
2,4,6,7,10,11,15,16,0.287202396585546,0.480596971431915,0
1,2,3,5,6,12,15,16,0.248592658129183,0.535907072238889,1
2,3,5,10,11,12,13,16,0.23197608218943,0.614208378252695,0
1,2,3,4,6,8,11,14,0.00643280160966956,0.855640106023484,6
4,5,7,9,12,13,15,16,0.3062660651724,0.406647528542599,1
2,4,6,7,8,11,13,14,0.228388012235734,0.506278425014097,0
1,4,5,6,8,9,13,14,0.088497649763885,0.694432942440746,1
3,4,7,9,12,14,15,16,0.190467604383263,0.54163784206425,0
3,6,7,8,9,10,11,13,0.158458829706761,0.729428283179095,3
5,6,8,9,11,12,13,15,0.459647706341088,0.226552411137719,1
3,4,7,11,12,13,15,16,0.229841957668077,0.449423013286278,1
1,6,8,9,10,11,14,15,0.0230508269860861,0.711640928934234,4
2,3,5,6,7,13,14,16,0.19227757371032,0.585477749719821,0
1,3,4,7,9,13,14,15,0.205007293753709,0.613935373348307,0
2,3,4,5,6,9,13,14,0.0314991665633529,0.717954711853491,4
2,3,4,5,6,10,13,15,0.0101906856589996,0.610799523119861,6
2,3,6,8,9,10,13,15,0.0625767598369636,0.560896658394407,4
1,2,3,4,6,11,13,15,0.0225120804621518,0.543761429133628,5
1,2,4,5,6,7,9,13,0.201001074137823,0.501798902006313,1
5,7,8,10,11,12,14,15,0.233864630219154,0.538425196886247,0
1,2,7,9,10,11,14,15,0.201581055165275,0.575501547347759,0
2,3,4,6,7,9,10,16,0.00467282760229637,0.790219318800079,5
4,5,9,10,11,12,14,15,0.390415354323815,0.365355535029005,1
2,3,6,8,9,10,12,13,0.24460846132931,0.653517947335501,0
1,3,5,8,10,11,13,14,0.315373388304247,0.408756451540482,1
2,3,5,6,7,12,13,16,0.129999424439583,0.627421383526334,2
1,5,7,8,11,13,14,15,0.234317285957266,0.635857081346549,0
1,4,5,6,9,13,15,16,0.228614810756623,0.514321677246005,1
5,6,7,8,12,13,15,16,0.256453912182006,0.377771453457492,0
1,4,5,6,7,8,11,12,0.271601386532858,0.518789868564787,0
1,2,3,4,5,6,10,13,0.109735175462939,0.610385115382479,4
2,4,6,8,9,10,14,16,0.307247217986251,0.485789622698637,0
2,3,4,5,6,7,9,14,0.140301846440958,0.57865681687823,1
3,5,6,7,9,11,12,14,0.191064904659631,0.660054742026909,1
3,5,6,7,12,14,15,16,0.145801379462484,0.500632250013207,0
1,3,7,8,12,14,15,16,0.16319967928486,0.624173646446366,0
1,3,6,8,9,10,11,13,0.251147861073671,0.459643668652619,4
4,5,6,8,13,14,15,16,0.103244050041947,0.596010248447037,3
1,2,8,9,10,13,14,16,0.256881812108222,0.466858817845637,1
3,4,7,9,10,11,13,14,0.273140069343713,0.462557498979757,0
1,3,6,7,8,10,14,16,0.195921577321551,0.551207996806672,1
3,4,5,6,7,11,14,15,0.233778385318665,0.517135689790551,1
1,3,4,9,11,13,14,15,0.0405766837094397,0.728015187137872,5
2,5,6,8,9,10,12,15,0.344728255741139,0.456186241714896,0
2,3,5,6,7,8,9,10,0.207450678269169,0.631296481933295,0
2,3,5,6,7,9,10,16,0.00521801112144399,0.791710618229826,5
5,7,10,11,12,13,15,16,0.159159746953005,0.608140151888925,2
2,4,5,7,9,12,13,14,0.262655855682601,0.524440692757699,1
1,4,5,8,9,10,12,13,0.427432818235474,0.310619805649098,0
2,5,6,7,8,9,10,15,0.270331115007221,0.483590835215648,1
1,3,4,5,6,12,13,15,0.349986195471261,0.396415995187359,0
1,2,5,6,9,10,11,15,0.286694508585718,0.46767441203081,1
3,5,6,7,10,11,12,15,0.247791565905242,0.431966033752196,0
1,5,7,8,9,11,12,14,0.220919497498918,0.59634333487691,0
4,6,7,8,9,13,14,16,0.287651355219949,0.453241619853772,0
1,2,4,5,10,12,15,16,0.258750922794093,0.422420342590858,0
2,4,5,7,8,11,14,15,0.205574255826747,0.552384108564999,0
1,4,8,9,10,12,15,16,0.167588873464229,0.602080174802266,2
1,5,7,8,10,11,12,16,0.259184204953969,0.446845502991661,0
2,4,6,7,9,11,14,16,0.175190199732006,0.517206052316354,0
1,2,3,7,8,13,14,15,0.150798612827555,0.603436856988127,0
1,4,5,6,7,8,9,11,0.321645483420903,0.459421954973269,1
1,2,6,9,11,12,14,15,0.323506703011178,0.482859594685739,1
2,5,7,8,9,12,13,14,0.274426078949923,0.515116475378946,1
2,4,9,10,11,12,14,15,0.279417702241403,0.431331917948968,0
1,3,4,7,8,10,12,15,0.222872471034229,0.558433167055953,0
1,2,3,7,8,10,15,16,0.228571286287244,0.557435267477019,0
1,7,8,9,12,13,15,16,0.205991680369077,0.498189025424991,1
5,7,8,10,12,14,15,16,0.260052205362719,0.510819266388668,1
1,2,3,5,6,7,8,16,0.182368080582897,0.573049063134746,0
3,4,5,9,10,12,14,15,0.35536376887603,0.409367198466897,1
1,2,5,12,13,14,15,16,0.274154957400856,0.465522393121199,0
1,4,7,8,9,13,14,16,0.247704679632806,0.582619261812647,0
1,2,5,8,9,11,14,16,0.273288520149133,0.447015695438943,1
1,5,6,9,10,13,14,16,0.0748447352853389,0.598649483042996,4
1,2,7,9,10,11,12,13,0.303701408574649,0.490247380946201,1
1,2,3,6,9,10,14,16,0.23083095971714,0.623562828666841,1
1,3,4,5,7,9,10,11,0.106546982628775,0.811547225196458,2
4,5,6,11,12,13,15,16,0.295562917719123,0.367358024439069,1
1,2,5,6,11,14,15,16,0.0733994782589244,0.59881349872713,4
1,2,3,5,6,12,14,16,0.244083011262596,0.5421739315246,1
4,5,6,8,11,14,15,16,0.185378843284469,0.474225051354021,3
2,4,6,7,9,10,14,15,0.232344774910298,0.535597375380412,1
2,3,5,8,9,10,13,15,0.0143712025334514,0.617989905319656,5
1,6,7,11,12,13,14,15,0.0506574262834868,0.98568950188386,2
1,2,5,6,7,9,11,14,0.242710073881055,0.538075171473299,1
1,2,3,5,7,9,12,14,0.141769787378632,0.592703947463741,0
8,9,11,12,13,14,15,16,0.0195571633650132,1.28855699576229,5
3,4,5,8,9,10,13,15,0.159508439133714,0.514719426805757,3
1,3,6,7,9,10,14,16,0.264269707388713,0.528076440622711,0
1,3,4,8,9,13,14,16,0.0152159970454544,1.07568527271487,5
2,3,4,5,8,13,14,16,0.246984853989518,0.514864088050881,1
1,4,5,9,10,11,15,16,0.189963279594491,0.594480350294653,2
1,4,5,11,12,13,14,15,0.0436807796673836,1.01256355726618,3
2,3,5,7,8,12,13,16,0.0683471218520571,0.863701445487364,3
1,2,3,9,11,12,13,14,0.157201195917999,0.533358940661967,1
1,2,7,8,9,13,14,16,0.224063910969949,0.544498150634346,0
3,6,8,9,10,11,12,13,0.327915171442217,0.46048736280606,1
4,5,8,9,11,12,13,15,0.136127315361715,0.570155996573766,4
1,2,5,7,10,12,13,14,0.179504053156892,0.679366779728631,1
1,2,6,8,9,10,13,15,0.327713522484146,0.458245575124259,1
4,5,8,9,10,12,13,15,0.421428394497878,0.23845620789648,0
1,2,3,4,8,11,14,15,0.293166793772465,0.520167448614007,0
2,4,5,7,8,10,14,15,0.154677738313924,0.64259301170875,2
2,4,6,7,9,10,11,13,0.253111964007473,0.493467547129684,1
2,3,4,5,8,9,15,16,0.106925434656098,0.605285124500002,5
2,3,6,7,10,11,13,14,0.204073812733623,0.589847406822387,0
2,6,9,11,12,14,15,16,0.274883090933406,0.45023945525423,0
2,5,6,8,9,12,13,16,0.0632148977075217,0.765848639763449,3
3,4,7,9,10,11,15,16,0.327083009914375,0.429893328750157,0
2,3,7,8,10,12,13,14,0.0541634038838056,0.810866132937247,4
2,4,5,6,10,11,13,14,0.368072849234388,0.443242890184014,0
1,2,3,9,11,13,14,16,0.010431048327228,0.85878096394131,7
1,4,6,7,8,9,11,13,0.344089678310885,0.456885768358327,0
2,3,6,7,8,12,14,16,0.112763012744965,0.673390654531896,1
2,6,7,9,11,12,13,14,0.276711469144112,0.509513584969701,0
1,4,5,6,10,11,13,16,0.438318967039786,0.303825328574453,0
1,3,5,7,10,11,13,16,0.192436465350311,0.457679873960029,0
5,6,7,8,12,14,15,16,0.228583843331544,0.502716291661894,1
1,4,5,6,10,11,12,13,0.439230534681547,0.306859038927514,1
2,3,6,7,10,13,15,16,0.222485684322588,0.605833949830863,1
1,2,4,6,7,9,11,14,0.103775959485979,0.744510830834498,2
1,2,3,4,9,10,11,13,0.218171986057625,0.564914868199365,2
2,4,9,10,11,13,14,16,0.319292769165171,0.460219446460896,0
4,5,7,9,10,12,14,16,0.264500579750983,0.490448892414466,0
3,6,8,9,10,12,13,15,0.181938628732101,0.663083680297787,2
2,3,9,10,11,13,14,16,0.193407502782426,0.641869171133984,2
3,4,5,6,7,9,12,14,0.192028329518043,0.49777323668684,1
1,2,3,5,6,10,11,13,0.0404911227223756,0.704986936820122,5
2,4,6,8,9,12,14,15,0.303121689450377,0.437184656409142,0
2,3,7,9,12,14,15,16,0.169944613425634,0.564705993016667,1
1,2,4,6,11,12,14,16,0.295494032279519,0.485496058243318,1
3,6,7,8,10,13,14,16,0.176936958689375,0.474604767050861,1
1,2,3,4,6,8,13,15,0.280558038483693,0.507401111669938,0
3,5,7,9,13,14,15,16,0.224844836748488,0.480078319690855,0
3,5,10,12,13,14,15,16,0.318072481260625,0.391730803843619,1
1,6,8,9,10,12,15,16,0.00537469575707447,0.70224796731847,7
1,4,8,9,10,13,15,16,0.175558503863452,0.624498192044602,2
2,4,5,7,8,9,13,14,0.226741475614585,0.503585921658145,0
1,2,7,8,10,12,13,16,0.315633645392954,0.490595440043922,0
1,2,5,8,9,10,13,15,0.304718629695815,0.426722648917375,1
1,3,7,9,11,14,15,16,0.163794895593115,0.558960109743298,1
1,5,6,8,9,10,11,12,0.0914443637543114,0.699249984009793,5
2,4,5,7,9,11,13,14,0.19727697326859,0.505970467185521,1
2,5,6,8,10,12,13,16,0.37196067309027,0.494590360580757,1
1,3,4,8,9,10,13,14,0.362812022800926,0.439112461029033,0
3,5,7,8,10,11,12,14,0.203635230830835,0.487123208573193,0
1,3,5,6,7,9,14,15,0.231729004398536,0.554240711341425,1
1,2,8,9,10,11,14,16,0.259114316934418,0.464137592416037,0
1,2,3,4,9,11,15,16,0.147954073077778,0.568255381727576,4
1,5,7,10,11,13,14,16,0.256079489727352,0.515711949576755,0
1,2,3,5,7,10,11,12,0.250557000914424,0.54688384700265,0
1,2,4,6,7,10,11,15,0.236892357048791,0.537070981365356,1
2,4,6,8,12,13,14,16,0.296312672750837,0.424696300935835,1
3,7,8,10,11,13,14,15,0.303806833808666,0.486354954898294,0
1,2,3,7,8,13,15,16,0.180751721739204,0.545397563751607,0
1,4,6,7,10,11,14,16,0.14532330189385,0.582815470040942,1
1,4,6,7,9,11,12,13,0.327111238134468,0.480826961775645,0
2,5,7,10,11,13,15,16,0.298837451930706,0.459511894861246,1
1,3,4,8,10,12,13,14,0.341115507664494,0.461373287458826,1
3,4,5,6,8,11,12,15,0.374823527839544,0.34991171137889,0
1,4,5,6,8,10,13,16,0.0674159059371501,0.68219492166813,4
1,7,8,10,11,13,14,15,0.264533673792174,0.611332527959648,0
1,3,7,9,10,11,15,16,0.287852342561026,0.460151194851075,0
1,3,7,9,10,13,14,15,0.0627427471067859,0.781276915785919,3
1,2,5,7,11,12,13,16,0.21091522237417,0.48272973827466,1
2,4,5,6,7,12,15,16,0.243203489499164,0.474466647348914,1
2,3,4,7,8,10,13,16,0.00561354211374198,0.927207144376893,6
1,2,4,5,9,10,11,16,0.341375404942591,0.454886825638223,1
3,6,7,10,11,14,15,16,0.169668205189781,0.483281754102261,0
1,2,3,5,8,10,11,12,0.00414319317945976,0.61156748740241,8
1,5,6,7,11,13,14,15,0.174236773141706,0.604918236170865,1
4,5,6,8,11,12,13,14,0.389891087136722,0.32914440593117,1
3,4,5,7,9,11,13,14,0.107803950497675,0.94502986894344,2
2,3,5,7,10,13,14,15,0.00373281212129024,0.819102436131374,7
2,6,7,9,10,13,14,15,0.216679729951777,0.553752569169969,1
2,4,5,9,11,12,13,14,0.302050131094067,0.411132580571766,0
3,5,7,9,12,14,15,16,0.222542400568935,0.500314709834275,0
1,4,7,8,10,11,13,14,0.229379580140496,0.616584783236427,0
1,4,5,6,10,11,12,14,0.119727867933273,0.593922578679643,3
2,3,4,6,8,10,14,15,0.257872376247169,0.529675021133256,0
1,5,6,7,12,13,15,16,0.190955582950532,0.480653482314921,1
2,5,6,8,9,14,15,16,0.0101093088010078,0.660219426272964,6
1,8,9,11,12,13,15,16,0.411384553909366,0.305390535353799,0
3,5,6,10,12,13,15,16,0.386771853978082,0.433462270935698,0
5,6,7,8,9,10,11,15,0.319559548773317,0.359329651541759,1
1,2,3,4,7,9,12,15,0.181469056222849,0.56481700251019,1
2,5,8,10,13,14,15,16,0.282154359465278,0.422500623437558,1
4,7,8,10,11,12,13,15,0.32011836216979,0.455954352096092,0
2,3,4,5,10,14,15,16,0.245264320358828,0.528447639818965,0
2,4,8,10,11,12,13,16,0.290854253620971,0.403448608416266,0
1,2,3,8,10,11,14,16,0.253451331858356,0.542611005053049,0
1,3,4,5,8,10,12,16,0.335170893213535,0.384190294373241,0
1,2,4,6,9,10,13,15,0.00489302625706228,0.783871150894514,7
1,3,5,7,8,10,13,16,0.202904515902442,0.458168274049748,1
2,3,4,6,8,13,14,16,0.00445530277316404,0.699484805326941,7
1,4,5,7,11,13,15,16,0.0351069735810037,2.02271299918088,6
1,2,5,7,8,9,11,12,0.212754652059125,0.489135692341864,0
2,3,4,6,7,11,13,14,0.199654283374392,0.560436028434324,1
4,7,8,10,11,12,14,16,0.248544786659409,0.528222487227464,0
2,3,5,9,11,12,14,16,0.229297647562182,0.557185934918291,1
3,4,5,6,7,8,11,16,0.182492173715511,0.429220587416741,1
1,3,4,5,10,13,14,16,0.303889660350291,0.433604077786029,0
1,6,7,8,10,14,15,16,0.145365120926722,0.607396481496978,1
3,4,5,6,10,11,12,14,0.329581398265876,0.40096177740095,0
1,2,3,6,7,8,10,16,0.177232979980147,0.595350478494893,0
3,6,8,9,11,12,14,16,0.277700062327851,0.430348634261068,2
2,3,6,7,11,13,14,16,0.195672664379132,0.589661589080693,2
1,2,5,9,10,11,13,14,0.270905836144477,0.459763905463565,1
1,3,6,9,11,12,13,14,0.128444290120075,0.540730848515295,2
1,3,9,10,12,13,14,16,0.112919304479954,0.458189917131164,3
1,4,6,9,10,13,15,16,0.214251236986801,0.469218997707452,2
1,3,8,9,10,12,14,15,0.353441657347848,0.454452275548101,1
1,3,7,11,12,13,14,15,0.0464193255684151,0.97030785107556,3
1,3,5,6,10,11,13,16,0.313272976804666,0.457914385886886,1
1,2,3,5,6,8,13,16,0.271838934371153,0.593931741128771,0
3,5,8,9,11,12,15,16,0.349306421688168,0.384444336538137,1
1,3,6,7,9,13,14,16,0.238951475420622,0.52093461179629,1
1,2,3,4,7,8,12,15,0.197312298714837,0.585222143471189,1
3,4,7,8,10,12,13,14,0.171774690403248,0.52580032049663,0
1,2,3,6,8,10,15,16,0.215495263090159,0.579235452613522,1
1,2,6,9,13,14,15,16,0.0574690474511304,0.572374493139235,4
1,4,5,6,8,10,11,13,0.452085587968529,0.292699495110305,1
1,2,3,10,12,13,15,16,0.262976578940534,0.530580422341461,0
2,3,7,9,11,12,13,14,0.0722433754841575,0.967505048685174,2
2,4,7,9,10,11,13,15,0.302402724291596,0.46555985076433,1
1,3,6,7,8,10,12,15,0.21032541246022,0.500943413778316,0
2,4,5,7,8,13,15,16,0.266513846046524,0.459873633691203,1
4,5,7,8,10,12,13,16,0.309102045407208,0.384784969603988,0
4,5,6,7,8,13,14,15,0.265829381220756,0.537000238949915,0
4,5,6,7,9,10,13,14,0.293540815046165,0.443219639683212,0
2,3,4,7,9,10,12,16,0.00674710351296541,0.814352960960637,5
3,6,10,11,12,14,15,16,0.297253402355985,0.414639256667527,1
5,6,7,9,11,13,15,16,0.281801138031708,0.354434847225542,1
1,4,5,6,10,11,15,16,0.0303080694306441,0.730611208046969,5
2,4,6,9,10,11,14,16,0.261496877767828,0.495787929511947,1
1,2,6,9,11,13,14,16,0.304167442673405,0.489651396112668,1
1,2,5,6,9,11,13,15,0.267966333210147,0.441779564432588,0
1,3,7,9,10,11,14,16,0.209029968484083,0.510005466501044,1
1,2,3,5,6,8,9,12,0.280946818920343,0.560782505100285,0
3,5,8,10,11,14,15,16,0.304284080888108,0.388057551593657,0
1,2,5,8,9,10,12,15,0.273662160248581,0.415447936934561,0
1,6,8,9,12,14,15,16,0.0904339289564882,0.693013102072161,1
5,6,7,8,10,11,15,16,0.292590188041464,0.35221110796563,1
1,2,4,5,8,10,14,16,0.263890451369741,0.457128603415247,0
1,2,5,7,10,11,14,16,0.217015655991306,0.540417496825739,0
1,5,6,7,10,12,14,16,0.169882813283223,0.562932806077908,1
1,2,3,4,8,10,13,15,0.00456677913403973,0.517172520613232,7
2,3,4,7,8,9,12,13,0.00416557143773011,0.820528144329867,7
1,4,5,6,7,10,13,16,0.303260515586245,0.437640444628527,1
1,3,5,6,8,12,14,15,0.00656672232964612,0.83811612262777,5
1,2,3,4,5,6,11,15,0.270933297143154,0.51116068217918,1
1,7,9,11,12,13,14,15,0.288089915511575,0.645460395958145,1
1,3,4,8,11,12,14,15,0.348521584660855,0.52666461246902,0
4,8,9,11,12,13,14,15,0.00678924234294885,1.21542104121838,5
1,5,9,11,12,13,14,15,0.02228025845372,1.03169055157653,3
3,4,5,8,9,14,15,16,0.353633474286035,0.398987467956637,0
1,2,6,9,10,12,14,15,0.300983359848422,0.491780609860437,1
2,4,10,11,12,13,14,15,0.010421193859159,1.21928161799634,6
3,4,6,10,11,12,15,16,0.382454918954361,0.391531096367393,1
2,3,7,8,10,11,15,16,0.00371754174032658,0.969120850234848,6
1,2,3,4,7,10,14,15,0.00265452871113276,0.659438309186772,7
1,3,5,6,10,12,14,15,0.0665261252961612,0.659582562674394,4
1,2,4,5,6,7,9,16,0.188345390561456,0.507640340019793,0
2,4,6,8,9,11,14,16,0.320680429228101,0.457146667348174,0
1,4,5,6,9,10,12,14,0.115555803279864,0.590974025333869,3
2,4,8,12,13,14,15,16,0.275960207942633,0.42613670462408,0
1,3,4,7,8,11,12,13,0.1619432552738,0.518903060292476,0
1,4,8,9,10,11,13,14,0.00474141789100305,0.904322691938979,7
2,3,6,9,10,11,15,16,0.0165979131399846,0.734574600366251,6
1,5,6,7,9,12,13,16,0.217995869364061,0.424378731720185,1
4,5,6,7,10,11,14,16,0.271890618174891,0.446937425760284,1
4,5,6,7,10,12,13,15,0.156800263147947,0.550800782041895,2
1,4,6,10,11,12,15,16,0.00670957836894323,0.732037089908625,8
3,4,5,6,12,13,14,16,0.305951928367579,0.40030796119571,1
3,4,6,7,9,10,14,15,0.26281606798297,0.510612446119637,0
1,2,3,4,5,7,11,13,0.0038392720759498,0.56470400390604,7
1,3,7,10,11,12,14,15,0.147979076733844,0.608076069619126,0
4,5,7,9,11,13,14,15,0.319577658250521,0.530390906050719,0
1,4,6,7,8,9,10,13,0.294395234796932,0.446918729806295,0
2,4,5,7,8,9,10,14,0.208010187007754,0.562824750429185,3
1,2,3,4,8,10,11,12,0.272337728712921,0.494619411957008,1
1,2,5,7,9,10,11,16,0.25376411588756,0.499032201062178,0
1,2,3,5,6,7,9,11,0.104633011008416,0.748126560227001,1
1,3,6,9,11,12,13,15,0.20572569571004,0.576153763953286,3
1,3,5,6,10,12,13,16,0.323712513188317,0.434972787037231,1
5,8,9,10,11,12,14,15,0.316640255614315,0.317849961802588,0
3,4,6,8,9,12,13,14,0.337540231716915,0.4028911148952,1
1,3,4,7,8,9,11,15,0.289526681673681,0.520850925366535,0
1,2,3,6,8,10,11,16,0.212489934117079,0.614631265049982,1
1,2,4,5,6,7,12,15,0.226838998777895,0.552864514435119,1
1,4,6,7,9,10,11,14,0.156614999485582,0.577981562843028,1
2,3,5,8,9,10,11,13,0.258039399168711,0.662093658235986,1
3,7,8,9,10,12,13,14,0.225815574033867,0.471837400024465,0
1,3,5,6,9,10,11,12,0.300709115511248,0.455636258766449,1
1,4,5,9,12,13,14,16,0.00943719713493766,0.953605851505634,6
3,5,7,8,9,12,13,15,0.304270683140691,0.424886066523457,1
1,2,5,7,11,13,14,16,0.165606649519827,0.543589108058353,1
3,4,7,8,10,12,14,15,0.191646062998629,0.572473434983154,0
1,2,3,4,5,8,10,12,0.289750905243704,0.496836988378766,1
