V1,V2,V3,V4,V5,V6,V7,bestlam,rmse,bestlam_numpred
1,2,3,4,10,11,13,12999.0748257195,39132.1360016633,0
1,2,3,4,10,11,14,13379.3845233864,39032.4659502806,0
1,2,3,4,10,11,15,11530.6017976928,38789.2087592911,0
1,2,3,4,10,12,13,13785.1242592432,39586.8392343114,1
1,2,3,4,10,12,14,14399.8052540212,39732.6217429171,1
1,2,3,4,10,12,15,12674.5827679357,39161.2897920752,1
1,2,3,4,10,13,14,9900.29407036766,39284.4209583075,0
1,2,3,4,10,13,15,8722.53132896359,38839.1397556154,0
1,2,3,4,10,14,15,9262.33359443751,38849.8185026966,1
1,2,3,4,11,12,13,12507.216293344,39921.4316619049,1
1,2,3,4,11,12,14,9670.77052239833,44146.7457081051,2
1,2,3,4,11,12,15,10994.7537154671,39836.8157990557,1
1,2,3,4,11,13,14,13049.7335754823,39303.9772073112,0
1,2,3,4,11,13,15,11481.2920486738,38956.8429749068,1
1,2,3,4,11,14,15,12087.2784331062,38757.0202327814,0
1,2,3,4,12,13,14,11258.2869168265,42910.7867832643,1
1,2,3,4,12,13,15,12820.4230665154,39712.2400313414,1
1,2,3,4,12,14,15,11713.955587808,41491.1228602459,1
1,2,3,4,13,14,15,8456.97943578024,39073.4774406181,0
1,2,3,5,6,7,8,13584.6123459937,36300.9399006504,2
1,2,3,5,6,7,9,6181.7319496547,34416.9473533009,3
1,2,3,5,6,7,10,14639.5236197636,36136.6571836869,0
1,2,3,5,6,7,11,12749.492862362,36198.171843798,0
1,2,3,5,6,7,12,14167.5628822622,36397.7465860854,0
1,2,3,5,6,7,13,13906.8735528963,36311.8361565062,0
1,2,3,5,6,7,14,10216.62264991,35252.8713874289,3
1,2,3,5,6,7,15,14017.5943063444,36538.6349454376,0
1,2,3,5,6,8,9,4112.45564446262,36662.5607766863,3
1,2,3,5,6,8,10,12307.461043034,33235.1060451739,2
1,2,3,5,6,8,11,5895.60208224949,36212.0789768899,4
1,2,3,5,6,8,12,2272.4766316575,45485.7765602083,6
1,2,3,5,6,8,13,20373.7798906808,32337.4861015261,0
1,2,3,5,6,8,14,3905.15380375294,36618.0355827984,3
1,2,3,5,6,8,15,2682.87736827765,38237.1297101856,5
1,2,3,5,6,9,10,5935.87352100009,35654.1478951839,3
1,2,3,5,6,9,11,6035.62360769829,36272.6595238118,2
1,2,3,5,6,9,12,2494.91780158833,40437.3844407191,5
1,2,3,5,6,9,13,21872.2916057186,32622.8057648222,0
1,2,3,5,6,9,14,213.012470864632,43533.5154685211,7
1,2,3,5,6,9,15,3816.04831240122,37082.6020327245,4
1,2,3,5,6,10,11,7545.23483157996,37380.7675246405,3
1,2,3,5,6,10,12,554.401258379837,43512.3357976537,5
1,2,3,5,6,10,13,5156.6550567895,75971.5769052588,3
1,2,3,5,6,10,14,10909.9045786323,33618.7144569098,3
1,2,3,5,6,10,15,10793.4898375331,33729.8715709576,2
1,2,3,5,6,11,12,266.188855187639,49006.1177879058,6
1,2,3,5,6,11,13,19766.8626385883,32869.2387705505,0
1,2,3,5,6,11,14,8349.05056536693,34019.3756552793,4
1,2,3,5,6,11,15,3085.17865675354,36629.8810056503,4
1,2,3,5,6,12,13,20605.0470888514,32001.2054527181,0
1,2,3,5,6,12,14,404.612075254602,44400.2717893669,6
1,2,3,5,6,12,15,12647.1034435922,33961.726672496,2
1,2,3,5,6,13,14,20693.3003237727,32006.4755160792,0
1,2,3,5,6,13,15,19811.6572382444,33077.1455850205,1
1,2,3,5,6,14,15,5499.36844179008,35051.1206462024,3
1,2,3,5,7,8,9,9677.95818857166,36468.9105988155,0
1,2,3,5,7,8,10,11333.9415360854,36219.0746906343,0
1,2,3,5,7,8,11,11336.1017181668,36293.7924709351,0
1,2,3,5,7,8,12,10957.9319271061,36183.0882710021,1
1,2,3,5,7,8,13,10069.6347487546,36375.9980432113,0
1,2,3,5,7,8,14,10024.268178783,36316.3072951208,0
1,2,3,5,7,8,15,10906.1005417217,36618.0142039087,1
1,2,3,5,7,9,10,11381.3640865499,36215.0885663783,0
1,2,3,5,7,9,11,11546.5979443425,36314.5940132317,0
1,2,3,5,7,9,12,10612.779701832,36294.0658310836,0
1,2,3,5,7,9,13,9564.45666238952,36717.3089383531,0
1,2,3,5,7,9,14,9708.85904604596,36574.4489406044,1
1,2,3,5,7,9,15,11110.6091484295,36667.217118552,1
1,2,3,5,7,10,11,13899.8762396668,36265.6884280915,1
1,2,3,5,7,10,12,13402.3842877881,36318.0542130257,0
1,2,3,5,7,10,13,11506.4269451088,36373.0113692477,1
1,2,3,5,7,10,14,12607.3196335281,36358.32149896,0
1,2,3,5,7,10,15,10554.2714103796,36495.7091227678,0
1,2,3,5,7,11,12,12874.9399714485,36324.6265062057,0
1,2,3,5,7,11,13,11520.3913670765,36417.8420355389,0
1,2,3,5,7,11,14,11202.501943816,36365.4794561068,0
1,2,3,5,7,11,15,10706.9855414349,36432.6320991393,0
1,2,3,5,7,12,13,10310.4195337775,36531.7205883253,1
1,2,3,5,7,12,14,12970.3454482842,36441.4808464447,1
1,2,3,5,7,12,15,10672.7526785846,36609.2362185866,1
1,2,3,5,7,13,14,9463.10521765242,36804.6953268308,0
1,2,3,5,7,13,15,10499.7520923399,36569.520306114,0
1,2,3,5,7,14,15,11013.0860835607,36699.4725632574,0
1,2,3,5,8,9,10,5086.93823448417,39502.1062229619,4
1,2,3,5,8,9,11,16188.5957664935,32792.7609334495,0
1,2,3,5,8,9,12,15780.5960672664,31817.9179786729,1
1,2,3,5,8,9,13,15892.2604962777,31618.9326382144,0
1,2,3,5,8,9,14,15576.8251442955,31655.4375239606,0
1,2,3,5,8,9,15,14577.0682801118,32782.801293101,0
1,2,3,5,8,10,11,17419.6702388821,32717.7394759449,1
1,2,3,5,8,10,12,406.67954126231,60416.796205337,7
1,2,3,5,8,10,13,15659.7479565549,31487.369806646,0
1,2,3,5,8,10,14,6128.84029121803,41356.6156373808,2
1,2,3,5,8,10,15,13928.2588551359,32546.1247218309,0
1,2,3,5,8,11,12,18553.6993994835,32300.9587634125,1
1,2,3,5,8,11,13,16248.4427678213,32090.2434967564,0
1,2,3,5,8,11,14,15536.5389007119,32200.8007109247,1
1,2,3,5,8,11,15,15018.9804457439,33355.0416851092,1
1,2,3,5,8,12,13,15784.351534382,31321.2102743404,1
1,2,3,5,8,12,14,17347.1034075925,31558.6118863419,0
1,2,3,5,8,12,15,14647.8157408442,32299.8301125921,0
1,2,3,5,8,13,14,15251.0373245062,31127.7560923085,1
1,2,3,5,8,13,15,14298.0704977707,32125.7681682,1
1,2,3,5,8,14,15,13996.4558531562,32209.9209771559,1
1,2,3,5,9,10,11,18385.2079971959,32914.5041824248,0
1,2,3,5,9,10,12,373.579348959137,59339.6587634302,7
1,2,3,5,9,10,13,16239.9351006354,31670.6850601476,0
1,2,3,5,9,10,14,5318.67355899613,42362.1905961178,3
1,2,3,5,9,10,15,14682.8236735495,32757.7190050332,1
1,2,3,5,9,11,12,18874.5315884225,32478.1727380139,1
1,2,3,5,9,11,13,14339.276685843,32998.3894582043,2
1,2,3,5,9,11,14,15723.5456564831,32433.0688284289,1
1,2,3,5,9,11,15,15232.7256941807,33635.6031002304,0
1,2,3,5,9,12,13,16138.2018557271,31422.6752277526,0
1,2,3,5,9,12,14,15839.9506330391,31572.1350798777,1
1,2,3,5,9,12,15,14895.0866087785,32471.4732184193,0
1,2,3,5,9,13,14,16193.3976674556,31336.3118359606,1
1,2,3,5,9,13,15,3969.74070075406,47211.6026276338,4
1,2,3,5,9,14,15,14955.3602468701,32363.9560783191,0
1,2,3,5,10,11,12,13070.5963199185,38849.6077747343,1
1,2,3,5,10,11,13,18789.2322858234,32162.6610647601,0
1,2,3,5,10,11,14,19280.4320103858,32125.3349818935,1
1,2,3,5,10,11,15,17289.0294625123,33379.7810476967,0
1,2,3,5,10,12,13,18950.0318960447,31351.2740101243,1
1,2,3,5,10,12,14,2545.97413471108,54041.7838977804,5
1,2,3,5,10,12,15,17329.6253230917,32313.6295893483,1
1,2,3,5,10,13,14,16762.0370951327,31230.9731123343,0
1,2,3,5,10,13,15,15439.0255128614,32140.6520005583,0
1,2,3,5,10,14,15,15182.610825498,32178.6091327709,0
1,2,3,5,11,12,13,18869.2882297638,31873.6829510925,0
1,2,3,5,11,12,14,17929.9826913008,31952.4379091353,0
1,2,3,5,11,12,15,17583.3117285084,33005.1571293633,0
1,2,3,5,11,13,14,15828.2687498793,31817.1967390501,0
1,2,3,5,11,13,15,2645.22260331749,56572.9277464725,6
1,2,3,5,11,14,15,14592.1672911981,32856.0486744415,0
1,2,3,5,12,13,14,17300.7687544073,31073.8055580792,0
1,2,3,5,12,13,15,14929.093806347,31923.5319362234,0
1,2,3,5,12,14,15,17987.5455226444,32110.0569614191,0
1,2,3,5,13,14,15,2175.37487113346,61352.6412436129,6
1,2,3,6,7,8,9,11815.0277123328,36186.4665678476,0
1,2,3,6,7,8,10,13147.6919040677,36190.0164280275,1
1,2,3,6,7,8,11,12102.0620441281,36326.6333610749,0
1,2,3,6,7,8,12,13881.1013883396,36298.8450246159,0
1,2,3,6,7,8,13,12307.4159023759,36360.9003586603,0
1,2,3,6,7,8,14,12269.0432482491,36329.4101164371,1
1,2,3,6,7,8,15,12208.4795901828,36366.5393124388,0
1,2,3,6,7,9,10,15891.0674976177,36141.476436563,0
1,2,3,6,7,9,11,11192.2168931788,36427.808955119,0
1,2,3,6,7,9,12,11825.0358289227,36225.4003971093,0
1,2,3,6,7,9,13,11906.7438879799,36309.212015824,0
1,2,3,6,7,9,14,10329.2872173314,35636.2840634642,2
1,2,3,6,7,9,15,10434.9776863666,36351.6650078487,1
1,2,3,6,7,10,11,13257.3533382244,36420.5574315771,1
1,2,3,6,7,10,12,13042.6205591424,36255.9769445321,0
1,2,3,6,7,10,13,16021.820322203,36993.0619574615,1
1,2,3,6,7,10,14,12087.0770265337,36360.040869179,1
1,2,3,6,7,10,15,11642.9133433353,36356.920514229,1
1,2,3,6,7,11,12,12187.9534501293,36347.9391044974,0
1,2,3,6,7,11,13,12482.0423409347,37518.3293178284,1
1,2,3,6,7,11,14,11043.4280492389,36287.8384743493,0
1,2,3,6,7,11,15,10081.8036672276,36493.6973355361,0
1,2,3,6,7,12,13,12162.4355821909,36527.0336671218,1
1,2,3,6,7,12,14,11576.9648436426,36365.7397616019,1
1,2,3,6,7,12,15,12108.9682581568,36421.8348331856,0
1,2,3,6,7,13,14,11308.043640206,36473.6636169828,1
1,2,3,6,7,13,15,10930.285178259,36381.50272621,1
1,2,3,6,7,14,15,9911.12912471387,36254.1980887192,1
1,2,3,6,8,9,10,20092.1342410128,32446.1229626251,0
1,2,3,6,8,9,11,8527.34151495042,32745.7087668084,3
1,2,3,6,8,9,12,6301.91812325588,37845.5539395531,4
1,2,3,6,8,9,13,17979.0778010594,31957.388312593,0
1,2,3,6,8,9,14,7618.364325028,33305.9667256991,3
1,2,3,6,8,9,15,8268.41079667618,32976.9399828529,2
1,2,3,6,8,10,11,18027.5899371314,32615.5063570221,0
1,2,3,6,8,10,12,18452.7670792899,31991.6750337741,1
1,2,3,6,8,10,13,5040.72439677216,92713.6862172999,3
1,2,3,6,8,10,14,17418.9358673868,31741.4406752626,1
1,2,3,6,8,10,15,1435.29123965677,68970.1265845885,6
1,2,3,6,8,11,12,17866.1372710765,32266.6740025762,0
1,2,3,6,8,11,13,16113.7486999238,32214.7337837681,0
1,2,3,6,8,11,14,15792.7997376659,32218.0581588483,1
1,2,3,6,8,11,15,14439.1242580598,33496.3465752658,0
1,2,3,6,8,12,13,17618.5220075906,31493.0750168037,1
1,2,3,6,8,12,14,7944.8836509729,49939.7608651439,3
1,2,3,6,8,12,15,9322.60415586083,36916.7533171163,4
1,2,3,6,8,13,14,17199.543397708,31444.4057231076,0
1,2,3,6,8,13,15,16262.4426139038,32440.0172219601,0
1,2,3,6,8,14,15,15910.7910383395,32475.8476331734,0
1,2,3,6,9,10,11,18587.9175131207,32938.9233783505,0
1,2,3,6,9,10,12,3138.86635990439,57441.5598967973,5
1,2,3,6,9,10,13,3168.13031655588,102079.691543959,3
1,2,3,6,9,10,14,6585.87829335072,42144.15404426,3
1,2,3,6,9,10,15,3204.82192722655,51008.4826417443,4
1,2,3,6,9,11,12,8726.59060839273,32807.3126136865,3
1,2,3,6,9,11,13,17167.8325448124,32452.7468990532,0
1,2,3,6,9,11,14,7975.86532393243,32469.843118631,3
1,2,3,6,9,11,15,11739.3638057697,33262.6716473661,2
1,2,3,6,9,12,13,18218.5514348777,31642.7098976665,0
1,2,3,6,9,12,14,8482.33752495664,35422.5365085865,3
1,2,3,6,9,12,15,9243.22946973013,32635.4998752222,2
1,2,3,6,9,13,14,18285.9152457502,31645.1144902223,0
1,2,3,6,9,13,15,17396.425958414,32680.2711880573,0
1,2,3,6,9,14,15,10186.3303297448,32231.316519567,2
1,2,3,6,10,11,12,18749.9964598025,32569.0634884582,1
1,2,3,6,10,11,13,6743.88618485747,99858.2873259886,2
1,2,3,6,10,11,14,18421.7826687941,32051.8781651705,0
1,2,3,6,10,11,15,3735.0785891215,61359.0144578177,4
1,2,3,6,10,12,13,7746.75525602629,81090.1789128878,3
1,2,3,6,10,12,14,17784.4457054179,31449.1902350058,0
1,2,3,6,10,12,15,3406.53260366936,47707.9580796751,6
1,2,3,6,10,13,14,6373.7566490017,84101.6037225049,3
1,2,3,6,10,13,15,5411.42560268014,83752.194400444,4
1,2,3,6,10,14,15,3574.39158111439,48523.5002403383,4
1,2,3,6,11,12,13,16475.7184604812,31930.2983343369,1
1,2,3,6,11,12,14,17359.8927526162,32361.1251139686,1
1,2,3,6,11,12,15,14899.2969989051,32976.2317663048,0
1,2,3,6,11,13,14,16515.2870579181,31920.1887644797,0
1,2,3,6,11,13,15,15708.1725707207,32952.8414945592,0
1,2,3,6,11,14,15,14944.8825499679,32974.6736049971,0
1,2,3,6,12,13,14,17436.808087973,31187.1332023936,1
1,2,3,6,12,13,15,16553.3958843299,32105.815620703,0
1,2,3,6,12,14,15,16219.7889086197,32207.8741980443,0
1,2,3,6,13,14,15,16612.5255616726,32110.4471927612,0
1,2,3,7,8,9,10,10868.1490919243,36210.9067997076,0
1,2,3,7,8,9,11,11655.5959055011,36235.8702465431,0
1,2,3,7,8,9,12,9285.61884855334,36718.1245065403,0
1,2,3,7,8,9,13,10012.6332508793,36542.8750008507,1
1,2,3,7,8,9,14,9507.32759036399,36665.2423408428,0
1,2,3,7,8,9,15,10941.9133006275,36566.3821576865,0
1,2,3,7,8,10,11,13709.0612120143,36243.4230277174,0
1,2,3,7,8,10,12,11512.2890735614,36360.334654733,0
1,2,3,7,8,10,13,11384.9968370537,36466.8784423333,0
1,2,3,7,8,10,14,11513.3199779284,36407.1348984657,1
1,2,3,7,8,10,15,10399.6969821943,36345.4464084822,0
1,2,3,7,8,11,12,11477.6117820063,36350.4434171245,1
1,2,3,7,8,11,13,11034.6408706873,36550.6917750504,1
1,2,3,7,8,11,14,11160.1587532802,36370.8542354973,0
1,2,3,7,8,11,15,10686.6118029437,36323.4259298645,0
1,2,3,7,8,12,13,9962.36802551946,36689.3851617063,1
1,2,3,7,8,12,14,10717.4014018092,36540.10502465,0
1,2,3,7,8,12,15,10478.4954176191,36501.2617163249,0
1,2,3,7,8,13,14,9985.52700591342,36761.8738338084,1
1,2,3,7,8,13,15,10567.9942989606,36593.7550543114,1
1,2,3,7,8,14,15,10799.0629439147,36637.9798922617,0
1,2,3,7,9,10,11,14109.7087321818,36207.6166981817,0
1,2,3,7,9,10,12,11585.1054565261,36316.3325407162,0
1,2,3,7,9,10,13,11578.2263391767,36411.9875066511,0
1,2,3,7,9,10,14,11411.36037446,36363.2160723043,0
1,2,3,7,9,10,15,10595.3908851027,36454.8239313149,0
1,2,3,7,9,11,12,10723.9191940436,36421.4924084633,2
1,2,3,7,9,11,13,11220.8923859682,36570.575480309,1
1,2,3,7,9,11,14,11407.6269678626,36346.4319735627,0
1,2,3,7,9,11,15,10913.2014014913,36355.6458846092,0
1,2,3,7,9,12,13,10090.1364231819,36668.5454768111,0
1,2,3,7,9,12,14,10914.0955224674,36482.9098442726,1
1,2,3,7,9,12,15,10693.5679551604,36584.5731487986,1
1,2,3,7,9,13,14,10078.8650847119,36688.3365851304,0
1,2,3,7,9,13,15,10561.7735953845,36674.283230047,0
1,2,3,7,9,14,15,11031.3226674188,36668.4649079393,0
1,2,3,7,10,11,12,14548.8849117531,36316.3608882616,1
1,2,3,7,10,11,13,14360.8386041621,36386.5138961184,0
1,2,3,7,10,11,14,13463.2159886682,36372.8263668088,1
1,2,3,7,10,11,15,14104.7217518973,36303.0516751833,1
1,2,3,7,10,12,13,11607.812276727,36629.8335251113,1
1,2,3,7,10,12,14,13058.0609281463,36601.611597834,1
1,2,3,7,10,12,15,10679.3882059947,36328.2252811832,0
1,2,3,7,10,13,14,11664.2772719546,36661.163169033,0
1,2,3,7,10,13,15,13271.3526338384,36481.1545585784,0
1,2,3,7,10,14,15,10681.4842962656,36433.0015761535,0
1,2,3,7,11,12,13,11670.4764924767,36599.8940245654,1
1,2,3,7,11,12,14,11226.3300535862,36514.8167703277,0
1,2,3,7,11,12,15,10985.314193251,36394.9350334937,0
1,2,3,7,11,13,14,12062.5628454718,36540.498084542,0
1,2,3,7,11,13,15,14186.8252862268,36391.7742373262,0
1,2,3,7,11,14,15,10919.4734164706,36836.5422410942,0
1,2,3,7,12,13,14,10869.3699798149,36817.5042723887,0
1,2,3,7,12,13,15,10792.0487578816,36668.1375966037,0
1,2,3,7,12,14,15,11828.1348696444,36478.4929480904,1
1,2,3,7,13,14,15,11322.7595917845,36767.2451176808,0
1,2,3,8,9,10,11,18235.1589480711,32670.5868281174,1
1,2,3,8,9,10,12,16302.5720188792,31290.4005179272,1
1,2,3,8,9,10,13,15094.9931290633,31392.1024704398,0
1,2,3,8,9,10,14,14741.5207086944,31300.2191166119,0
1,2,3,8,9,10,15,13554.5556750039,32321.1938231277,0
1,2,3,8,9,11,12,6531.45874072418,42035.9233922678,3
1,2,3,8,9,11,13,15743.3373334199,31878.7792993245,0
1,2,3,8,9,11,14,15323.445428618,31918.2576043625,0
1,2,3,8,9,11,15,14294.0832068878,32835.1215661603,0
1,2,3,8,9,12,13,14160.6276571607,30927.1000068261,0
1,2,3,8,9,12,14,15698.5338997461,32993.3351008826,1
