"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","pred1","pred2","pred3","pred4","pred5"
"487",3,5,6,7,11,13,15,16,18,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"488",3,7,10,12,15,16,17,18,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"489",2,4,5,6,7,10,15,18,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"490",4,7,8,9,10,13,14,15,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"491",4,5,6,10,12,15,16,17,18,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"492",1,2,3,6,12,13,17,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"493",1,5,6,8,11,14,15,16,17,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"494",1,5,6,8,11,13,15,16,18,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"495",1,2,3,6,7,8,14,17,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"496",5,8,9,10,12,14,18,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"497",2,5,7,9,10,14,15,17,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"498",1,2,3,8,10,11,13,16,17,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"499",1,2,5,6,9,11,13,16,18,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"500",1,2,3,4,7,11,15,17,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"501",4,5,7,8,10,15,16,18,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"502",1,2,10,12,13,14,17,18,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"503",1,2,3,8,9,15,17,18,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"504",1,3,4,8,10,13,14,15,17,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"505",4,5,6,7,8,9,11,12,13,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"506",2,3,6,7,8,9,11,14,16,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"507",2,4,5,10,13,14,15,16,17,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"508",3,5,7,8,9,10,13,14,17,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"509",1,3,6,10,11,12,13,17,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"510",1,2,5,7,8,10,12,16,18,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"511",3,4,6,7,8,12,13,14,17,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"512",1,2,5,7,8,11,16,17,18,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"513",1,3,5,7,8,10,11,13,14,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"514",1,3,6,8,13,14,17,18,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"515",1,2,4,6,7,8,10,11,15,17,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"516",2,5,6,8,9,10,12,14,16,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"517",1,2,3,7,8,9,10,11,12,16,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"518",2,4,6,7,8,11,13,14,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"519",1,4,5,6,8,9,14,16,17,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"520",2,9,10,11,12,13,14,15,16,17,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"521",1,5,6,10,12,16,18,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"522",1,3,5,6,9,12,13,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"523",1,2,5,7,9,10,13,16,17,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"524",1,6,7,8,12,15,16,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"525",1,3,6,7,10,11,13,14,17,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"526",3,4,6,10,14,15,16,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"527",2,3,5,7,11,12,14,15,17,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"528",1,3,7,9,10,13,14,15,16,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"529",2,3,4,7,8,10,11,13,17,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"530",4,7,9,11,12,15,16,17,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"531",2,6,8,9,10,12,13,14,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"532",2,3,5,6,7,8,13,17,18,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"533",1,5,8,10,12,13,17,18,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"534",3,6,7,9,11,12,15,18,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"535",4,5,7,8,9,12,15,16,18,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"536",1,2,6,7,9,11,15,16,18,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"537",1,4,7,9,13,16,17,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"538",1,2,5,8,9,13,18,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"539",2,6,7,8,11,13,16,17,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"540",1,2,4,6,7,8,11,18,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"541",1,2,3,8,9,11,13,14,16,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"542",2,3,4,8,9,10,11,12,14,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"543",1,4,7,10,13,15,17,18,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"544",2,3,6,9,10,12,15,16,17,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"545",3,4,6,10,12,14,16,17,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"546",1,4,6,9,11,13,15,17,18,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"547",1,3,4,6,8,9,10,12,15,16,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"548",5,6,7,10,11,13,15,17,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"549",2,5,6,11,12,14,15,17,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"550",1,2,5,7,10,11,14,15,17,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"551",1,9,10,11,13,15,16,17,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"552",2,4,5,7,9,11,13,15,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"553",1,2,4,9,10,11,17,18,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"554",1,2,3,6,11,13,14,15,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"555",7,8,9,11,12,15,16,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"556",2,4,5,6,7,13,15,18,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"557",3,4,9,10,12,13,15,17,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"558",3,4,7,8,12,13,16,17,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"559",1,3,5,6,7,11,13,15,17,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"560",5,9,12,14,15,17,18,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"561",2,3,5,6,7,10,14,16,17,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"562",1,2,7,10,13,14,17,18,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"563",1,2,4,7,9,10,11,13,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"564",1,4,5,6,11,12,13,15,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"565",3,4,5,9,10,11,12,16,18,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"566",1,3,6,7,8,9,10,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"567",2,3,4,8,11,13,16,17,18,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"568",2,7,10,11,12,16,18,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"569",4,6,8,9,11,13,14,17,18,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"570",2,3,7,10,12,13,16,18,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"571",3,4,7,9,10,14,15,16,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"572",1,3,4,5,7,8,10,13,14,15,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"573",3,4,7,8,9,11,18,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"574",2,7,8,12,15,17,18,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"575",1,2,4,5,7,9,10,12,16,17,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"576",1,3,4,6,8,11,13,15,17,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"577",1,4,6,7,8,9,11,12,17,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"578",3,5,6,11,12,13,15,17,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"579",4,6,8,9,10,11,14,16,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"580",1,2,5,6,7,11,12,13,17,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"581",4,7,8,10,11,13,15,16,17,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"582",3,4,5,6,7,9,11,17,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"583",1,2,7,8,13,15,16,17,18,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"584",4,5,9,10,11,13,18,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"585",1,6,7,8,10,11,13,17,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"586",2,4,10,11,14,16,17,18,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"587",3,4,6,8,13,14,16,17,18,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"588",2,3,6,7,8,9,10,18,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"589",1,2,4,5,6,8,14,16,17,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"590",1,3,6,7,9,13,14,18,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"591",1,2,3,7,8,10,12,13,14,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"592",1,5,10,11,12,13,14,15,17,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"593",1,5,6,7,11,12,14,15,16,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"594",4,10,11,13,14,17,18,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"595",2,3,6,7,11,12,16,17,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"596",1,5,6,7,9,10,14,16,18,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"597",2,4,5,7,11,13,14,16,17,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"598",1,4,7,8,10,14,15,16,17,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"599",2,7,9,12,13,14,17,18,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"600",1,3,5,9,10,12,14,18,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"601",3,5,7,11,12,14,15,17,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"602",3,4,6,7,10,11,12,14,18,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"603",3,4,7,9,10,13,14,17,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"604",7,8,12,13,14,15,17,18,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"605",1,2,4,5,7,8,10,11,13,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"606",1,3,5,6,8,9,12,17,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"607",2,3,5,7,9,12,13,17,18,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"608",1,3,4,7,8,11,14,16,17,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"609",3,4,6,9,11,12,14,15,16,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"610",2,5,6,7,8,12,16,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"611",1,3,10,13,15,16,17,18,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"612",1,2,4,5,8,10,11,14,16,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"613",1,2,3,8,9,10,11,13,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"614",2,3,4,6,7,11,15,16,17,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"615",2,7,9,10,11,14,16,18,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"616",2,3,4,8,9,12,13,18,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"617",1,3,4,8,10,11,14,16,17,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"618",1,2,4,5,7,8,17,18,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"619",1,2,7,8,10,14,15,18,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"620",3,4,5,7,8,12,13,17,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"621",1,4,10,14,16,17,18,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"622",2,6,9,10,11,12,17,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"623",1,3,6,8,11,13,14,15,16,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"624",3,4,5,6,9,14,16,17,18,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"625",2,5,6,10,11,12,13,14,15,17,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"626",1,2,3,5,7,8,13,14,17,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"627",3,4,7,8,9,13,15,17,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"628",1,5,6,8,9,14,15,16,18,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"629",1,3,4,6,11,13,15,17,18,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"630",3,4,6,7,8,10,11,16,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"631",5,6,7,9,11,14,16,17,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"632",2,3,4,6,11,12,14,15,16,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"633",1,6,7,11,15,16,17,18,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"634",1,4,6,9,10,14,17,18,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"635",2,6,9,13,14,15,16,17,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"636",6,7,11,13,14,15,17,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"637",2,6,8,10,13,14,16,17,18,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"638",1,2,3,7,9,12,13,15,18,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"639",1,3,4,5,6,7,8,9,12,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"640",4,6,9,13,14,16,17,18,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"641",1,4,5,8,9,11,13,16,18,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"642",2,3,5,8,10,11,12,15,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"643",1,3,7,9,11,12,15,18,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"644",2,3,4,8,9,10,13,15,17,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"645",3,5,6,8,11,12,15,17,18,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"646",2,4,7,12,13,14,16,17,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"647",2,3,6,7,15,16,17,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"648",3,5,7,9,12,15,17,18,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"649",4,7,9,10,11,12,15,18,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"650",1,4,5,7,8,11,14,15,17,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"651",1,3,4,5,7,12,15,16,18,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"652",2,3,7,8,10,13,14,15,18,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"653",1,3,5,6,8,9,12,14,17,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"654",1,2,3,5,9,10,16,17,18,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"655",1,5,6,11,14,16,17,18,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"656",1,2,3,4,6,7,11,13,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"657",5,6,11,12,14,15,17,18,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"658",1,3,9,10,11,12,13,15,16,17,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"659",3,4,5,6,7,10,11,14,18,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"660",1,2,3,5,6,11,14,15,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"661",1,2,3,4,5,6,7,8,12,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"662",1,2,5,6,8,13,14,15,17,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"663",1,2,3,5,12,14,16,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"664",1,6,7,9,11,12,15,17,18,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"665",3,4,6,7,8,14,15,18,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"666",2,3,4,11,13,14,16,17,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"667",1,2,3,6,14,15,16,18,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"668",1,4,6,10,11,12,13,16,18,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"669",4,8,10,12,13,14,16,17,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"670",3,5,7,9,10,12,14,17,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"671",1,2,4,5,10,13,14,15,16,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"672",1,4,6,7,9,12,13,16,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"673",6,9,10,11,12,14,15,16,17,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"674",1,4,6,7,8,11,13,17,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"675",2,3,4,6,8,11,14,15,16,19,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"676",1,4,6,9,10,11,15,16,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"677",2,3,6,8,9,10,11,12,15,17,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"678",1,3,8,10,12,13,16,18,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"679",1,5,6,9,12,16,17,18,19,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"680",1,3,6,7,11,12,13,14,16,17,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"681",1,2,3,5,6,8,11,19,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"682",5,6,7,9,10,15,17,18,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"683",1,2,7,8,9,13,14,16,18,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"684",5,6,7,9,12,14,16,18,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"685",1,4,8,9,12,14,16,18,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"686",1,5,6,9,10,13,14,15,17,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"687",2,4,9,11,12,16,17,18,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"688",2,4,7,9,11,14,16,17,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"689",4,5,8,10,11,12,14,16,19,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"690",1,2,5,7,10,12,13,15,17,18,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"691",1,3,4,5,7,8,9,13,14,17,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"692",6,8,9,10,11,13,15,16,18,20,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"693",3,6,7,10,13,14,16,17,20,21,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
"694",1,3,5,7,8,10,11,12,14,15,"BY_recon_150","BY_recon_10","SY_discon_400","RY_recon_400","SY_SP_ROC"
