V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,bestlam,rmse,bestlam_numpred
3,4,5,8,13,16,18,19,20,21,22,315.433105870825,4125.30019664965,4
4,6,8,9,10,11,13,14,15,16,21,1467.55629310035,3529.95014873158,0
2,3,4,5,7,8,11,17,19,20,21,1126.12467617974,3333.92279088714,1
1,6,8,9,10,12,16,17,18,20,21,1112.25681294703,3479.84194236439,1
1,5,9,12,13,14,16,17,19,20,22,1029.72905168457,4378.16608820968,1
2,6,7,8,9,10,14,15,18,19,21,2181.94679805043,2786.40624503866,0
2,4,5,8,9,12,14,15,17,20,21,2561.9129564609,3400.01578875123,1
1,3,5,6,7,9,10,11,17,19,21,35.2733275577934,4827.56562799775,8
2,5,6,9,10,11,12,13,14,17,20,2452.44530003808,3506.38637551249,0
3,4,5,10,11,12,13,14,15,18,20,1632.94468304298,3815.1468286688,1
1,2,7,8,10,12,13,16,17,18,21,1813.78875331868,3107.03919099421,1
2,4,5,7,8,10,11,14,19,20,22,2315.56488172921,3476.79782632282,0
1,2,6,8,9,12,14,17,19,20,21,520.615485240231,4282.92390284657,6
1,2,5,7,9,10,11,14,15,18,22,2242.41282889527,3458.34192935675,0
1,7,9,10,11,12,13,18,19,20,21,2005.05772428789,3404.78541009298,2
1,4,6,7,8,13,14,15,18,21,22,1826.03227648219,3082.95248349365,0
1,3,4,6,10,11,13,14,16,17,21,1244.96654636695,3837.34229147329,1
1,3,6,8,9,11,13,15,16,20,22,1783.4142872728,3195.30884989617,0
2,5,8,9,13,14,17,18,19,21,22,2319.71867592219,3440.29522602184,1
2,4,5,6,10,12,14,15,17,20,21,95.9931658391964,4663.91458138403,9
3,4,6,9,10,12,14,15,17,19,21,2293.977258013,2469.38288489962,0
1,3,4,5,6,7,10,11,12,13,21,1040.78641416104,3309.42357615106,3
3,4,5,8,10,11,12,14,16,19,20,731.532908485569,4771.35357374803,1
3,4,6,7,9,12,13,17,19,20,21,1260.14518941214,3177.05973708013,2
4,7,9,13,15,16,17,18,19,21,22,1236.10779761982,3351.98245840361,0
1,3,4,9,11,12,13,15,18,19,20,2875.58291953244,2192.74694763471,0
6,7,8,11,12,17,18,19,20,21,22,1887.76527352884,4874.91032373261,1
2,3,4,5,6,11,13,17,20,21,22,833.25040449608,3672.45953792086,4
1,2,4,8,10,13,14,15,18,20,21,2341.7888337076,2242.39579159132,0
1,3,5,8,9,10,11,17,18,19,22,2697.73848846211,2975.17801637641,0
1,5,6,7,8,9,11,14,15,17,20,150.768111381288,6260.83825232803,7
3,4,5,7,10,11,17,18,19,21,22,2379.47576411503,3453.13398893217,0
1,2,3,8,10,13,14,17,18,19,21,2258.58336171256,2241.41903091805,1
1,2,7,8,10,11,14,15,16,19,21,22.188899194127,13742.4167875784,9
1,5,7,8,9,10,12,15,18,20,21,2781.86017413642,3100.42546831246,1
2,5,7,8,12,13,14,17,18,20,21,1017.41330646676,3727.39409665248,3
3,4,8,9,10,11,12,13,19,20,22,706.128722847631,2647.08008526085,4
1,3,5,6,8,10,11,13,14,15,17,1364.88439879536,4099.57734946288,2
2,4,6,7,10,11,14,17,20,21,22,1780.63576263798,3586.90391672094,1
1,2,3,4,6,10,12,13,17,19,20,1784.99968600971,2403.77545479991,1
1,2,6,8,9,11,14,15,17,19,21,2496.61342263299,2587.34988942492,0
3,7,8,9,10,11,12,13,16,17,21,1482.00456617544,3051.62513631101,1
1,2,6,8,9,11,15,17,18,21,22,2208.30130060598,3183.03408957983,1
1,3,6,8,9,12,13,17,19,20,22,1405.97551711415,2963.53406679002,1
5,6,10,11,13,14,15,16,17,20,22,1105.21061537872,4503.11083511723,1
1,2,3,5,8,9,13,14,15,19,22,1811.97632138834,4178.82745081782,1
1,2,4,9,10,17,18,19,20,21,22,1428.8334962331,3095.98263786095,2
1,2,3,4,8,9,15,16,17,18,19,551.630988020561,5586.87198016542,4
2,3,7,8,10,11,13,14,15,16,19,1528.88456558229,3861.45478285947,1
1,4,7,9,12,13,14,15,16,20,22,1202.69647445022,3503.00334718599,1
2,3,9,11,13,14,16,17,19,20,22,1375.76487051227,3646.79884493042,0
5,6,7,8,10,13,14,15,16,21,22,864.363830322036,4566.90530912366,1
2,3,4,11,12,14,15,16,18,20,22,1182.41510101912,3637.92815999467,0
3,6,8,9,10,11,12,14,16,19,20,848.924614210778,4246.42651036759,2
6,7,8,10,13,14,15,17,18,21,22,828.814460234648,4228.37332581877,4
2,3,6,7,9,12,13,14,19,20,22,2159.02869898867,3059.0347747973,1
1,2,6,8,9,11,14,16,18,20,22,1428.69372865858,3680.79278467978,1
1,3,6,7,8,9,12,15,18,20,22,2058.11224611478,3510.2755483247,1
6,8,11,12,13,14,15,18,19,21,22,1964.75627066365,3166.40788130179,1
2,3,4,6,7,8,11,12,19,20,22,2198.31148304929,3409.01030253986,1
1,4,6,7,12,13,14,15,17,18,19,2170.69945685327,3111.18411635168,1
1,3,4,5,11,15,16,18,20,21,22,1550.76768165373,3979.43954522825,0
2,3,4,5,7,9,11,14,16,19,21,579.316933022777,4943.33317053071,1
2,4,5,8,9,10,11,12,16,21,22,1442.2856234862,4040.68535567402,0
1,2,3,6,9,13,16,17,18,19,21,1265.38062137887,3456.87314107695,2
2,4,5,6,12,13,16,17,19,21,22,851.735565383173,4141.35700617968,3
1,2,4,6,7,8,9,10,14,16,21,1237.01328611379,3645.46556892539,1
1,2,5,7,8,13,15,16,17,18,19,140.857275219655,6293.04444842122,7
2,3,4,5,6,7,8,10,20,21,22,462.79934190063,3502.23828101319,6
3,8,9,10,11,12,14,16,17,19,21,734.186516287014,4344.48300707147,2
1,5,6,7,9,13,14,17,20,21,22,1848.69569703202,3668.14593936779,1
1,4,5,6,9,10,12,14,15,16,19,411.482793057812,4971.41619352388,4
2,3,6,9,11,12,14,16,18,19,20,321.651123210409,5026.29986338264,5
3,5,7,9,11,13,15,18,19,20,22,886.970867141656,3482.96094835129,2
2,4,5,7,11,12,13,17,19,20,21,111.14229878753,4619.94500096181,8
2,5,8,9,12,13,14,15,18,20,21,1969.62087351165,3645.2994199328,1
2,3,4,6,8,9,10,17,18,20,21,2477.60043250539,2539.65871175809,1
5,6,7,10,11,12,14,16,19,20,22,961.750807104221,4404.34412171275,0
1,3,4,5,8,9,12,15,17,19,21,1985.09087376547,2904.82850553278,1
2,4,6,10,12,13,15,16,17,19,21,204.027877547784,6480.35550224131,6
1,5,9,11,13,14,15,16,17,18,22,559.291275822329,5139.9189773239,2
2,4,6,11,12,14,15,16,19,20,22,1367.97353038174,3638.57020314476,0
8,9,11,12,15,16,17,18,19,20,21,1563.61469231772,3208.65937086003,0
2,6,7,9,10,14,15,16,18,19,22,1186.86778453177,3670.67889973827,1
1,5,7,8,11,12,13,14,15,17,20,1996.99039628265,3471.88256630714,1
5,9,10,13,14,15,16,17,18,20,22,763.948077519128,4535.27373668663,0
1,4,5,8,12,15,17,18,19,20,21,738.016866173632,3474.7909696269,3
1,3,4,5,8,9,10,11,12,13,17,322.588182265258,4630.49823714451,6
3,4,5,6,7,8,11,13,14,15,21,2103.28933630071,3637.21054024803,1
4,5,6,7,9,12,13,16,17,18,22,1039.78362341046,4081.99294856147,1
2,6,7,8,10,11,13,16,17,20,22,1287.12307218128,3628.82007695962,0
1,2,3,4,5,6,12,13,14,18,21,25.0557600032057,4164.6742795597,11
3,8,10,12,13,14,15,16,18,19,21,1512.00807467838,3774.17518280516,1
1,3,4,7,11,12,14,16,18,19,20,1581.93802271058,3559.08250518267,0
2,3,4,5,6,7,12,14,15,18,19,25.2480511430758,4287.83751950641,8
1,4,5,6,7,8,10,12,18,20,22,2258.70824839335,3685.07420617032,0
5,7,8,11,12,13,14,15,16,20,21,566.460136304607,4480.42174933209,1
2,3,7,8,9,10,11,13,15,20,21,1985.07474037946,2012.67148346759,1
3,6,8,9,11,12,14,16,17,20,22,684.514539409899,3968.57496041152,2
2,4,5,6,7,9,10,11,14,16,18,726.033419585177,4585.16894321828,0
1,2,6,7,9,17,18,19,20,21,22,1050.85714531892,4169.02832281117,2
3,5,7,8,13,15,17,18,19,21,22,2549.33285290334,3236.39034059004,0
4,5,6,8,9,13,15,18,19,20,21,139.595967522798,4283.20338474003,8
1,3,4,5,6,7,10,14,18,21,22,1861.35330677145,3647.08174815362,1
1,2,5,7,9,11,13,17,19,21,22,1781.36064075058,3199.82591443779,1
1,4,5,6,9,14,16,17,18,20,22,875.173650790282,4368.03429834619,0
3,5,9,10,11,15,17,18,20,21,22,1375.72397613735,3309.79586326683,2
1,2,6,7,8,9,10,14,16,18,21,1336.56607617813,3601.03866695659,0
2,3,4,7,11,15,17,18,19,20,22,2266.42082360598,3304.14682774054,0
3,4,6,7,11,12,14,15,17,18,19,815.295531413462,5781.16010616233,2
1,6,7,8,9,10,13,14,17,19,21,538.810348011881,4562.99759235711,4
4,6,8,9,10,12,13,14,15,17,18,2360.77623733218,2378.87010832503,1
2,5,6,7,8,9,10,12,14,17,22,2133.22501373172,3584.37560596036,0
1,2,4,5,7,8,11,18,19,20,21,996.830635815036,3411.69270092795,2
1,4,5,7,10,13,17,18,19,20,21,926.173644204914,3523.61485244944,1
2,3,4,5,6,10,12,14,17,19,20,2452.62691846051,3508.84093426765,0
2,3,7,8,9,10,11,13,19,20,22,1559.95959853402,2399.68466943396,1
2,4,7,9,12,14,15,18,20,21,22,1007.63922451683,4702.46329349249,3
2,4,7,8,10,13,15,17,19,21,22,2552.50740583726,2410.02302757963,0
1,7,8,9,10,11,14,15,17,21,22,2084.69649302203,2758.78802669595,1
1,2,4,6,8,9,12,14,15,17,21,199.68389157292,6832.37483518088,6
2,5,6,7,8,9,11,13,16,18,21,477.050550436601,4508.62233359776,3
1,4,5,8,9,10,12,15,16,17,21,1592.62901409543,3905.59635342107,1
1,4,7,9,10,12,14,16,17,19,20,1551.92301717427,3422.16446835508,1
4,5,6,8,12,13,16,18,19,20,22,1486.97815108255,4012.63266497179,1
2,3,5,7,10,11,13,14,19,21,22,2134.91080800767,3548.10269261723,1
1,2,8,9,10,14,16,17,18,19,20,1291.95812738671,3488.07056901713,0
2,3,4,8,9,10,12,13,16,19,22,1542.73347890233,3143.64446645548,1
1,2,7,8,9,10,12,15,16,18,22,453.444621234977,8581.82192569293,6
1,2,4,5,8,10,13,16,17,18,20,1510.96302693515,4134.26414520234,0
2,5,12,14,15,16,17,18,19,21,22,825.041450457943,4431.82717172887,1
1,2,3,6,8,9,12,13,17,21,22,1602.48400041666,2366.87702938411,1
3,4,5,9,11,12,13,15,18,20,21,911.500976190548,3731.93271658025,3
1,3,8,9,10,12,15,16,19,21,22,1642.92523863752,3052.95723117092,2
1,3,4,5,9,11,12,15,20,21,22,857.787859614615,3554.51602340793,3
4,5,7,8,10,11,13,14,15,20,22,23.8444380181942,7148.1272900616,9
1,3,4,5,6,8,9,16,17,19,22,1510.30129966612,4007.79846988389,1
2,4,6,7,8,9,12,14,15,16,17,1228.64248831233,3575.05118535898,1
2,6,7,8,9,10,12,14,18,20,21,2297.66781265871,3113.61993651417,1
1,3,7,8,10,13,14,16,17,18,19,1453.90829149876,3673.36050938678,1
1,6,8,12,13,14,18,19,20,21,22,2325.67533430244,3409.82090805385,0
3,4,9,10,11,14,15,17,19,20,21,2676.44895827691,2326.4712431926,0
1,3,6,7,8,11,13,15,17,20,21,2355.31548301017,3137.36874239367,0
2,3,4,6,8,9,10,13,16,18,22,1257.33834559571,3231.05111662934,1
3,5,6,9,10,12,13,15,17,18,20,2637.50785731107,3097.28983872948,1
2,3,4,8,9,14,16,17,20,21,22,1038.31478116266,3833.45873101338,1
1,2,3,4,6,7,8,11,12,18,21,1874.32586160055,3002.60204273284,0
3,5,9,11,13,16,18,19,20,21,22,544.029006008602,3755.35532430261,3
2,4,5,9,10,13,16,17,20,21,22,861.471444844149,3750.47310696782,1
1,3,4,7,8,9,11,14,19,20,22,2359.52421961259,2785.58674608472,1
2,3,5,7,9,10,12,13,15,17,21,2729.3881229925,2990.33310930361,1
2,4,7,8,9,10,11,15,18,20,21,2460.09924674686,2534.39227065555,1
1,2,4,7,8,9,10,13,14,16,17,1298.9528239384,3715.62320046506,0
1,2,6,11,12,13,14,18,19,20,22,2174.24831562198,3333.4216660441,1
2,3,4,5,9,10,11,12,13,19,20,421.084595655346,4285.40678331932,3
1,8,11,13,14,15,17,18,19,20,21,1696.79486632578,2945.2394870587,3
3,5,9,10,11,12,14,15,18,21,22,2660.00353465437,3403.69717749626,1
1,2,4,10,11,12,14,16,17,20,21,1352.64359827191,3426.48649996529,0
3,4,6,7,8,9,14,17,19,20,22,2148.67687345823,3205.42817336072,0
2,3,4,5,7,11,13,14,16,17,18,734.399546031143,4825.7186783358,0
3,4,5,6,7,8,10,11,12,15,22,2217.87708623077,3213.30337114082,0
4,5,8,10,11,14,17,18,20,21,22,2311.11223506919,3463.43014428511,0
2,6,7,8,11,12,13,14,19,21,22,1720.97632805938,3221.54950763915,1
2,5,6,7,10,11,12,13,16,20,21,518.444425712517,4566.46536217861,4
5,7,8,9,11,13,14,16,18,19,21,609.028231490815,4476.1932861853,0
1,3,8,9,10,12,14,15,16,21,22,1413.82851620247,3717.34445115045,1
1,5,9,11,12,13,15,18,19,20,22,56.4917464939523,5272.58222371159,7
3,4,6,8,9,11,13,18,19,21,22,1206.32378905441,2702.41764543663,2
4,5,6,7,10,11,14,16,17,20,22,779.369050480601,4420.37870224066,0
5,7,8,11,14,15,16,17,18,21,22,740.191696993096,4378.03142762366,1
3,6,7,11,12,14,15,16,18,19,20,505.759769833529,4444.92429207433,3
1,2,6,7,10,11,17,18,19,21,22,1771.00773525025,4054.13168144046,0
2,5,6,7,14,16,17,18,20,21,22,626.804067602941,4521.78508251962,1
1,2,5,7,11,12,15,17,19,21,22,1859.18808744847,3365.32367214677,1
2,3,7,9,11,12,13,18,20,21,22,2243.70266770899,3202.29865312189,0
1,2,3,7,8,10,11,13,15,16,21,2080.6862782451,3121.3410099885,1
1,3,5,6,7,8,9,10,11,14,17,224.533653829271,4675.3264432253,4
1,2,3,4,5,12,13,16,18,19,21,165.364345861564,4390.45228166952,8
1,2,3,6,9,10,13,16,18,21,22,1619.88640451385,3230.79316579672,1
2,4,5,8,9,10,14,15,16,17,18,680.41708973152,4997.07915699525,0
3,5,6,7,8,9,14,15,16,19,21,789.502215922712,4783.11856082938,2
3,5,6,7,8,10,11,12,16,18,21,557.845513969504,3948.83793688764,3
1,2,5,7,9,12,15,16,18,21,22,105.246402262644,8833.25337494363,6
3,5,9,11,12,13,14,16,17,18,21,927.492212049278,4583.57908089174,0
1,2,3,7,8,10,11,12,17,20,22,1220.4877570328,2854.41040974709,3
1,6,7,11,14,16,17,18,19,20,22,769.239337528313,4169.1665080742,1
1,3,4,6,7,9,12,16,17,18,21,1527.88603331175,3459.06973158646,0
4,5,7,10,11,12,14,16,17,21,22,921.582581316374,4319.85559602292,0
1,2,3,6,7,12,15,16,19,20,21,1253.86088748974,3706.52379639921,2
1,4,6,9,10,12,13,14,15,17,20,2301.08472736295,2452.20626567319,1
1,3,4,5,8,13,16,17,18,19,22,1508.36987753161,4037.51043598995,0
3,8,9,10,11,12,14,15,18,20,22,2078.07697247913,2659.72475038072,1
1,2,3,4,5,7,9,12,16,21,22,91.9678998562338,4235.30831379141,6
1,2,4,9,10,12,13,14,20,21,22,2555.13288949393,2392.13842248955,0
1,6,8,13,14,16,17,18,19,21,22,1496.49537973301,3630.41261481993,0
1,3,4,6,7,8,9,14,17,20,22,1975.78566076434,3110.57773675355,1
4,6,7,8,9,10,12,16,19,20,22,90.9865244873341,5924.97323951237,8
1,4,5,6,7,8,11,14,16,17,21,600.665810276314,4357.60267575472,1
2,3,4,5,8,9,10,15,16,20,22,1569.21831674829,4376.98406522001,1
1,2,4,5,7,8,16,18,19,21,22,179.96532146348,7010.58586567039,5
1,5,10,11,12,13,15,17,19,20,21,1399.6267236906,3289.49509364601,1
1,2,5,8,11,14,15,16,20,21,22,910.132167901722,4586.51439450043,0
2,4,5,6,7,8,14,17,19,20,22,2169.36054786175,3666.43956817912,0
5,6,8,9,11,13,14,18,19,20,21,2236.3356352887,3414.41600249386,1
1,2,3,5,6,7,9,11,14,18,19,2318.49626459446,3554.68964607914,0
2,3,4,5,7,8,16,18,19,20,22,1289.09735000138,4106.64727653579,0
1,3,11,13,15,16,17,18,19,20,21,823.17515313312,4088.90321963304,4
1,2,5,8,9,10,11,14,15,20,22,2461.38856661674,3466.19937908018,1
1,3,8,9,10,11,14,18,19,21,22,2100.64387765285,2481.14083807318,1
5,6,7,8,9,10,11,12,16,17,19,18.0437271811824,5131.50310546585,9
1,2,3,4,8,11,12,13,16,19,21,983.417879201485,4667.04994747325,3
1,6,7,10,11,13,14,15,17,19,22,1641.25545375223,3720.67856086053,1
1,2,4,6,7,8,12,13,15,16,20,1850.53259796575,3199.10559923661,1
2,3,5,8,9,10,11,13,15,17,22,28.6161606959977,6950.6926140912,11
2,3,4,6,7,8,13,16,17,21,22,1526.8579453264,3470.5800634065,0
1,4,5,6,7,13,14,16,19,21,22,852.807906157851,4385.34528235908,1
1,2,4,5,8,12,13,18,19,20,22,29.0122431073711,6075.8086355563,7
1,2,8,9,10,12,13,18,19,20,22,1749.896601812,2428.40510046065,1
2,4,5,6,8,9,11,12,15,20,22,248.032759747478,4071.96797558576,6
3,4,5,6,8,9,14,15,16,17,19,1138.68390735817,4795.41466397115,1
2,3,5,6,10,11,12,13,15,17,21,238.515182682301,3626.09140406359,8
3,6,9,10,13,14,15,17,18,20,22,1185.07487865818,3103.22817299216,2
3,4,8,10,11,12,15,16,18,19,20,1559.51316994386,2985.12567288973,1
4,5,7,8,13,14,15,18,20,21,22,30.6779495782428,6104.74445152223,10
1,3,4,6,9,10,12,13,14,18,21,2334.06905315097,2444.15684552003,1
2,5,6,7,11,12,16,18,19,21,22,1180.65304262907,4222.70555628069,0
1,4,5,9,10,11,13,17,18,19,21,564.989034448005,4054.8221404218,4
1,2,3,4,5,11,12,16,18,21,22,1313.98557423077,4009.70079691319,1
2,4,5,7,8,10,11,12,14,17,21,2132.5292561364,3386.32362399219,0
1,3,5,7,11,12,13,16,18,20,21,466.210590427684,4169.71276387201,3
1,2,6,9,10,14,16,17,18,20,22,35.6351565218743,15162.7283829162,9
1,3,5,10,12,13,14,15,17,19,22,2068.99636222947,3570.90571698621,1
5,6,10,12,13,14,15,17,18,20,22,74.1763640581172,4991.75884819999,7
1,3,4,5,6,9,10,14,19,20,21,106.99717753826,4393.9479734262,7
3,7,8,10,11,14,16,17,18,20,22,959.196200348181,3696.83247868087,0
1,4,7,9,14,15,16,17,18,19,22,1203.74896504186,3504.64180274436,0
2,6,7,9,10,11,12,13,16,21,22,1647.55600285018,3539.85969719234,0
1,2,3,4,5,11,15,18,19,21,22,126.159008319208,4017.44459148755,9
1,2,3,4,5,6,11,12,15,18,22,109.386473923614,3636.72234362074,8
1,2,3,5,6,9,10,13,18,19,22,2667.12422781025,3113.02378554615,1
1,3,5,9,14,15,16,19,20,21,22,1091.03611717251,4544.51449519131,0
2,3,8,9,12,15,16,18,20,21,22,1365.03590413938,3530.84553100593,1
2,3,4,8,10,12,15,17,19,20,21,2126.58108444174,2160.39775279783,1
1,3,5,6,7,8,15,17,18,20,21,37.1008370356365,5105.84672952555,10
2,3,4,6,9,12,16,19,20,21,22,1738.09896867588,3378.10169476394,0
1,3,6,7,9,12,13,14,16,18,22,1413.82608917684,3693.30514601958,1
3,4,7,12,14,15,16,17,19,20,21,1730.87292658931,3514.30181558747,0
3,5,7,8,9,11,13,16,17,20,22,1236.46935045066,3919.80936726588,1
3,5,8,9,11,12,13,14,15,18,22,1572.30555979534,3981.54994618199,1
1,3,5,6,7,8,12,18,19,21,22,2250.60146226949,3680.38453946572,0
2,3,5,6,7,8,9,10,12,14,22,2144.53588541355,3655.56417324138,1
1,2,6,9,10,11,14,15,16,17,21,1630.70245260509,3520.32962657314,1
1,2,3,6,7,8,9,13,14,15,18,2359.30638368466,2564.06128134425,0
4,5,7,10,11,16,18,19,20,21,22,592.900387674035,3796.92163899037,3
1,4,5,7,9,10,11,12,15,16,20,1629.94424932705,3844.19780628256,0
4,6,8,11,12,14,15,16,18,21,22,774.805886880063,4629.88830241691,3
2,5,8,10,11,12,14,17,18,20,21,24.9448019057727,6225.33364644929,10
2,5,6,11,12,15,17,18,19,20,21,2001.31964729027,3557.26006438226,1
1,2,3,4,8,11,12,14,16,20,22,1348.45139503042,3612.66755871554,0
2,5,8,9,11,12,13,14,15,16,18,936.959582031853,4951.43872679947,0
1,5,6,7,9,11,12,13,14,17,18,186.349826198525,4971.09656902651,5
2,5,6,7,8,9,14,17,19,20,22,2232.17946656821,3664.57112767255,0
2,3,4,6,7,10,11,12,13,17,21,2317.03537540413,2791.3121338277,0
2,3,4,7,8,9,10,12,14,20,22,2205.83539600088,2576.17331717404,0
2,3,5,6,10,12,13,14,15,17,21,2230.15000684656,3644.50855522961,1
1,2,3,5,6,7,9,15,16,18,19,563.306546367932,4471.88735858673,4
1,2,5,8,9,11,14,15,16,18,19,787.069319619635,4770.48869914807,1
2,5,6,8,10,11,14,15,16,21,22,1094.69597708239,4681.32825331177,0
1,2,3,7,9,14,15,17,18,21,22,2204.85205585598,2812.43225333213,0
4,5,6,7,8,10,12,16,18,20,22,998.894362327714,4109.38910267906,0
1,3,4,5,9,10,11,16,18,19,21,324.582853905627,4179.7537853438,5
1,2,3,5,8,11,12,13,14,16,19,653.479377723335,5103.84060713964,0
4,9,11,12,13,14,15,17,19,20,22,2481.62690152912,2680.78887917428,1
1,3,6,7,9,10,12,13,16,20,21,2036.06928887856,3307.47847325731,1
1,3,5,6,13,14,15,16,17,19,20,775.851473165564,4777.18081822191,1
1,2,4,7,9,11,14,15,17,19,22,1924.68176060087,2649.6789237494,1
1,2,3,4,10,11,13,16,18,20,21,1984.42507011681,3071.88467806162,0
3,5,6,8,9,10,11,16,17,19,22,1511.78090938321,4014.07956643887,1
1,2,6,8,9,11,16,17,19,20,21,547.093477062566,5498.85154546239,4
2,3,8,9,11,12,14,16,17,20,21,16.3014560225009,9565.54685228478,9
1,3,6,8,9,11,13,14,15,18,19,2361.32401380061,2415.0593490933,0
1,2,3,4,6,10,13,14,17,19,22,2067.21163551995,2579.09704453791,1
8,9,10,12,16,17,18,19,20,21,22,1693.65696658127,3423.86980085838,1
1,4,6,7,8,11,12,13,16,18,22,1527.66275716774,3623.95248267448,1
1,6,7,8,9,10,12,13,14,17,18,2141.91954546494,2830.50204971663,1
4,7,10,11,12,13,16,17,18,19,21,1325.13249841913,3334.1254523183,1
4,6,7,8,10,11,12,16,19,20,21,103.912707433506,6554.65389624549,8
1,3,5,6,8,10,13,14,15,17,20,415.203566409568,4456.67623402662,4
1,5,9,11,13,16,17,18,19,20,22,36.9158138864101,5447.22244303488,9
1,2,5,7,8,12,13,17,18,20,22,113.543536318344,5147.58312193891,7
2,3,7,9,10,14,15,16,17,19,21,1025.67862665148,4013.02272529676,1
7,9,10,15,16,17,18,19,20,21,22,1632.60718262136,3650.66696482195,0
3,5,7,8,9,10,11,16,19,20,22,1671.77721871308,4009.41389844705,0
4,6,7,10,11,12,13,16,19,21,22,1394.09549139916,3691.21819524134,2
1,7,8,9,10,11,12,13,17,18,20,2236.21992141672,2920.58471047577,0
2,5,7,8,9,11,12,15,18,20,22,310.626196596894,4937.64758667162,5
1,3,4,6,9,11,12,13,18,20,22,2180.24749154919,3168.08763504532,1
4,5,6,7,9,10,11,13,16,17,19,1266.38262751262,3840.97719477467,2
1,5,8,9,11,16,17,18,19,21,22,1465.97504745797,3870.78975568934,0
2,5,6,7,9,12,17,18,19,20,21,188.245379347566,4108.12547851138,8
1,6,7,11,12,13,15,18,19,21,22,1829.18390166437,4046.74186441244,1
1,2,4,5,7,9,11,12,14,19,22,2145.07479505607,3378.30197751421,1
2,5,6,9,10,12,14,15,16,17,21,767.004976920298,4644.79394668563,0
3,5,8,9,10,12,13,14,16,17,19,949.658650946144,5002.81838945741,1
2,3,4,7,12,13,14,15,20,21,22,2233.51515816039,2704.07424635957,0
1,3,4,5,6,8,9,10,11,18,21,180.58567554364,3674.03029406092,9
1,3,4,5,11,13,17,19,20,21,22,1173.1487462352,3522.3428464595,1
1,3,4,6,8,15,17,18,19,21,22,1664.57334180009,3438.06641194848,3
1,4,7,11,12,13,15,17,18,20,22,1999.03302947834,3650.35638308396,1
1,2,4,7,8,10,15,16,18,20,22,1741.69830570296,3222.02037711972,0
2,4,6,10,12,15,16,17,18,19,20,1275.56595333455,3295.42192538062,0
2,5,7,8,10,11,12,13,15,18,21,2457.79908110565,3011.12279852458,0
3,4,5,6,8,13,14,15,17,19,20,485.385183724957,4036.01860240273,4
6,8,9,10,12,13,14,17,18,21,22,2054.71647519496,2982.41248002189,0
1,2,5,7,11,12,15,16,18,19,21,166.718612208415,6504.17186229805,7
2,3,4,7,9,11,12,15,16,19,20,1690.61248197373,3114.06832916102,1
1,7,9,10,11,12,13,15,16,20,22,1574.61811591726,3234.76013786415,1
1,5,8,10,11,12,13,14,17,20,22,2401.33783470148,3365.64917596549,1
1,3,4,7,8,11,13,16,18,19,22,1611.3794191783,3208.36040647531,0
4,6,8,9,11,13,14,15,16,17,20,1590.74383981702,3525.70739212558,0
1,2,4,5,6,14,15,18,19,21,22,2176.20810782677,3495.14909453877,1
3,4,6,9,13,15,16,18,19,20,21,1730.25397531998,3179.67574806207,1
2,3,8,9,10,11,15,18,19,20,22,2629.23844663636,2340.10306221384,1
4,5,6,7,9,11,17,18,19,20,21,88.4838816365505,4380.15643270091,8
3,4,6,9,11,13,15,19,20,21,22,803.349362225278,3396.54119829579,2
1,2,7,8,12,13,14,16,18,21,22,1304.72870145686,3599.89132885007,1
1,2,5,6,9,10,15,16,18,19,21,1585.96827839056,3985.96949978402,0
5,8,9,11,12,13,14,15,19,20,22,217.241018894151,4388.19425656997,7
3,6,7,8,10,11,12,17,18,21,22,1770.02293666441,3949.41816858668,0
2,4,6,8,9,11,15,16,18,19,21,1407.43061010197,3103.90470223102,0
2,3,5,9,10,11,14,16,18,19,22,704.323093542887,4891.62790068302,1
2,3,4,5,6,9,11,14,15,17,19,2367.72283676623,3607.71553051868,1
3,4,5,8,9,10,16,18,19,20,22,1185.09009620007,3774.54031430914,1
1,4,5,8,9,10,12,17,20,21,22,1200.94488382308,3325.42470538022,1
2,3,6,8,10,12,13,16,19,21,22,1757.46366999365,3216.68492349034,1
3,5,8,10,16,17,18,19,20,21,22,656.125141249453,3987.99683186249,3
3,10,11,12,14,15,16,17,19,20,21,1752.56266514499,3437.8351935292,0
1,3,4,5,6,8,10,12,19,20,21,69.2285971495585,3348.78726383404,9
1,6,7,9,10,11,12,14,15,18,21,1973.8053632378,3146.79016800784,0
5,7,8,9,10,14,18,19,20,21,22,1579.06976387958,3491.90595599927,2
1,2,4,6,7,8,9,15,16,17,20,1769.14027256683,3213.09302369044,1
1,3,4,5,6,8,9,10,11,17,21,2585.60269509109,2906.00416983526,1
1,3,4,11,12,13,16,18,19,21,22,1345.13764810147,3468.5656114394,2
4,5,8,10,12,13,15,17,18,21,22,2636.47855836746,2952.70332924469,1
1,3,7,8,9,12,14,16,18,19,20,1725.93235834455,3515.23166674994,0
3,4,7,10,11,15,16,17,18,19,21,1457.79263921409,3194.40372688071,0
1,4,6,7,9,11,13,14,15,16,19,906.641408371302,4256.1910093427,2
1,6,7,8,11,12,14,16,18,19,22,1551.7929997299,3867.45169009863,1
1,5,8,9,10,11,12,14,15,18,21,2604.78436557417,3277.01664104663,1
1,3,4,7,9,11,14,16,17,18,20,1409.39233213726,3533.94180140463,0
2,4,6,8,11,12,13,15,16,18,20,1252.3648888852,3192.1990677821,0
