V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,bestlam,rmse,bestlam_numpred
1,2,5,10,13,15,16,17,18,20,21,1557.91118177911,4026.07597928334,0
3,4,7,9,10,13,14,16,17,18,21,797.418744172074,4281.86699489449,1
1,2,3,6,7,8,9,14,17,18,21,1993.79110451297,2842.1678117702,0
1,3,5,6,7,8,9,10,12,18,20,493.620379943709,3648.04579358638,6
1,4,8,9,13,14,16,17,18,19,20,1454.79633679327,3405.2722956553,1
1,4,7,8,9,10,12,17,18,19,20,546.234852001584,8317.76650185845,6
1,6,7,9,10,11,16,17,18,20,22,943.630400610682,4027.75077595276,1
3,4,7,8,11,12,14,16,17,21,22,1380.44548090074,3572.23048021719,1
1,6,8,11,12,13,14,15,17,18,20,1463.0278731597,3060.30828767127,2
1,2,5,6,8,9,12,13,15,16,17,1633.03155946046,4173.88913367054,1
2,3,5,7,9,10,12,15,16,17,21,16.9043768855735,7202.77162672275,11
1,3,5,6,8,9,10,12,14,15,17,338.643084081032,4545.88602820835,6
1,3,8,9,11,12,13,15,16,17,22,1857.6048397178,2971.34545510579,1
1,2,3,7,8,11,12,15,16,20,22,1452.73400394752,3231.62606060358,1
1,4,6,7,9,10,11,12,14,17,21,1668.80388387137,3518.19528995384,1
1,5,6,8,9,10,12,14,18,19,20,2027.4503205892,3541.59886196891,1
2,3,5,7,8,10,12,15,16,18,20,16.0610777569667,4852.82275823491,10
1,3,5,7,9,11,13,14,15,18,22,1636.09184993187,3765.60106323146,1
4,5,8,9,11,13,16,17,18,19,20,993.872184198547,3682.63049588315,1
3,5,6,7,8,9,12,13,15,20,22,913.474490966583,3518.56365435523,3
1,3,4,6,7,8,12,15,18,21,22,1845.86406363631,3367.87956145275,0
1,2,6,7,8,9,10,11,15,19,21,2343.07084635987,2639.30967239917,0
1,2,4,5,9,10,11,12,19,20,21,439.868009946266,3850.90829298214,4
1,3,4,10,13,14,17,18,19,20,22,2395.87912044528,2648.74276773906,1
3,5,6,7,8,10,12,14,15,16,19,997.835893912947,4664.8688673406,0
1,4,6,8,10,11,13,15,18,19,20,1586.48466255812,2472.2354399055,2
2,4,6,11,12,14,15,16,17,18,22,1417.57829776962,3656.92054390893,1
4,5,6,7,8,9,10,12,13,20,22,361.639381218905,4399.71357422006,4
1,5,7,8,9,11,13,16,17,21,22,1485.4675495926,3943.50497479063,0
1,2,3,6,7,10,12,13,18,19,21,1904.789873557,3063.99768668286,1
2,5,6,10,11,12,14,16,18,21,22,713.788811901799,4396.40139974254,2
4,5,7,8,9,12,13,14,15,21,22,2336.50802712523,3413.94229971702,1
6,7,8,10,11,12,13,16,17,21,22,1413.13481906561,3659.88806590576,0
3,5,6,9,11,12,15,18,20,21,22,667.038046462006,3553.92551658247,4
1,2,4,8,9,11,13,15,17,18,22,2302.81901296764,2077.98635044955,0
2,3,7,9,11,12,13,16,17,20,22,1191.82002577068,3420.06544415965,0
3,4,7,8,10,11,12,13,15,18,20,2346.56748290842,2421.7058330057,0
1,3,4,7,9,11,14,17,20,21,22,2174.55210479788,3088.92759821227,0
1,4,5,6,7,8,10,12,13,21,22,2458.08347380253,3278.50367806305,0
3,4,5,6,7,8,9,11,14,16,22,963.399084087792,4593.47372120122,0
1,5,7,8,10,12,16,17,19,21,22,1495.96451206494,3905.75234403023,0
2,3,5,8,9,10,14,15,16,20,22,514.579355225993,5190.26728574721,1
2,3,5,6,10,13,14,16,17,18,19,626.067264947771,4870.09218718002,0
1,3,4,6,7,8,10,13,16,21,22,1713.68481824022,3268.0285944804,0
1,2,4,7,8,13,14,15,17,18,21,1207.20262738141,3267.83736400771,2
1,3,4,8,9,10,11,14,15,19,20,2643.84660287093,2076.57184809409,1
1,4,5,6,11,12,14,19,20,21,22,550.589208257164,3786.66019263906,3
1,2,4,10,11,12,13,16,17,19,22,1699.85231939944,3031.23789280932,0
1,2,4,5,6,9,10,13,16,18,22,752.860110048748,4034.3363633099,4
1,2,7,9,11,12,14,17,18,19,22,1433.42238491976,3412.14490117094,3
1,2,3,7,9,12,13,14,15,17,22,2051.18173594258,2512.66188318846,0
1,2,3,4,5,7,8,10,14,15,18,2321.95834956973,3761.7395757294,1
1,2,4,7,8,9,11,13,17,18,21,2229.08844976296,2400.95558079642,1
3,4,9,10,11,12,15,16,17,18,22,1267.55226771297,3062.76157218479,0
3,4,5,6,7,8,14,15,16,17,22,813.058208059125,4600.54189236302,0
1,2,6,7,11,12,13,14,15,16,20,1467.48931034717,3633.92523425458,1
3,4,7,8,10,12,14,15,17,18,20,2388.99297404263,2652.81291633559,1
1,2,8,10,11,12,13,15,16,18,19,22.5592316967771,8269.43807902446,10
1,2,3,6,7,8,16,18,19,20,22,1463.31283082987,3626.18570872667,1
1,2,3,4,5,12,13,14,19,20,21,224.941211816252,4396.03253990789,7
1,6,11,12,13,14,15,17,19,20,21,2207.99562365089,3093.97728138379,1
1,2,3,4,5,8,12,13,19,20,22,30.2614086896738,5859.73920194103,9
1,3,4,5,7,8,10,13,14,17,19,51.3560808800103,5554.83997183902,7
2,3,4,5,7,11,12,14,16,18,22,827.724288985043,4626.27501533335,0
1,2,4,5,10,11,12,16,18,19,21,1524.61576215184,3878.3071997494,0
3,4,6,8,9,11,12,13,14,18,22,2261.4475814364,2727.28214830849,1
1,2,4,5,7,8,9,15,16,17,18,1652.27955756465,4063.30824140281,0
2,4,6,8,10,11,13,14,15,16,18,1152.0007658612,3691.30753409464,0
4,6,7,9,13,16,17,18,19,21,22,839.187102519066,3743.46451350391,0
3,4,6,8,9,10,11,12,14,20,21,2276.61303819509,2595.03571242251,0
2,4,5,6,7,12,13,14,15,19,20,2355.33422920229,3528.61371029526,0
1,4,7,9,10,11,12,14,18,19,20,2198.86711401212,2957.17122144081,1
1,3,5,10,11,14,15,17,20,21,22,1541.95123453355,3550.26494816379,3
6,7,9,12,13,14,15,16,17,18,19,1482.76426254426,3603.69793715737,1
1,4,5,6,11,14,17,18,20,21,22,2137.79904368434,3825.54253445261,0
1,2,4,8,10,11,14,15,17,18,21,2271.66559559795,2244.76850003569,1
1,2,5,7,8,9,11,12,18,20,22,375.366743120498,4684.61010143712,6
3,4,7,11,12,14,15,16,18,20,22,1194.98791636584,3670.44640691653,0
1,3,4,5,9,11,12,16,17,20,22,1634.0151043197,3897.05952433957,0
3,4,6,7,11,16,18,19,20,21,22,1129.66622059704,4071.8615724914,0
1,2,6,10,13,14,15,16,17,21,22,1472.0493580522,3605.48793351766,1
2,3,5,6,7,9,12,14,15,16,20,826.822014197573,4746.65042998207,0
1,4,5,6,8,9,10,11,16,18,22,713.205514616208,3893.72749360403,3
3,5,6,8,10,12,13,14,15,16,19,722.855372009174,4953.07500515413,1
3,4,7,9,11,14,15,16,17,18,19,632.985589300123,4250.61150572764,3
2,5,7,8,9,14,15,17,18,20,22,326.062680658744,4493.21747981754,6
1,2,5,12,13,16,18,19,20,21,22,422.481130162525,3880.99659476607,4
3,4,5,6,8,15,16,17,18,21,22,1442.65990525697,4035.26994494275,0
4,5,8,10,11,12,13,15,18,20,22,227.651630593025,5249.33355064309,7
1,2,4,6,10,11,12,15,18,19,22,1962.1824368609,3035.86154842111,1
1,4,5,8,9,10,13,14,16,18,19,987.462357394568,4864.01370322452,1
1,3,4,6,8,9,10,11,17,19,22,23.345248200937,4633.59401274554,10
1,2,3,7,8,9,10,12,14,16,17,1298.8799333433,3847.41514828034,1
3,5,8,10,11,12,13,14,15,19,20,587.252581282653,4123.89337012236,2
1,4,6,8,11,13,16,17,19,20,21,1984.05055382847,3297.7687904787,0
1,3,5,6,11,12,13,14,18,19,21,69.6518892201969,4358.11868414976,7
2,3,5,7,11,13,14,15,16,19,22,399.495627768388,5500.01145285857,4
1,2,5,6,7,8,15,17,18,20,21,2409.71095970597,3514.00589986098,0
2,3,4,8,9,12,13,16,17,18,20,1570.31839829535,3093.34309738158,1
3,5,6,7,8,10,14,15,16,17,21,905.476871554169,4638.96817477439,1
3,4,7,8,9,10,13,14,16,17,21,790.006873720811,4394.37344684449,1
2,9,10,12,13,14,15,17,18,19,22,2299.96767677789,2468.23635185624,0
1,4,6,8,11,14,17,18,19,20,21,2125.35030597892,3310.55359464501,0
3,5,9,10,12,13,16,17,19,21,22,1307.58802310958,3836.20098682032,1
1,3,5,6,7,8,11,12,13,15,21,45.1171633714504,4759.76910236595,8
3,8,9,11,12,15,17,19,20,21,22,1217.95048264654,3049.67839916757,2
5,8,9,10,13,14,15,16,18,20,21,872.427734273966,4728.73215799052,0
2,3,4,5,6,9,10,11,12,15,19,74.2705047090382,3609.28068012925,9
3,4,5,10,12,13,15,16,17,18,19,1430.03663056406,4072.8062138941,1
2,3,4,5,6,8,10,11,13,15,21,30.1130379656242,4766.71705616725,9
2,4,5,7,8,10,13,14,18,21,22,2152.19044416352,3536.10661464349,0
3,5,6,8,11,15,16,17,18,21,22,1417.37283726871,4043.25490734123,1
1,4,5,11,13,16,17,18,19,21,22,1608.79388084857,3881.0257042724,1
1,2,3,4,6,8,10,11,12,16,21,1912.30734846916,3060.22893484109,0
1,8,10,11,12,14,15,19,20,21,22,1518.89977560245,5168.50801276362,2
1,2,3,10,11,12,14,17,18,20,22,128.025044704449,10828.6776057759,8
1,4,5,8,13,14,16,17,18,19,22,690.989488030963,4494.8875624321,1
2,5,6,7,8,9,10,12,14,18,20,2036.27607454834,3650.59551499283,1
1,3,4,6,8,13,14,15,18,20,21,2421.0369247842,2585.12254552935,0
3,4,5,6,9,11,12,16,18,20,21,1420.39075100719,3973.41768080781,0
5,8,10,11,12,14,15,16,17,18,19,621.156344706051,4422.34394453098,0
1,5,8,10,12,13,14,15,17,18,20,1329.00359350405,3775.43919769771,1
1,2,3,8,12,13,14,15,17,18,22,2342.9120570403,2429.49163946022,0
1,2,4,5,8,12,13,16,17,20,21,867.683326838179,4689.50348638675,3
1,3,6,7,9,10,11,14,18,19,21,1972.40788713653,3059.90642110854,1
2,4,5,6,8,9,10,11,12,13,16,1580.94033016198,4199.19802264686,0
2,4,5,7,10,14,15,19,20,21,22,1590.96129777576,3418.86073997428,1
1,6,8,9,10,11,13,18,19,21,22,1327.15616275962,3410.24749567509,3
5,10,11,13,14,15,17,18,19,21,22,2227.78371552709,3389.43280874347,0
1,4,7,8,10,12,13,14,15,19,20,2485.54525804276,2335.51724186951,1
1,2,4,6,7,8,9,14,16,17,19,13.7260813364033,9072.11325021651,9
4,5,8,9,12,13,15,16,17,21,22,1660.99185120473,3949.97410568964,0
7,9,10,11,12,13,14,15,17,18,21,2147.0859506948,2715.8434763772,0
1,3,6,7,9,14,15,16,17,20,21,1486.91938039048,3627.5792483503,0
2,3,5,6,8,9,10,12,16,17,22,1060.63168864571,4193.48661957555,0
2,4,7,8,9,10,12,15,16,19,22,1574.29332586762,3199.97588590048,1
1,4,5,6,7,8,11,13,16,19,21,615.490317430421,3894.40265485589,3
1,7,9,10,12,15,18,19,20,21,22,2681.93384105103,3655.28282925886,1
2,4,5,8,9,13,14,18,19,20,21,420.138653940958,3796.7343472118,4
1,5,6,8,10,14,15,17,18,20,21,1835.34818191427,3567.54627303307,1
3,4,8,10,11,15,17,18,19,20,22,1883.47150277985,2656.43127381984,1
2,5,6,7,10,11,12,14,19,20,21,2180.04537447554,3625.74397620178,1
1,3,5,8,9,11,12,13,14,19,21,1899.13998066814,3690.67762773771,2
3,5,6,9,10,13,14,15,16,19,20,885.724086615075,4847.2610529173,0
1,3,4,6,8,10,13,16,17,18,19,1806.11663901284,3052.32511152862,0
3,6,8,9,11,13,15,18,19,21,22,2344.80174323715,2893.625393851,0
1,3,5,6,7,8,9,13,19,20,22,990.057967573017,3553.17109840032,1
4,5,6,8,9,10,11,12,13,14,22,2470.88016782366,3398.59262821437,0
4,5,9,11,13,14,15,16,17,19,22,1095.22850168438,4539.35726278429,0
2,6,8,10,11,12,13,17,20,21,22,2278.84780501953,3246.44252464144,0
2,3,4,5,8,9,10,16,18,20,21,1678.44039451452,4252.90811973542,1
1,3,6,7,10,13,16,17,19,21,22,1631.18580663585,3500.81496680505,1
3,6,10,11,13,15,18,19,20,21,22,968.62195696369,3787.33238993088,2
2,3,7,10,11,13,14,15,16,18,19,954.487518758028,3950.76076454057,2
4,5,7,8,14,15,17,19,20,21,22,1343.76570910341,3535.16420110373,1
3,7,9,12,14,15,17,18,19,21,22,2138.1910705026,3139.52225640705,0
1,3,4,6,9,10,12,15,17,19,22,2396.66325193976,2619.48206657891,1
1,3,5,6,11,13,14,17,18,21,22,2253.04825938195,3595.2023905703,0
3,8,9,11,12,13,14,16,18,20,21,1383.44538650727,3603.20345282492,1
1,2,4,7,8,9,11,12,16,17,22,1660.89889025535,3255.12259862273,1
1,3,7,9,12,14,15,16,17,18,20,1441.9064589474,3520.66178145506,0
2,4,5,6,9,10,12,13,16,17,21,1457.07582862002,4086.6436500779,1
2,5,6,8,9,11,12,15,17,18,21,2243.25947597616,3125.58703241973,0
1,2,3,6,7,8,9,12,14,16,22,1395.47998503505,3702.82035431282,1
1,2,3,5,7,9,12,13,17,18,20,62.2284291074078,3901.6955953469,9
1,5,6,9,11,13,16,18,19,20,21,366.222322446532,3545.4423064237,5
2,5,8,9,10,12,14,15,19,20,21,2651.67459588223,3385.09899163674,0
1,2,4,5,6,10,14,16,18,20,22,322.269834236534,4390.69383229614,3
2,4,5,10,12,14,15,16,18,19,22,356.426292878905,5263.17453750565,5
2,3,7,9,10,11,14,16,17,19,21,1009.42720420151,3975.35953694917,1
1,8,9,11,13,14,15,16,17,20,22,1499.33678296666,3477.98447936627,0
1,2,3,8,9,10,13,15,17,21,22,2642.35438828867,1726.51349929885,0
1,3,6,9,12,13,14,17,19,20,21,2583.62708631821,2797.77209845956,1
2,3,4,5,7,10,11,12,13,14,19,2291.77181711158,3588.66796811083,1
1,4,5,9,10,11,13,18,19,21,22,607.637458004606,3918.30181322919,3
1,5,7,9,11,13,15,17,18,19,21,2681.20371147123,3139.64994865087,0
1,3,5,6,7,8,10,11,12,18,19,83.2020100325657,4314.51720440363,7
3,6,7,9,11,12,13,15,16,18,20,1468.52820938125,3466.68857118367,1
1,4,5,6,7,8,13,17,18,21,22,2193.99108185204,3577.10153280753,0
1,4,5,8,9,10,12,15,16,17,20,1798.80722337177,3918.31011133599,0
2,3,5,9,10,11,12,15,16,18,20,1281.01169267957,4140.53812538056,0
1,3,4,5,6,8,11,14,17,19,21,143.221078609081,3853.21644481256,7
1,2,3,4,6,7,9,12,14,15,20,2281.50430952956,2672.76627068433,0
2,3,6,9,10,11,13,16,19,21,22,1194.16194219916,3591.29830721738,1
2,4,6,7,11,13,15,16,18,19,22,726.994415510865,5181.49343655913,3
2,4,5,6,7,8,12,13,18,19,21,2307.58568022245,3250.5253899445,1
2,3,7,8,9,10,11,12,13,15,21,2459.66914567949,1821.98200753838,1
8,10,11,12,13,15,16,19,20,21,22,1902.50852899019,3163.52803611869,0
1,6,8,9,10,11,12,13,15,19,21,25.6399686446828,6360.73008036307,10
3,4,7,8,9,10,11,17,18,19,20,293.105903248284,3930.60537103939,7
3,5,7,9,14,15,17,18,19,21,22,1299.78066604564,3691.30623602382,2
1,2,6,9,10,11,14,17,19,20,22,2193.45797591052,3052.48869715454,1
4,5,6,7,8,10,12,14,17,19,21,2264.94201711585,3494.07022478363,0
1,2,3,6,7,10,12,13,15,21,22,2160.98679295244,2753.76410170533,1
2,3,5,6,7,9,10,11,13,15,20,826.717728796017,3712.16033655428,5
1,4,5,7,10,11,12,13,16,18,21,1496.01440407928,3889.6481509991,0
3,4,6,7,8,13,16,17,18,20,22,829.584085746505,3629.23207222251,1
1,2,3,5,8,9,15,16,17,19,22,1275.55053635975,4271.7974429138,1
2,4,8,9,11,15,17,18,19,20,22,1106.91681779926,2734.47464071241,3
2,3,4,5,11,13,14,16,17,18,21,680.874550490851,4875.59216890388,1
2,3,5,8,11,13,14,16,17,18,20,637.1585377107,4897.78097683769,1
2,3,4,6,7,12,13,15,16,19,22,1603.0749957357,3346.87425763774,1
1,2,5,7,8,9,11,16,19,20,21,401.864051747548,4795.0323306951,4
2,4,5,7,9,10,14,15,18,20,21,2434.53265874458,3449.51701881891,0
3,5,8,9,10,15,16,18,20,21,22,1620.79431727419,4018.71322472921,1
1,10,12,13,14,15,16,18,20,21,22,1687.16691402929,3510.73301995898,0
1,2,4,5,7,9,10,12,13,19,22,1651.52499580216,3111.39926948147,1
3,4,5,6,8,11,18,19,20,21,22,623.579145500268,3750.68008161757,3
2,5,6,11,14,15,17,18,19,20,21,2287.77039549485,3598.79303326354,1
1,2,6,7,8,12,14,17,19,20,21,2382.45189244229,3303.71590455985,1
2,3,4,7,10,12,13,15,19,20,22,813.39912639182,2738.90610401108,3
2,3,4,6,10,11,13,15,16,20,21,1444.02350246478,3167.72648040813,1
3,5,6,7,8,9,11,14,15,17,18,1426.12651669085,3847.56184029171,2
1,2,4,7,9,12,13,15,19,21,22,2665.36442309683,2488.75477327696,0
1,2,4,8,9,10,11,17,19,20,22,1403.95221227318,2459.05535727259,1
2,5,6,7,8,10,14,16,17,20,22,378.823002103315,4941.73862908908,3
1,2,5,6,8,10,13,14,15,16,19,631.327289535817,5078.25110304633,1
3,4,6,8,9,10,13,15,19,21,22,1185.54224741641,2619.11066429619,2
4,5,6,7,8,9,15,16,17,18,20,1352.46941125146,4011.75094281047,0
2,3,7,9,10,12,13,14,15,16,18,1267.67771231701,4066.77155691716,1
2,7,9,10,11,12,14,15,16,19,22,1306.63749995249,3567.0551826048,0
3,4,5,6,7,8,11,13,14,18,19,2455.9174814106,3539.38668662064,0
1,3,9,11,13,14,15,17,18,19,21,2201.58014330816,2349.49782670731,0
1,3,8,11,12,13,14,15,16,19,21,185.236423384159,7230.66167335265,6
2,3,5,8,9,11,15,17,18,19,20,2869.41936222984,2968.4437034237,0
1,6,7,8,9,10,14,15,16,19,22,1349.10449931814,3552.42027424747,0
3,4,8,9,11,15,16,17,18,20,22,1290.87708473035,3196.00117469317,0
1,2,7,8,11,14,15,18,19,21,22,1848.75375467637,2943.45679640246,0
1,4,6,7,9,14,16,17,18,19,20,1079.27534315799,3717.90034438483,1
1,3,6,8,10,12,13,15,16,18,20,1639.18633523728,3128.7858694378,1
1,3,8,10,11,12,13,15,17,18,22,2088.97670487149,2294.2192728493,1
1,4,5,7,8,12,13,16,17,18,19,1465.7011724387,3892.22702561019,0
1,2,3,5,6,7,9,10,12,17,18,27.4434376535846,4996.91172228578,9
4,6,8,9,11,15,16,17,19,20,21,1664.13781670006,3244.83981231059,0
6,7,11,13,14,15,16,17,18,20,22,864.551517375109,3949.70750668821,0
1,2,4,6,7,8,9,15,16,17,22,496.69495993055,7011.08361296823,6
3,5,6,7,8,11,12,14,18,20,22,45.8574072668615,4321.12162460385,8
3,4,5,8,11,13,14,16,17,18,22,1007.51034980608,4693.95718544194,0
1,2,4,5,8,9,10,13,14,17,22,2458.80976905258,3591.18930449924,1
1,2,3,5,6,8,10,12,15,16,17,1560.5198678605,4245.09065142455,1
2,3,4,5,6,8,11,12,13,14,18,2036.01580977997,3706.10356063219,1
2,4,5,6,7,9,17,18,19,21,22,1652.13625683573,3544.70712049438,1
1,2,4,5,6,8,14,18,20,21,22,2311.64196201316,3579.84056583837,1
2,6,7,9,10,11,12,13,14,15,22,1825.00332592857,2826.724546231,0
1,2,3,5,7,8,10,11,12,15,22,240.969628187924,4503.18620885168,8
2,4,6,9,11,12,13,14,16,18,19,1401.39449114954,3559.73190378507,0
2,3,4,5,10,11,13,17,18,19,20,642.892146604862,3727.9070489113,3
1,2,3,5,10,14,15,16,19,20,22,797.043115597576,4864.65327129827,1
1,3,8,9,10,11,12,14,18,19,21,2477.84849255147,2266.39016660913,1
2,4,5,6,8,9,12,16,17,20,22,1350.03040029747,4009.34452006589,0
4,5,7,9,11,12,15,16,17,18,21,1349.67254428655,3876.34156088493,0
1,2,3,8,10,12,13,16,18,20,21,2023.38061629285,3088.83594888635,1
2,3,5,7,10,11,12,14,16,19,21,391.814486475521,4970.18543847692,2
1,3,8,9,12,15,16,19,20,21,22,1128.58377500423,3545.67170254166,3
5,6,7,9,10,11,13,14,18,20,21,2296.65987171456,3633.1618046174,0
1,3,4,8,9,10,13,15,16,17,18,1760.93155879395,3016.28366652729,1
5,7,8,13,14,16,17,18,19,20,21,693.624606568446,4367.60863256726,0
1,3,5,8,11,12,13,14,15,16,22,730.297951207683,5155.93148583457,1
1,4,8,9,11,12,13,14,16,18,20,1293.20510268056,3408.64991754026,1
2,3,4,5,9,14,15,17,19,20,22,2561.00353207792,3491.65232886398,1
1,4,8,9,11,12,14,15,18,20,22,2326.48597757625,2712.63212277243,1
1,3,4,5,8,10,13,14,16,18,19,825.819016717067,5043.55027667846,1
3,5,6,8,11,12,13,14,15,17,18,2404.85223981439,3568.54050624228,1
1,5,8,10,12,13,15,16,19,20,22,1776.85853845425,3927.73730435125,0
5,7,11,12,13,14,16,17,18,20,21,493.544282873613,4342.97020936847,0
4,5,6,7,8,9,12,15,16,18,21,1396.80454640408,3964.93886905058,0
1,5,6,8,10,11,14,15,16,18,20,693.142224682958,4431.976950454,1
4,8,10,12,13,14,15,17,20,21,22,2494.27713070443,2553.80099019154,1
2,6,8,9,10,14,17,19,20,21,22,2461.30610039993,2986.50112830819,0
1,4,8,9,11,12,14,15,16,21,22,1469.44423029586,3362.84044005377,0
1,3,4,5,6,10,11,15,16,21,22,1423.24109191959,4001.71732349839,1
1,3,7,8,9,14,15,17,18,19,21,2333.60528184897,2565.33152547522,0
1,4,6,7,8,9,10,11,14,17,19,2043.76135745452,3371.15634969593,1
2,3,4,8,9,11,13,14,15,18,20,2496.79973441675,2370.76390693299,1
1,3,4,5,6,9,10,11,13,20,21,1167.95021539345,3667.94860894258,1
2,4,10,11,12,15,16,17,18,20,21,1233.39818898826,3137.72149688784,0
1,2,4,5,12,13,14,15,17,20,22,491.283772697373,3595.29925823888,5
1,5,6,10,11,12,17,18,19,20,22,199.033704617477,3731.7870102866,8
1,6,7,8,9,11,12,14,16,19,20,1346.14961142883,3653.39454730258,0
1,2,5,7,8,9,10,13,14,17,18,2359.06755394122,3517.45282549426,1
2,4,7,8,12,13,15,16,18,19,21,1831.50327628557,3094.54464125581,1
1,2,3,4,6,8,10,12,14,20,22,2231.81534921049,2652.09875143222,0
1,2,3,6,9,14,15,17,19,20,22,2388.83604218126,2813.79564923351,0
1,2,3,6,8,11,15,17,18,19,20,2357.55413877639,2862.01657581338,1
1,2,6,8,10,13,16,17,18,20,22,1432.63309808389,3372.98897675715,0
2,4,5,7,9,10,15,16,18,19,22,1189.75034776629,4063.33123115558,0
5,6,11,13,14,15,16,18,19,21,22,642.49372844356,4585.73700561651,2
1,4,6,8,10,13,14,16,17,18,21,1419.80135798341,3474.04414686574,0
1,2,7,9,10,11,12,13,16,19,20,1940.55277136658,3093.6397168191,0
3,4,5,7,8,11,12,13,14,17,21,2456.28660302302,3431.93484550432,0
2,4,5,7,8,10,11,13,15,20,21,1262.91439580087,3317.65641474405,3
2,4,5,6,8,12,13,16,19,20,21,1676.52862301567,4034.71492420702,0
2,5,7,8,10,11,12,16,17,18,19,1333.27214513581,3954.56325219124,0
1,2,3,4,6,7,8,17,18,21,22,1828.73984187815,3304.31104929088,0
2,5,7,9,10,11,12,14,16,20,21,728.387855046966,4536.14631366355,0
2,7,9,11,12,14,16,17,19,20,22,889.423915522733,3676.2484234676,0
1,5,8,10,11,13,14,15,17,19,20,2574.26753848507,3304.80983169703,0
5,6,9,10,13,14,15,16,17,18,19,982.877883044829,4569.19796289903,0
1,2,4,5,9,13,14,15,19,20,21,1200.19973060035,3509.93763777487,1
4,6,8,10,14,16,17,18,20,21,22,1030.88397981827,3699.91941894386,0
2,5,6,7,13,14,17,19,20,21,22,1708.96461835241,3743.38024172957,1
1,3,4,5,8,9,10,12,13,15,16,1553.21993565609,4477.57297796625,1
1,2,4,5,8,9,12,16,17,18,19,1628.16507923153,3968.41496495419,0
1,4,7,8,11,13,14,16,18,21,22,1168.37720412334,3545.19758701121,1
1,2,3,4,6,8,11,13,16,19,22,1682.70541225721,3175.837884621,0
1,2,4,5,9,10,11,15,16,18,20,1532.61378922893,3999.14770577527,1
1,6,8,11,12,13,14,15,16,17,21,1056.9622925918,4374.87558783174,1
2,4,6,7,9,10,13,14,15,16,21,1387.09577610729,3672.17704237778,0
1,2,4,7,10,11,12,13,14,20,22,2001.34515859515,2769.51552013636,1
2,4,5,8,9,10,11,13,14,16,19,917.604758814033,5176.48447395531,1
1,3,4,6,8,11,12,15,16,19,22,1692.02246361053,3169.42277585362,1
1,2,5,6,14,16,17,18,19,21,22,772.149686721144,4369.90237825711,1
1,4,7,10,12,14,15,17,18,19,22,1954.81662103143,3032.3072388424,1
1,2,4,6,15,16,17,18,19,20,21,937.6557319809,3512.1153832592,2
1,2,4,5,6,11,14,16,19,20,22,342.271903415233,4394.97901788695,3
1,4,7,8,9,12,14,16,18,19,21,1828.36861687409,3420.63955016842,0
1,4,5,7,8,9,14,16,17,18,21,842.493985776351,4406.72918800372,0
1,2,3,4,6,7,9,12,16,17,18,1477.96454861861,3305.60018140325,1
2,3,5,6,7,8,9,13,17,21,22,2469.07810847836,3281.72814676707,1
1,2,3,4,7,8,10,14,16,19,20,1291.67653688105,3819.1874870478,1
1,3,4,7,8,13,14,15,16,21,22,1432.48334075426,3682.49371333233,1
1,2,3,4,6,10,15,16,19,21,22,602.393960747308,5266.6932351392,4
2,4,7,10,11,12,14,15,17,18,22,2135.75211568633,2939.70151980039,0
2,3,5,6,8,14,15,16,19,20,21,731.780534277853,4804.3841625823,1
1,2,3,7,12,13,14,15,17,18,22,1249.55963212819,3638.32771663251,3
2,4,5,6,9,10,11,15,16,20,22,1389.4764994906,4041.32697373192,1
5,7,8,9,12,13,15,16,17,18,20,1508.8523029691,3953.6484891413,0
2,4,7,9,10,11,12,13,17,19,20,1695.59448635801,2371.48489259531,1
1,2,7,8,11,16,17,18,19,20,22,1425.42430397778,3649.00970719252,0
2,3,4,7,8,9,10,13,18,21,22,2419.69340150405,2239.68510446341,0
2,3,5,11,12,13,16,17,18,20,21,1249.90029247975,4051.75521990289,1
1,5,9,11,12,13,14,16,17,20,22,899.326718242641,4389.27786470371,1
1,2,7,10,11,13,16,17,19,21,22,567.03880622705,6520.59422267726,4
3,6,9,10,11,12,14,15,16,20,22,1555.1908535697,3678.55812466273,0
2,3,4,5,9,10,11,16,17,18,21,1367.34632101581,4098.88379136703,0
2,3,5,6,7,9,11,17,18,19,21,2373.0587331677,3472.82101782515,1
1,2,3,5,11,15,16,19,20,21,22,1694.45888064267,4039.44169040803,1
1,4,7,8,9,10,15,16,17,18,19,1916.50812033873,2955.14977580955,0
1,4,8,9,11,12,13,16,17,20,21,2032.80953622229,2963.0868710395,0
5,7,9,10,11,12,13,14,15,16,19,780.099820108671,4591.68976627153,1
1,5,11,12,14,16,17,18,19,21,22,1093.79681635384,4244.000872074,0
5,7,9,10,12,13,14,16,17,21,22,696.075192703392,4442.86755575611,1
1,3,5,8,10,14,15,16,17,19,22,874.269607027794,4752.15231840148,1
2,3,4,6,9,10,11,12,14,18,20,1868.05290054469,2800.01002083053,1
2,4,6,7,12,13,15,16,17,19,20,1463.87592236994,3377.66564457469,0
2,4,5,8,10,11,12,13,14,15,22,2357.60873182774,3566.20429259005,0
3,4,7,8,9,14,17,18,19,21,22,1970.58689651387,2924.40472353351,0
1,7,9,10,11,15,18,19,20,21,22,1836.58160160137,3586.04081990113,2
3,9,10,12,13,15,16,17,19,21,22,83.1609059506747,11120.3284465591,9
1,3,5,8,11,12,14,17,18,20,21,672.493978318515,3932.22695332657,2
2,4,5,8,9,10,14,17,18,19,21,2422.32801625064,3371.04771932238,0
