V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,bestlam,rmse,bestlam_numpred
2,4,5,8,10,11,13,19,20,21,88516.4515986568,401442.028660857,2
2,3,4,6,8,10,15,17,18,20,183773.376472458,232398.466703272,1
1,4,5,7,8,11,12,13,15,16,205821.948452731,391728.941612231,0
1,3,8,9,10,12,13,14,17,18,176648.391051407,361989.801619041,0
4,5,8,9,11,12,14,15,19,20,150916.990611478,386086.399486396,1
2,3,7,8,9,10,12,13,17,20,146281.485365716,314427.854508973,1
3,5,6,10,12,15,16,17,19,20,196162.70206168,338733.366010358,1
3,7,8,9,10,14,15,17,18,20,166655.939047305,320448.83043517,1
1,3,7,8,11,12,14,16,18,21,219317.613379598,308107.670693496,0
1,2,6,7,9,10,13,17,18,19,114623.644696374,335400.140375273,0
2,3,6,7,8,9,10,15,16,19,151118.909438648,319748.853662146,0
5,8,9,10,12,15,17,18,20,21,81840.2471099963,349723.425823612,3
1,3,4,5,10,12,13,14,15,18,167860.491362097,387998.742933985,1
1,2,6,9,10,13,15,16,18,21,233092.13025666,249181.90302573,0
1,6,7,8,9,12,14,16,18,20,197953.984750673,341507.721161799,1
2,3,4,5,7,10,13,17,20,21,86279.6843088867,338437.455121317,2
1,2,7,8,11,13,15,16,18,19,139186.258429301,349654.589751897,2
3,4,5,6,7,8,9,11,15,21,130205.892926488,348998.25044752,1
5,7,10,11,13,14,15,16,19,20,77529.1148378456,441232.321293063,1
2,4,6,8,9,10,13,15,20,21,106040.94878089,252549.045830515,2
1,2,6,7,10,11,13,17,18,21,125428.760284368,313092.063836961,0
2,8,9,10,11,13,16,18,20,21,164005.354811641,302680.866968091,1
4,5,9,11,12,14,15,16,18,21,89572.0411026733,419159.023887333,2
2,3,4,7,9,10,13,17,19,20,98231.2373752409,338601.434978982,0
1,3,6,8,9,11,14,15,18,21,264748.049611025,332277.871854049,0
1,2,3,4,5,6,9,16,20,21,28933.3400679723,425977.541123728,5
2,3,6,9,13,14,15,18,19,21,132799.375095353,307513.447559578,2
4,7,9,10,11,13,14,16,18,20,119280.473770279,398627.383563805,1
2,3,7,9,10,11,16,17,19,21,127795.329547071,365216.809029877,0
3,4,6,7,11,13,14,17,20,21,78338.9584892618,311662.131213103,3
2,3,6,7,9,11,16,19,20,21,120680.681844079,269311.752882876,1
5,6,8,9,11,14,17,18,19,21,76222.3930725443,367169.631751335,2
1,2,5,6,7,8,11,14,15,18,34873.487542171,493259.711531808,5
2,3,6,7,10,11,12,14,18,20,124956.761834579,345102.959536182,1
1,2,3,8,9,12,13,16,20,21,172543.592079128,271666.215305004,1
1,2,4,7,10,11,16,17,18,19,131718.973961442,366932.843528081,1
4,6,8,9,11,12,13,17,19,20,164175.376749314,273232.36486862,1
4,7,9,10,12,13,14,16,17,20,141945.628330407,350036.598280435,0
1,4,5,6,7,8,9,11,17,20,77646.2468669321,372210.549567759,2
1,2,3,5,9,10,14,15,17,19,32137.2669380435,590185.643352349,5
2,3,5,6,10,12,14,15,18,20,151626.073619165,417416.358617176,1
1,2,3,5,8,9,14,15,19,20,103264.923237002,359084.776937134,3
1,3,7,9,10,11,14,17,19,20,98651.1625271503,373956.944040298,0
2,4,6,8,9,15,16,17,18,20,238128.367091143,264229.642516639,0
2,3,5,6,9,13,16,17,18,20,23543.6037627586,593137.359913548,6
1,2,3,7,9,10,14,15,18,19,140102.679184863,313165.113351067,0
1,6,7,9,10,11,13,14,15,21,144143.555241886,421945.954070881,1
4,5,6,7,11,16,17,19,20,21,13297.6251338311,464998.511465881,5
1,3,11,13,14,15,17,19,20,21,79603.8091908953,566168.893746985,5
1,3,4,5,6,8,13,15,16,19,10742.1465914382,612045.668275148,9
1,2,5,7,8,11,16,17,18,19,124572.526514116,346689.486114272,2
1,3,4,5,10,11,12,16,18,19,160404.234193652,399106.637747216,0
5,7,8,9,10,12,14,15,18,21,94951.6660597801,411947.42134928,2
3,4,6,10,13,15,18,19,20,21,124227.294927164,307398.429485213,2
1,3,7,8,9,12,14,19,20,21,200740.866219587,313453.509390436,0
1,2,3,4,5,15,17,18,19,20,106564.457895963,275289.55668478,3
4,5,6,10,11,12,13,17,18,19,130606.036037337,400361.566132438,1
1,4,8,9,14,15,16,17,18,19,233962.642458058,311578.085047437,0
3,5,6,8,9,12,14,16,19,20,131285.588112589,319852.647314022,2
1,6,9,12,13,15,16,17,20,21,82314.2170212817,290732.074814102,4
1,5,7,9,12,13,16,18,20,21,123199.798463502,323681.085300822,2
2,4,7,8,12,14,16,18,19,21,202461.57896135,289142.123193007,1
3,5,6,11,13,14,15,16,18,20,110310.617027696,358558.418859336,2
3,4,6,8,9,12,17,18,19,20,141979.717818292,414418.938410137,1
1,2,4,10,13,16,17,18,20,21,203939.460069776,250609.130358398,0
6,7,8,11,12,14,15,16,18,21,87897.7775996163,442482.515178318,2
2,5,6,9,12,13,14,17,20,21,64131.1239722466,353783.004348843,3
3,4,5,6,10,12,14,16,18,21,2899.94251650429,404952.895792978,10
3,7,8,10,11,13,14,17,20,21,2406.67585775181,890295.081322149,9
3,5,8,10,11,15,16,17,20,21,115419.128501684,392894.648416327,1
1,3,4,6,7,10,12,14,19,20,123965.064363423,393578.452459578,2
1,3,4,5,10,12,14,17,20,21,72154.1540141009,368672.017152643,4
1,3,4,5,12,13,14,17,18,20,30325.2462842036,351668.050267718,7
3,9,10,11,12,15,16,17,19,20,151948.204323198,355136.28029236,0
4,6,8,9,10,12,15,17,18,20,77888.2172257343,379294.622279555,3
5,7,8,9,13,14,15,16,17,19,78072.5775524747,393999.943858764,3
1,2,4,5,6,9,10,13,14,15,79644.5669273395,428398.217128999,2
3,4,6,7,8,9,13,14,15,18,245833.624035766,324168.698007107,1
1,2,3,7,9,10,11,13,15,17,149258.399453936,386579.156613644,0
1,2,5,9,11,12,15,17,20,21,2160.63574642946,660334.117374527,10
1,3,5,7,8,10,11,13,18,19,149260.318572381,418783.116452028,0
2,3,5,6,8,12,13,15,17,18,18683.1642458641,430768.525866477,7
2,3,7,9,10,12,15,16,18,21,180537.876745744,295906.431855087,0
3,4,5,7,9,14,17,18,19,21,1990.13871056687,549748.709812227,9
2,3,7,9,10,12,15,16,17,21,165447.523898762,332733.168358565,0
4,6,7,8,10,16,17,18,20,21,175998.474317172,274780.502271708,0
1,4,8,10,11,12,13,16,17,20,159864.774530312,369953.366939929,0
1,2,3,9,10,11,15,18,20,21,180648.113882544,341148.929909304,0
3,4,5,6,7,13,16,18,19,21,20987.4493364018,463163.130764617,4
2,4,5,11,13,14,17,18,20,21,106760.484420753,352739.412950841,2
1,2,4,5,6,8,10,13,20,21,90861.2026520414,345787.676830677,2
2,3,5,10,12,14,17,18,19,21,102544.622100449,374538.705602183,2
1,3,4,7,10,11,17,18,20,21,104720.613688277,349977.497268256,0
2,4,5,8,9,14,16,19,20,21,108280.579957779,333313.048185807,2
4,7,8,11,14,15,16,18,19,20,193184.028172336,299555.63166488,0
1,3,10,11,13,14,15,17,19,20,137524.399699266,344426.593139281,0
3,5,6,8,12,14,15,16,18,20,100242.438833289,409808.767713527,3
1,2,4,7,9,12,15,18,20,21,4035.69691544338,1046832.7829217,8
2,4,5,6,10,15,16,17,20,21,150925.689492758,345303.866786557,1
1,2,4,10,11,12,15,16,17,19,144813.390012062,382138.3850111,0
2,4,7,11,12,13,15,16,19,21,197153.637374724,468785.947426255,1
