V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,bestlam,rmse
1,5,6,8,10,11,13,15,17,20,22,1416.29221215671,3206.46502381978
2,3,4,5,6,7,8,12,13,14,22,1780.60261530206,2264.19415869939
1,3,4,7,9,11,12,17,18,21,22,2826.94868858568,2425.32361008513
1,3,4,6,7,8,9,12,18,20,22,2018.35395202783,1903.80196637675
2,3,4,5,7,8,10,16,17,20,21,2082.96891425981,2684.11431989809
1,3,5,7,8,9,12,15,16,18,22,406.503602079883,3551.77903064208
1,4,5,8,10,11,14,15,16,19,22,54.6707039985372,6136.20431253795
1,4,6,9,10,13,14,18,19,20,21,324.83163165507,3300.41787465267
2,4,7,9,11,12,13,14,18,19,20,1742.49052522405,3348.01358017937
1,3,4,6,7,10,13,15,18,20,21,2186.36820145509,2567.70327808808
2,3,6,7,11,12,13,14,17,19,20,76.5264412928419,4617.84188625258
2,3,6,10,11,12,13,15,16,19,20,2444.48125504203,2631.28000306798
2,3,4,5,7,10,11,17,19,20,21,721.958671406589,3308.1732073123
1,2,5,9,12,13,14,15,18,21,22,1939.09698963626,3339.73329272072
1,3,8,9,10,11,13,16,19,20,22,47.0669054791454,5638.52377598806
4,5,6,7,9,12,13,15,16,17,18,2409.42207114487,2496.91351457312
1,4,5,6,8,10,11,16,20,21,22,1760.2883562327,3279.40768096018
2,3,4,6,7,9,10,12,13,17,22,475.344930925992,4129.58592222145
3,4,5,7,12,13,15,16,18,19,21,52.1397614922277,2542.19658472348
4,6,10,11,12,13,15,16,18,19,20,345.435876778999,3065.16160226818
3,4,6,7,8,10,16,17,18,21,22,1459.94234252358,2802.1025502739
1,3,6,8,9,10,12,14,17,19,22,2091.16688043038,2235.25209549767
2,3,4,6,12,15,16,17,18,19,20,610.082478039245,4536.12128775436
2,5,6,7,8,14,15,16,19,20,22,1714.4486357281,3513.89201062351
4,6,7,9,11,12,15,17,20,21,22,1076.61589674676,3610.60766729695
1,4,7,8,9,10,13,14,15,17,22,2147.04057342355,3671.62736404454
1,2,3,4,5,6,10,12,15,19,22,2461.96609905599,2008.97166349166
3,4,5,6,8,10,11,12,13,20,21,1982.54029607919,3165.32051384588
1,2,5,6,7,8,9,13,18,20,21,38.5357651781447,5921.86046137834
2,5,6,7,8,9,11,12,16,17,18,2209.83901392788,2770.86174958366
1,7,8,9,10,13,14,16,17,20,21,519.161047983986,3649.77343586022
5,6,8,9,10,11,13,17,19,20,21,1844.40081869079,3254.44395808131
4,5,7,8,10,11,12,15,16,17,22,1489.71485581953,3243.3099317488
3,4,6,8,9,10,12,13,15,16,19,2725.80566280567,1923.53343828979
2,4,5,6,8,11,12,15,18,19,22,2460.46421090917,2319.80608735544
2,4,6,7,8,10,13,18,19,21,22,2481.93886312987,2809.54526005524
1,6,8,11,13,14,15,16,18,20,21,46.3769415966718,2901.83043181787
5,6,10,12,14,15,16,17,18,19,21,1359.50963694718,3323.22519206568
1,2,5,9,10,13,15,16,18,19,20,1928.35664829123,3321.09108458548
2,4,6,7,8,13,14,17,20,21,22,841.313130436115,4093.95571099709
2,3,4,6,7,9,14,15,16,19,20,1712.76353609115,2620.07602540447
1,2,3,7,8,12,13,14,16,18,21,1883.88337723445,3325.84697865885
3,4,5,7,9,10,12,14,17,18,22,1946.53083429896,3533.61729629292
1,5,6,7,8,12,13,14,15,19,20,749.485944526566,4229.51785970132
4,6,7,8,9,11,14,16,17,18,20,2385.36301547246,2594.43411339321
1,2,4,7,11,12,13,17,18,20,22,1216.50819506049,3968.63509909921
1,4,5,8,11,15,17,18,19,20,21,427.185262355013,4234.09494859963
1,5,8,10,13,14,15,17,18,19,20,2368.7897807927,3492.05607537747
1,4,5,13,14,15,16,17,18,20,21,470.201432128643,4790.29794619826
3,4,6,7,9,10,12,15,16,19,20,1324.96814466776,1941.65730545757
3,6,7,8,10,12,13,15,16,19,22,47.6387622944223,7011.12523426311
1,2,5,7,8,12,13,14,15,17,19,1428.19253278628,3988.07815901168
1,3,6,8,11,13,15,16,18,20,22,1401.36984073463,3944.45419485232
1,4,8,11,12,13,14,17,18,19,22,2690.0252043414,2495.80139029078
1,3,9,10,11,13,15,16,18,20,21,3046.0433064967,3280.35071883937
1,2,3,4,5,6,8,12,14,15,22,2455.16058176554,1941.12172063547
1,4,6,7,8,13,15,16,17,18,22,1707.01033202726,3402.06005213462
1,2,3,7,8,9,10,12,13,21,22,1695.38682299538,3815.83779310199
1,2,5,6,8,9,16,18,19,21,22,1369.13051398682,4073.24449138022
1,3,6,8,9,11,14,15,16,20,21,2746.55515821731,2316.51885473871
1,4,7,8,9,11,12,15,17,19,20,1516.4251080558,1897.38466666194
1,3,7,8,9,12,14,16,18,20,22,1724.57159559681,2378.94176778106
1,2,3,7,10,11,16,19,20,21,22,30.9522777891733,4659.52197829504
1,3,5,6,9,11,12,14,20,21,22,2172.18170279267,1748.58677564672
1,3,4,5,7,9,11,16,18,19,21,2384.6800962135,3220.5242220549
1,2,5,6,8,9,12,13,14,16,17,2331.14317364394,2830.39161097826
4,5,6,9,11,12,15,16,17,21,22,2143.21208222329,3516.16730499241
1,3,4,8,9,10,11,13,14,18,21,2113.92378615428,3825.73565535473
1,2,4,8,9,12,13,15,17,19,22,475.570544903266,3499.83663197666
1,2,3,7,8,10,11,14,18,19,20,2991.2447295479,3307.15675700425
1,3,4,7,8,9,10,11,16,17,20,1653.10751358732,3517.724047057
1,6,9,10,11,13,16,18,19,21,22,299.099755399732,3814.3044648611
1,2,4,5,6,11,13,14,15,16,19,2131.94987681763,2465.51626108478
3,5,6,7,11,13,16,17,18,20,22,239.473589780661,5377.86598013728
1,2,7,8,9,10,13,15,17,19,21,2323.99205288853,2354.49296258312
1,3,4,5,6,8,11,14,18,21,22,1682.44748531112,1909.78807396968
1,2,3,8,9,12,14,16,17,19,20,2509.07170731313,1610.43782981852
1,4,5,6,7,8,9,10,12,16,22,486.401062174542,4968.99327202067
1,6,8,11,12,14,15,16,17,20,21,1734.51799187166,3862.11831203171
1,3,5,7,9,10,11,14,16,21,22,108.947326676534,5616.91378285116
1,2,3,7,8,11,12,14,18,19,22,73.7566219824212,6094.72576964644
1,3,4,5,8,10,11,14,18,20,21,1808.74805188609,3845.50653123589
4,5,6,7,9,12,14,15,16,19,20,75.9458546071954,6634.8507055789
2,3,5,6,7,8,10,13,16,18,19,607.452418743221,3835.59592912168
1,2,3,4,5,6,7,10,17,21,22,830.845934591827,3346.25142054441
1,3,4,7,10,14,15,16,19,20,22,1846.8982741697,4004.22615922232
1,5,8,10,11,12,14,15,17,19,21,660.470011094228,4076.53138011521
1,3,4,8,10,11,12,17,18,20,22,1633.690607596,3714.54376762035
2,5,7,8,10,12,16,19,20,21,22,2550.47759620831,2021.18963619314
1,4,5,7,8,12,14,15,18,21,22,1784.95000798646,3896.48934745242
1,6,7,9,10,12,15,18,19,20,22,2138.10218010502,1886.64865514467
1,2,3,6,7,8,9,12,15,16,19,2139.32393008884,3642.60222452864
3,4,5,7,9,12,13,16,17,19,21,32.6673493271907,3646.86047981852
3,4,6,8,12,13,15,16,18,19,20,1017.40949034375,3905.25334690633
2,3,4,7,8,11,12,13,14,16,21,125.795050134709,4790.89123582349
1,5,7,9,10,12,13,14,18,20,21,3040.93055883852,3404.37114049642
1,2,5,6,7,8,9,10,12,18,21,588.971839728208,4151.56838902823
3,4,5,6,8,9,11,14,18,19,20,904.049454189992,3093.41746908798
3,4,5,6,7,12,13,16,17,18,19,220.208579891343,4833.83833523836
4,5,6,8,11,12,14,15,18,19,21,45.0477113700576,7966.80481519962
2,3,5,7,11,12,13,16,19,20,22,828.209106625291,4114.4784118166
1,3,4,6,7,10,14,17,18,19,21,887.918236249704,3907.66780133252
1,2,3,4,8,10,11,15,16,19,20,510.886548050454,3310.08060219116
1,2,7,8,10,11,12,14,15,16,22,1882.1471022857,3292.06156170932
1,2,4,12,14,15,16,18,20,21,22,2818.58749102628,1927.14471710557
3,5,7,8,10,13,15,17,18,19,21,758.410196905756,3342.58738229
3,4,8,9,10,12,13,14,17,18,19,128.94497484907,5603.36687610112
1,2,4,5,6,11,12,13,17,19,20,1143.09802047452,2934.80764701618
2,3,4,9,10,11,14,16,19,20,22,723.040837870589,3230.29022376006
2,3,4,5,6,8,10,12,14,19,20,1848.11834346406,3587.67769596914
4,5,6,8,9,13,14,15,19,20,22,292.931941067653,1892.73862618496
2,5,6,7,8,9,10,14,17,20,22,380.644995006153,3718.41823618455
2,6,9,12,13,15,16,17,18,21,22,1195.34821441314,3865.10228264456
2,3,4,5,8,11,12,13,14,16,17,3321.92141747976,3002.85450181838
1,5,6,7,11,12,13,14,18,19,20,917.714740919367,3776.7549309702
1,2,5,9,10,15,16,17,18,19,20,377.576802082079,4184.06316150616
1,4,6,7,9,10,13,15,17,20,21,2097.18382113328,2573.79562702726
5,7,8,9,13,14,15,17,18,20,22,2528.75444211606,3147.04955471223
1,2,6,8,10,13,14,17,19,21,22,578.108011154225,3788.094070304
3,4,7,8,9,10,13,14,15,17,18,1893.92349660127,1956.80888360548
2,3,5,7,8,12,14,16,17,18,21,378.959508560259,4856.21622526572
1,3,6,7,10,13,14,15,18,21,22,50.2206405458123,5459.0215947604
2,5,6,7,8,14,15,18,19,20,21,2804.74718966649,2491.23584720158
2,3,4,7,8,12,16,17,18,19,21,1892.88450863499,3223.89351962433
3,5,9,11,12,13,14,17,19,20,22,307.676016372502,3694.55996710209
1,2,4,5,6,11,13,15,18,21,22,1410.22511968986,3246.76834706068
2,5,7,10,13,15,16,17,18,21,22,1832.51758323079,3470.84381846146
2,4,5,6,7,10,11,12,16,17,18,1884.93788321863,3956.33725910117
3,5,8,10,12,13,16,19,20,21,22,64.6422610987766,6397.94788121516
1,6,8,9,10,14,15,16,17,18,20,1192.05478808371,3718.35786620318
1,2,3,5,6,7,10,11,14,15,16,2094.39905628859,3255.58058206261
2,3,4,5,6,13,14,16,17,19,22,614.767308918052,4776.33736507367
3,4,5,7,8,11,12,13,14,17,22,2504.55787435348,3202.57967412357
2,4,6,8,12,13,14,17,18,19,21,825.884250400083,4515.94145387384
1,2,3,6,10,12,13,16,18,21,22,2785.97639577258,3549.5896637606
3,7,9,10,11,12,13,14,16,19,21,2020.82718426692,3158.45621415627
1,3,4,6,7,9,13,14,16,18,19,2151.88975635543,2561.89125285254
1,4,5,6,8,10,15,18,19,20,22,1667.52133293276,3326.6276988993
2,6,7,8,9,12,13,16,19,20,21,692.945011975428,2932.33469960277
