V1,V2,V3,V4,V5,V6,V7,V8,bestlam,rmse
1,7,9,10,12,13,15,16,82.0868094427225,319.085232631145
2,4,5,6,14,15,16,17,200.78107650983,112.469135603178
7,8,9,11,13,14,16,17,84.3749128827428,318.687005857626
3,4,5,11,12,13,14,17,245.745097429866,89.9249222880468
3,4,5,8,13,15,16,17,203.837192604093,92.1060414729511
4,7,8,11,12,13,14,15,171.796334018211,72.567435394525
1,3,4,5,9,10,14,15,209.645603106395,117.870905960889
1,3,6,7,8,12,13,16,94.2174681741305,357.887249026071
4,5,7,8,10,12,13,15,160.443464630012,66.1253788086339
4,5,8,10,12,13,14,16,232.936298116186,89.7267820934006
3,4,5,6,10,11,13,17,93.6215963158921,85.6526229767845
1,3,4,6,8,15,16,17,253.137057191715,119.640529124333
4,5,8,9,11,13,14,17,252.207607813937,89.8096753015942
1,2,7,8,12,15,16,17,1.02518383731051,432.52058253741
2,3,5,8,9,11,12,14,0.461040503968126,367.943727872499
2,3,5,6,11,12,15,17,17.865250967887,389.98464558986
1,2,5,11,14,15,16,17,35.7701962104717,414.000267711185
2,4,5,8,12,15,16,17,233.642833125067,122.66939882815
2,4,5,6,7,11,13,17,47.3306621027043,70.6403741114915
4,5,7,8,10,14,15,17,226.514226576801,117.638279084158
6,7,8,10,12,13,15,16,77.2826296965393,243.867696816983
2,3,4,5,7,8,9,17,230.269935192,107.622038951015
1,2,6,7,9,13,14,15,72.081015109084,1207.42898889599
1,5,7,8,9,13,14,17,79.159882061312,328.204256483028
2,4,5,11,12,13,14,15,184.257492645438,90.7230537206391
2,4,7,8,10,13,15,16,240.755681480066,65.2699383416718
3,4,8,10,11,12,13,16,88.3205919594434,86.014704625225
4,5,6,10,12,13,15,16,231.033952784326,89.1812512251308
1,3,6,9,10,12,13,17,78.8520106442562,363.381052031307
1,4,9,10,11,13,15,17,225.217166967214,75.6509010093694
1,4,7,9,10,12,16,17,139.437517660253,106.871888637626
1,2,3,4,7,10,13,15,221.835063832025,35.021022838691
1,5,6,10,11,14,16,17,47.6443072598975,343.876139046328
4,7,9,10,11,12,15,16,182.579194622406,113.868058034389
1,5,8,9,11,12,13,15,93.1377359924439,297.78496864096
3,5,9,10,11,12,13,15,97.8892543216353,295.487788801613
5,6,7,8,9,10,14,17,65.1996558469543,298.769823285882
1,4,9,11,14,15,16,17,206.853050277159,106.879414062423
1,5,7,10,13,14,15,16,18.3132443231562,1512.06897777644
2,3,4,6,8,12,16,17,298.533223660558,114.460684804928
2,4,5,6,9,10,13,15,29.4188906454256,98.9274973677728
3,4,5,8,9,10,11,13,99.4665740272689,81.4240716746315
1,2,3,5,6,7,9,16,68.3770943426658,317.531976630118
5,6,9,10,12,13,14,16,87.3213637044825,236.450610292044
2,5,6,7,8,12,14,17,63.7480875870355,326.340553308132
3,4,7,8,10,11,14,17,243.409020829809,114.393719325233
2,3,5,10,12,14,16,17,30.5416016736096,360.920301092941
3,5,7,9,10,11,14,15,29.0981588017611,1283.48900152525
2,3,5,6,7,9,12,17,21.1389120861491,Inf
3,7,9,12,13,14,15,17,79.1268881960551,912.60298174997
1,2,3,5,7,11,12,13,88.9247345480288,325.094969992885
1,6,7,8,9,11,16,17,61.16101909322,362.773578322912
1,4,7,8,12,15,16,17,204.293430160608,111.903812830802
4,6,8,10,12,13,15,16,172.973072802509,88.6853511199453
1,3,4,6,7,11,13,14,238.221226655068,48.0139700682403
4,5,9,10,12,15,16,17,192.496963950779,124.660188803308
1,2,7,10,11,12,16,17,55.1793565027929,417.109571081392
1,2,4,5,11,15,16,17,245.027634805284,122.465174454815
1,3,5,8,9,14,15,16,38.2229906605946,1050.98494838345
3,5,6,7,11,12,14,16,51.7739972846948,347.13750017374
2,4,7,8,9,10,12,15,165.326367433234,110.448241672733
1,2,5,6,8,9,11,13,95.172339978935,311.52671037941
1,2,4,6,9,10,16,17,244.434826891386,118.068281513248
3,4,7,9,10,11,15,16,62.8259580787428,123.84864233036
1,2,3,4,5,7,8,9,283.102857319704,102.204488373643
1,3,6,7,9,11,12,16,65.5099037001225,421.095994680868
2,6,7,11,12,13,15,16,77.0956658985764,332.443032533586
1,4,5,6,7,12,13,14,224.638222158594,49.9458530340019
1,2,7,8,9,13,14,15,85.9513961943596,1136.81299235036
1,7,8,9,11,13,14,17,70.256387120732,362.991591687285
1,2,5,6,10,11,12,15,44.8600514640844,387.437991959745
1,5,7,9,10,14,15,16,35.9581962032827,1435.03589739157
1,3,4,5,6,10,12,15,197.860177214744,115.528978215652
1,3,5,7,11,12,14,16,59.365760310616,365.047952030146
1,2,6,7,11,12,13,14,81.0000990022895,367.82684291651
1,5,10,11,12,13,15,16,85.6513717965843,306.347834752894
1,2,3,4,5,8,13,14,248.124811083051,78.425778667619
2,6,7,8,9,10,14,17,52.6067971472134,414.352369657843
2,3,7,9,11,12,13,16,89.5936115376257,357.732325695804
1,6,7,8,9,12,13,17,90.403391309902,298.946340125476
2,3,4,7,12,14,16,17,230.743471368906,115.897746232182
2,3,6,10,11,12,14,15,35.2218911637701,455.009788410711
1,3,7,9,11,12,15,16,60.1746208824696,427.14771562735
2,4,7,8,9,12,13,17,271.428512687964,68.8613058841867
6,7,8,9,10,12,13,14,99.9059643701927,247.289601889101
2,3,4,8,11,13,14,17,257.032415065552,88.931917690013
2,5,10,11,12,13,15,17,97.1546079680004,298.592306690513
1,5,6,12,14,15,16,17,37.3988896868017,810.452536421888
4,7,12,13,14,15,16,17,172.399902848773,73.4394162399292
1,3,4,6,10,15,16,17,234.94018726589,120.658974947138
1,2,3,4,5,9,11,16,242.166358232696,112.642760222956
2,3,4,7,10,14,15,17,157.743125572759,115.705157057255
1,2,3,4,5,8,11,17,291.521855852209,114.437134102454
1,4,5,11,13,14,15,16,217.391507825523,83.1719177441194
1,2,3,6,10,12,14,16,52.7213919451066,339.121890022957
3,4,7,8,10,11,15,17,248.862031648301,113.891560625445
1,6,7,8,13,14,15,16,80.7207747022935,1151.46404020719
1,2,3,5,9,11,14,15,42.7187988381492,466.061330490228
4,6,11,13,14,15,16,17,224.619235294357,93.7731312543379
1,2,5,6,13,14,15,17,86.9375713678593,1095.93433193128
1,2,5,6,10,11,12,14,54.8981954519614,375.198670677865
2,3,4,7,8,12,16,17,285.909190163872,112.483585504679
1,5,7,9,11,13,14,16,78.8456414310434,335.753274080446
1,6,7,8,10,11,12,13,73.9868824798157,300.824985826588
4,8,9,10,11,12,14,16,240.088688656148,122.049893365739
2,5,7,10,11,12,13,16,82.2595217698446,300.657552319884
1,2,4,5,6,11,12,17,229.800548069691,115.333333333333
1,2,3,4,8,9,16,17,289.108409606224,115.158985174307
2,4,5,7,10,11,15,17,245.042854765663,115.534563201311
2,3,7,10,11,14,15,17,50.9911568093365,410.667195766057
2,3,4,7,8,9,13,14,253.809348105673,66.4658194573461
1,4,8,9,12,13,15,16,182.553133339992,80.2987703515499
1,2,4,6,9,13,15,17,242.325940644009,79.2108499569836
4,5,7,10,11,13,14,15,218.618791210308,65.25363063325
1,4,6,8,9,11,13,15,250.408687900331,77.225974423347
4,5,6,8,10,11,12,14,260.417250460229,119.509697938011
2,3,6,7,11,12,13,15,87.2225126233523,354.226188337733
4,7,9,10,12,13,15,16,177.51150002219,64.1069141476922
1,4,5,7,8,12,15,17,209.901560423548,110.627785384396
3,5,6,9,10,12,14,17,30.756273310171,295.332699808257
2,5,8,10,11,13,14,15,88.7327368502189,401.118179301985
1,3,5,9,10,12,13,16,84.7983207872264,362.498204589984
1,2,3,9,11,13,15,17,100.868605268486,306.278263805786
4,5,8,9,10,13,15,16,231.909570469308,88.3262380510447
3,4,5,6,12,14,15,16,188.761563728001,120.512374423758
1,3,7,9,10,11,13,17,88.6862390307055,334.857865252371
1,2,4,7,8,9,10,16,271.812674814193,105.290082403011
4,5,8,9,12,13,14,16,226.543151322485,89.6994578458302
1,8,10,11,12,13,15,17,79.2022270846175,306.833428707183
1,3,10,11,12,13,14,15,80.5837997485717,896.630608595647
1,5,6,8,12,13,15,17,54.9903875206873,319.805629799245
4,5,6,8,9,11,13,15,217.271283772985,83.8278659582308
2,3,5,6,8,12,16,17,22.8966159942403,417.583515509733
1,3,7,8,9,10,13,16,2.4348999330694,409.612474840639
1,2,5,11,12,13,14,17,75.8764289303582,337.576128345406
2,4,6,7,8,9,12,16,288.430241307082,108.151054964367
1,2,7,9,12,13,16,17,88.9447013544171,380.922618311253
1,2,3,5,6,7,8,17,65.2560186781851,338.788542703335
2,7,10,11,13,14,15,16,74.2258348894805,429.634586737114
1,3,4,8,13,14,16,17,239.728340569384,81.3278508098952
1,2,4,10,12,13,14,16,214.217255177629,74.5953791346039
3,7,8,10,11,12,13,14,82.064827304801,300.092633612605
4,5,6,8,10,11,14,15,134.741513937708,122.252521496882
1,5,6,10,11,13,14,15,82.0313651576037,1118.6204319283
1,4,5,9,10,14,15,16,201.746587934031,121.700001402308
4,6,7,9,11,12,15,17,191.676795091509,111.300479151729
2,4,5,9,11,15,16,17,252.905604882211,120.783607077128
2,3,5,6,8,9,11,15,7.96335555341758,350.027204094646
2,4,7,9,10,11,14,15,190.708938983913,113.529690210036
1,4,7,9,12,13,14,16,197.417027520074,46.8129282802918
3,4,5,7,11,15,16,17,256.962419142659,116.442108817568
1,5,7,9,13,15,16,17,86.4613121919263,364.122024180487
2,5,6,9,10,12,14,16,40.7666157568894,1379.01965947918
1,3,4,9,10,12,14,15,162.382950009376,117.363731455452
4,5,6,7,10,13,16,17,101.795650369029,64.9160342540114
1,2,3,7,9,11,15,17,6.69940681916121,403.688724980874
1,6,8,10,12,13,15,16,75.4539810325245,310.082790555906
4,6,7,10,12,13,15,17,211.553784077756,65.3420862484059
2,4,6,8,11,14,15,16,209.025052065676,121.592256470947
4,7,9,10,11,12,13,16,284.630960082973,63.1636529882774
1,4,8,10,12,14,16,17,229.191262236275,122.81004219251
1,2,4,5,8,9,14,17,236.391348701804,118.289135321979
1,3,5,6,7,8,13,16,92.7232001111756,340.329087155984
1,3,4,5,6,7,12,17,149.928716286273,106.48489413874
1,2,3,8,10,14,15,17,33.5932197033242,536.947210281948
2,3,6,7,10,12,14,16,1.3648598036863,466.685615949762
1,2,5,6,9,10,13,14,72.1629309625578,340.26134416916
2,4,7,10,12,15,16,17,191.047824027312,117.052161125331
3,4,5,7,8,9,12,16,235.318555608607,108.313308020127
1,5,6,8,9,11,12,15,45.8836110908407,309.123703772176
4,5,6,8,14,15,16,17,191.061934834372,112.814933188505
1,5,6,7,8,9,11,16,66.6262980417174,344.583306332162
3,6,7,8,10,12,15,17,55.1378269033543,329.495048298262
1,4,9,10,12,13,16,17,56.0628673031417,75.0449103010424
2,5,6,8,9,10,11,15,0.710242292138039,403.549712247899
4,8,10,12,14,15,16,17,188.483234832824,113.5864532105
1,3,5,9,10,14,15,16,45.5226351949756,1347.35525073978
4,6,11,12,13,14,15,16,173.501188614954,92.4951155749792
1,2,4,5,6,15,16,17,247.128662738884,121.475971964442
1,2,4,6,7,9,11,14,243.726661902947,105.724749161823
2,3,7,8,10,15,16,17,61.4290746680733,398.791342456193
1,5,6,8,10,12,15,17,28.5262872142144,349.815435720023
4,6,7,8,10,11,14,16,242.587731157544,115.064883341351
1,4,5,6,10,14,15,17,213.606959500959,122.373557526532
1,2,5,7,10,11,12,13,83.7656679475709,362.804524490356
5,6,7,8,9,11,12,15,50.2692715530878,Inf
2,3,6,10,11,13,14,15,88.2568071926431,351.85592404332
1,2,4,6,7,11,12,17,276.960384870488,107.369954780388
1,4,6,7,10,11,12,17,176.084352824988,106.418744424331
3,9,10,12,14,15,16,17,37.0804068565272,429.494313564275
1,3,9,10,11,13,14,15,79.0914340596022,1006.62611268981
2,5,7,9,10,13,15,17,93.5468079556178,371.019099263401
1,4,6,7,8,10,13,14,212.737551829182,29.5373057814179
5,6,9,10,12,14,16,17,38.4359127972181,254.138418864471
3,6,7,8,10,12,14,16,59.0220158224982,333.94703509258
4,5,6,8,9,10,13,16,35.1684163833029,101.810929301177
3,6,7,9,12,13,16,17,8.8775065831614,Inf
1,3,5,6,7,14,15,17,61.3349266122922,1133.93783609133
1,2,6,7,10,14,15,17,59.7168038742655,546.790073796149
2,3,4,7,10,11,14,17,243.784585291307,114.111400678047
1,6,8,11,12,14,16,17,23.57834186968,414.409124602256
6,7,10,11,12,14,16,17,52.7654375493428,242.07727675213
2,3,5,7,11,12,14,16,14.6405512141059,398.251862702029
3,4,7,8,9,11,14,17,240.740109047094,111.777878480704
2,4,5,6,10,12,13,17,274.946592840146,86.8966614713874
1,2,4,5,6,7,9,14,234.02237104507,106.084395911551
5,8,9,10,13,14,15,17,59.6161568675543,1033.69331076385
