V1,V2,V3,V4,V5,V6,V7,V8,bestlam,rmse
7,8,9,11,13,14,16,17,84.3749128827428,326.281137482963
3,4,5,11,12,13,14,17,172.769468805794,89.9249222880468
3,4,5,8,13,15,16,17,148.764448414821,92.1060414729511
4,7,8,11,12,13,14,15,171.796334018211,72.567435394525
1,3,4,5,9,10,14,15,134.414719602526,117.870905960889
1,3,6,7,8,12,13,16,94.2174681741305,294.2162523426
4,5,7,8,10,12,13,15,159.877125708574,66.1253788086339
4,5,8,10,12,13,14,16,166.393170404228,89.7267820934006
3,4,5,6,10,11,13,17,194.695556113861,85.6526229767845
1,3,4,6,8,15,16,17,189.990340608885,119.640529124333
4,5,8,9,11,13,14,17,159.70917393164,89.8096753015942
1,2,7,8,12,15,16,17,2.98846528491085,501.862282452066
2,3,5,8,9,11,12,14,0.440085501521369,506.402979109476
2,3,5,6,11,12,15,17,7.38194385304817,434.539398770337
1,2,5,11,14,15,16,17,35.7701962104717,401.205198059466
2,4,5,8,12,15,16,17,233.642833125067,122.66939882815
2,4,5,6,7,11,13,17,171.325416077786,70.6403741114915
4,5,7,8,10,14,15,17,112.213449231843,117.638279084158
6,7,8,10,12,13,15,16,77.2826296965393,285.57321085854
2,3,4,5,7,8,9,17,137.533102460384,107.622038951015
1,2,6,7,9,13,14,15,79.6292518620748,572.781641913861
1,5,7,8,9,13,14,17,65.7199247785563,Inf
2,4,5,11,12,13,14,15,181.208501429257,90.7230537206391
2,4,7,8,10,13,15,16,142.476606301583,65.2699383416718
3,4,8,10,11,12,13,16,138.803816390455,86.014704625225
4,5,6,10,12,13,15,16,191.80844643652,89.1812512251308
1,3,6,9,10,12,13,17,78.8520106442562,309.804712506996
1,4,9,10,11,13,15,17,119.123162873579,75.6509010093694
1,4,7,9,10,12,16,17,161.410766712618,106.871888637626
1,2,3,4,7,10,13,15,159.284608138581,35.021022838691
1,5,6,10,11,14,16,17,1.00286699813763,453.618799173834
4,7,9,10,11,12,15,16,138.902145122594,113.868058034389
1,5,8,9,11,12,13,15,93.1377359924439,332.121997554325
3,5,9,10,11,12,13,15,97.8892543216353,326.789241239475
5,6,7,8,9,10,14,17,65.1996558469543,364.57356500645
1,4,9,11,14,15,16,17,152.637149217415,106.879414062423
1,5,7,10,13,14,15,16,24.2090312326921,404.658089509109
2,3,4,6,8,12,16,17,194.197007931949,114.460684804928
2,4,5,6,9,10,13,15,185.00819972943,84.4233031671177
3,4,5,8,9,10,11,13,127.605257124545,81.4240716746315
1,2,3,5,6,7,9,16,68.3770943426658,287.031995138243
5,6,9,10,12,13,14,16,87.3213637044825,355.972391300396
2,5,6,7,8,12,14,17,63.7480875870355,323.134431706417
3,4,7,8,10,11,14,17,220.262316109731,114.393719325233
2,3,5,10,12,14,16,17,30.5416016736096,353.841742202405
3,5,7,9,10,11,14,15,23.0597932239822,732.060896392958
2,3,5,6,7,9,12,17,21.1389120861491,Inf
3,7,9,12,13,14,15,17,79.1268881960551,445.096060538331
1,2,3,5,7,11,12,13,88.9247345480288,286.22373661447
1,6,7,8,9,11,16,17,61.16101909322,381.740738332192
1,4,7,8,12,15,16,17,204.293430160608,111.903812830802
4,6,8,10,12,13,15,16,172.973072802509,88.6853511199453
1,3,4,6,7,11,13,14,200.075124498169,48.0139700682403
4,5,9,10,12,15,16,17,134.51430755374,124.660188803308
1,2,7,10,11,12,16,17,55.1793565027929,299.832280663924
1,2,4,5,11,15,16,17,195.831833264658,122.465174454815
1,3,5,8,9,14,15,16,38.2229906605946,405.768957752799
3,5,6,7,11,12,14,16,0.992978806801202,562.39328360869
2,4,7,8,9,10,12,15,153.240021671761,110.448241672733
1,2,5,6,8,9,11,13,95.172339978935,282.001419156435
1,2,4,6,9,10,16,17,160.104978000947,118.068281513248
3,4,7,9,10,11,15,16,113.007972510592,112.360298154229
1,2,3,4,5,7,8,9,132.060732751413,102.204488373643
1,3,6,7,9,11,12,16,65.5099037001225,285.439636848606
2,6,7,11,12,13,15,16,77.0956658985764,328.347278916672
1,4,5,6,7,12,13,14,224.638222158594,49.9458530340019
1,2,7,8,9,13,14,15,80.0439201869918,452.784936320062
1,7,8,9,11,13,14,17,63.9264349532427,409.094727965387
1,2,5,6,10,11,12,15,0.860375530421238,436.460594965867
1,5,7,9,10,14,15,16,35.9581962032827,442.492376768545
1,3,4,5,6,10,12,15,197.860177214744,115.528978215652
1,3,5,7,11,12,14,16,54.0918697835124,310.07234039254
1,2,6,7,11,12,13,14,81.0000990022895,285.390962594304
1,5,10,11,12,13,15,16,85.6513717965843,337.304954263337
1,2,3,4,5,8,13,14,197.265083363675,78.425778667619
2,6,7,8,9,10,14,17,14.982604519879,486.214102154334
2,3,7,9,11,12,13,16,40.62961434276,Inf
1,6,7,8,9,12,13,17,90.403391309902,311.102334207125
2,3,4,7,12,14,16,17,167.376330334656,115.897746232182
2,3,6,10,11,12,14,15,35.2218911637701,267.228722138611
1,3,7,9,11,12,15,16,60.1746208824696,371.687550166212
2,4,7,8,9,12,13,17,166.867008028758,68.8613058841867
6,7,8,9,10,12,13,14,72.1401888514784,384.109222758327
2,3,4,8,11,13,14,17,207.800404915063,88.931917690013
2,5,10,11,12,13,15,17,97.1546079680004,342.186280938103
1,5,6,12,14,15,16,17,37.3988896868017,418.80933766715
4,7,12,13,14,15,16,17,140.692028296818,73.4394162399292
1,3,4,6,10,15,16,17,156.408558614574,120.658974947138
1,2,3,4,5,9,11,16,158.863965523996,112.642760222956
2,3,4,7,10,14,15,17,123.639566379596,115.705157057255
1,2,3,4,5,8,11,17,242.336759091516,114.437134102454
1,4,5,11,13,14,15,16,172.787538643733,83.1719177441194
1,2,3,6,10,12,14,16,52.7213919451066,260.889207831675
3,4,7,8,10,11,15,17,148.734475561242,113.891560625445
1,6,7,8,13,14,15,16,64.6222810931724,347.87205589996
1,2,3,5,9,11,14,15,42.7187988381492,507.772599237696
4,6,11,13,14,15,16,17,109.504207200293,93.7731312543379
1,2,5,6,13,14,15,17,86.9375713678593,325.536817917933
1,2,5,6,10,11,12,14,54.8981954519614,311.382407553015
2,3,4,7,8,12,16,17,181.097052089836,112.483585504679
1,5,7,9,11,13,14,16,78.8456414310434,364.886379405844
1,6,7,8,10,11,12,13,73.9868824798157,315.770499885671
4,8,9,10,11,12,14,16,170.93994612542,122.049893365739
2,5,7,10,11,12,13,16,82.2595217698446,330.426162961722
1,2,4,5,6,11,12,17,190.753996257135,115.333333333333
1,2,3,4,8,9,16,17,169.232811982868,115.158985174307
2,4,5,7,10,11,15,17,120.793545862584,115.534563201311
2,3,7,10,11,14,15,17,23.1238701119275,342.04803673609
2,3,4,7,8,9,13,14,144.882901851555,66.4658194573461
1,4,8,9,12,13,15,16,133.823149619098,80.2987703515499
1,2,4,6,9,13,15,17,144.356570954478,79.2108499569836
4,5,7,10,11,13,14,15,185.290117918131,65.25363063325
1,4,6,8,9,11,13,15,140.384170365959,77.225974423347
4,5,6,8,10,11,12,14,185.853625011813,119.509697938011
2,3,6,7,11,12,13,15,87.2225126233523,290.241359349989
4,7,9,10,12,13,15,16,177.51150002219,64.1069141476922
1,4,5,7,8,12,15,17,209.901560423548,110.627785384396
3,5,6,9,10,12,14,17,30.6629017922431,504.214536295499
2,5,8,10,11,13,14,15,88.7327368502189,326.547555170963
1,3,5,9,10,12,13,16,84.3988965641357,300.780593248646
1,2,3,9,11,13,15,17,87.7303688277129,365.897839616753
4,5,8,9,10,13,15,16,121.102652810174,88.3262380510447
3,4,5,6,12,14,15,16,167.042592278085,120.512374423758
1,3,7,9,10,11,13,17,74.8499019079527,261.159265535657
1,2,4,7,8,9,10,16,151.377679223237,105.290082403011
4,5,8,9,12,13,14,16,129.602423921869,89.6994578458302
1,8,10,11,12,13,15,17,78.1435201690385,334.255482023183
1,3,10,11,12,13,14,15,79.5071316302327,321.710582167235
1,5,6,8,12,13,15,17,54.9903875206873,402.663343426324
4,5,6,8,9,11,13,15,124.611980436598,83.8278659582308
2,3,5,6,8,12,16,17,0.774697971905512,429.790016632838
1,3,7,8,9,10,13,16,2.4348999330694,446.378021914907
1,2,5,11,12,13,14,17,75.8764289303582,279.630452318041
2,4,6,7,8,9,12,16,172.027208106583,108.151054964367
1,2,7,9,12,13,16,17,88.9447013544171,Inf
1,2,3,5,6,7,8,17,65.2560186781851,292.227801999712
2,7,10,11,13,14,15,16,74.2258348894805,345.936142756273
1,3,4,8,13,14,16,17,208.849162839596,81.3278508098952
1,2,4,10,12,13,14,16,159.42104750715,74.5953791346039
3,7,8,10,11,12,13,14,82.064827304801,321.07731429268
4,5,6,8,10,11,14,15,166.160737739362,122.252521496882
1,5,6,10,11,13,14,15,17.6731218766215,565.188822855456
1,4,5,9,10,14,15,16,146.257105586276,121.700001402308
4,6,7,9,11,12,15,17,179.174701066776,111.300479151729
2,4,5,9,11,15,16,17,121.865336893211,120.783607077128
2,3,5,6,8,9,11,15,6.31082308959513,588.503440499606
2,4,7,9,10,11,14,15,123.618448604028,113.529690210036
1,4,7,9,12,13,14,16,130.701982263625,46.8129282802918
3,4,5,7,11,15,16,17,154.956612547409,116.442108817568
1,5,7,9,13,15,16,17,86.4613121919263,374.854309538484
2,5,6,9,10,12,14,16,40.7666157568894,1653.83891191773
1,3,4,9,10,12,14,15,146.244348425935,117.363731455452
4,5,6,7,10,13,16,17,167.384768907083,64.9160342540114
1,2,3,7,9,11,15,17,6.3949084397801,563.442273327472
1,6,8,10,12,13,15,16,75.4539810325245,312.554088748653
4,6,7,10,12,13,15,17,211.553784077756,65.3420862484059
2,4,6,8,11,14,15,16,156.472928787104,121.592256470947
4,7,9,10,11,12,13,16,144.201843698456,63.1636529882774
1,4,8,10,12,14,16,17,191.207466187764,122.81004219251
1,2,4,5,8,9,14,17,135.623554177639,118.289135321979
1,3,5,6,7,8,13,16,92.7232001111756,298.248032421577
1,3,4,5,6,7,12,17,195.511087369928,106.48489413874
1,2,3,8,10,14,15,17,49.8812062129187,378.787575316158
2,3,6,7,10,12,14,16,1.24360942043805,375.810260474363
1,2,5,6,9,10,13,14,72.1629309625578,361.23955552499
2,4,7,10,12,15,16,17,151.215237710232,117.052161125331
3,4,5,7,8,9,12,16,137.167713344646,108.313308020127
1,5,6,8,9,11,12,15,45.8836110908407,Inf
4,5,6,8,14,15,16,17,126.9779660857,112.814933188505
1,5,6,7,8,9,11,16,66.6262980417174,Inf
3,6,7,8,10,12,15,17,55.1378269033543,310.522812493885
1,4,9,10,12,13,16,17,144.129342120308,75.0449103010424
2,5,6,8,9,10,11,15,30.4721288940655,417.024951251532
4,8,10,12,14,15,16,17,136.137050032989,113.5864532105
1,3,5,9,10,14,15,16,0.873083291788172,492.883962462172
4,6,11,12,13,14,15,16,169.968513863709,92.4951155749792
1,2,4,5,6,15,16,17,230.941167919754,121.475971964442
1,2,4,6,7,9,11,14,195.294803529683,105.724749161823
2,3,7,8,10,15,16,17,61.4290746680733,434.747818588861
1,5,6,8,10,12,15,17,28.5262872142144,503.574888199065
4,6,7,8,10,11,14,16,200.559390196207,115.064883341351
1,4,5,6,10,14,15,17,125.862312941868,122.373557526532
1,2,5,7,10,11,12,13,83.7656679475709,294.371990600565
5,6,7,8,9,11,12,15,50.2692715530878,Inf
2,3,6,10,11,13,14,15,83.260466515291,299.48156064324
1,2,4,6,7,11,12,17,204.611109036116,107.369954780388
1,4,6,7,10,11,12,17,217.54824311725,106.418744424331
3,9,10,12,14,15,16,17,37.0804068565272,498.756779562388
1,3,9,10,11,13,14,15,76.6679135507565,418.096068858101
2,5,7,9,10,13,15,17,93.5468079556178,367.948363658705
1,4,6,7,8,10,13,14,184.488694328932,29.5373057814179
5,6,9,10,12,14,16,17,32.1243375471591,362.243490910584
3,6,7,8,10,12,14,16,59.0220158224982,295.472917850403
4,5,6,8,9,10,13,16,125.592298402218,85.3729610805443
3,6,7,9,12,13,16,17,24.7021894111314,Inf
1,3,5,6,7,14,15,17,61.3349266122922,355.572011073871
1,2,6,7,10,14,15,17,59.7168038742655,344.338589825417
2,3,4,7,10,11,14,17,181.330708955171,114.111400678047
1,6,8,11,12,14,16,17,23.57834186968,471.995998014806
6,7,10,11,12,14,16,17,49.5338026038734,252.530963607071
2,3,5,7,11,12,14,16,14.6405512141059,381.44441431679
3,4,7,8,9,11,14,17,208.495849024394,111.777878480704
2,4,5,6,10,12,13,17,169.302580113053,86.8966614713874
1,2,4,5,6,7,9,14,4.00561801436073,146.275914153714
5,8,9,10,13,14,15,17,62.4548250552297,441.735516958741
2,3,4,6,8,13,14,17,177.212380744179,87.7256898485529
2,3,4,5,6,9,10,14,161.148754091938,114.802128401647
4,6,8,9,10,11,12,16,213.582823029842,116.550106728217
