V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,bestlam,rmse,bestlam_numpred
1,2,5,6,7,8,10,14,17,18,105345.214576259,393839.538391198,1
3,4,6,7,8,13,14,16,18,20,102042.360521851,260136.877940654,1
1,2,4,8,12,15,16,19,20,21,238261.906839539,265674.61877337,0
2,3,7,9,12,13,14,15,17,21,38834.3023934445,290175.24441845,4
5,6,7,8,12,13,15,18,19,20,75024.2981909086,323610.185013657,2
1,2,3,4,9,11,13,15,16,17,166217.510581659,294815.953322719,0
3,4,6,7,13,15,16,18,20,21,74346.9778307611,384330.905756746,3
5,6,11,12,13,14,15,19,20,21,66342.2406792799,354693.098435805,2
1,3,7,11,12,13,15,16,18,20,194087.93090668,371154.411617866,1
3,5,6,7,9,12,16,18,19,21,21243.7777750923,435505.1488508,4
5,6,8,10,11,14,15,16,19,20,69632.5503702826,439087.626135,1
1,3,4,5,7,10,13,16,18,19,150441.950610913,381140.439615247,0
3,4,5,9,11,15,16,17,18,20,95994.5194700859,343054.271164603,1
2,3,6,9,12,15,18,19,20,21,96190.9718357867,299504.065480747,2
1,4,5,7,10,11,12,13,15,20,128258.507799151,413423.919778426,1
1,2,3,4,6,9,10,15,16,19,176079.951641768,287044.075639976,0
1,6,8,10,14,15,17,18,19,20,165624.414533162,254600.027886552,0
1,5,6,7,8,9,10,13,15,18,81308.1284252953,360353.414314906,1
2,3,4,6,8,9,11,18,19,21,112853.96873532,280460.755064774,2
1,2,4,5,6,7,10,14,15,17,95999.3038424587,415358.937622331,0
3,4,8,10,11,12,13,18,20,21,105639.520042491,292271.811274783,2
3,4,5,6,7,11,12,13,15,17,53753.8428969764,332056.846381549,2
2,5,9,10,12,13,14,15,17,19,75803.6538731521,439880.22461468,2
2,5,8,9,11,14,15,16,17,21,49061.7413057047,413730.361984114,4
2,6,7,8,10,11,14,15,16,18,113878.422341695,359398.700947935,1
1,2,3,6,9,10,12,14,17,21,137101.856585327,285021.437790473,1
5,6,8,10,12,14,15,16,18,19,89584.8780092253,367707.528983768,2
2,10,11,12,14,15,18,19,20,21,115812.254576325,321549.509677146,1
1,3,4,7,10,11,12,14,19,21,106181.739601369,374513.149923538,0
1,3,4,5,11,12,14,15,16,17,3702.6664136266,883232.157295664,7
1,2,3,4,9,12,14,15,16,20,198744.920878763,238784.064641005,1
2,5,7,8,13,16,17,19,20,21,61344.6829444047,350807.019560977,3
3,4,5,7,8,11,14,16,17,20,68907.0592597771,349928.662541708,1
1,2,3,7,9,14,15,16,17,21,178688.532115629,224208.71757928,0
3,4,7,9,12,13,15,16,18,20,194306.900264201,266011.711856473,0
1,2,3,5,8,10,14,15,17,20,96579.9738414806,392518.187760529,2
1,11,12,13,14,15,16,19,20,21,121732.377964075,271587.232177634,1
1,3,4,5,8,9,10,12,13,21,27496.407485906,369851.403479271,6
1,2,3,7,10,11,12,16,19,20,45785.0976186868,934149.744855874,4
1,4,5,6,8,11,12,14,18,21,66489.6466223031,346624.097571191,2
3,5,7,12,15,16,17,18,20,21,53938.2049266612,369131.677118039,3
1,3,5,7,10,13,17,18,19,20,39649.325353512,324044.245453317,4
2,3,5,7,11,16,17,18,20,21,26941.6829724837,403910.29185395,4
2,4,7,8,9,10,13,16,18,19,141287.242072844,303348.532204814,0
3,5,6,7,8,9,12,14,16,20,104093.796778926,315497.804401345,2
1,5,7,8,11,13,15,16,18,19,114605.970426669,332740.732757696,1
1,2,3,4,8,9,12,14,15,19,195436.54735634,258668.047537028,0
3,4,6,7,10,14,15,16,20,21,107807.105163894,281214.877971391,2
2,3,5,6,8,10,11,12,14,15,42672.7893517623,475971.311836139,2
2,3,5,7,8,9,11,18,20,21,20011.9442742705,370188.012774248,5
2,4,6,8,12,16,18,19,20,21,132846.208867971,326468.883981313,1
1,3,4,6,8,9,10,15,16,19,99947.9648628093,297459.681440868,2
4,5,7,8,9,13,14,15,17,20,53430.3873392128,352926.707299337,2
1,3,5,6,10,11,14,16,17,21,69896.5626938124,415294.187376167,1
2,3,7,8,9,13,15,16,18,21,135942.222551876,247549.240400583,2
1,2,3,7,8,13,15,16,19,20,204292.917259219,253170.946656445,0
1,2,5,7,9,10,11,14,16,17,24946.3643665503,529154.386876973,4
1,4,6,9,10,12,16,17,18,19,107291.744254282,339192.431771816,0
4,5,6,10,11,12,14,17,18,20,146133.87759795,437658.29781009,0
1,2,6,11,13,14,15,17,18,19,6839.58293119934,838297.480196683,7
1,3,4,6,7,10,11,12,13,17,100506.806047372,395676.951847013,0
3,4,5,7,9,10,11,16,17,21,71983.058960386,409285.571051333,1
1,4,8,11,14,15,18,19,20,21,126931.614584317,242199.001302149,1
2,3,5,8,9,11,12,13,16,20,478.591470663558,1730403.53049319,7
1,4,6,8,12,13,15,16,18,19,87556.7228748322,361724.08623945,3
4,6,7,9,10,11,13,14,18,19,36434.2633476484,415247.892349117,2
1,2,3,4,9,10,11,12,17,19,70720.8731910183,355248.474359108,1
1,3,4,7,13,15,18,19,20,21,17023.3985715297,597136.277596775,5
1,5,6,8,9,10,12,14,16,18,43965.5351469107,448829.312151479,3
3,8,9,11,12,14,15,16,17,20,132374.094362505,231470.588266441,1
2,3,7,8,12,13,14,15,16,20,147613.472194471,234679.860194829,2
1,7,8,10,11,12,15,18,19,21,131673.31509032,318553.412441149,1
4,6,10,11,12,13,14,18,19,21,86893.3951133293,316795.537419296,2
1,2,3,4,7,10,13,14,15,20,110652.253055215,304890.131320009,0
2,3,5,7,8,9,11,13,14,20,63221.8486080692,385731.126033311,1
2,4,6,8,9,12,13,15,16,21,122059.434565201,250005.179532888,2
3,5,8,11,12,17,18,19,20,21,31853.9367962156,370987.576759565,5
2,3,6,7,9,10,11,15,16,20,132945.974300701,339077.570996644,0
4,6,8,9,10,14,15,18,19,20,97819.5480949096,262127.028815135,1
2,4,7,9,10,11,16,18,20,21,66689.6846129524,311432.879953117,2
1,2,3,9,11,12,13,16,18,21,238989.859316775,257426.150118849,0
4,5,6,7,8,11,12,15,17,19,85482.38320344,328404.48846875,2
1,4,10,11,14,16,17,19,20,21,101642.428678162,326922.689518463,1
3,6,7,8,9,10,12,13,19,20,151201.797232559,297261.270036656,0
1,4,7,9,11,12,14,18,20,21,162359.120689344,268911.117442414,0
1,4,5,7,9,13,17,18,20,21,20643.1993493281,482926.547080408,4
4,5,6,7,12,15,16,19,20,21,46907.4722276064,375816.155504694,3
1,3,4,6,7,8,9,13,14,21,183778.754302298,307417.718364195,0
1,2,3,4,5,8,11,14,18,21,91913.1675065188,357434.308666558,1
3,4,10,11,12,13,17,19,20,21,92056.5145855624,315740.942967806,1
3,6,9,10,11,14,17,18,19,20,37289.251295578,330923.339345993,3
1,4,5,8,10,11,12,13,20,21,61567.9633152423,384528.130009499,1
1,3,4,6,9,10,12,18,19,21,81639.4761334464,333577.489997533,3
1,2,3,4,7,8,9,15,16,20,180995.965976609,373333.962349151,0
2,7,8,9,11,14,15,17,19,20,129485.197273698,275044.126703187,0
1,3,4,7,9,13,16,17,18,19,151245.71366647,389557.933320844,0
2,3,6,7,8,11,15,17,19,21,181661.598842741,260253.574252916,1
3,4,5,9,12,14,15,16,17,21,42309.0505442073,359989.112454742,3
1,2,4,8,9,10,11,15,17,19,87608.0485545818,352055.142586013,0
3,8,10,11,12,13,14,16,18,21,83528.0667523625,318044.867723873,2
1,2,4,6,8,9,13,14,16,20,140212.726973118,214041.554531652,1
3,5,6,9,10,11,15,18,20,21,24079.950376881,390082.34774711,4
2,3,6,8,10,11,14,15,18,20,121289.491972468,334501.875846955,1
1,3,4,8,9,13,14,17,19,20,162850.549528232,259927.267986233,1
2,5,7,9,12,13,15,16,17,18,103802.232532788,312799.145429915,2
3,4,5,6,10,11,12,14,16,19,67581.6671475719,422434.903113294,1
1,2,3,7,9,12,13,14,15,18,207071.50946379,355879.759973165,0
2,5,7,8,9,12,13,18,19,20,68537.1188399894,299204.030374342,2
1,2,3,5,7,8,12,14,16,21,39944.4975528405,363452.764036793,6
2,3,4,5,8,10,11,17,20,21,12706.5566003966,434234.698738889,6
2,3,5,6,10,15,17,18,19,20,76063.6977452652,335015.570978705,3
1,3,7,9,10,11,12,15,17,19,66565.8690252484,363776.066921557,0
4,6,8,9,12,13,15,18,20,21,121059.832653412,281426.21983797,2
1,6,7,8,9,11,12,14,17,18,118415.779405913,295877.47889883,0
1,2,7,12,14,15,17,18,19,20,159946.830321677,310873.313168474,1
3,5,6,7,8,9,11,12,15,18,73228.7251753203,337873.156108556,2
7,8,9,10,12,13,14,15,19,20,127175.889307815,308293.270529941,1
3,4,5,7,8,10,11,14,15,17,67107.0434198562,441483.995435545,1
1,4,7,10,11,13,15,16,17,18,108450.188914129,358061.854271109,1
2,3,4,5,7,9,10,13,16,19,82275.4793216877,382597.473056025,2
1,2,4,6,7,12,13,15,16,21,108083.857744464,433113.545189186,2
8,9,10,12,14,15,16,17,20,21,115683.558463865,253465.484467697,1
2,4,5,7,8,10,11,15,17,19,8398.80865546138,570273.719368435,5
1,2,7,8,9,12,15,17,18,20,178334.220229342,257998.366514207,1
1,2,4,6,9,12,16,19,20,21,102151.39823735,296162.846179958,2
1,2,3,5,10,12,15,17,18,19,154584.749111109,353267.954077154,0
3,4,6,8,9,12,14,15,16,21,83987.8750570129,283978.660113839,3
1,3,4,5,7,11,13,17,18,21,23354.280002446,445128.1763828,5
2,8,9,10,11,12,13,14,17,18,147497.101313106,417821.684009356,1
4,5,7,9,10,12,14,16,19,21,46786.5329915342,407387.543951724,3
2,3,6,8,10,11,16,17,20,21,68095.0616893411,283110.364974898,2
2,4,9,10,13,14,16,18,20,21,104245.123458648,255310.261711915,1
2,3,5,6,7,8,11,17,19,21,15439.5853314184,420336.847981855,6
3,6,7,11,12,13,15,19,20,21,72050.5530992138,314589.210979735,2
5,7,8,10,11,12,17,18,20,21,74502.4487650912,383648.787803041,1
3,7,9,11,12,13,14,15,20,21,126022.294688489,251829.737327762,1
3,5,9,10,15,16,17,18,19,21,81652.4666446381,358658.199708703,3
2,4,6,7,8,11,14,15,17,21,155447.434053595,247226.268266982,0
3,4,7,9,10,13,14,15,18,21,152284.174375108,282322.406447155,0
3,5,8,9,12,13,17,18,19,20,39739.319129304,315977.306044645,3
2,3,5,6,9,12,14,17,19,20,108789.325378265,318956.723925309,2
1,4,8,11,12,13,14,17,20,21,178983.536479,285214.588313714,0
2,7,8,9,10,12,15,18,19,21,152461.044490939,267944.216212591,0
1,3,6,8,9,11,12,16,19,21,89961.7756658159,279188.922261679,2
3,4,5,7,9,10,15,19,20,21,91644.4445073408,364366.893690252,3
1,2,3,9,11,15,16,19,20,21,105994.645925936,247977.310156958,2
2,3,4,7,9,10,12,13,16,17,105756.877686923,339632.105647214,0
2,4,6,7,9,11,13,15,16,20,107123.362314966,253645.527156005,2
1,4,8,9,10,11,12,14,15,18,135777.390924208,382630.914149455,0
1,2,4,5,11,13,16,18,19,20,94432.5677236103,332127.338507097,1
2,5,7,8,9,11,13,16,18,21,921.325430567484,1393883.54195569,6
1,4,6,8,9,13,14,15,16,21,87174.0521857107,252497.164970252,2
3,6,7,8,9,12,13,14,16,21,126058.595942322,269918.517401824,2
1,2,3,4,5,9,11,14,18,21,70329.9807234463,381788.287905903,1
1,2,3,5,10,11,12,15,16,17,67556.2237777508,452262.287203693,3
1,4,5,6,7,8,12,17,19,20,40247.2833933246,321174.090016376,3
6,7,8,9,12,13,15,16,19,20,96713.2997239822,262579.639596381,2
1,5,10,11,12,13,16,17,18,21,73658.6587957671,384693.261088834,1
1,4,5,6,7,9,11,14,16,19,113214.099089908,378779.208871151,1
1,2,4,6,10,13,15,16,18,20,145325.386457192,245984.420947459,1
5,7,10,12,13,14,15,17,19,20,127617.302368418,385754.987316088,1
1,6,8,9,11,12,13,17,18,19,3090.94331420643,924822.518687132,7
1,4,8,9,12,14,15,17,18,19,137194.375006107,242504.204898268,1
3,9,10,14,16,17,18,19,20,21,59377.4470192847,260907.000043118,2
2,6,7,8,11,14,15,18,19,21,96882.5564810431,242334.855961233,1
1,2,6,7,11,12,13,15,17,20,157429.757515015,359424.167937233,0
1,2,3,7,11,13,14,16,20,21,111887.45210927,257524.114083454,1
4,5,6,7,11,12,13,14,18,19,79490.8070247037,354503.870153506,2
1,4,6,7,8,9,11,15,17,19,77108.0349355909,345333.990283483,0
1,3,6,10,11,12,16,17,19,21,154556.692505085,326426.824660082,0
5,6,9,10,11,12,15,17,19,20,45982.6739491189,417387.506783586,1
3,4,7,10,14,16,17,18,19,20,121805.80995492,335034.305292734,0
4,7,9,12,13,14,16,17,18,19,101050.634356101,355078.248019506,0
2,3,6,7,9,10,14,15,18,19,123824.001638848,304330.045854308,1
3,4,12,13,14,15,16,17,19,20,174568.032832106,272911.439995637,0
1,2,4,6,7,9,14,15,16,21,189244.564981272,237146.599734758,0
1,3,4,6,11,14,17,18,19,20,167914.709780223,265262.523939971,0
1,4,6,7,11,12,13,14,16,18,49286.8807002064,541826.880118125,2
2,5,7,10,12,14,15,17,19,21,125693.942436264,393699.770605353,0
3,7,10,11,12,13,16,17,18,21,135053.297385139,320927.173569441,0
2,8,9,10,12,14,15,17,19,20,122282.031109043,300782.963513755,0
1,2,3,4,5,7,11,13,14,21,16344.8319231315,392304.666555568,5
3,5,6,7,12,14,15,16,17,21,23927.7708104728,398818.439691939,4
1,2,6,7,8,9,11,12,20,21,137093.368347955,252972.945856677,1
3,6,7,8,9,11,13,14,18,20,95488.1645059828,269616.814966994,2
1,4,5,7,8,15,17,18,20,21,37822.8991050211,475579.032673504,4
2,5,7,8,10,13,14,15,19,20,80452.1653244048,390853.852941549,2
3,6,7,8,10,11,14,16,18,19,113418.551191805,323158.743202402,1
2,6,7,8,11,13,15,17,19,21,94845.9592488183,263245.509408272,1
1,2,6,9,10,15,18,19,20,21,81001.7163445149,472303.104891136,2
2,4,5,8,10,11,13,19,20,21,33325.8758113995,397386.873619907,3
2,3,4,6,8,10,15,17,18,20,105161.882617559,221989.849775853,2
1,4,5,7,8,11,12,13,15,16,172002.568398459,347726.26406198,0
1,3,8,9,10,12,13,14,17,18,176648.391051407,350833.111827543,0
4,5,8,9,11,12,14,15,19,20,90472.3589771124,384966.590271637,1
2,3,7,8,9,10,12,13,17,20,106418.249011799,304940.113499273,1
3,5,6,10,12,15,16,17,19,20,93193.1758380171,336902.57866149,2
3,7,8,9,10,14,15,17,18,20,124053.755249326,285344.919745025,0
1,3,7,8,11,12,14,16,18,21,119423.261093887,260761.413740159,1
1,2,6,7,9,10,13,17,18,19,98192.3364995482,340841.655631001,1
2,3,6,7,8,9,10,15,16,19,153325.008133852,271781.516291013,1
5,8,9,10,12,15,17,18,20,21,56409.307785333,351929.870510388,2
1,3,4,5,10,12,13,14,15,18,66263.7880431986,360985.308173096,2
1,2,6,9,10,13,15,16,18,21,121534.429902573,253569.147318767,1
1,6,7,8,9,12,14,16,18,20,194395.943754342,239976.28395283,0
2,3,4,5,7,10,13,17,20,21,65267.4170926633,344442.950825673,4
1,2,7,8,11,13,15,16,18,19,175980.279063143,319980.518391027,0
3,4,5,6,7,8,9,11,15,21,103185.943409143,348998.25044752,1
5,7,10,11,13,14,15,16,19,20,77529.1148378455,441232.321293063,1
2,4,6,8,9,10,13,15,20,21,106040.94878089,248352.096634637,1
1,2,6,7,10,11,13,17,18,21,125428.760284368,327787.08514639,0
2,8,9,10,11,13,16,18,20,21,77915.8306278417,310351.512272516,3
4,5,9,11,12,14,15,16,18,21,92057.4676060111,377834.863877854,1
2,3,4,7,9,10,13,17,19,20,117381.907158811,334194.964526892,0
1,3,6,8,9,11,14,15,18,21,121619.563564674,243430.369008648,1
1,2,3,4,5,6,9,16,20,21,38248.1727984134,388033.631635621,4
2,3,6,9,13,14,15,18,19,21,55592.2513455682,331911.663920721,4
4,7,9,10,11,13,14,16,18,20,32427.4493579496,448284.302118642,3
2,3,7,9,10,11,16,17,19,21,60713.1350281502,387402.384243635,2
3,4,6,7,11,13,14,17,20,21,175285.577986174,276883.699483711,0
2,3,6,7,9,11,16,19,20,21,100191.222201099,273459.141020063,2
5,6,8,9,11,14,17,18,19,21,72757.9676704688,373052.569196611,1
1,2,5,6,7,8,11,14,15,18,44005.3502916056,414424.083751473,3
2,3,6,7,10,11,12,14,18,20,114149.764986349,346408.908131822,1
1,2,3,8,9,12,13,16,20,21,118927.605129257,274397.458582092,1
1,2,4,7,10,11,16,17,18,19,118987.981652972,363052.032097838,1
4,6,8,9,11,12,13,17,19,20,164175.376749314,274461.772378757,1
4,7,9,10,12,13,14,16,17,20,73579.809736347,343031.727946762,1
1,4,5,6,7,8,9,11,17,20,46547.7020931021,366941.888378166,2
1,2,3,5,9,10,14,15,17,19,90105.8676473122,441659.73946664,2
2,3,5,6,10,12,14,15,18,20,89337.0978264291,381867.814477562,2
1,2,3,5,8,9,14,15,19,20,120811.162811846,327392.882401512,2
1,3,7,9,10,11,14,17,19,20,95590.6004665116,375076.009369294,0
2,4,6,8,9,15,16,17,18,20,136265.806661623,190573.260736213,1
2,3,5,6,9,13,16,17,18,20,86602.3158368796,312176.056194788,2
1,2,3,7,9,10,14,15,18,19,102369.931144969,324122.552935879,0
1,6,7,9,10,11,13,14,15,21,104083.308363276,421945.954070881,1
4,5,6,7,11,16,17,19,20,21,23237.9775740258,405550.088093406,3
1,3,11,13,14,15,17,19,20,21,92745.2203689755,257858.421037869,2
1,3,4,5,6,8,13,15,16,19,53641.0314854299,347028.494081252,3
1,2,5,7,8,11,16,17,18,19,130504.141140996,331078.697568284,1
1,3,4,5,10,11,12,16,18,19,160404.234193652,398746.252021794,1
5,7,8,9,10,12,14,15,18,21,75659.1387574872,412796.480819752,3
3,4,6,10,13,15,18,19,20,21,51330.8723071825,410621.928371277,3
1,3,7,8,9,12,14,19,20,21,72365.1001721107,288326.59010653,2
1,2,3,4,5,15,17,18,19,20,101720.938819597,285464.310627967,2
4,5,6,10,11,12,13,17,18,19,53966.5760436189,385762.102584012,1
1,4,8,9,14,15,16,17,18,19,165077.660697801,220349.423307912,0
3,5,6,8,9,12,14,16,19,20,114185.509319013,317486.190188929,2
1,6,9,12,13,15,16,17,20,21,75001.6488485995,280006.347324772,2
1,5,7,9,12,13,16,18,20,21,81057.2406802543,325805.624763302,2
2,4,7,8,12,14,16,18,19,21,183373.018525001,277161.951721585,0
3,5,6,11,13,14,15,16,18,20,79653.1898257252,347877.445479941,1
3,4,6,8,9,12,17,18,19,20,66247.9465590734,253101.118092426,3
1,2,4,10,13,16,17,18,20,21,106334.203505399,258347.877043599,2
6,7,8,11,12,14,15,16,18,21,93515.7040194356,247769.867275009,2
2,5,6,9,12,13,14,17,20,21,15163.7363653427,393538.014572278,5
3,4,5,6,10,12,14,16,18,21,39237.6076836548,374263.262670495,3
3,7,8,10,11,13,14,17,20,21,78807.7841531919,314236.021971613,2
3,5,8,10,11,15,16,17,20,21,87310.3380098388,389965.397201491,1
1,3,4,6,7,10,12,14,19,20,93775.0250888787,401961.951615932,1
1,3,4,5,10,12,14,17,20,21,82959.7433247181,355463.966320517,2
1,3,4,5,12,13,14,17,18,20,46091.6779206382,315984.337265778,2
3,9,10,11,12,15,16,17,19,20,107338.615907109,308771.985842705,1
4,6,8,9,10,12,15,17,18,20,133376.752318599,245647.566885802,1
5,7,8,9,13,14,15,16,17,19,35312.1055754666,552080.802503233,4
1,2,4,5,6,9,10,13,14,15,62210.9546434791,412055.397876504,3
3,4,6,7,8,9,13,14,15,18,186639.413026297,225853.309273827,0
1,2,3,7,9,10,11,13,15,17,137412.149704183,375426.675465096,1
1,2,5,9,11,12,15,17,20,21,58738.7893707161,370613.420406616,3
1,3,5,7,8,10,11,13,18,19,58871.3452946779,390521.430225846,1
2,3,5,6,8,12,13,15,17,18,13490.7560878512,525990.783954435,4
2,3,7,9,10,12,15,16,18,21,39835.5736079257,637493.742689538,4
3,4,5,7,9,14,17,18,19,21,17716.5150227475,397706.452648111,6
2,3,7,9,10,12,15,16,17,21,40982.6149606998,642304.369975194,4
4,6,7,8,10,16,17,18,20,21,43596.1659421682,268074.383202413,3
1,4,8,10,11,12,13,16,17,20,159864.774530312,369488.438712867,0
1,2,3,9,10,11,15,18,20,21,170433.132281649,300947.573385687,1
3,4,5,6,7,13,16,18,19,21,25240.8872684347,459089.579537153,4
2,4,5,11,13,14,17,18,20,21,106760.484420753,354247.611192856,1
1,2,4,5,6,8,10,13,20,21,37543.9616047627,352489.563968271,4
2,3,5,10,12,14,17,18,19,21,81264.8593327707,366312.714684989,3
1,3,4,7,10,11,17,18,20,21,104720.613688277,349977.497268256,1
2,4,5,8,9,14,16,19,20,21,64912.5023000894,340856.50741681,3
4,7,8,11,14,15,16,18,19,20,170587.62260486,240736.439790996,0
1,3,10,11,13,14,15,17,19,20,86369.3310474692,345248.561181014,2
3,5,6,8,12,14,15,16,18,20,86417.221713858,317309.46064275,2
1,2,4,7,9,12,15,18,20,21,61695.3012626211,609748.926295231,2
2,4,5,6,10,15,16,17,20,21,14745.5901446675,468916.35694714,6
