V1,V2,V3,V4,V5,V6,V7,V8,bestlam,rmse,bestlam_numpred
1,4,5,7,8,9,10,15,363.84801263321,939.257502726985,0
1,2,4,6,11,13,14,16,668.778844050064,620.594769520085,1
1,2,5,6,11,13,14,15,15.0192445650911,1268.02289160237,6
2,5,8,12,13,14,15,16,663.515261543244,527.751907956544,0
1,2,4,8,9,10,14,15,682.689146529022,616.911084260827,1
2,4,5,9,10,11,12,16,671.680810685504,669.465420544432,1
3,4,7,10,11,12,14,16,293.668748029612,955.553076330042,0
1,3,5,8,10,12,15,16,641.565978859014,507.594456614184,1
1,4,8,10,11,13,15,16,754.361584338669,467.094035906154,1
1,5,6,7,10,11,14,15,196.142073948231,1078.8362464066,0
2,4,5,8,11,12,14,16,621.759700827879,510.416869869648,1
1,5,7,8,10,11,14,16,86.6076303848739,1264.23142120381,2
2,3,4,6,10,12,15,16,658.286180873152,658.703122497984,1
2,5,6,8,11,13,15,16,575.718691332572,705.25495767138,0
2,4,5,8,12,13,14,15,699.347671485525,481.807532230534,0
2,5,10,11,12,13,14,16,631.401831744172,624.78748086736,1
2,5,8,9,10,11,13,14,672.232763827443,664.059149816135,0
2,3,4,6,8,13,14,15,6.93484937344086,522.893269296629,9
3,4,5,6,9,12,13,14,178.100020174223,683.886766559017,3
1,2,7,9,10,11,12,15,457.60950508058,911.829788710399,0
5,6,8,9,12,14,15,16,13.5210490749176,1064.38752517028,7
2,4,7,9,10,11,14,15,290.431100299945,958.854748430996,0
1,2,3,4,6,8,11,16,705.156950551992,634.872265167755,1
2,4,5,6,10,11,12,13,193.414366092009,1433.1418555017,3
5,6,7,8,9,11,14,16,212.048582083911,902.203686412947,0
1,2,3,5,6,8,9,10,695.344969730427,752.507561643991,0
5,8,10,12,13,14,15,16,680.738792249871,493.38026012385,1
1,3,4,5,6,14,15,16,334.627265439217,647.156288572708,3
2,5,6,7,8,10,12,15,10.1201752100001,1260.46508749129,6
2,3,4,5,7,10,12,14,36.8704167828641,1427.74221721097,6
4,5,6,7,8,11,12,13,372.64368967321,786.583266966765,0
1,2,5,6,8,9,12,16,660.852486503068,625.047078428041,0
1,5,7,8,10,11,13,15,357.525754856539,902.513129738234,1
2,3,5,6,7,8,9,15,6.72989339224952,1159.04201332766,6
1,5,7,8,10,11,12,14,178.677464329178,1132.26785137001,1
1,3,6,9,10,11,12,14,96.8745996450871,790.728821304329,3
1,2,5,6,7,11,15,16,264.282258453374,900.841330186445,0
1,2,3,7,11,12,13,15,306.49298715014,915.608371130938,0
1,2,3,7,9,10,13,14,140.9768045967,1024.91707239165,0
1,2,3,9,10,12,13,14,429.187014202445,652.205185659896,1
4,5,7,8,10,11,12,16,355.921302137786,882.890132431844,1
1,2,3,8,11,12,13,15,329.352267055394,553.721858240557,2
1,3,5,7,10,13,15,16,307.380851286724,900.289167349941,0
2,4,5,7,10,12,13,16,219.186142582849,1055.52866267616,2
1,2,3,4,8,12,13,16,719.392368772071,560.444966024329,1
2,3,4,5,7,8,10,11,432.399885765868,851.298464486844,0
1,2,3,6,7,9,12,15,335.989327556216,912.32966103272,0
1,3,6,10,12,13,14,15,562.853709234954,607.734400776416,1
1,3,5,6,7,8,14,15,71.4552476780588,1108.52874662473,3
2,7,8,12,13,14,15,16,307.083216817171,962.523745334179,0
1,5,7,8,9,10,11,13,321.728244869245,879.037274219041,0
1,2,3,5,11,13,14,16,351.831484242539,623.144912685202,1
3,5,6,7,8,13,14,15,272.427725461747,921.959222420092,0
1,4,5,6,7,8,10,14,93.558988351796,1169.98578489412,3
1,2,3,5,7,9,15,16,320.230865190056,901.861781355764,0
3,6,8,9,11,12,13,16,422.858963960929,721.971777299096,3
1,2,3,5,8,9,14,16,728.796227596331,670.815343991842,1
1,2,3,5,6,7,8,13,224.095604112443,903.831206995276,3
1,3,4,5,6,8,9,15,126.222868829241,821.769656688062,4
3,5,6,9,10,12,14,15,27.9452772668916,1073.17937492136,4
2,3,4,6,7,10,11,13,370.922135264656,862.56327267837,0
1,7,9,10,11,12,13,15,421.797955368766,915.604232519499,0
2,4,6,7,8,9,10,12,505.497338864931,834.724105154708,0
2,4,5,6,7,8,10,11,394.837757324932,823.262046969306,1
2,4,5,12,13,14,15,16,20.8804715405413,1168.76368545146,7
2,5,6,7,10,12,14,16,5.1803528131086,1599.24146265232,8
5,6,7,8,10,13,14,16,317.241030553241,897.811602483477,0
5,6,7,8,10,11,12,16,471.704509564524,808.771352295294,1
1,3,4,7,8,13,15,16,325.682543652222,926.125736534615,0
4,5,6,8,11,13,14,16,657.402708081476,537.907858554331,0
1,3,4,8,9,12,15,16,52.368526217235,933.397035105855,6
1,4,5,9,10,12,13,14,8.53091900217799,1294.16113118349,7
3,4,6,8,11,12,13,14,593.057172140163,519.385671225245,1
2,5,7,8,9,11,12,16,335.877266961864,821.336614345008,0
3,5,6,7,8,10,11,16,273.810879820263,846.805816845759,0
4,5,6,8,9,10,12,13,82.813554575877,1488.6633435419,4
2,4,6,7,9,12,13,15,355.260715883315,824.994959796033,1
5,7,9,10,11,12,14,16,328.743394329717,920.478627235974,0
1,2,3,5,9,12,14,16,309.214974625936,643.645827210502,1
4,5,8,9,11,13,14,15,192.336384864788,834.942419767345,4
2,3,4,6,7,8,13,15,443.139169257831,845.949523036552,1
2,3,4,8,9,12,14,16,427.082065422307,583.374438346352,1
2,3,7,10,11,13,14,15,5.69536817311853,975.669861133289,7
4,6,7,8,11,12,14,15,226.434124666538,1014.27907144298,0
1,2,4,5,9,11,15,16,376.702485235861,582.077133089847,2
1,3,6,8,9,11,12,15,306.711315184255,626.538593647897,2
1,2,4,7,8,9,10,16,339.519815795989,904.716724479399,0
1,2,5,8,10,12,13,14,686.288949688184,597.705732547914,1
3,5,6,7,8,10,11,15,33.8128513979114,925.607396622797,4
1,3,5,9,11,12,14,15,63.0277872274795,722.302398537163,4
1,2,3,4,7,8,13,15,298.944385824892,934.107526213297,0
2,3,6,9,10,11,13,16,9.25381637441705,1008.47486544339,7
3,5,7,9,10,11,12,13,186.051131040619,1034.20548518955,2
1,3,5,7,9,11,12,14,93.5286760091633,690.886646048326,1
2,3,4,8,10,11,15,16,704.404681816662,661.311149509523,0
2,4,6,7,8,9,14,16,216.256351668514,935.728418975344,1
3,5,7,8,10,13,14,16,236.856035257816,912.407750050894,0
1,3,4,5,7,11,12,14,83.9700722534363,1131.04777912352,0
5,7,8,9,10,12,13,15,478.645758009743,799.701171950141,0
1,2,3,4,10,11,15,16,418.471289635727,583.293344352246,2
4,5,7,8,10,11,14,15,257.964027833737,982.27052540065,0
1,2,4,5,6,9,11,14,709.690100189995,623.685828574624,0
1,2,4,6,11,14,15,16,81.3762954844022,865.419530568019,4
1,2,4,6,9,13,14,16,322.182478394779,711.7500792196,2
2,4,5,8,10,13,15,16,594.053257272286,586.804556516656,0
2,3,7,11,13,14,15,16,265.03774959167,933.392271306358,0
1,3,4,5,7,8,12,15,312.643524308534,969.415404508307,0
2,5,6,7,8,9,11,16,288.120816074459,857.007039967073,0
1,3,8,11,12,13,14,15,468.369160737885,614.082338455274,1
3,4,5,7,9,10,15,16,511.123123046799,824.620474949226,1
2,4,6,7,8,13,14,15,264.791825120729,958.841945298936,1
5,8,10,11,12,13,14,15,264.141841224878,934.618010664828,3
1,4,5,7,11,13,14,16,129.57268823235,1102.0981685329,0
1,2,3,4,9,12,14,16,362.916649532277,646.530743095976,1
4,5,7,8,11,12,13,15,23.4702680274345,1901.2816921239,6
2,3,4,5,6,9,10,11,298.173200048765,845.526823517616,2
2,3,6,7,10,12,13,16,17.5158694628407,1174.56023677757,6
1,3,4,5,10,11,14,15,523.726015766611,616.196444753379,1
4,5,6,8,10,11,12,16,530.435260452693,619.649988241963,2
3,6,8,9,10,11,13,15,259.680993200378,852.275984305354,2
1,6,7,10,11,13,14,15,197.084653846332,1078.13874860522,0
2,4,5,6,7,10,12,14,229.051057401452,1095.52347527625,2
3,8,9,10,12,13,14,15,95.0216908868296,751.786170061664,4
1,3,5,8,9,12,13,15,148.71081112154,570.156952224039,5
1,3,6,9,12,13,15,16,111.07509261337,831.992739720866,3
2,9,10,11,12,13,14,15,9.9088331700614,1104.43678355203,6
2,5,6,8,10,12,14,16,597.544080543812,630.023667171271,1
1,5,7,9,11,12,13,15,302.391127565875,916.922617471792,1
7,8,10,12,13,14,15,16,293.139395408016,1020.02312131642,2
1,4,7,8,9,10,14,16,181.748070887544,1091.39414077323,1
2,3,4,6,7,9,13,14,240.77169484141,934.879314716368,0
2,4,5,6,7,8,13,14,291.601491619623,929.201101801645,0
3,4,10,11,13,14,15,16,9.68619445952839,856.734103230382,7
1,3,5,7,9,14,15,16,112.785420396875,1062.25618830762,0
3,4,5,8,9,10,11,12,379.250676984501,701.527195624033,2
2,3,4,6,8,11,12,14,729.079625634838,581.698826753238,0
1,3,5,7,9,11,14,15,175.408051093678,1070.82489754562,0
1,2,5,6,7,9,10,13,327.903507179061,895.30507431332,0
1,2,3,8,9,10,13,15,60.3714439685967,557.783063699544,5
1,2,3,5,10,11,13,16,486.075359395419,682.658160510592,1
6,9,10,11,13,14,15,16,679.893899548241,609.02804379328,0
2,7,8,10,11,12,15,16,61.2152262259296,1324.34862574445,5
1,3,5,7,9,10,13,15,388.840585103315,894.790526015843,0
1,4,5,8,9,10,11,13,732.977434220744,523.761710608405,0
2,3,5,7,8,9,12,16,400.457228898459,871.674366411149,1
3,4,5,8,12,13,15,16,723.683950719293,481.801498358242,0
1,4,6,9,10,12,13,14,665.233009405089,600.929561653569,1
3,8,9,11,12,13,14,16,280.608576988737,620.065043910192,1
1,2,6,9,11,12,14,16,536.788332366585,611.86244507358,1
2,4,6,8,11,13,14,16,630.661182691576,595.985346101972,1
3,7,10,12,13,14,15,16,286.764791970233,993.536977879108,1
1,2,3,9,12,14,15,16,288.399813502879,651.816625574575,1
3,6,7,8,9,10,12,14,306.184347247774,923.165365494763,0
2,3,6,7,12,13,14,16,286.182733614306,925.901976522728,0
6,7,8,10,11,13,14,16,298.68203037421,915.991995432125,0
1,2,5,6,10,12,13,14,666.369700328261,621.061178681378,0
3,5,6,10,11,14,15,16,693.140090884121,635.122982296792,0
1,2,5,6,7,12,13,16,292.008038594257,890.021296750518,0
1,8,9,11,12,13,14,15,637.525522834855,590.328694874501,1
1,4,6,9,10,12,13,16,8.57113085765127,878.663473916088,7
6,7,8,9,11,13,15,16,355.678958683588,799.677224438594,0
2,3,4,8,10,12,14,16,436.519873174984,548.140185015486,1
1,4,7,8,9,11,15,16,312.098246885518,938.606011662321,1
1,5,6,7,9,12,14,16,2.61107224092762,1182.93180651689,7
1,2,4,6,9,10,11,14,583.395325386989,625.919695754118,1
1,5,6,7,9,10,11,16,276.063496204196,886.456556971075,0
1,5,6,7,8,11,13,15,289.708291222281,898.835231217938,0
1,3,8,9,11,13,15,16,272.716793559498,667.553589003892,3
4,6,10,11,12,13,15,16,731.263750779632,516.8581521413,0
1,3,5,7,9,10,14,16,182.878582264954,1026.29656832798,1
4,5,6,7,11,12,14,15,223.116702645584,1004.69373127396,1
3,5,7,10,11,13,14,16,208.999181675733,913.438733014877,1
1,4,7,8,10,11,13,15,283.133172639843,976.346274950924,1
2,3,5,7,9,13,14,15,255.507532294542,923.52839940708,0
4,5,6,7,8,10,12,16,478.591127647852,807.850791794294,0
4,5,6,8,12,14,15,16,9.83916028679227,1232.09776458957,7
1,3,5,9,10,12,13,14,439.990110588874,625.786472976496,1
3,4,5,8,9,13,14,15,131.377153325506,650.791787195502,5
1,3,4,5,6,9,10,13,86.4793307674568,759.214503844049,6
1,4,6,8,10,12,13,14,719.408985176793,595.115596261648,1
2,3,5,7,8,9,10,12,9.18542208177356,830.169771228646,7
2,6,7,10,12,13,15,16,13.2845199688646,1345.41901342649,7
2,5,7,9,10,12,15,16,12.1923603461947,1183.98546725141,7
3,7,8,9,11,12,13,14,411.029953834857,873.809151499004,1
1,2,3,4,10,11,12,14,310.574329393622,634.589172258869,1
3,4,5,7,9,11,12,13,209.5413352978,1035.77787578595,1
2,3,4,5,6,7,8,16,86.7987261450026,1338.21329769973,6
3,4,6,8,9,11,13,14,253.716497683938,653.75679088573,2
1,3,5,7,8,11,14,15,165.459831861156,1097.01775366185,1
2,3,4,5,8,9,13,16,9.9726259875376,916.523740352141,7
2,6,8,9,11,13,14,15,13.8237884896212,886.257242188915,6
3,4,6,7,9,12,13,16,395.118689401392,826.676838696193,0
4,6,7,9,10,12,14,15,272.652627720257,989.817558560111,1
5,6,9,10,11,13,14,16,648.60934006698,682.258832321978,1
2,3,6,9,10,11,12,15,257.323354444306,853.640507267688,2
1,2,4,9,10,11,15,16,391.638351708767,575.704173512912,2
1,2,3,5,8,10,13,15,6.91567214342808,551.783121627597,6
5,6,7,9,11,13,14,16,172.882931680519,904.284753149445,1
2,3,4,7,9,10,12,15,481.640242691502,839.835206711778,0
1,2,7,8,9,11,13,14,212.926007216546,1043.48474053189,1
1,3,5,6,7,8,10,13,333.783555797993,885.428116113502,1
1,4,5,6,7,10,11,14,183.727834238944,1085.93146553402,0
4,6,7,8,11,12,15,16,255.013622821579,927.630990875021,2
1,2,3,6,9,10,11,12,179.844713449254,734.919105043481,2
3,4,7,9,12,13,15,16,415.113803124567,814.024419406433,0
2,5,7,8,11,12,13,14,329.958110064333,924.149074788186,0
1,6,7,9,10,13,14,16,216.984471105753,1023.09283816057,0
3,4,5,8,9,10,12,13,116.754757114073,680.834608773641,5
1,4,8,9,12,13,14,16,537.848574451727,730.376537668414,2
4,5,8,9,10,11,13,14,716.175719357244,539.873637961121,1
1,5,6,8,9,11,14,16,7.10622262916096,979.501544108554,7
2,4,5,7,12,13,14,15,257.352883085618,999.300181537041,0
4,6,7,12,13,14,15,16,257.814781814513,984.147091040294,0
1,4,5,6,7,9,10,12,404.049877770927,915.927979401042,0
2,4,5,7,9,11,13,16,277.130124963287,832.841853561263,1
1,2,5,8,12,13,14,16,692.058502894667,595.380865798433,1
2,3,4,6,8,10,15,16,636.300018742732,708.874473029794,0
1,3,4,6,7,10,12,13,325.921835330841,944.21611231112,1
1,3,4,6,8,9,10,11,296.788933475305,674.836127867256,2
3,5,8,9,10,11,13,16,299.759370441221,888.85410815573,3
1,2,6,8,10,14,15,16,568.96672123082,639.447114688996,2
1,2,7,9,11,12,13,14,178.583321022445,1063.62729868544,1
1,2,3,4,5,7,9,12,283.529755378039,914.565894678583,0
2,3,4,9,11,12,13,15,346.336721424738,626.949876332821,1
1,2,3,6,8,10,11,15,712.924018332514,644.125716267021,1
3,6,7,9,11,12,13,15,195.690363615901,930.783759029053,2
2,3,5,9,10,11,13,16,9.9958014561897,986.152307966471,7
2,3,8,10,11,13,14,15,7.48248862967841,1033.12384809336,8
1,3,7,9,10,12,13,14,157.760112167363,1060.7876411026,1
2,3,6,8,12,13,15,16,640.299800430255,706.276147940511,0
3,5,7,10,11,14,15,16,221.151413957355,919.615172614189,1
1,3,4,7,8,9,11,14,146.537529002676,1080.21239205034,1
3,4,6,7,8,9,12,16,408.132390355382,815.625741480309,1
1,4,5,8,12,13,15,16,739.319925557933,420.512453833856,1
2,3,4,6,7,9,11,15,169.476356046008,1129.05419057786,2
1,3,5,12,13,14,15,16,10.5385602600464,820.074483124326,6
3,4,7,8,10,11,14,15,221.217087714318,973.194162501445,0
1,2,3,4,5,9,13,16,107.423713536445,818.33728191831,5
1,2,3,5,8,9,13,16,99.9344058340797,804.787347062488,5
4,8,9,10,11,13,15,16,33.752626098093,771.313490082895,7
3,4,7,10,11,12,13,15,482.132256431195,819.475867178439,0
5,6,7,9,11,12,14,15,248.619601600178,940.540048257505,1
2,6,7,10,11,12,13,15,21.2148820613076,1246.03886179201,8
2,3,6,7,8,10,11,16,5.15738159718576,1461.56437547203,7
2,3,5,7,8,9,11,15,59.3941639788693,1444.85998118377,4
4,6,8,9,10,13,14,16,691.009114517594,610.301049525769,1
1,2,3,5,7,10,13,16,364.604244445354,915.145422990583,0
3,4,5,7,10,13,14,15,225.565250348155,952.582860048535,0
7,8,9,10,11,12,13,16,478.758590146965,811.442485431067,1
1,5,6,8,9,12,13,14,40.9045095882127,973.718420581641,5
1,2,3,4,5,11,12,15,7.73205464861522,511.064897442566,8
5,6,7,8,11,13,14,16,239.211851625376,901.458974843655,0
1,2,3,4,5,9,12,13,207.737762621885,674.222941805255,3
2,4,5,6,13,14,15,16,629.098115585858,565.420042409094,1
2,4,6,8,10,12,15,16,10.5003150742978,1178.09423844122,7
1,2,4,5,7,14,15,16,47.119479837169,1166.35808179024,2
5,6,7,8,9,11,13,15,402.269965247855,796.820103973252,0
1,2,7,8,9,11,13,16,256.010942311003,888.488565202716,0
3,4,9,10,11,13,14,15,260.413220365107,612.220061225878,3
2,7,8,9,11,12,14,16,308.086085919254,934.726282474301,1
4,6,7,8,9,11,12,13,391.407386930999,795.536504564176,0
1,2,3,7,9,11,14,16,50.712684170029,1168.39844608493,3
1,6,9,12,13,14,15,16,584.731500661616,592.682265138798,1
1,3,4,7,9,11,12,14,120.869399800508,951.683503631076,1
1,3,4,7,8,9,11,13,5.95904924880745,1544.58000739491,7
4,7,11,12,13,14,15,16,266.368035988184,1003.65116258743,1
3,4,6,7,8,10,12,16,444.599649280957,826.286060899823,1
3,4,7,11,12,14,15,16,192.057555869883,990.716666870393,1
3,4,5,6,8,10,11,14,715.570972654381,592.625521955741,1
2,3,4,5,6,10,11,16,629.102473628247,823.028533927845,0
1,2,3,4,9,10,13,15,433.339194549001,602.230415216918,3
1,2,5,6,7,10,12,16,250.703073101704,1017.49523264572,1
2,3,9,10,12,14,15,16,459.543317038016,619.000921800151,1
1,2,3,5,6,8,9,11,281.515227851586,693.36232515264,1
4,7,8,9,11,13,15,16,386.151053295633,795.02421256713,0
2,6,7,8,10,11,12,13,83.6175617003725,1481.69256382769,4
1,2,6,9,10,12,14,16,590.60429406222,632.345529178349,1
1,4,8,9,12,13,15,16,176.597818316549,1165.07530170923,4
2,4,8,10,12,13,14,16,648.637947207307,552.790085286003,1
1,4,6,7,8,9,11,15,318.130050166129,939.291379633558,1
2,3,4,5,6,7,11,14,296.395124962328,937.107938847248,0
2,4,5,7,8,12,14,15,265.194678207152,1008.91435687427,0
2,4,9,10,11,12,13,16,581.61132710216,757.196406200818,1
4,5,6,7,10,11,12,16,332.318730046587,912.375293804542,1
1,3,4,7,8,10,11,12,399.955852419749,922.907865478628,1
1,2,3,5,6,9,11,16,270.971988770073,718.995870334071,3
2,3,4,7,8,9,10,11,8.77858622909768,1592.55382450015,6
1,2,4,7,10,11,14,15,9.1011558335249,1144.02344725215,6
1,5,6,7,8,10,11,13,355.039633771866,866.907852096389,1
1,2,4,6,11,12,13,14,708.047362983301,606.902073226951,0
2,3,5,10,12,13,15,16,637.679498347691,727.349149541185,0
1,2,7,8,10,11,13,14,16.6633188245273,1504.58596448137,6
2,3,6,8,13,14,15,16,9.92415266712438,651.842906687146,7
1,5,6,7,8,12,14,16,14.9895928770393,1181.71410651906,6
3,6,8,9,10,11,12,14,265.388045647776,680.583802552043,2
2,3,7,8,10,11,13,14,330.024189976946,922.104752107786,1
5,6,9,10,11,12,14,16,682.620571418094,615.322527672051,0
3,4,5,6,10,11,14,15,8.78307184617766,805.107986460313,7
1,4,5,10,11,12,13,14,732.466001266914,590.905555369981,0
2,3,5,7,12,13,14,16,265.332070760903,931.300371782658,0
2,4,5,7,11,12,13,14,288.762109947555,953.915293748922,1
1,3,5,7,9,10,11,13,139.730240654361,967.863197808477,3
2,3,6,9,12,13,15,16,128.150564735906,870.698187054948,4
5,9,10,11,13,14,15,16,8.77897078404253,860.864711186504,7
1,2,3,5,8,10,11,15,13.9710492027798,540.452511045091,5
3,4,5,8,10,11,13,16,691.251058629394,678.421092098701,0
1,2,4,5,6,9,10,13,47.2898764893942,942.315118891491,7
2,4,6,7,9,10,15,16,337.958803413372,838.913542918777,0
1,6,7,8,11,12,14,15,19.9480031682629,1130.98036828889,4
1,3,4,5,8,12,13,15,10.7615971376646,1295.69170426469,7
5,7,8,9,10,11,12,15,486.180072430076,800.999605695592,0
1,4,6,7,8,9,13,16,269.942138464238,869.438123206173,1
