V1,V2,V3,V4,V5,V6,bestlam,rmse,bestlam_numpred
1,2,3,4,5,6,23.2815825243204,37.1979903173085,1
1,2,3,4,5,7,23.1504149595758,38.8462622260378,0
1,2,3,4,5,8,17.6844994001801,32.2725277947434,2
1,2,3,4,5,9,13.6946786222498,39.6260585302828,2
1,2,3,4,5,10,18.8672560393425,37.7948210323763,1
1,2,3,4,5,11,15.2981067848329,35.1670211091446,1
1,2,3,4,5,12,14.786392397687,37.7401244521776,1
1,2,3,4,5,13,14.2158069251607,33.014078062694,2
1,2,3,4,6,7,21.3049698579629,41.2481782355091,1
1,2,3,4,6,8,15.7272054173726,32.450846432824,2
1,2,3,4,6,9,24.5563256891787,46.2654836185594,1
1,2,3,4,6,10,21.5129744358157,47.6764324330119,0
1,2,3,4,6,11,14.399674149351,34.9529933699924,2
1,2,3,4,6,12,12.7330025594042,37.9924120542297,1
1,2,3,4,6,13,24.3638028152581,44.5852582913645,0
1,2,3,4,7,8,21.2280205908546,42.8239070262621,0
1,2,3,4,7,9,15.8095152142527,91.9685627086703,1
1,2,3,4,7,10,19.4906484686548,42.4786268710404,1
1,2,3,4,7,11,24.3596374684121,40.5570257741158,0
1,2,3,4,7,12,20.0353871920042,44.7324273229082,1
1,2,3,4,7,13,21.8761708924056,40.6999033173769,0
1,2,3,4,8,9,8.94530916478563,63.5815990642532,2
1,2,3,4,8,10,23.296146008352,41.2481111061878,1
1,2,3,4,8,11,16.051447242593,35.7408891550897,1
1,2,3,4,8,12,9.57478593240748,37.2747197086405,2
1,2,3,4,8,13,14.5607196074631,33.2232332983345,2
1,2,3,4,9,10,12.3964391420003,45.8816291072239,2
1,2,3,4,9,11,10.461534367453,43.8533650053728,2
1,2,3,4,9,12,0.452245439418543,58.5118373843152,6
1,2,3,4,9,13,9.9924126684628,46.5569058046355,3
1,2,3,4,10,11,16.1385871544515,35.2734504887037,1
1,2,3,4,10,12,10.3337181227246,38.5418467594957,1
1,2,3,4,10,13,22.3730701306828,47.0095379132638,1
1,2,3,4,11,12,3.71637112338609,50.862637314993,4
1,2,3,4,11,13,12.0147691308938,36.413684736838,2
1,2,3,4,12,13,8.05813163284604,38.1946490735237,3
1,2,3,5,6,7,17.1006523684369,44.5733433369269,2
1,2,3,5,6,8,22.0838807446581,32.0285388910719,2
1,2,3,5,6,9,30.1273030337729,36.1971957771161,1
1,2,3,5,6,10,17.7071541691854,35.2677120628907,1
1,2,3,5,6,11,18.6857146751158,32.9358870763209,1
1,2,3,5,6,12,13.8149679553238,37.3654944210255,1
1,2,3,5,6,13,21.4393634902386,33.4556767691054,1
1,2,3,5,7,8,20.5811222454128,43.1233932623354,0
1,2,3,5,7,9,27.3661968343282,37.186612413589,1
1,2,3,5,7,10,25.4246869779638,38.1913948481692,1
1,2,3,5,7,11,19.0720694087103,37.7948120230603,1
1,2,3,5,7,12,22.4066161959171,45.6642386353172,0
1,2,3,5,7,13,26.60359734295,36.640314739723,1
1,2,3,5,8,9,16.6971302055425,33.8768981273408,1
1,2,3,5,8,10,28.6133822799414,35.8308185997182,1
1,2,3,5,8,11,22.5333409860295,34.9173330687453,1
1,2,3,5,8,12,11.5233260175476,39.3576330700548,2
1,2,3,5,8,13,15.5150080244038,32.0494691727928,3
1,2,3,5,9,10,18.4372713981341,37.3203955614564,1
1,2,3,5,9,11,15.1594326343999,35.0709781987634,1
1,2,3,5,9,12,14.8298328555806,37.7856764527944,1
1,2,3,5,9,13,13.9637139281731,35.849540040353,1
1,2,3,5,10,11,17.3607432879368,34.2529331081178,1
1,2,3,5,10,12,12.268425117783,37.9648229782514,1
1,2,3,5,10,13,9.90332186208287,36.2803780480359,3
1,2,3,5,11,12,0.578125738914639,54.2419566783082,8
1,2,3,5,11,13,14.3082898149354,34.1641870574527,2
1,2,3,5,12,13,2.17459953175245,36.7233280776998,6
1,2,3,6,7,8,18.7818552268409,42.2265840135591,3
1,2,3,6,7,9,26.3296829240236,38.3629345854685,1
1,2,3,6,7,10,0.494652961991272,67.5596287615389,7
1,2,3,6,7,11,17.157222995688,36.7354147424014,1
1,2,3,6,7,12,16.2507939025333,42.110852737123,1
1,2,3,6,7,13,25.6290877916671,37.7332493747191,0
1,2,3,6,8,9,22.2295390653236,34.9201427419764,1
1,2,3,6,8,10,27.2732642870081,37.6145241506828,1
1,2,3,6,8,11,18.3901335759464,33.9591831086684,2
1,2,3,6,8,12,15.552808489297,38.2362384552607,2
1,2,3,6,8,13,4.31713541644205,83.3984171942225,5
1,2,3,6,9,10,13.5898512075033,39.1895261074557,1
1,2,3,6,9,11,20.1493425101476,34.7072879866485,1
1,2,3,6,9,12,17.27160193585,37.5183900246489,1
1,2,3,6,9,13,19.9652664789342,37.839622846396,1
1,2,3,6,10,11,3.09755610163955,41.4690809471906,5
1,2,3,6,10,12,4.03830756989315,40.6010535800503,5
1,2,3,6,10,13,28.1232168929571,42.3616832923095,0
1,2,3,6,11,12,5.57081832545604,45.6949226580869,3
1,2,3,6,11,13,16.5568684489675,34.0172120496374,1
1,2,3,6,12,13,14.1745268811455,36.5130538324979,2
1,2,3,7,8,9,22.7380129975412,41.246622786291,1
1,2,3,7,8,10,11.1206570432922,51.4294904161288,2
1,2,3,7,8,11,19.1654154493586,46.9590360437556,1
1,2,3,7,8,12,13.7436920267132,52.7009485417955,0
1,2,3,7,8,13,10.784004385956,45.8473952671877,4
1,2,3,7,9,10,25.7430201549646,40.3151892337248,1
1,2,3,7,9,11,27.1219432696138,38.8638735671077,0
1,2,3,7,9,12,16.9793604760046,42.0514154089761,1
1,2,3,7,9,13,27.0954869807334,38.3014207609333,1
1,2,3,7,10,11,25.4211930797347,39.6064801736234,1
1,2,3,7,10,12,20.0068013679799,43.8304020086767,1
1,2,3,7,10,13,24.9827043597065,39.7308863036133,0
1,2,3,7,11,12,5.29526833657391,48.3683894775752,5
1,2,3,7,11,13,17.4437309575821,36.7609736106441,1
1,2,3,7,12,13,18.1403472518761,42.2888995308492,2
1,2,3,8,9,10,15.7239547698708,36.5631789719442,1
1,2,3,8,9,11,15.8165891540001,35.5731711836628,1
1,2,3,8,9,12,11.3041456245285,37.3412052539398,2
1,2,3,8,9,13,13.6753919787058,39.1139236927048,3
