V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,bestlam,rmse,bestlam_numpred
1,2,4,11,16,17,18,19,20,21,22,0.236605987404457,0.347665628104003,1
4,6,7,8,12,13,15,16,17,18,20,0.00210953541388383,1.46384953652491,10
2,4,5,8,10,11,14,16,17,18,21,0.139618861380158,0.432116560116209,0
1,3,7,10,11,12,16,17,18,19,20,0.189761123541759,0.34663717965925,1
1,3,4,5,8,9,10,12,13,15,18,0.0834993906195329,0.549736791786318,2
1,3,4,5,6,8,13,16,17,19,21,0.102061743828105,0.415499741153624,3
3,4,5,6,11,12,13,16,17,19,20,0.17392895840569,0.401201177010185,0
1,2,3,5,7,8,11,14,18,21,22,0.179210305249803,0.388573543452952,1
2,3,5,6,8,9,10,11,12,19,21,0.225837652681609,0.356990853995982,0
1,3,5,9,10,12,13,16,20,21,22,0.228360534460483,0.383123192933043,0
3,7,8,9,11,12,13,14,17,18,22,0.155319251332102,0.354854820962984,0
2,5,8,12,13,14,15,18,20,21,22,0.189769088148801,0.364688482616516,0
5,6,11,12,13,14,15,16,17,19,22,0.00659223093189762,0.816343319430666,9
1,2,4,5,7,8,11,16,19,20,22,0.16151711329602,0.398029678082326,1
1,2,4,9,11,13,14,15,17,18,20,0.25407225462182,0.279451544800045,0
2,6,8,10,11,14,15,16,17,18,20,0.11361976318133,0.40138298071145,1
1,2,4,6,8,12,15,16,19,20,21,0.18105375817638,0.363247716942713,1
1,2,10,11,12,15,16,17,19,21,22,0.213403264172359,0.302788486983998,0
1,3,6,11,12,14,15,16,18,19,21,0.0575183089879725,0.546993971716521,5
1,2,3,4,5,7,8,10,11,13,18,0.277687928909004,0.362561255497613,1
1,2,3,4,6,9,11,12,15,17,22,0.187141146958024,0.366271882056976,1
2,6,7,9,11,13,16,17,18,20,22,0.106009667220806,0.526452100822139,1
3,8,9,10,11,13,14,16,17,20,21,0.140779881755076,0.441899140438695,1
2,6,7,9,10,11,13,16,17,19,21,0.0698528532750022,0.529462561233182,5
1,2,4,5,8,10,12,15,16,17,18,0.183308992391611,0.401700629608762,0
1,2,4,5,6,8,9,10,16,17,20,0.173554158039389,0.421958515451484,1
3,5,6,7,8,9,12,13,19,20,22,0.00217093042471818,0.502012618678802,9
2,3,4,5,6,7,9,14,17,20,21,0.172384784821609,0.433955099681961,1
1,2,3,6,8,10,11,13,15,16,17,0.192178888053289,0.386425036967601,0
2,3,7,8,9,10,13,19,20,21,22,0.138302192608338,0.357094303880602,1
5,7,10,13,14,15,17,18,19,21,22,0.164109439168672,0.379497771615249,1
1,5,7,8,10,11,13,14,17,18,19,0.18080821580912,0.343535195768321,1
1,6,7,8,9,12,14,18,19,20,21,0.0716939714018038,0.607541762495087,3
4,6,10,11,12,13,14,17,18,19,22,0.203627529067293,0.412921528503842,0
2,6,7,9,11,12,13,14,15,19,22,0.142584832489564,0.439651625608867,1
2,4,8,9,11,12,13,14,15,19,20,0.0926910738131886,0.405595357600186,4
2,4,5,7,8,10,11,12,16,18,22,0.094303927739447,0.67565421616841,3
4,5,6,7,9,10,12,13,14,17,22,0.179892134897451,0.449946615731897,1
4,5,7,9,12,13,14,15,17,20,22,0.165351874367857,0.37855880435933,1
2,4,5,6,11,12,13,14,20,21,22,0.0574643628225739,0.444343437599978,4
1,2,3,5,8,12,14,16,17,18,21,0.152416450724829,0.444876730837077,0
1,2,3,8,9,10,12,15,16,19,21,0.243989772484943,0.35503904139125,0
2,4,5,7,9,11,13,15,16,18,22,0.0243632228326918,0.83511700229801,8
1,2,8,10,11,12,13,14,17,20,21,0.00598627937149817,0.74512717958961,6
1,2,4,5,12,13,14,16,18,19,20,0.138105483705734,0.435010200246972,0
1,3,8,9,10,11,13,14,16,18,22,0.00205952370552937,0.831748269745059,10
1,2,4,5,7,8,13,18,20,21,22,0.0406416465667128,0.526502069741227,4
1,3,4,6,7,13,15,16,18,20,22,0.093778764688801,0.522056510855936,1
3,4,8,9,11,12,13,14,16,17,21,0.138638933935461,0.472048579098139,2
1,2,3,6,8,15,17,19,20,21,22,0.0730275732808316,0.490168809795234,4
1,2,3,5,6,9,12,13,16,20,22,0.159586006015821,0.443115647117382,1
1,3,4,9,11,13,15,19,20,21,22,0.00616666211232967,0.705795076834655,9
1,3,4,5,10,11,13,17,18,20,21,0.21294168601834,0.307876200037321,1
2,5,6,7,8,11,12,15,18,20,21,0.0650063140456708,0.602577312900926,3
3,5,7,11,12,13,14,18,20,21,22,0.168871124843585,0.412438609645956,1
1,5,6,7,10,12,13,15,16,21,22,0.17848627077998,0.457643108765864,0
2,3,8,10,11,12,15,17,18,19,20,0.257766358012405,0.233825698560051,0
2,3,5,6,9,11,15,18,20,21,22,0.163863813791051,0.446184277567174,1
2,3,5,7,9,10,11,13,15,19,22,0.242897699425068,0.364566347956721,1
1,7,10,13,14,15,16,17,18,19,21,0.179007633534584,0.343259195812677,1
3,4,7,8,9,11,12,13,17,19,20,0.226531809269477,0.28817968713689,1
1,2,6,12,16,17,18,19,20,21,22,0.173273913680369,0.479311524983375,1
1,3,4,5,7,9,11,14,17,18,21,0.198538937028738,0.344577997454929,1
1,2,3,7,10,13,15,16,19,21,22,0.193745243995742,0.369484892069185,1
7,8,9,12,13,15,17,18,19,20,22,0.2159259638334,0.397184006097436,0
2,4,5,10,12,13,14,17,18,19,21,0.233329353293348,0.392692961339822,1
1,3,4,5,10,11,13,14,17,21,22,0.22399153758751,0.356696018834035,0
1,3,4,5,8,9,14,18,19,20,21,0.204475780573876,0.349698097941805,2
1,2,6,7,8,10,14,15,17,18,20,0.194294853145569,0.428495038195916,0
1,5,6,7,9,12,13,15,17,20,21,0.00240740619722069,0.842642847320756,8
1,2,3,6,7,11,12,15,17,21,22,0.218883692665283,0.482263935943879,1
1,2,3,6,7,8,11,12,15,21,22,0.207931300421367,0.452352193874073,0
1,3,5,9,12,14,15,16,20,21,22,0.181158230169995,0.419369993708734,0
2,7,8,9,10,13,14,17,18,19,20,0.208379988998163,0.324788343421129,1
4,5,6,7,8,10,14,15,17,18,22,0.146301351712276,0.463178622938203,1
1,4,5,13,14,15,16,19,20,21,22,0.179576103194048,0.410694351940131,1
3,4,5,7,9,11,12,13,15,21,22,0.173932231409555,0.357392593628098,1
1,3,5,9,12,15,16,17,18,20,22,0.186036375361994,0.419658639998273,1
1,2,5,7,8,10,13,15,16,17,22,0.163260326149848,0.424605155617106,0
1,2,3,5,7,11,15,16,18,19,21,0.202483644559966,0.396628291635451,1
2,6,8,11,12,14,15,18,19,20,21,0.177364012032817,0.383044898286534,1
4,7,9,10,11,13,14,17,18,19,21,0.205718873079631,0.293130857691745,1
1,8,9,10,11,13,14,19,20,21,22,0.145502533920515,0.30480240759669,2
1,3,4,6,7,8,9,12,14,17,19,0.220455706517539,0.37877646549678,0
4,6,9,10,11,13,14,16,17,20,21,0.179441322410168,0.386954243595821,0
1,2,3,4,8,12,13,15,16,18,20,0.249714460535678,0.349330098634161,0
1,2,4,5,7,8,9,13,16,19,21,0.0564251210062814,0.571013903238275,4
1,2,4,8,10,11,12,15,17,18,21,0.094203699497625,0.491623344128484,5
1,2,3,4,5,7,8,10,11,14,22,0.16569203389444,0.404009677137797,1
1,2,3,9,11,14,15,16,20,21,22,0.198586022421488,0.373462982240173,1
1,2,4,6,10,11,12,14,15,18,19,0.0218655679245474,0.577389378936661,8
1,6,8,11,13,15,17,18,19,21,22,0.196660083750852,0.43584878898644,1
1,2,4,5,6,7,9,12,18,19,20,0.188893692238965,0.440524740973885,1
1,5,6,9,10,11,12,15,16,18,21,0.194352902429978,0.386906008625817,1
2,3,4,7,11,14,16,18,19,21,22,0.199909323867667,0.390732497757456,0
1,6,7,8,9,12,13,14,19,21,22,0.169758796589065,0.447525601154205,1
1,5,7,10,11,12,13,14,16,18,22,0.116700903226372,0.416238126323741,1
1,2,3,4,8,10,12,13,14,16,20,0.179313112367851,0.443458233173931,0
2,4,5,6,9,12,14,15,17,19,22,0.0329943648941766,0.458623907628693,7
5,6,10,11,12,14,16,18,20,21,22,0.181577001482779,0.467861515823069,0
1,3,4,7,8,10,12,17,20,21,22,0.2289956343957,0.364615407875928,1
1,4,5,7,8,10,12,13,15,21,22,0.237910282449097,0.339783984340979,1
1,2,4,5,7,8,9,11,19,20,22,0.112412835584127,0.374885335939283,2
4,5,6,8,9,12,13,15,16,20,21,0.206071461180603,0.407565264847568,0
1,2,8,9,10,12,13,15,18,19,21,0.282915648652393,0.230564798208641,0
1,5,6,8,10,12,14,15,16,17,19,0.176780709931883,0.437598027374718,0
2,5,6,7,9,10,11,16,17,19,20,0.157181549713375,0.444569991686303,0
1,4,5,9,10,11,16,17,19,20,22,0.248993713327287,0.346829608478684,1
2,4,5,6,7,9,10,16,20,21,22,0.0285617446057097,0.505754841938192,6
5,6,7,8,9,11,12,15,16,19,21,0.188869315884003,0.420983743685712,1
1,2,5,8,9,11,13,16,17,20,22,0.194925998330893,0.384539418198181,0
2,6,8,10,12,14,16,19,20,21,22,0.108218819890737,0.447262796575271,1
1,3,6,8,10,12,13,16,17,19,22,0.200261189216675,0.385744555540349,1
1,2,4,8,12,13,14,15,18,19,22,0.236854092884727,0.305149418178429,0
2,5,9,13,15,16,17,18,20,21,22,0.0113821222265367,0.916816240931359,7
1,4,5,8,12,13,15,18,19,20,21,0.213545835569014,0.287111922630328,2
1,4,5,6,8,9,10,14,18,19,20,0.217505074118573,0.386268454889096,0
1,6,9,10,11,12,15,17,19,20,21,0.00226726576169689,0.563842336996261,9
3,4,9,11,12,14,17,18,19,21,22,0.209947007573774,0.29256871533842,1
4,5,7,8,11,13,15,18,19,20,21,0.256649990528793,0.334004964338127,0
1,5,6,7,10,11,12,14,16,17,21,0.0746674950659872,0.504242242060371,2
1,4,5,8,11,12,13,15,19,20,21,0.207058123248011,0.29290601989126,2
5,6,7,9,12,13,15,16,17,19,22,0.136610228658862,0.4619061861938,1
1,5,6,8,9,10,12,18,19,20,22,0.112053037545655,0.421696400750085,2
2,7,9,10,11,12,13,16,19,21,22,0.114342705614497,0.659601287333254,2
1,3,4,5,12,16,17,18,20,21,22,0.0265373888550084,0.692959016234601,6
3,4,6,7,9,10,13,15,16,19,22,0.154370207682349,0.428812876155883,1
1,4,5,8,9,10,14,17,19,20,21,0.279741806634497,0.325866202153219,0
1,2,3,4,6,7,10,12,13,17,18,0.215061985683198,0.390960529787646,1
2,3,5,6,8,13,15,17,18,19,20,0.20051195781506,0.382772533825467,0
2,3,6,7,9,13,14,16,17,20,21,0.16090024370251,0.440319145334905,0
1,5,6,7,9,10,11,13,15,19,22,0.00940306273126096,0.872543835327449,8
1,7,10,12,13,15,17,19,20,21,22,0.154016067397748,0.394089684900512,1
4,5,6,9,11,13,16,18,19,20,22,0.0670811845349285,0.43746186848276,2
1,5,8,11,12,16,17,19,20,21,22,0.11963247378574,0.388024685880776,3
3,4,6,10,11,12,13,15,16,19,22,0.230581525792299,0.385611790215613,1
2,4,5,6,9,10,11,13,14,16,22,0.152527051156274,0.478819806064396,0
1,2,3,4,5,9,10,11,19,20,22,0.0784340344320878,0.432973417534848,5
2,4,5,8,11,13,14,16,17,18,20,0.134162447826299,0.435018114321497,1
1,2,3,6,8,16,17,18,20,21,22,0.161582070585534,0.442991033845496,0
1,2,4,5,11,12,14,15,19,20,22,0.198610580576656,0.339049043229608,0
2,4,7,9,11,12,13,18,19,20,21,0.0037711906054133,1.29817441311461,9
1,2,3,4,7,8,10,13,17,19,21,0.155751938511271,0.413026940853546,2
1,2,3,4,5,6,9,10,16,17,18,0.201236776335581,0.431394691313771,0
1,2,4,5,6,8,11,13,14,17,21,0.227174180353016,0.394562283367321,0
3,5,7,8,9,12,14,17,18,19,22,0.183720463286132,0.378839051283452,1
1,2,3,7,9,11,14,15,18,19,22,0.0616595534064846,0.690691465681025,5
1,5,6,7,8,9,10,11,16,20,21,0.160961378868339,0.454605743698965,1
5,6,9,10,12,13,14,15,19,20,22,0.0610151463754695,0.425174172681631,4
1,6,7,10,11,15,17,18,19,20,21,0.174667498366446,0.515811063236744,1
1,5,7,8,11,12,13,15,16,19,21,0.193070012571671,0.359709468151462,0
2,3,4,5,8,10,14,16,18,19,20,0.167003894737422,0.479518889914031,1
2,6,7,9,11,13,15,17,18,20,21,0.161013307833296,0.473722865784086,1
1,5,6,7,8,11,12,15,16,17,22,0.092888111988913,0.519617792225417,1
1,5,7,8,9,11,12,14,15,16,18,0.124209977950203,0.409187624835909,1
1,2,4,5,6,8,14,15,16,18,21,0.120316464717626,0.459282641931639,1
2,5,6,8,11,12,14,17,18,19,21,0.194814000236686,0.385959225421741,0
1,2,3,7,9,10,11,13,15,17,19,0.236526852380845,0.277304812162451,1
1,4,5,7,11,13,14,15,18,19,22,0.161571056244955,0.371540519710232,0
2,3,8,10,11,12,13,15,17,20,22,0.233712280557278,0.280519153144645,0
1,3,4,6,11,13,14,15,17,18,21,0.194791518972244,0.348513223784438,0
1,2,4,5,7,9,11,13,14,19,22,0.204125864778069,0.37797494219554,1
3,5,9,10,11,17,18,19,20,21,22,0.270029942044323,0.33786157624832,0
3,5,8,10,11,12,14,15,16,19,22,0.146056614258381,0.445701666860359,0
1,2,3,4,5,8,10,12,14,18,21,0.215395822901485,0.397127412069585,0
3,4,6,7,10,12,15,16,17,21,22,0.144063837646313,0.455530321621028,1
1,3,5,9,10,14,15,17,20,21,22,0.230507676846155,0.353509148702934,1
1,3,6,7,9,13,14,15,18,19,22,0.140288438270929,0.447051069956993,1
2,4,7,8,9,11,13,16,20,21,22,0.00336839174100632,1.18678241656354,10
2,5,6,7,8,9,10,13,16,17,21,0.00373094423307428,0.771417665696378,9
2,4,5,10,11,12,17,18,19,20,22,0.048363994996153,0.408494611440785,5
2,3,10,12,13,14,16,17,18,19,22,0.196371443380399,0.375520501404178,1
1,2,4,5,6,11,13,14,17,20,22,0.00234136370144152,0.565701833141975,10
1,4,5,10,11,12,13,15,16,18,21,0.174421712137728,0.3561275660509,1
3,5,8,9,10,11,12,14,17,18,21,0.214277581160615,0.360113463038921,1
1,2,3,4,5,6,9,10,11,15,22,0.0604149051668057,0.429614617669213,6
1,3,4,6,9,12,13,14,15,18,22,0.187321941664028,0.379594074772201,0
3,8,9,10,13,14,16,17,19,20,21,0.140361154624639,0.425911761892398,1
3,4,5,6,7,8,15,16,20,21,22,0.156597437500479,0.480061415971344,1
1,2,3,4,6,8,10,11,14,16,20,0.105078049816823,0.441798460162842,1
1,3,4,5,8,12,13,15,16,19,21,0.223455798089979,0.425636379625004,0
4,9,10,11,12,16,17,18,19,21,22,0.21421936337403,0.303225659832143,1
1,4,7,8,12,14,15,17,19,21,22,0.166917770748988,0.332255107921786,1
1,3,5,6,7,10,12,14,15,20,22,0.146644627414284,0.468806124083835,1
1,4,7,10,13,15,16,17,18,20,22,0.211467511047056,0.385391980440785,1
1,4,5,7,10,11,15,17,18,20,22,0.195541757234794,0.397261281683505,0
1,3,4,6,7,8,10,18,19,20,21,0.190102419093541,0.451799289380112,1
2,3,4,5,6,7,8,11,12,19,21,0.00203913016883251,0.488792677846791,9
2,4,6,8,10,11,14,15,16,20,21,0.147608847657022,0.400458505689859,0
1,2,7,8,9,10,11,12,18,19,20,0.245953073389563,0.307085953047334,1
2,5,6,7,9,10,11,16,18,19,21,0.166408232221781,0.438397827683426,0
1,4,7,8,10,11,15,16,17,21,22,0.153464400339124,0.342822781594753,0
2,4,5,6,10,11,12,13,14,15,16,0.132865249235226,0.488518847592588,1
3,5,6,7,15,16,17,18,19,20,21,0.149853874283079,0.472739682763321,1
1,2,6,9,10,12,14,16,18,21,22,0.159079053981075,0.415087755044088,0
2,5,8,11,14,16,17,18,20,21,22,0.180731929680427,0.401808291115089,0
2,3,5,6,9,11,12,13,17,18,22,0.173516999761854,0.408780466271705,1
1,6,7,9,10,12,14,15,16,20,21,0.167683382335213,0.42638175064491,0
1,2,3,4,5,8,11,12,18,20,21,0.249307393590082,0.293716826711217,0
1,3,8,9,11,12,13,16,20,21,22,0.226566627854949,0.321247934296216,0
1,2,4,9,10,12,14,16,18,19,20,0.206057231814343,0.3472052696253,1
1,5,8,9,10,11,13,14,15,18,20,0.263671508819287,0.361483674577393,1
1,2,4,5,6,7,8,9,11,15,16,0.0704728265906416,0.521275390837053,3
5,6,9,11,12,14,16,17,18,20,21,0.105601058432598,0.426467608637617,0
1,2,3,7,9,10,13,15,17,20,21,0.250972012975092,0.28965086051139,1
4,7,9,13,14,16,17,19,20,21,22,0.191841855819641,0.385706191452827,1
4,5,7,8,9,11,13,15,19,20,21,0.125033048220785,0.386229631766363,2
3,5,6,9,10,11,13,17,18,19,20,0.157623058092041,0.379176148604611,1
1,2,6,7,11,14,15,17,19,21,22,0.189425584875897,0.478382044089449,0
1,3,7,8,10,12,13,14,17,20,22,0.18643876445157,0.354592660296523,0
3,6,8,9,10,11,13,14,17,19,22,0.100610946085452,0.452073113803478,2
1,4,5,8,13,15,17,18,20,21,22,0.163651398931278,0.331688299984766,2
2,4,8,12,13,14,15,18,19,20,21,0.104785645751193,0.413909928839748,2
1,2,4,5,7,9,10,18,19,20,22,0.101573545080866,0.392066094598205,3
1,6,7,8,10,15,17,18,19,21,22,0.0847332301824802,0.540233865594268,2
2,3,4,5,11,13,15,16,17,18,19,0.048600862736318,0.702750450435778,5
1,2,4,6,7,10,11,16,17,18,20,0.160491132566552,0.453775687658481,0
1,11,12,13,14,15,16,18,19,20,22,0.186759097528025,0.344410733124792,1
1,6,9,12,13,15,17,18,20,21,22,0.185308274206206,0.470371413600019,0
2,3,6,11,13,14,15,16,18,19,20,0.151814155294326,0.41144909182476,0
2,3,4,5,7,10,15,16,17,20,22,0.21752524420105,0.421657461511771,1
1,2,4,5,6,8,9,10,11,19,21,0.248575103016886,0.347932254241121,0
2,3,5,6,10,12,13,14,16,17,21,0.131102691780231,0.475335378345914,0
1,2,3,8,9,12,14,15,17,19,20,0.265891166367375,0.287923914072083,1
2,5,7,8,9,10,12,13,16,17,18,0.208770299915366,0.403123942779611,0
1,3,7,8,9,13,14,17,19,20,21,0.234640685910075,0.302702612085757,1
2,3,4,8,10,11,13,16,18,20,21,0.200160964218561,0.333300151108089,1
2,3,4,6,8,11,12,13,14,17,20,0.164751976978717,0.358607739154589,0
1,4,5,6,7,9,10,11,13,14,19,0.0871402822605919,0.45304656463329,4
2,4,7,8,13,14,15,16,20,21,22,0.100575097752924,0.473874396951436,2
2,3,6,8,9,10,11,13,14,20,21,0.201215510571508,0.364919350371064,0
3,4,5,11,12,13,15,16,18,20,22,0.214311889636347,0.379898326774613,0
1,2,3,4,9,10,11,12,16,20,21,0.0309865488251808,0.561735204734588,6
1,2,3,7,8,10,14,15,16,19,20,0.178304528184663,0.403580611900674,0
2,5,7,9,10,11,12,13,14,16,20,0.139725491781852,0.447989231581103,1
1,4,5,6,9,10,11,14,15,19,21,0.200664347137067,0.367922660343366,0
4,6,7,8,10,13,14,15,16,18,19,0.14091339594846,0.420618535263165,1
2,3,4,6,8,10,11,13,15,17,22,0.05461598865052,0.391718353173544,6
3,5,6,7,12,14,15,17,18,19,22,0.152339095724376,0.484078059903176,0
4,6,7,8,10,12,15,16,19,21,22,0.187040446035242,0.450566958932051,0
1,2,3,6,7,11,15,16,18,21,22,0.160355088067844,0.479881392639999,0
2,3,4,6,8,9,11,14,15,19,20,0.187022093792401,0.357698332545883,0
1,4,5,8,9,10,11,13,15,18,20,0.107915797010318,0.49403563155414,1
1,6,8,9,12,14,16,17,18,20,22,0.143394850848304,0.450795543710191,1
2,4,5,6,11,14,15,17,18,21,22,0.224123136556902,0.423483232560946,1
2,3,6,7,8,10,11,16,17,18,21,0.16230530386348,0.425332839973332,0
1,2,3,5,8,12,13,14,16,17,18,0.128044418096242,0.492840550286903,0
1,2,3,4,8,10,14,16,17,19,22,0.00209135566653382,0.947502066118403,10
1,2,7,8,10,12,14,17,18,19,21,0.260699625533099,0.297672482384669,0
1,3,5,6,7,8,13,14,15,18,21,0.00527847591773664,0.748622364849625,9
2,3,6,7,9,11,12,14,15,19,21,0.006811000543521,0.644048728470469,7
1,3,6,8,9,10,14,18,19,21,22,0.201061358044973,0.390048450738567,1
1,2,3,7,8,10,11,16,17,21,22,0.145416595302528,0.505768739874241,2
1,7,8,9,11,12,13,15,17,18,22,0.162791014378789,0.347756080054243,0
1,2,3,4,10,15,16,17,18,19,21,0.216138548373878,0.309411468549629,0
2,4,5,9,11,12,13,14,20,21,22,0.0170621310084856,0.556561357258222,8
2,3,4,5,8,12,14,16,17,19,22,0.0029979122854668,0.76778508362224,11
2,3,7,8,11,12,14,16,18,19,21,0.198551743931108,0.359019304196063,1
1,5,9,11,13,14,16,17,20,21,22,0.00209495031575976,0.669780251304933,9
1,5,6,7,8,10,12,17,19,20,22,0.117122931941955,0.499388894080249,1
2,3,6,7,8,9,11,13,15,18,21,0.12917631180334,0.473044838642399,3
3,6,7,9,10,11,13,15,16,18,20,0.134675184087628,0.431919309085542,1
2,3,4,5,7,8,10,12,17,18,21,0.00238241000995506,0.641357357737929,11
1,3,4,6,7,10,13,14,20,21,22,0.167468833988204,0.464263873841439,1
1,2,3,7,8,12,15,16,17,19,21,0.141053942931224,0.486010015832468,4
1,2,3,4,8,10,11,13,15,19,22,0.242170113628995,0.281334455924601,1
1,2,3,4,7,8,13,15,18,20,21,0.109711291255271,0.443161512797183,4
1,3,4,5,6,11,15,16,19,21,22,0.146051598184037,0.446744732958514,1
1,2,7,10,14,15,16,18,19,20,22,0.185365084456373,0.395424251726763,1
1,2,4,7,8,9,11,14,15,17,22,0.171770596988448,0.331126593142524,0
2,5,6,7,9,10,13,14,17,20,22,0.159910762896769,0.472062093531056,1
1,2,3,7,10,14,15,16,17,19,22,0.0668752377772792,0.727507684384331,4
1,2,3,4,7,8,11,15,18,20,21,0.0216072567163121,0.766972216604231,8
2,3,6,9,11,12,14,15,18,21,22,0.166626583466803,0.404487272737225,1
1,2,3,5,7,8,12,15,18,21,22,0.165015739836323,0.438077083377434,2
1,4,5,7,8,10,11,16,20,21,22,0.185953124225531,0.393989616626706,1
2,4,7,8,14,16,18,19,20,21,22,0.129464750987143,0.440864875467053,1
2,4,5,7,9,10,11,13,15,20,21,0.100338816104169,0.437594532648391,4
1,3,7,9,10,11,14,16,18,21,22,0.203275808563912,0.382905929749271,1
1,6,9,12,13,15,16,17,18,19,22,0.169748440072654,0.404734008240239,1
1,2,4,5,6,10,14,16,17,20,22,0.105538260834705,0.453903347491707,1
1,2,4,8,10,12,13,14,16,17,22,0.139369097620255,0.487872520786409,1
2,4,5,9,12,15,17,18,19,20,21,0.150686885602765,0.299380238474996,2
2,3,4,5,13,14,15,16,17,18,19,0.185235259376303,0.498149120627331,0
1,4,5,6,10,11,15,16,18,19,20,0.150372852502682,0.396077553776715,1
3,7,10,11,12,13,15,16,17,18,22,0.192953954662352,0.368232895926923,0
1,5,7,9,10,11,13,14,15,17,20,0.232346772901741,0.35441070847006,1
1,5,6,7,9,12,13,15,17,20,22,0.00188617262148259,0.720042156380722,11
1,4,5,8,9,12,13,14,15,17,21,0.250292896158425,0.371941756054231,0
4,7,9,13,14,15,16,18,19,21,22,0.158019360241998,0.377086110166339,0
1,3,4,9,12,14,15,16,19,21,22,0.172057101999876,0.384233033950683,1
2,4,5,8,10,11,13,14,16,18,19,0.170597020742786,0.488616170088213,1
1,3,8,10,11,13,16,17,20,21,22,0.0329120042858306,0.633380403391793,6
6,9,10,11,12,14,15,17,18,20,21,0.192930382107282,0.39273782540057,1
3,8,11,13,14,16,18,19,20,21,22,0.192706803781491,0.373993184984686,1
1,3,5,6,8,11,13,14,16,17,22,0.00182711293625522,0.853788570241645,9
1,2,4,9,11,14,15,17,18,20,21,0.242728233322364,0.265399226309628,0
1,3,4,7,11,12,13,17,18,19,22,0.163331941730644,0.364932500301495,0
1,5,7,8,9,11,12,14,20,21,22,0.204851740105502,0.383645034332193,1
1,8,9,12,14,15,16,18,20,21,22,0.111287348117036,0.883140843659507,2
3,5,8,10,12,15,16,17,18,20,21,0.203735991050036,0.362362606254124,0
1,4,7,8,9,14,15,17,18,20,22,0.175177979281824,0.370927597852209,1
2,3,6,7,8,9,10,11,17,19,22,0.18512946621983,0.445999752833043,0
5,6,8,9,10,12,13,15,18,20,21,0.188559638473837,0.372606953875838,1
4,5,6,8,9,12,15,16,17,18,22,0.141250515333156,0.420023736600617,1
1,3,4,5,7,8,13,14,20,21,22,0.190735053765658,0.389255491432188,1
1,2,3,4,5,6,7,11,14,21,22,0.0738367241652211,0.461980145092104,4
2,4,5,7,9,13,15,17,18,19,20,0.104507206795065,0.405620954079756,3
2,3,8,9,10,11,15,17,18,21,22,0.206638560574914,0.270060671768057,0
1,2,3,4,5,6,11,14,15,19,20,0.193243568066416,0.400251728952308,0
2,3,4,6,11,13,16,18,19,20,22,0.108039962178102,0.436090232455034,1
3,7,8,11,13,14,15,16,18,21,22,0.182952804066282,0.390745199094631,1
2,6,8,13,15,17,18,19,20,21,22,0.0985524135713518,0.515603304084229,3
1,2,3,4,6,8,10,14,15,16,18,0.189322340793164,0.438192566664787,0
1,2,5,6,7,9,12,13,15,16,18,0.0777968233257816,0.53033876690478,3
4,5,7,8,9,10,11,16,17,18,19,0.19000529384475,0.360548355824142,1
1,2,5,6,7,9,11,14,15,21,22,0.186133048076792,0.452628145785371,0
2,4,5,7,10,12,13,15,16,21,22,0.0690617264908894,0.796738206089312,4
3,4,5,9,11,13,16,18,19,21,22,0.226477040621062,0.369079655278,0
1,4,6,7,8,11,13,15,16,20,22,0.140860347503298,0.468962933588769,0
1,2,4,7,8,13,15,16,17,19,21,0.0826068131773588,0.636893861097994,5
1,2,3,7,8,9,10,16,17,19,20,0.21631863618847,0.33996440628549,0
4,9,10,11,12,13,14,15,16,19,20,0.212418976631377,0.349196436404309,0
2,3,4,5,7,9,12,13,17,19,21,0.267795297806734,0.32674194831343,1
2,4,6,7,8,9,12,14,16,17,21,0.00969843302167512,0.717223674582237,9
3,5,7,8,13,14,16,17,19,20,22,0.161043572406515,0.45172138639837,1
5,6,8,9,11,12,15,16,18,21,22,0.208526026202139,0.427655445703328,0
1,5,6,7,8,11,15,17,19,20,22,0.0838576874591669,0.563484359006657,3
2,4,6,7,9,10,12,13,14,15,21,0.187508848023551,0.380528620696495,0
3,4,6,7,8,10,14,16,19,20,22,0.0903469582317775,0.461841964493989,2
2,4,5,6,8,10,12,14,15,16,21,0.110645627315059,0.47746733600051,0
4,5,6,9,11,14,17,18,19,20,22,0.168729155322227,0.452153189491797,1
3,4,5,8,9,11,12,14,16,17,20,0.222847304433571,0.432787981443541,0
4,5,7,8,10,14,18,19,20,21,22,0.205928636155218,0.397034188660025,0
1,2,3,4,6,8,11,14,16,20,21,0.180661112549671,0.404362539128797,1
1,2,3,7,8,10,11,12,16,20,22,0.175833886110165,0.38776962183912,1
3,5,6,9,10,11,14,16,17,20,21,0.133101203732038,0.451148225160543,1
1,2,3,5,8,9,10,11,14,17,19,0.21802858057691,0.408849466850519,1
1,3,5,6,7,9,10,12,16,21,22,0.133182161889695,0.46464769512386,1
2,8,9,11,12,13,14,15,18,19,20,0.0754750663072734,0.563068710731545,3
2,5,7,11,12,13,15,16,18,20,22,0.177309694394605,0.41557270898704,0
1,2,3,7,10,12,13,14,16,20,21,0.192932875453169,0.386064512717088,0
1,3,5,7,10,11,14,16,17,20,22,0.185557979458994,0.432251510782032,1
2,4,7,8,10,13,15,17,19,20,21,0.257022517864941,0.283237579401836,0
1,3,4,5,7,10,11,17,18,21,22,0.183605500162078,0.37031017139843,0
4,6,7,9,10,12,15,16,17,21,22,0.145997277241002,0.457893390110369,1
1,4,6,7,8,9,10,13,17,18,22,0.146037532281217,0.458514525217162,1
