V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,bestlam,rmse,bestlam_numpred
2,4,6,10,11,12,13,14,17,21,22,0.212664252143492,0.391498468415282,1
1,2,4,5,6,7,8,13,14,15,22,0.135255740194445,0.447960728335998,1
3,7,8,9,12,13,14,15,18,19,22,0.184064512399534,0.343212126820677,1
3,7,8,9,12,13,15,16,18,19,22,0.184959135481682,0.359561574407821,0
1,3,4,7,8,9,11,16,18,20,22,0.162880453360539,0.43643488065044,1
3,4,7,10,11,16,17,18,19,20,21,0.210709732299619,0.353163745322769,1
1,4,5,6,10,12,16,17,18,20,21,0.152208923791578,0.402093425233012,0
1,3,5,9,12,13,15,18,19,20,21,0.182260343453586,0.31094056840764,1
1,2,3,4,6,7,9,12,14,20,21,0.0310749576633204,0.480419349212451,5
1,2,5,8,10,13,17,18,19,21,22,0.240105004472945,0.316808778464619,1
3,4,13,14,15,16,17,18,20,21,22,0.0509000648927936,0.669517738595977,5
1,2,3,6,10,11,12,15,16,17,21,0.197570365843847,0.356547055312207,0
2,7,8,10,11,12,16,17,19,20,22,0.166863734392322,0.390578088298981,0
1,5,7,8,9,13,14,18,19,20,21,0.232016408315916,0.353327775235208,1
1,3,5,6,8,9,11,13,16,18,19,0.1802093881564,0.414104166727737,0
3,4,7,8,9,11,17,18,19,20,21,0.241470454447667,0.332731428757117,1
1,4,5,7,8,9,14,15,17,19,21,0.213788821137975,0.344067062965515,1
1,2,3,5,9,13,16,17,20,21,22,0.0652933749764968,0.585737046337826,3
1,3,4,8,10,13,14,15,16,18,22,0.167493750899761,0.412028436338174,0
2,8,9,11,12,13,17,18,19,21,22,0.217003147706483,0.277539472258526,0
1,4,5,7,8,14,16,17,19,21,22,0.143530031264602,0.405517815620415,0
1,6,7,12,13,14,15,16,20,21,22,0.119973056676162,0.485886913195414,1
1,2,4,8,12,13,14,16,17,19,21,0.0432770102737886,0.729167093111482,7
2,4,5,9,12,13,14,16,18,21,22,0.159447675164299,0.435932696451248,0
3,5,7,10,11,12,15,17,18,19,21,0.20188689779925,0.319389945176108,0
1,4,5,6,10,12,16,17,18,19,21,0.189267175588164,0.38318238760425,0
2,4,6,9,10,15,17,18,19,20,22,0.0770061461029703,0.421450273548425,4
2,3,7,9,10,13,15,16,17,19,21,0.22812071187269,0.352989395199802,1
1,3,4,7,10,13,16,19,20,21,22,0.182146678352603,0.396561891348716,2
4,5,8,9,12,15,16,17,18,19,20,0.214320186989519,0.339328480194887,0
2,7,8,9,11,12,13,17,18,21,22,0.217348586949087,0.369446624616047,1
5,7,8,9,10,12,13,16,17,20,21,0.216336839767386,0.372620582122565,1
2,3,4,6,9,11,12,13,14,20,21,0.205359763318278,0.356251965992776,0
2,3,4,5,6,7,9,10,17,19,22,0.183061789553091,0.437986765874642,0
1,2,6,7,8,9,10,11,14,16,19,0.182079237292965,0.415322585734265,0
1,3,4,5,7,9,10,12,19,20,22,0.131704730781972,0.37934040073272,1
3,4,5,8,9,12,14,15,16,17,19,0.165920323619287,0.492613075748458,1
2,3,5,8,10,11,14,15,16,18,21,0.186892565224015,0.488960193343011,0
1,4,5,9,11,12,13,14,19,21,22,0.257759446637209,0.325649473217792,0
2,4,5,6,10,14,16,19,20,21,22,0.0745249303285097,0.469595957870538,2
1,3,6,10,11,13,14,15,16,18,20,0.203922461175002,0.407847744007889,0
1,3,6,9,10,12,15,16,17,18,22,0.153253189432374,0.397579168458472,1
1,2,3,4,7,10,11,13,15,18,22,0.184172301353962,0.387149778846665,1
3,6,7,9,11,12,18,19,20,21,22,0.123880951426681,0.594447448439573,0
3,5,8,10,11,13,16,17,18,19,22,0.206223592975142,0.382608330994066,0
1,2,3,4,5,10,13,15,16,17,21,0.167183410612568,0.466558520936071,0
1,3,6,8,9,14,17,18,20,21,22,0.0538959723273677,0.660878456752874,4
1,4,5,6,8,9,12,15,17,18,21,0.0532782151862599,0.655177451033969,6
3,4,5,7,8,12,17,19,20,21,22,0.24922959012557,0.385349336838105,1
1,4,5,8,10,13,14,16,17,19,21,0.137800516125178,0.456524354694512,0
1,2,3,4,6,9,11,15,16,18,21,0.186420115528656,0.36480074767419,0
2,5,8,9,10,12,13,16,19,20,21,0.22482646261362,0.399019969258821,0
2,5,6,9,11,13,14,16,19,20,22,0.0757154014508673,0.457871444257705,2
2,3,6,7,8,13,14,16,18,19,20,0.122136900263038,0.446144619872891,1
5,9,10,11,12,14,15,17,18,19,21,0.259554441128392,0.293285494298432,0
1,2,4,5,6,9,10,11,13,14,22,0.0160743069023104,0.536337016362244,7
3,4,5,7,8,13,17,18,19,21,22,0.218139911293802,0.365969353019388,0
1,2,5,6,7,9,12,13,15,19,22,0.195832764273765,0.434403280433605,1
1,2,4,6,8,11,14,18,19,20,21,0.201202882436283,0.372685741798781,0
2,3,5,6,8,9,13,17,18,20,21,0.231061200365447,0.385846825519658,0
1,4,6,7,8,9,10,13,15,17,21,0.106872453036587,0.435913984775246,6
5,6,7,8,10,12,13,14,15,17,18,0.19903597191278,0.42497174839411,1
1,2,3,4,5,9,10,13,15,16,20,0.211910251856687,0.490191375434707,1
1,3,4,6,7,9,11,12,13,15,16,0.228338274360952,0.391707602227273,0
2,3,8,9,10,12,13,16,17,18,20,0.202695456895963,0.338004114705631,1
2,3,5,8,10,12,13,17,18,19,20,0.256366580560397,0.315274848434069,0
2,3,4,6,8,11,14,17,18,21,22,0.141803198431508,0.410285371864057,1
1,3,5,7,9,13,17,19,20,21,22,0.107968752879029,0.40773401989081,2
1,2,4,5,7,9,10,11,16,17,20,0.214012843518234,0.379676854760065,0
3,7,8,9,16,17,18,19,20,21,22,0.093490584420793,0.577016545862399,1
1,2,3,4,8,9,14,16,17,20,21,0.165547122704702,0.419680893158656,1
2,4,5,6,9,11,15,18,20,21,22,0.00235770529075442,0.59808746724967,10
1,2,3,6,8,10,11,12,15,17,18,0.0046991035874769,1.5132360958269,9
4,6,7,11,12,13,14,15,16,18,22,0.147662932291614,0.476672585327343,0
2,3,6,8,9,11,16,18,20,21,22,0.0920044670990003,0.454267435605809,1
1,5,6,7,11,12,13,15,18,19,21,0.159951109920896,0.462432546347093,1
3,5,6,8,9,10,14,16,18,20,21,0.162362515305194,0.452122921738642,0
1,2,4,5,7,8,11,12,13,14,18,0.176616895724863,0.369303568653288,0
2,5,6,7,10,11,13,15,16,20,22,0.136410866264864,0.480737421173671,0
2,3,4,5,6,7,12,15,16,19,22,0.145592003613173,0.466964541110483,1
2,6,7,8,10,13,14,18,19,20,22,0.123945200095611,0.487895210970429,1
4,7,8,9,10,16,17,18,19,20,21,0.201060656664334,0.332187911331667,0
1,3,4,6,9,10,12,13,14,17,21,0.224178202541785,0.335127717150755,1
1,2,5,7,9,13,14,16,17,19,20,0.135460699809495,0.431818859571489,1
1,2,3,4,5,10,11,12,13,18,20,0.284785067993608,0.319310715437695,0
2,5,6,9,10,11,15,16,17,18,20,0.110773100099841,0.411355583119632,0
3,6,7,10,11,13,14,16,18,20,22,0.0687952507883385,0.499261208939415,1
1,2,6,7,9,10,11,13,15,17,19,0.11191431395938,0.507279808822015,3
2,3,6,7,8,9,12,16,17,19,20,0.00181948365425217,0.569174286221326,10
1,4,9,10,12,13,15,16,17,18,21,0.197418676924432,0.278500419915327,0
1,3,4,8,9,13,14,15,16,17,21,0.242410546707588,0.425948289145629,0
2,4,5,6,10,11,16,17,19,20,22,0.0862909412945348,0.459605232994584,1
1,2,8,9,11,12,13,16,19,20,22,0.20067356470113,0.313043219773531,1
1,5,7,11,12,13,14,15,19,20,22,0.193352080855748,0.380059294864101,0
2,7,9,10,12,14,15,17,18,19,22,0.142707486515253,0.52901451015504,2
1,3,4,6,8,9,10,12,14,15,21,0.216807051748129,0.34159808046082,0
1,3,4,7,8,10,11,12,16,17,21,0.211956126410143,0.306695513660616,0
2,3,7,8,11,14,15,16,19,20,21,0.179664491751502,0.376389702077654,1
1,5,7,9,10,11,15,16,19,20,21,0.203436253431466,0.354879710947842,0
2,4,5,6,7,10,12,16,17,19,20,0.154832018391971,0.442042519807187,1
1,3,5,8,10,11,12,17,19,21,22,0.234085977645726,0.289709994737855,0
3,4,5,7,11,13,15,17,18,20,21,0.239241988539666,0.342085278581881,0
1,5,6,7,8,9,12,13,16,18,20,0.177041703224884,0.446029223536462,0
1,2,5,11,12,15,17,18,20,21,22,0.204007706596773,0.340549950346089,0
1,4,7,8,9,10,11,13,14,20,21,0.238997815197904,0.300726935654698,1
2,5,6,8,9,10,12,13,18,20,22,0.172401220239058,0.413298451900636,1
2,3,7,11,12,13,15,16,18,21,22,0.153165987690894,0.437126121676071,2
4,6,9,10,11,12,14,16,18,19,21,0.163267196867123,0.383553336137927,1
4,5,8,9,12,13,16,17,19,20,22,0.161659020683979,0.364297912734289,1
1,2,4,5,7,8,9,10,14,15,22,0.181779629091166,0.406836207105446,1
1,2,3,4,5,6,9,12,15,19,22,0.0425991582851701,0.428144922167297,6
1,4,7,10,11,12,15,18,19,20,21,0.238460128108866,0.337811734962708,1
4,5,9,10,11,13,14,16,18,19,20,0.127454945241638,0.459155121948491,1
1,2,4,5,7,10,11,13,19,20,22,0.072162028270922,0.418549727728725,3
2,7,8,10,12,16,17,18,19,21,22,0.184882138245835,0.379431196230181,0
2,4,7,8,9,12,13,15,17,21,22,0.219989053679978,0.313359534389062,1
1,3,8,9,10,12,15,16,18,20,21,0.254183331557628,0.299207371562721,0
3,6,7,9,11,12,14,15,16,18,21,0.188790823687502,0.429078531963809,0
1,3,4,7,8,9,12,16,18,20,22,0.162664917074915,0.445493207105643,1
2,5,8,9,10,11,12,13,20,21,22,0.172238310822891,0.358416495409984,1
1,2,3,5,9,10,11,12,16,18,20,0.177826944598312,0.383504164277295,1
1,4,9,11,12,13,14,15,17,19,22,0.219508091709574,0.263586192408381,0
3,4,6,7,9,17,18,19,20,21,22,0.0600721222493841,0.555301022524476,3
1,3,4,7,9,11,12,15,16,19,21,0.159051530438128,0.346084472847399,2
2,3,4,5,7,8,11,13,16,17,21,0.189516596455928,0.413674337114928,0
1,2,4,5,9,10,14,15,18,20,21,0.22833557388326,0.359792433869653,1
1,3,6,8,10,13,14,16,17,18,19,0.189214688748132,0.398328449355904,0
2,3,4,7,12,14,15,19,20,21,22,0.196251698083198,0.360846069611754,1
1,2,3,4,8,10,13,14,15,16,19,0.169058605738682,0.497697687151175,0
1,2,3,4,6,8,9,13,15,17,22,0.210077754351788,0.353785696187283,1
6,7,11,12,13,14,15,17,18,19,22,0.177965743947273,0.516734873481314,1
2,3,6,7,10,11,12,15,17,18,21,0.0139273871987523,0.940226401908486,7
1,3,4,6,7,11,16,18,19,20,21,0.172728383482639,0.470905932425728,0
1,2,4,8,10,11,12,13,16,18,20,0.217412264968525,0.595880290865446,1
1,5,7,9,10,13,14,16,19,21,22,0.120284233446887,0.425259742798607,1
1,2,7,8,9,10,12,13,15,18,19,0.151308973714845,0.665775025572773,1
1,2,3,8,13,15,16,18,19,20,21,0.140111454969671,0.354078756879242,2
2,3,6,8,9,12,13,14,19,20,22,0.187522671352706,0.396152586513877,0
2,4,7,8,11,14,17,18,20,21,22,0.160479225467655,0.41070565096088,0
2,3,5,6,11,12,13,14,16,18,22,0.131902605858315,0.465199928443032,0
4,6,9,10,13,14,15,19,20,21,22,0.0677950795880738,0.464398778359172,3
6,7,9,10,11,12,13,14,15,16,20,0.150074986401399,0.428533260067487,1
3,4,6,7,9,11,13,16,19,20,22,0.154948508893594,0.477558320996259,0
2,3,4,7,10,14,15,16,17,18,20,0.0785300671782215,0.531033101541423,4
1,9,10,11,13,15,16,17,18,21,22,0.167595991507531,0.303903135779609,1
3,5,6,8,9,13,14,16,17,21,22,0.10140854072308,0.462031605087259,1
1,2,3,5,7,10,13,17,20,21,22,0.233839159505725,0.374722454518946,0
1,2,3,4,6,11,13,16,18,19,20,0.164635192058095,0.379397303147936,0
3,5,7,10,11,15,16,17,18,19,21,0.171504588776581,0.364993683585316,0
1,3,9,10,11,12,13,14,15,18,19,0.250516044333929,0.279456810578536,0
1,5,6,8,10,11,13,15,17,20,22,0.00826859572691893,0.697178123823805,7
2,3,4,5,6,7,8,12,13,14,22,0.134833281117499,0.454008558083425,0
1,3,4,7,9,11,12,17,18,21,22,0.159530621053287,0.38113587342239,0
1,3,4,6,7,8,9,12,18,20,22,0.141637494331542,0.509051368381744,0
2,3,4,5,7,8,10,16,17,20,21,0.200369246836621,0.406825490303678,0
1,3,5,7,8,9,12,15,16,18,22,0.181096901995697,0.400563918373936,1
1,4,5,8,10,11,14,15,16,19,22,0.169031958330327,0.443634717139252,1
1,4,6,9,10,13,14,18,19,20,21,0.223868536036212,0.359194717590389,1
2,4,7,9,11,12,13,14,18,19,20,0.206170710558591,0.317512832129784,1
1,3,4,6,7,10,13,15,18,20,21,0.130944600879118,0.537746321858404,3
2,3,6,7,11,12,13,14,17,19,20,0.113215858199207,0.520889433508867,1
2,3,6,10,11,12,13,15,16,19,20,0.150120951284074,0.37405376657759,0
2,3,4,5,7,10,11,17,19,20,21,0.251365865058621,0.330166662883167,0
1,2,5,9,12,13,14,15,18,21,22,0.192133003258706,0.372014084911092,1
1,3,8,9,10,11,13,16,19,20,22,0.232688121400238,0.3246362084736,0
4,5,6,7,9,12,13,15,16,17,18,0.155465072033598,0.431228330512091,0
1,4,5,6,8,10,11,16,20,21,22,0.0823474230958768,0.473579706993528,1
2,3,4,6,7,9,10,12,13,17,22,0.162263765647204,0.424378502392704,0
3,4,5,7,12,13,15,16,18,19,21,0.162445702455707,0.377846513785048,1
4,6,10,11,12,13,15,16,18,19,20,0.13272374798976,0.375019986920127,1
3,4,6,7,8,10,16,17,18,21,22,0.0996801401913153,0.478562158624624,0
1,3,6,8,9,10,12,14,17,19,22,0.0027752313938826,0.670733471585195,9
2,3,4,6,12,15,16,17,18,19,20,0.17545004456104,0.382638304900866,1
2,5,6,7,8,14,15,16,19,20,22,0.0879023628215208,0.489332874753001,0
4,6,7,9,11,12,15,17,20,21,22,0.117066635834494,0.547200880598553,2
1,4,7,8,9,10,13,14,15,17,22,0.200812388061082,0.327403618954233,0
1,2,3,4,5,6,10,12,15,19,22,0.0467815382190059,0.429967250630317,6
3,4,5,6,8,10,11,12,13,20,21,0.13377156170842,0.387748443058723,1
1,2,5,6,7,8,9,13,18,20,21,0.198879197174349,0.435419327503501,0
2,5,6,7,8,9,11,12,16,17,18,0.171726003148072,0.439344768258717,1
1,7,8,9,10,13,14,16,17,20,21,0.162142994244984,0.360235962871502,0
5,6,8,9,10,11,13,17,19,20,21,0.0999803461950432,0.407882875983929,2
4,5,7,8,10,11,12,15,16,17,22,0.123308890586651,0.382083584780859,1
3,4,6,8,9,10,12,13,15,16,19,0.20966246754523,0.381355627984927,0
2,4,5,6,8,11,12,15,18,19,22,0.161206226885135,0.407856637134876,1
2,4,6,7,8,10,13,18,19,21,22,0.158394994528361,0.467082922679501,1
1,6,8,11,13,14,15,16,18,20,21,0.221946045732364,0.395751413109518,0
5,6,10,12,14,15,16,17,18,19,21,0.134453435454824,0.413974702041511,0
1,2,5,9,10,13,15,16,18,19,20,0.181931386293858,0.402472497859147,1
2,4,6,7,8,13,14,17,20,21,22,0.149361992505966,0.48119788646795,0
2,3,4,6,7,9,14,15,16,19,20,0.0366279371536112,0.503058081283986,4
1,2,3,7,8,12,13,14,16,18,21,0.169519595186016,0.385450184130797,0
3,4,5,7,9,10,12,14,17,18,22,0.205770288717757,0.380228428308931,1
1,5,6,7,8,12,13,14,15,19,20,0.189107724678151,0.422511583047725,0
4,6,7,8,9,11,14,16,17,18,20,0.101710504186097,0.455473935028795,1
1,2,4,7,11,12,13,17,18,20,22,0.198692033666501,0.412613066333039,0
1,4,5,8,11,15,17,18,19,20,21,0.198178521878019,0.273248809059928,2
1,5,8,10,13,14,15,17,18,19,20,0.238997416976275,0.343677184290487,0
1,4,5,13,14,15,16,17,18,20,21,0.149346166548342,0.405128278879746,1
3,4,6,7,9,10,12,15,16,19,20,0.00623579011931611,0.594544627306335,10
3,6,7,8,10,12,13,15,16,19,22,0.156642880812121,0.435031493931517,0
1,2,5,7,8,12,13,14,15,17,19,0.228325905444108,0.376836824053402,1
1,3,6,8,11,13,15,16,18,20,22,0.128114486940314,0.423175562075988,1
1,4,8,11,12,13,14,17,18,19,22,0.194925279597979,0.278260969502472,0
1,3,9,10,11,13,15,16,18,20,21,0.219669493710413,0.303806817938777,1
1,2,3,4,5,6,8,12,14,15,22,0.173285664090072,0.42761901551454,2
1,4,6,7,8,13,15,16,17,18,22,0.123785718268132,0.461054305701853,0
1,2,3,7,8,9,10,12,13,21,22,0.223071402977637,0.312413426238041,1
1,2,5,6,8,9,16,18,19,21,22,0.127889512991139,0.430941850538521,1
1,3,6,8,9,11,14,15,16,20,21,0.0119637995687952,1.01533590190267,8
1,4,7,8,9,11,12,15,17,19,20,0.218986482197014,0.281229021840589,2
1,3,7,8,9,12,14,16,18,20,22,0.140112403768364,0.452501323952344,1
1,2,3,7,10,11,16,19,20,21,22,0.196643135396156,0.400302767128297,1
1,3,5,6,9,11,12,14,20,21,22,0.0686615790816849,0.45014873933948,3
1,3,4,5,7,9,11,16,18,19,21,0.208863849554326,0.363107601253958,0
1,2,5,6,8,9,12,13,14,16,17,0.147237814724762,0.479857302223972,1
4,5,6,9,11,12,15,16,17,21,22,0.0982446553493542,0.450626542887767,1
1,3,4,8,9,10,11,13,14,18,21,0.271218789846739,0.299680178006435,0
1,2,4,8,9,12,13,15,17,19,22,0.254255995390244,0.245850967816171,0
1,2,3,7,8,10,11,14,18,19,20,0.185939410181461,0.322076094820523,1
1,3,4,7,8,9,10,11,16,17,20,0.21571075934554,0.326151563593254,1
1,6,9,10,11,13,16,18,19,21,22,0.107275247606647,0.460512742744136,1
1,2,4,5,6,11,13,14,15,16,19,0.196927743974399,0.477017548175906,0
3,5,6,7,11,13,16,17,18,20,22,0.0819953030476457,0.523681095347139,1
1,2,7,8,9,10,13,15,17,19,21,0.256470365090602,0.260830472584935,0
1,3,4,5,6,8,11,14,18,21,22,0.0890881050766623,0.440138753933533,4
1,2,3,8,9,12,14,16,17,19,20,0.211474074383734,0.373566245666105,0
1,4,5,6,7,8,9,10,12,16,22,0.106208021495031,0.458485224471193,2
1,6,8,11,12,14,15,16,17,20,21,0.2212398694026,0.383896661952447,1
1,3,5,7,9,10,11,14,16,21,22,0.181678378860755,0.429499836447104,1
1,2,3,7,8,11,12,14,18,19,22,0.17815531763604,0.353079872097166,0
1,3,4,5,8,10,11,14,18,20,21,0.237983390896936,0.344275751298672,1
4,5,6,7,9,12,14,15,16,19,20,0.12633035053129,0.451537984722465,1
2,3,5,6,7,8,10,13,16,18,19,0.155386873539754,0.453648117275921,0
1,2,3,4,5,6,7,10,17,21,22,0.103806698922731,0.454085276251395,3
1,3,4,7,10,14,15,16,19,20,22,0.11809595112493,0.419988481342536,2
1,5,8,10,11,12,14,15,17,19,21,0.220226908729721,0.307662629963006,0
1,3,4,8,10,11,12,17,18,20,22,0.221262221287159,0.300978872386564,1
2,5,7,8,10,12,16,19,20,21,22,0.179805766389305,0.404416298296099,0
1,4,5,7,8,12,14,15,18,21,22,0.177385941216295,0.371218666632542,1
1,6,7,9,10,12,15,18,19,20,22,0.152540364581946,0.540994883196216,0
1,2,3,6,7,8,9,12,15,16,19,0.00334907506495747,0.560352001750308,9
3,4,5,7,9,12,13,16,17,19,21,0.0358176671430749,0.561565965865853,5
3,4,6,8,12,13,15,16,18,19,20,0.181974660760989,0.374835120560423,1
2,3,4,7,8,11,12,13,14,16,21,0.196703776878891,0.396631226569266,1
1,5,7,9,10,12,13,14,18,20,21,0.225086173148256,0.352459091749772,1
1,2,5,6,7,8,9,10,12,18,21,0.237560138423606,0.408259652465262,1
3,4,5,6,8,9,11,14,18,19,20,0.223496355034583,0.395064266207055,0
3,4,5,6,7,12,13,16,17,18,19,0.157572046085283,0.436605011989599,1
4,5,6,8,11,12,14,15,18,19,21,0.196424943757208,0.372529046512233,0
2,3,5,7,11,12,13,16,19,20,22,0.185622244123066,0.411670614930917,1
1,3,4,6,7,10,14,17,18,19,21,0.189318893854949,0.416228161210878,0
1,2,3,4,8,10,11,15,16,19,20,0.247446590577295,0.343207387319246,0
1,2,7,8,10,11,12,14,15,16,22,0.164895482918228,0.388845131634319,1
1,2,4,12,14,15,16,18,20,21,22,0.207010542218858,0.354647963009118,0
3,5,7,8,10,13,15,17,18,19,21,0.225679371747707,0.325938657929278,0
3,4,8,9,10,12,13,14,17,18,19,0.254762164731337,0.289528199678794,0
1,2,4,5,6,11,12,13,17,19,20,0.113697705549485,0.381788139787696,4
2,3,4,9,10,11,14,16,19,20,22,0.142179860245686,0.459928905959146,1
2,3,4,5,6,8,10,12,14,19,20,0.185098197913157,0.410404529937859,0
4,5,6,8,9,13,14,15,19,20,22,0.00587229657956207,0.610582127653741,8
2,5,6,7,8,9,10,14,17,20,22,0.148018013592141,0.471802093451397,0
2,6,9,12,13,15,16,17,18,21,22,0.168161458040886,0.41032985594185,0
2,3,4,5,8,11,12,13,14,16,17,0.16849457790893,0.517337380598935,1
1,5,6,7,11,12,13,14,18,19,20,0.17123403417149,0.46003886781042,0
1,2,5,9,10,15,16,17,18,19,20,0.16792857518484,0.365323431768036,1
