V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,bestlam,rmse,bestlam_numpred
3,5,6,8,9,12,14,16,19,20,0.120518395941846,0.282235766794489,3
1,6,9,12,13,15,16,17,20,21,0.116947250608032,0.249046292152976,2
1,5,7,9,12,13,16,18,20,21,0.0965144768271173,0.397303292392861,1
2,4,7,8,12,14,16,18,19,21,0.235367840936491,0.536554352531055,1
3,5,6,11,13,14,15,16,18,20,0.105483243361699,0.377953801998077,2
3,4,6,8,9,12,17,18,19,20,0.167941361225985,0.144106539509507,1
1,2,4,10,13,16,17,18,20,21,0.150351485063481,0.259818074588641,1
6,7,8,11,12,14,15,16,18,21,0.0756955177760562,0.464919528157403,3
2,5,6,9,12,13,14,17,20,21,0.0376001341707194,0.371232712024682,3
3,4,5,6,10,12,14,16,18,21,0.0233681099976116,0.468092550695206,5
3,7,8,10,11,13,14,17,20,21,0.0916853658471053,0.401762365892233,1
3,5,8,10,11,15,16,17,20,21,0.096584376976728,0.328964411559549,1
1,3,4,6,7,10,12,14,19,20,0.187092806168334,0.58183022103712,0
1,3,4,5,10,12,14,17,20,21,0.054982650610998,0.398613859023591,5
1,3,4,5,12,13,14,17,18,20,0.0845669721082018,0.324425090802028,2
3,9,10,11,12,15,16,17,19,20,0.179423109402179,0.236658339836951,1
4,6,8,9,10,12,15,17,18,20,0.210573576393704,0.17423277454983,1
5,7,8,9,13,14,15,16,17,19,0.0542239344672178,0.413664826586232,4
1,2,4,5,6,9,10,13,14,15,0.0608665169337696,0.406955235814996,3
3,4,6,7,8,9,13,14,15,18,0.0649489277543349,0.414056715181051,4
1,2,3,7,9,10,11,13,15,17,0.149004981716676,0.551015694134593,0
