V1,V2,V3,V4,V5,V6,bestlam,rmse
1,2,6,8,11,12,26.2661833149343,37.4872368866912
1,2,6,8,11,13,20.34906775786,44.912020952759
1,2,6,8,12,13,28.7963489316322,37.4483747078913
1,2,6,9,10,11,19.120266147241,37.3329843014941
1,2,6,9,10,12,27.1620000718508,32.9196131577402
1,2,6,9,10,13,7.4003166715296,38.4439495298533
1,2,6,9,11,12,26.7279740855375,37.6180987105934
1,2,6,9,11,13,18.8746497980757,41.7823673814438
1,2,6,9,12,13,26.8732634668762,36.3620112540548
1,2,6,10,11,12,28.4276738118531,36.5542170233854
1,2,6,10,11,13,0.490058884632604,55.2981047087002
1,2,6,10,12,13,28.3188313256133,35.2117762162236
1,2,6,11,12,13,22.4010294472714,39.4989291668924
1,2,7,8,9,10,23.7187658542636,33.8301592758396
1,2,7,8,9,11,31.9243281748416,35.4322655287854
1,2,7,8,9,12,16.6346700083388,34.3402336995489
1,2,7,8,9,13,27.5775520120461,34.3302516204552
1,2,7,8,10,11,21.2410003888544,38.9737333459606
1,2,7,8,10,12,37.9661940846937,30.0130954882186
1,2,7,8,10,13,6.70160601991146,42.0508699455248
1,2,7,8,11,12,30.5020996773335,29.1469297170547
1,2,7,8,11,13,33.6233880123861,33.388451050914
1,2,7,8,12,13,36.353867184774,30.540441137907
1,2,7,9,10,11,31.7560356469942,34.8957787477411
1,2,7,9,10,12,36.9634336001433,31.6396762794856
1,2,7,9,10,13,22.1668301268899,32.3938561787685
1,2,7,9,11,12,32.9565668649129,33.45753534365
1,2,7,9,11,13,0.836866849137953,473.252752913385
1,2,7,9,12,13,0.787143533340021,Inf
1,2,7,10,11,12,12.7420465355821,31.3363301930108
1,2,7,10,11,13,0.923727834602048,38.1064430464579
1,2,7,10,12,13,1.06691358129261,38.6214196626207
1,2,7,11,12,13,15.224227053794,36.9133085829263
1,2,8,9,10,11,19.3614826898946,39.5196104398032
1,2,8,9,10,12,25.2695427984938,34.1099699197285
1,2,8,9,10,13,9.16059082153994,38.5809784374386
1,2,8,9,11,12,28.5737512400746,36.1772606401307
1,2,8,9,11,13,24.0795174048145,38.4867347605314
1,2,8,9,12,13,25.8343488109693,36.3204085267035
1,2,8,10,11,12,29.8862799266466,35.2893004806619
1,2,8,10,11,13,24.1708982929114,37.0605281013765
1,2,8,10,12,13,33.9107077206659,35.173131023508
1,2,8,11,12,13,25.8031411307555,36.8800842175028
1,2,9,10,11,12,0.767364102677436,47.0191376999412
1,2,9,10,11,13,7.75827921798312,34.3735091326213
1,2,9,10,12,13,26.8912634872279,34.3416488217887
1,2,9,11,12,13,25.1699265107301,36.3792305512308
1,2,10,11,12,13,10.5624702740853,39.8054284101715
1,3,4,5,6,7,0.899202839436808,52.7181658891619
1,3,4,5,6,8,30.4468068110306,38.1424210961426
1,3,4,5,6,9,13.7474107154803,44.4388310141791
1,3,4,5,6,10,26.6991022325018,37.1217704769031
1,3,4,5,6,11,9.35634556143483,55.7688598734653
1,3,4,5,6,12,3.28366372457244,57.4061069304529
1,3,4,5,6,13,25.8903878375779,38.5015281214687
1,3,4,5,7,8,29.1025243165777,31.9138078117041
1,3,4,5,7,9,29.7566463935428,35.1905355724739
1,3,4,5,7,10,28.2047573956508,34.2988953852275
1,3,4,5,7,11,33.5376823222293,34.7782931452556
1,3,4,5,7,12,35.4246610862858,29.2507996965645
1,3,4,5,7,13,30.860978760302,33.3089743282592
1,3,4,5,8,9,29.6794823373222,37.6182508291841
1,3,4,5,8,10,30.1570448742344,36.7296141324288
1,3,4,5,8,11,25.2111251183027,39.4404980053705
1,3,4,5,8,12,31.4320291390807,32.8362878678744
1,3,4,5,8,13,27.6763594496962,34.6154935074039
1,3,4,5,9,10,22.9901383440553,37.0464718639984
1,3,4,5,9,11,18.0730253353139,55.2973918391094
1,3,4,5,9,12,9.11959469565483,50.2835705672836
1,3,4,5,9,13,0.882093118378385,58.3293643849854
1,3,4,5,10,11,25.4534568602033,42.8732157505622
1,3,4,5,10,12,30.4323678577724,35.0025440900894
1,3,4,5,10,13,23.9828948042247,37.2821379498511
1,3,4,5,11,12,15.8341489359816,46.1569030625273
1,3,4,5,11,13,25.7017607574258,41.8153554684305
1,3,4,5,12,13,30.7534895609838,37.3309898870129
1,3,4,6,7,8,34.9073423663781,31.7924005783912
1,3,4,6,7,9,31.3960465048462,34.035245200462
1,3,4,6,7,10,14.279246662396,37.9655878306872
1,3,4,6,7,11,0.89155161945714,58.6725362723214
1,3,4,6,7,12,0.978901753217897,53.0514775997422
1,3,4,6,7,13,31.4280856158684,32.7387519217522
1,3,4,6,8,9,8.81922640159295,47.7455038781153
1,3,4,6,8,10,6.1669888118459,71.5140153393415
1,3,4,6,8,11,0.77136824465606,61.4173029147795
1,3,4,6,8,12,34.8962617016583,32.6626733296953
1,3,4,6,8,13,20.8927825824851,34.9811465725005
1,3,4,6,9,10,26.7210992121118,33.7202890050018
1,3,4,6,9,11,3.21988709507406,415.916865730063
1,3,4,6,9,12,30.8919653217858,35.1879147565876
1,3,4,6,9,13,12.2226710171774,43.8134786720622
1,3,4,6,10,11,8.65087281724793,53.5138764181122
1,3,4,6,10,12,1.98700250051326,58.8334147328563
1,3,4,6,10,13,26.3656502591696,34.8062111299732
1,3,4,6,11,12,0.957294341150235,59.7381095514644
1,3,4,6,11,13,26.0236352899958,39.4662590468742
1,3,4,6,12,13,31.7875410124146,35.4543898989719
1,3,4,7,8,9,11.1978713466071,30.2491597555576
1,3,4,7,8,10,36.3545700057061,30.5143908299626
1,3,4,7,8,11,33.0674399592351,29.5052882655939
1,3,4,7,8,12,2.25607239258763,28.4471093324375
1,3,4,7,8,13,32.0660343608073,28.0901698113663
1,3,4,7,9,10,36.9792655501709,32.2841649414301
1,3,4,7,9,11,7.85281663437926,1017.63786334593
1,3,4,7,9,12,5.78733346424011,38.526301034545
1,3,4,7,9,13,32.6278161147868,32.1903819406037
1,3,4,7,10,11,18.246578436472,36.9820246260796
1,3,4,7,10,12,33.2920838946366,28.012580443585
1,3,4,7,10,13,32.745046926383,31.258207386899
1,3,4,7,11,12,34.7915645352451,26.4286302553548
1,3,4,7,11,13,31.2880396486242,31.4127592965789
1,3,4,7,12,13,33.4286750124178,28.2151368545982
1,3,4,8,9,10,32.5229264614982,34.5990301653536
1,3,4,8,9,11,20.0265494694466,40.9877747342198
1,3,4,8,9,12,0.852661195061452,46.6882145632718
1,3,4,8,9,13,28.1552552548016,34.7960347494158
1,3,4,8,10,11,12.7472879480658,46.5315756028609
1,3,4,8,10,12,36.4010644989276,31.3908228947477
1,3,4,8,10,13,28.694572294694,33.9886492919436
1,3,4,8,11,12,32.7944379192759,30.5508702751376
1,3,4,8,11,13,28.0477536786934,34.9553065118034
1,3,4,8,12,13,28.6306972929074,31.8562129571308
1,3,4,9,10,11,4.58492983789566,340.675350104063
1,3,4,9,10,12,3.75914408780462,52.1923797691935
1,3,4,9,10,13,27.6110317103495,33.834054637572
1,3,4,9,11,12,5.88585905648352,51.7355872073918
1,3,4,9,11,13,26.8131600813333,37.1430351726047
1,3,4,9,12,13,31.6016646846355,34.8943793902374
1,3,4,10,11,12,18.2534009909485,39.5152926283891
1,3,4,10,11,13,24.717775653116,36.4840480031001
1,3,4,10,12,13,29.8949346432357,33.9659477089579
1,3,4,11,12,13,29.5039696155477,35.0304392060211
1,3,5,6,7,8,28.9101151439938,33.7921618897124
1,3,5,6,7,9,0.846033138689413,55.688133607439
1,3,5,6,7,10,20.5540511640516,37.6740792450009
1,3,5,6,7,11,23.3154259082522,37.8532591515227
1,3,5,6,7,12,23.7705094741196,31.1389796129286
1,3,5,6,7,13,26.7072510815467,35.3162303518239
1,3,5,6,8,9,28.6714029422744,40.6908582355968
1,3,5,6,8,10,24.8725943591284,45.1909745536013
1,3,5,6,8,11,25.4851120584057,53.19513390177
1,3,5,6,8,12,22.9904573226263,35.3755176724086
1,3,5,6,8,13,21.1501004188795,36.0610779194386
1,3,5,6,9,10,23.805734436575,42.1454043917089
1,3,5,6,9,11,24.6300006583663,46.5599768871265
1,3,5,6,9,12,5.46373962126632,54.1090989304167
1,3,5,6,9,13,24.7714459196326,43.0928901891425
1,3,5,6,10,11,25.7133324265134,44.8168206241835
1,3,5,6,10,12,24.3594281235907,40.7406216708189
1,3,5,6,10,13,23.1157382510098,40.8898414120387
1,3,5,6,11,12,12.3596361631468,47.3096946482674
1,3,5,6,11,13,23.310211303576,44.4801413542948
1,3,5,6,12,13,27.4920013236055,42.3374966144133
1,3,5,7,8,9,28.4044071539691,33.5255101633241
1,3,5,7,8,10,27.706363553924,32.9713278989836
1,3,5,7,8,11,21.6178132463287,30.1052928742945
1,3,5,7,8,12,25.985,21.4705213666343
1,3,5,7,8,13,28.3898361213367,29.1979600344388
1,3,5,7,9,10,30.1991547283706,36.504048047605
1,3,5,7,9,11,27.8733047340666,444.159489373705
1,3,5,7,9,12,25.5536623597261,30.8996342868507
1,3,5,7,9,13,14.7085373265167,35.0365602935019
1,3,5,7,10,11,0.91854533286519,53.6299310173808
1,3,5,7,10,12,2.81788505493729,37.0952471672783
1,3,5,7,10,13,28.7705373979768,34.4774061024631
1,3,5,7,11,12,27.1344797284668,26.8101884819264
1,3,5,7,11,13,21.2467902334252,34.9178624316176
1,3,5,7,12,13,26.1523485609157,30.0395876322711
1,3,5,8,9,10,26.7583784920136,38.7093121778122
1,3,5,8,9,11,23.5569113790852,45.1764644627542
1,3,5,8,9,12,25.049711576432,35.9983432546338
1,3,5,8,9,13,15.6219916875393,34.0079852441758
1,3,5,8,10,11,23.7301326068946,45.1967625644609
1,3,5,8,10,12,25.4013277195648,33.7441008314097
1,3,5,8,10,13,25.0302026907442,35.6307284401061
1,3,5,8,11,12,20.129677107617,31.6580474382719
1,3,5,8,11,13,24.5797923580276,38.6206537062166
1,3,5,8,12,13,25.3134276575115,37.2426644165158
1,3,5,9,10,11,21.4948503852544,43.7513352636454
1,3,5,9,10,12,30.6309003303506,37.9112154546973
1,3,5,9,10,13,23.9247442877009,37.5255591185391
1,3,5,9,11,12,23.7696524441856,39.716410299067
1,3,5,9,11,13,21.3300040841208,41.5889059707718
1,3,5,9,12,13,27.220783774812,40.8729393902683
1,3,5,10,11,12,29.3459832876593,36.8484826043299
1,3,5,10,11,13,25.8385673585588,39.3503772872028
1,3,5,10,12,13,26.785774600867,40.7736834530548
1,3,5,11,12,13,25.6330465160581,42.2008013789087
1,3,6,7,8,9,32.1445040177395,33.6604791696106
1,3,6,7,8,10,31.713273820778,32.9958122051409
1,3,6,7,8,11,10.1507173457487,33.2000135186976
1,3,6,7,8,12,30.4194068797402,23.5207704729686
1,3,6,7,8,13,28.4786984551247,30.0649776484984
1,3,6,7,9,10,16.0575299297649,37.6821548013901
1,3,6,7,9,11,0.85712800365202,1271.04075775274
1,3,6,7,9,12,28.298596831793,31.211041134461
1,3,6,7,9,13,28.6416388462814,34.6262846548596
1,3,6,7,10,11,10.2056476903343,49.570924883891
1,3,6,7,10,12,17.9389734932301,33.0248877530726
1,3,6,7,10,13,29.7350039564043,34.0643390117538
1,3,6,7,11,12,0.782526060204872,48.8668646866108
1,3,6,7,11,13,25.8784824343953,34.1434466520935
1,3,6,7,12,13,13.5056636777916,34.7163586890559
1,3,6,8,9,10,29.707477072656,37.402642063596
1,3,6,8,9,11,3.98952396514131,65.8328361951492
1,3,6,8,9,12,32.0259647498587,34.517148594514
1,3,6,8,9,13,11.8503966718111,42.7627514168044
1,3,6,8,10,11,28.3409469371979,46.3517789520207
1,3,6,8,10,12,31.5772759919364,33.8541536191417
1,3,6,8,10,13,27.6915828028432,35.9366002735871
1,3,6,8,11,12,24.1416514657707,31.4670378623287
1,3,6,8,11,13,7.42798201101345,48.6373462597402
1,3,6,8,12,13,22.4941343846883,32.8825787871941
1,3,6,9,10,11,27.1937381228083,39.8323827119999
1,3,6,9,10,12,28.7454763034908,37.5423833618872
1,3,6,9,10,13,26.0329432492316,36.1630238042723
1,3,6,9,11,12,6.17043105441675,53.0103246359076
1,3,6,9,11,13,23.2474124320222,40.0759821370649
1,3,6,9,12,13,28.7326453083906,38.0620277045438
1,3,6,10,11,12,11.4230147067023,45.8007726620949
