pred1,pred2,Fstat,pval,Rsquare,adjRsquare,AICc
RY_SP_ROC,RY_FA_Dur,0.39,0.86929,0.162,-0.257,85.8
RY_DS_Mag_50,RY_FA_Dur,0.37,0.19673,0.155,-0.267,85.8
RY_DS_Mag_90,RY_FA_Dur,1.12,0.10258,0.359,0.039,83.9
RY_FA_Mag,RY_FA_Dur,2.27,0.06946,0.532,0.298,81.7
RY_FA_Tim,RY_FA_Dur,0.37,0.22185,0.156,-0.265,85.8
RY_Wet_BFL_Mag_50,RY_FA_Dur,0.60,0.15471,0.232,-0.152,85.2
RY_DS_Tim,RY_FA_Dur,0.47,0.98749,0.191,-0.213,85.5
RY_SP_Tim,RY_FA_Dur,0.63,0.82588,0.240,-0.140,85.1
RY_DS_Dur_WS,RY_FA_Dur,0.42,0.59382,0.174,-0.239,85.7
SY_Wet_Tim,RY_FA_Dur,1.32,0.97393,0.397,0.096,83.5
SY_Wet_BFL_Dur,RY_FA_Dur,0.36,0.35500,0.154,-0.269,85.8
SY_SP_ROC,RY_FA_Dur,1.33,0.89764,0.400,0.100,83.4
BY_recon_10,RY_Wet_BFL_Mag_50,4.93,0.00362,0.552,0.440,112.2
BY_recon_15,RY_Wet_BFL_Mag_50,3.61,0.00733,0.474,0.343,113.9
BY_recon_20,RY_Wet_BFL_Mag_50,1.58,0.02082,0.283,0.104,117.3
BY_recon_50,RY_Wet_BFL_Mag_50,0.32,0.07971,0.075,-0.156,120.1
BY_recon_80,RY_Wet_BFL_Mag_50,0.15,0.19407,0.037,-0.204,120.6
BY_recon_100,RY_Wet_BFL_Mag_50,3.14,0.00786,0.440,0.300,114.6
RY_discon_10,RY_Wet_BFL_Mag_50,0.87,0.34884,0.178,-0.027,118.8
RY_discon_15,RY_Wet_BFL_Mag_50,0.60,0.49216,0.130,-0.088,119.5
RY_discon_20,RY_Wet_BFL_Mag_50,0.42,0.60242,0.096,-0.131,119.9
RY_discon_50,RY_Wet_BFL_Mag_50,0.38,0.63629,0.088,-0.141,120.0
RY_discon_80,RY_Wet_BFL_Mag_50,0.29,0.71453,0.067,-0.167,120.2
RY_discon_100,RY_Wet_BFL_Mag_50,0.28,0.72362,0.066,-0.168,120.2
RY_recon_10,RY_Wet_BFL_Mag_50,0.39,0.07365,0.089,-0.139,120.0
RY_recon_15,RY_Wet_BFL_Mag_50,0.30,0.09976,0.071,-0.162,120.2
RY_recon_20,RY_Wet_BFL_Mag_50,0.19,0.15481,0.044,-0.194,120.5
RY_recon_50,RY_Wet_BFL_Mag_50,0.18,0.22456,0.043,-0.196,120.5
RY_recon_80,RY_Wet_BFL_Mag_50,0.08,0.27277,0.021,-0.224,120.8
RY_recon_100,RY_Wet_BFL_Mag_50,0.37,0.68778,0.085,-0.144,120.0
SY_discon_80,RY_Wet_BFL_Mag_50,0.15,0.92696,0.037,-0.204,120.6
SY_discon_100,RY_Wet_BFL_Mag_50,0.14,0.97286,0.034,-0.208,120.6
BY_min_flow_sepdec,RY_Wet_BFL_Mag_50,0.51,0.24898,0.112,-0.109,119.7
RY_min_flow,RY_Wet_BFL_Mag_50,0.51,0.05517,0.113,-0.108,119.7
SY_min_flow_janjul,RY_Wet_BFL_Mag_50,0.14,0.10519,0.034,-0.208,120.6
tot_flow_CFLP,RY_Wet_BFL_Mag_50,0.15,0.16129,0.035,-0.206,120.6
BY_tot_flow_sepdec,RY_Wet_BFL_Mag_50,1.19,0.06133,0.229,0.036,118.1
RY_tot_flow,RY_Wet_BFL_Mag_50,0.17,0.07428,0.040,-0.200,120.5
SY_tot_flow_janjul,RY_Wet_BFL_Mag_50,0.24,0.13836,0.057,-0.179,120.3
log_tot_flow_CFLP,RY_Wet_BFL_Mag_50,0.14,0.69801,0.035,-0.206,120.6
log_BY_tot_flow_sepdec,RY_Wet_BFL_Mag_50,2.07,0.12033,0.341,0.176,116.4
log_RY_tot_flow,RY_Wet_BFL_Mag_50,0.43,0.40398,0.098,-0.127,119.8
log_SY_tot_flow_janjul,RY_Wet_BFL_Mag_50,0.14,0.68008,0.033,-0.209,120.6
BY_FA_Mag,RY_Wet_BFL_Mag_50,1.90,0.38954,0.487,0.230,81.6
BY_FA_Tim,RY_Wet_BFL_Mag_50,0.14,0.38135,0.064,-0.403,85.8
BY_FA_Dur,RY_Wet_BFL_Mag_50,1.43,0.80079,0.416,0.125,82.5
RY_Wet_Tim,RY_Wet_BFL_Mag_50,1.99,0.01775,0.332,0.165,116.5
RY_Wet_BFL_Dur,RY_Wet_BFL_Mag_50,3.33,0.61950,0.455,0.318,114.3
RY_SP_ROC,RY_Wet_BFL_Mag_50,0.18,0.99594,0.044,-0.195,120.5
RY_DS_Mag_50,RY_Wet_BFL_Mag_50,0.69,0.09411,0.147,-0.066,119.2
RY_DS_Mag_90,RY_Wet_BFL_Mag_50,1.13,0.02948,0.221,0.026,118.2
RY_FA_Mag,RY_Wet_BFL_Mag_50,2.55,0.04453,0.560,0.340,81.2
RY_FA_Tim,RY_Wet_BFL_Mag_50,0.61,0.16957,0.235,-0.148,85.1
RY_FA_Dur,RY_Wet_BFL_Mag_50,0.60,0.15471,0.232,-0.152,85.2
RY_DS_Tim,RY_Wet_BFL_Mag_50,0.27,0.75518,0.063,-0.172,120.3
RY_SP_Tim,RY_Wet_BFL_Mag_50,1.05,0.60289,0.209,0.011,118.4
RY_DS_Dur_WS,RY_Wet_BFL_Mag_50,0.43,0.90776,0.097,-0.128,119.9
SY_Wet_Tim,RY_Wet_BFL_Mag_50,1.49,0.68046,0.271,0.089,117.5
SY_Wet_BFL_Dur,RY_Wet_BFL_Mag_50,0.19,0.13096,0.046,-0.193,120.5
SY_SP_ROC,RY_Wet_BFL_Mag_50,0.82,0.57651,0.170,-0.038,118.9
BY_recon_10,RY_DS_Tim,6.42,0.66687,0.616,0.520,110.5
BY_recon_15,RY_DS_Tim,3.67,0.73810,0.479,0.348,113.8
BY_recon_20,RY_DS_Tim,1.68,0.77086,0.295,0.119,117.1
BY_recon_50,RY_DS_Tim,0.77,0.57461,0.161,-0.048,119.0
BY_recon_80,RY_DS_Tim,0.54,0.64260,0.120,-0.100,119.6
BY_recon_100,RY_DS_Tim,3.16,0.67607,0.441,0.301,114.6
RY_discon_10,RY_DS_Tim,0.99,0.34925,0.198,-0.003,118.6
RY_discon_15,RY_DS_Tim,0.69,0.61272,0.146,-0.067,119.2
RY_discon_20,RY_DS_Tim,0.41,0.66964,0.094,-0.133,119.9
RY_discon_50,RY_DS_Tim,0.37,0.73658,0.084,-0.145,120.0
RY_discon_80,RY_DS_Tim,0.28,0.70660,0.066,-0.167,120.2
RY_discon_100,RY_DS_Tim,0.28,0.70257,0.066,-0.168,120.2
RY_recon_10,RY_DS_Tim,0.39,0.86623,0.090,-0.138,120.0
RY_recon_15,RY_DS_Tim,0.31,0.93841,0.072,-0.159,120.2
RY_recon_20,RY_DS_Tim,0.26,0.87677,0.061,-0.174,120.3
RY_recon_50,RY_DS_Tim,0.30,0.89562,0.069,-0.164,120.2
RY_recon_80,RY_DS_Tim,0.26,0.72911,0.061,-0.174,120.3
RY_recon_100,RY_DS_Tim,1.05,0.30085,0.209,0.011,118.4
SY_discon_80,RY_DS_Tim,0.26,0.73555,0.061,-0.173,120.3
SY_discon_100,RY_DS_Tim,0.26,0.74162,0.061,-0.174,120.3
BY_min_flow_sepdec,RY_DS_Tim,0.65,0.63561,0.141,-0.074,119.3
RY_min_flow,RY_DS_Tim,0.44,0.91623,0.100,-0.125,119.8
SY_min_flow_janjul,RY_DS_Tim,0.62,0.53479,0.133,-0.083,119.4
tot_flow_CFLP,RY_DS_Tim,0.30,0.67910,0.069,-0.164,120.2
BY_tot_flow_sepdec,RY_DS_Tim,1.31,0.61739,0.247,0.058,117.9
RY_tot_flow,RY_DS_Tim,0.27,0.70074,0.063,-0.172,120.3
SY_tot_flow_janjul,RY_DS_Tim,0.47,0.81319,0.105,-0.119,119.8
log_tot_flow_CFLP,RY_DS_Tim,0.32,0.80820,0.074,-0.157,120.1
log_BY_tot_flow_sepdec,RY_DS_Tim,2.63,0.07990,0.397,0.246,115.4
log_RY_tot_flow,RY_DS_Tim,0.46,0.66514,0.103,-0.121,119.8
log_SY_tot_flow_janjul,RY_DS_Tim,0.36,0.79549,0.082,-0.148,120.0
BY_FA_Mag,RY_DS_Tim,1.91,0.81678,0.489,0.233,81.6
BY_FA_Tim,RY_DS_Tim,0.16,0.82451,0.075,-0.388,85.7
BY_FA_Dur,RY_DS_Tim,6.10,0.07666,0.753,0.629,76.5
RY_Wet_Tim,RY_DS_Tim,2.51,0.90198,0.386,0.232,115.6
RY_Wet_BFL_Dur,RY_DS_Tim,3.43,0.52374,0.461,0.327,114.2
RY_SP_ROC,RY_DS_Tim,0.32,0.63117,0.075,-0.157,120.1
RY_DS_Mag_50,RY_DS_Tim,0.63,0.75703,0.136,-0.080,119.4
RY_DS_Mag_90,RY_DS_Tim,2.31,0.43770,0.366,0.207,116.0
RY_FA_Mag,RY_DS_Tim,1.52,0.93531,0.431,0.147,83.0
RY_FA_Tim,RY_DS_Tim,0.06,0.84604,0.030,-0.456,86.8
RY_FA_Dur,RY_DS_Tim,0.47,0.98749,0.191,-0.213,85.5
RY_Wet_BFL_Mag_50,RY_DS_Tim,0.27,0.75518,0.063,-0.172,120.3
RY_SP_Tim,RY_DS_Tim,0.99,0.78711,0.198,-0.002,118.6
RY_DS_Dur_WS,RY_DS_Tim,1.32,0.20760,0.247,0.059,117.9
SY_Wet_Tim,RY_DS_Tim,1.32,0.40959,0.247,0.059,117.9
SY_Wet_BFL_Dur,RY_DS_Tim,0.83,0.43255,0.172,-0.035,118.9
SY_SP_ROC,RY_DS_Tim,0.80,0.78247,0.167,-0.041,119.0
BY_recon_10,RY_SP_Tim,5.91,0.47636,0.596,0.495,111.0
BY_recon_15,RY_SP_Tim,3.39,0.53852,0.459,0.323,114.2
BY_recon_20,RY_SP_Tim,1.87,0.78484,0.319,0.149,116.8
BY_recon_50,RY_SP_Tim,1.61,0.79846,0.287,0.109,117.3
BY_recon_80,RY_SP_Tim,1.79,0.78258,0.310,0.137,116.9
BY_recon_100,RY_SP_Tim,4.77,0.46969,0.544,0.430,112.3
RY_discon_10,RY_SP_Tim,1.05,0.55768,0.208,0.010,118.4
RY_discon_15,RY_SP_Tim,0.92,0.71271,0.187,-0.016,118.7
RY_discon_20,RY_SP_Tim,0.88,0.82689,0.181,-0.024,118.8
RY_discon_50,RY_SP_Tim,0.88,0.83237,0.181,-0.024,118.8
RY_discon_80,RY_SP_Tim,0.88,0.93397,0.181,-0.024,118.8
RY_discon_100,RY_SP_Tim,0.89,0.96451,0.181,-0.023,118.8
RY_recon_10,RY_SP_Tim,0.88,0.81523,0.180,-0.025,118.8
RY_recon_15,RY_SP_Tim,0.89,0.74126,0.182,-0.022,118.8
RY_recon_20,RY_SP_Tim,0.95,0.63157,0.192,-0.010,118.6
RY_recon_50,RY_SP_Tim,0.88,0.80539,0.180,-0.025,118.8
RY_recon_80,RY_SP_Tim,1.00,0.58086,0.200,0.000,118.5
RY_recon_100,RY_SP_Tim,1.31,0.46718,0.246,0.058,117.9
SY_discon_80,RY_SP_Tim,0.88,0.89011,0.180,-0.025,118.8
SY_discon_100,RY_SP_Tim,0.88,0.89418,0.180,-0.025,118.8
BY_min_flow_sepdec,RY_SP_Tim,1.14,0.70828,0.222,0.028,118.2
RY_min_flow,RY_SP_Tim,1.00,0.82150,0.200,0.000,118.5
SY_min_flow_janjul,RY_SP_Tim,1.82,0.49661,0.312,0.140,116.9
tot_flow_CFLP,RY_SP_Tim,0.89,0.72161,0.181,-0.023,118.8
BY_tot_flow_sepdec,RY_SP_Tim,3.03,0.31849,0.431,0.289,114.8
RY_tot_flow,RY_SP_Tim,0.90,0.69824,0.184,-0.020,118.8
SY_tot_flow_janjul,RY_SP_Tim,1.07,0.93148,0.211,0.014,118.4
log_tot_flow_CFLP,RY_SP_Tim,0.88,0.94854,0.180,-0.025,118.8
log_BY_tot_flow_sepdec,RY_SP_Tim,5.34,0.02531,0.572,0.465,111.7
log_RY_tot_flow,RY_SP_Tim,0.91,0.86446,0.186,-0.018,118.7
log_SY_tot_flow_janjul,RY_SP_Tim,0.97,0.75005,0.195,-0.006,118.6
BY_FA_Mag,RY_SP_Tim,2.12,0.99501,0.514,0.272,81.2
BY_FA_Tim,RY_SP_Tim,0.32,0.94062,0.137,-0.295,85.2
BY_FA_Dur,RY_SP_Tim,18.72,0.01207,0.903,0.855,69.9
RY_Wet_Tim,RY_SP_Tim,3.56,0.54618,0.471,0.339,114.0
RY_Wet_BFL_Dur,RY_SP_Tim,3.56,0.54618,0.471,0.339,114.0
RY_SP_ROC,RY_SP_Tim,0.88,0.80651,0.180,-0.024,118.8
RY_DS_Mag_50,RY_SP_Tim,0.97,0.87277,0.196,-0.005,118.6
RY_DS_Mag_90,RY_SP_Tim,3.11,0.87097,0.438,0.297,114.7
RY_FA_Mag,RY_SP_Tim,1.91,0.88110,0.488,0.232,82.3
RY_FA_Tim,RY_SP_Tim,0.70,0.46310,0.259,-0.111,84.9
RY_FA_Dur,RY_SP_Tim,0.63,0.82588,0.240,-0.140,85.1
RY_Wet_BFL_Mag_50,RY_SP_Tim,1.05,0.60289,0.209,0.011,118.4
RY_DS_Tim,RY_SP_Tim,0.99,0.78711,0.198,-0.002,118.6
RY_DS_Dur_WS,RY_SP_Tim,1.40,0.37993,0.259,0.073,117.7
SY_Wet_Tim,RY_SP_Tim,1.50,0.52671,0.273,0.091,117.5
SY_Wet_BFL_Dur,RY_SP_Tim,1.30,0.84121,0.245,0.056,117.9
SY_SP_ROC,RY_SP_Tim,1.40,0.37706,0.259,0.074,117.7
BY_recon_10,RY_DS_Dur_WS,5.01,0.09143,0.556,0.445,112.0
BY_recon_15,RY_DS_Dur_WS,2.82,0.10941,0.414,0.267,115.1
BY_recon_20,RY_DS_Dur_WS,1.25,0.20101,0.238,0.047,118.0
BY_recon_50,RY_DS_Dur_WS,0.29,0.37534,0.068,-0.165,120.2
BY_recon_80,RY_DS_Dur_WS,0.20,0.41872,0.047,-0.191,120.5
BY_recon_100,RY_DS_Dur_WS,3.38,0.07799,0.458,0.322,114.3
RY_discon_10,RY_DS_Dur_WS,2.62,0.07740,0.396,0.244,115.4
RY_discon_15,RY_DS_Dur_WS,3.19,0.05449,0.444,0.305,114.5
RY_discon_20,RY_DS_Dur_WS,2.36,0.09271,0.371,0.214,115.9
RY_discon_50,RY_DS_Dur_WS,2.14,0.10986,0.348,0.185,116.3
RY_discon_80,RY_DS_Dur_WS,1.68,0.15224,0.296,0.120,117.1
RY_discon_100,RY_DS_Dur_WS,1.48,0.18038,0.271,0.088,117.5
RY_recon_10,RY_DS_Dur_WS,1.81,0.84328,0.312,0.140,116.9
RY_recon_15,RY_DS_Dur_WS,1.73,0.82382,0.302,0.128,117.0
RY_recon_20,RY_DS_Dur_WS,1.05,0.93633,0.208,0.010,118.4
RY_recon_50,RY_DS_Dur_WS,0.47,0.43702,0.105,-0.118,119.8
RY_recon_80,RY_DS_Dur_WS,0.10,0.53488,0.025,-0.218,120.7
RY_recon_100,RY_DS_Dur_WS,0.16,0.47587,0.037,-0.203,120.6
SY_discon_80,RY_DS_Dur_WS,0.12,0.99774,0.030,-0.212,120.6
SY_discon_100,RY_DS_Dur_WS,0.12,0.97332,0.029,-0.214,120.7
BY_min_flow_sepdec,RY_DS_Dur_WS,0.43,0.59254,0.096,-0.130,119.9
RY_min_flow,RY_DS_Dur_WS,1.03,0.87561,0.205,0.007,118.5
SY_min_flow_janjul,RY_DS_Dur_WS,0.16,0.44733,0.037,-0.203,120.6
tot_flow_CFLP,RY_DS_Dur_WS,0.14,0.83714,0.034,-0.207,120.6
BY_tot_flow_sepdec,RY_DS_Dur_WS,0.97,0.55039,0.195,-0.006,118.6
RY_tot_flow,RY_DS_Dur_WS,0.47,0.75053,0.106,-0.117,119.8
SY_tot_flow_janjul,RY_DS_Dur_WS,0.42,0.37560,0.095,-0.131,119.9
log_tot_flow_CFLP,RY_DS_Dur_WS,0.13,0.83848,0.032,-0.210,120.6
log_BY_tot_flow_sepdec,RY_DS_Dur_WS,1.89,0.13736,0.321,0.151,116.7
log_RY_tot_flow,RY_DS_Dur_WS,0.26,0.61716,0.062,-0.173,120.3
log_SY_tot_flow_janjul,RY_DS_Dur_WS,0.24,0.56121,0.057,-0.179,120.3
BY_FA_Mag,RY_DS_Dur_WS,1.91,0.72525,0.488,0.232,81.6
BY_FA_Tim,RY_DS_Dur_WS,0.04,0.46536,0.020,-0.470,86.1
BY_FA_Dur,RY_DS_Dur_WS,1.51,0.95047,0.430,0.145,82.3
RY_Wet_Tim,RY_DS_Dur_WS,2.14,0.06420,0.349,0.186,116.3
RY_Wet_BFL_Dur,RY_DS_Dur_WS,3.09,0.69292,0.436,0.295,114.7
RY_SP_ROC,RY_DS_Dur_WS,0.30,0.75264,0.069,-0.164,120.2
RY_DS_Mag_50,RY_DS_Dur_WS,1.15,0.85689,0.224,0.030,118.2
RY_DS_Mag_90,RY_DS_Dur_WS,1.14,0.21725,0.222,0.027,118.2
RY_FA_Mag,RY_DS_Dur_WS,1.63,0.65657,0.449,0.174,82.8
RY_FA_Tim,RY_DS_Dur_WS,0.31,0.82052,0.134,-0.300,86.0
RY_FA_Dur,RY_DS_Dur_WS,0.42,0.59382,0.174,-0.239,85.7
RY_Wet_BFL_Mag_50,RY_DS_Dur_WS,0.43,0.90776,0.097,-0.128,119.9
RY_DS_Tim,RY_DS_Dur_WS,1.32,0.20760,0.247,0.059,117.9
RY_SP_Tim,RY_DS_Dur_WS,1.40,0.37993,0.259,0.073,117.7
SY_Wet_Tim,RY_DS_Dur_WS,1.32,0.27031,0.247,0.059,117.9
SY_Wet_BFL_Dur,RY_DS_Dur_WS,0.10,0.83306,0.024,-0.220,120.7
SY_SP_ROC,RY_DS_Dur_WS,1.36,0.30998,0.254,0.068,117.8
BY_recon_10,SY_Wet_Tim,7.57,0.06299,0.654,0.568,109.3
BY_recon_15,SY_Wet_Tim,3.72,0.10187,0.482,0.352,113.8
BY_recon_20,SY_Wet_Tim,1.92,0.20808,0.325,0.156,116.7
BY_recon_50,SY_Wet_Tim,1.17,0.35649,0.227,0.034,118.2
BY_recon_80,SY_Wet_Tim,1.09,0.35309,0.214,0.017,118.3
BY_recon_100,SY_Wet_Tim,4.13,0.05710,0.508,0.385,113.2
RY_discon_10,SY_Wet_Tim,2.51,0.14660,0.385,0.231,115.6
RY_discon_15,SY_Wet_Tim,2.46,0.15791,0.381,0.227,115.7
RY_discon_20,SY_Wet_Tim,2.11,0.20625,0.345,0.181,116.3
RY_discon_50,SY_Wet_Tim,1.90,0.24670,0.322,0.153,116.7
RY_discon_80,SY_Wet_Tim,1.62,0.30687,0.288,0.111,117.2
RY_discon_100,SY_Wet_Tim,1.54,0.33114,0.278,0.097,117.4
RY_recon_10,SY_Wet_Tim,2.10,0.52069,0.344,0.180,116.3
RY_recon_15,SY_Wet_Tim,1.88,0.48435,0.319,0.149,116.8
RY_recon_20,SY_Wet_Tim,1.51,0.46159,0.274,0.092,117.5
RY_recon_50,SY_Wet_Tim,1.07,0.38122,0.211,0.014,118.4
RY_recon_80,SY_Wet_Tim,0.72,0.77660,0.152,-0.060,119.2
RY_recon_100,SY_Wet_Tim,0.71,0.58079,0.151,-0.062,119.2
SY_discon_80,SY_Wet_Tim,0.71,0.82397,0.152,-0.061,119.2
SY_discon_100,SY_Wet_Tim,0.71,0.81261,0.152,-0.060,119.2
BY_min_flow_sepdec,SY_Wet_Tim,1.19,0.76524,0.229,0.036,118.1
RY_min_flow,SY_Wet_Tim,1.45,0.84564,0.267,0.083,117.6
SY_min_flow_janjul,SY_Wet_Tim,0.83,0.48646,0.171,-0.036,118.9
tot_flow_CFLP,SY_Wet_Tim,0.82,0.98253,0.170,-0.038,118.9
BY_tot_flow_sepdec,SY_Wet_Tim,1.49,0.67541,0.271,0.089,117.5
RY_tot_flow,SY_Wet_Tim,1.58,0.57122,0.284,0.104,117.3
SY_tot_flow_janjul,SY_Wet_Tim,1.38,0.32262,0.257,0.071,117.7
log_tot_flow_CFLP,SY_Wet_Tim,0.80,0.73101,0.166,-0.043,119.0
log_BY_tot_flow_sepdec,SY_Wet_Tim,2.10,0.19188,0.345,0.181,116.3
log_RY_tot_flow,SY_Wet_Tim,1.11,0.45263,0.218,0.022,118.3
log_SY_tot_flow_janjul,SY_Wet_Tim,1.02,0.45766,0.204,0.005,118.5
BY_FA_Mag,SY_Wet_Tim,1.90,0.57447,0.487,0.231,81.6
BY_FA_Tim,SY_Wet_Tim,0.13,0.51341,0.060,-0.410,85.8
BY_FA_Dur,SY_Wet_Tim,1.88,0.50711,0.484,0.226,81.6
RY_Wet_Tim,SY_Wet_Tim,1.85,0.16056,0.316,0.145,116.8
RY_Wet_BFL_Dur,SY_Wet_Tim,2.98,0.83471,0.427,0.284,114.9
RY_SP_ROC,SY_Wet_Tim,1.36,0.42292,0.253,0.067,117.8
RY_DS_Mag_50,SY_Wet_Tim,1.40,0.83246,0.259,0.073,117.7
RY_DS_Mag_90,SY_Wet_Tim,2.30,0.22286,0.365,0.207,116.0
RY_FA_Mag,SY_Wet_Tim,5.33,0.66842,0.727,0.591,77.9
RY_FA_Tim,SY_Wet_Tim,5.02,0.13511,0.715,0.573,78.2
RY_FA_Dur,SY_Wet_Tim,1.32,0.97393,0.397,0.096,83.5
RY_Wet_BFL_Mag_50,SY_Wet_Tim,1.49,0.68046,0.271,0.089,117.5
RY_DS_Tim,SY_Wet_Tim,1.32,0.40959,0.247,0.059,117.9
RY_SP_Tim,SY_Wet_Tim,1.50,0.52671,0.273,0.091,117.5
RY_DS_Dur_WS,SY_Wet_Tim,1.32,0.27031,0.247,0.059,117.9
SY_Wet_BFL_Dur,SY_Wet_Tim,0.91,0.80117,0.186,-0.018,118.7
SY_SP_ROC,SY_Wet_Tim,1.77,0.35117,0.307,0.134,117.0
BY_recon_10,SY_Wet_BFL_Dur,4.83,0.01008,0.547,0.434,112.3
BY_recon_15,SY_Wet_BFL_Dur,2.80,0.01439,0.411,0.264,115.2
BY_recon_20,SY_Wet_BFL_Dur,1.20,0.03172,0.230,0.038,118.1
BY_recon_50,SY_Wet_BFL_Dur,0.23,0.07093,0.055,-0.182,120.4
BY_recon_80,SY_Wet_BFL_Dur,0.12,0.10469,0.030,-0.212,120.6
BY_recon_100,SY_Wet_BFL_Dur,3.82,0.00470,0.489,0.361,113.6
RY_discon_10,SY_Wet_BFL_Dur,2.30,0.12483,0.365,0.207,116.0
RY_discon_15,SY_Wet_BFL_Dur,1.71,0.21838,0.299,0.124,117.1
RY_discon_20,SY_Wet_BFL_Dur,1.20,0.32968,0.231,0.038,118.1
RY_discon_50,SY_Wet_BFL_Dur,0.95,0.42938,0.192,-0.010,118.6
RY_discon_80,SY_Wet_BFL_Dur,0.81,0.46023,0.168,-0.040,119.0
RY_discon_100,SY_Wet_BFL_Dur,0.80,0.46071,0.167,-0.041,119.0
RY_recon_10,SY_Wet_BFL_Dur,0.87,0.03811,0.178,-0.027,118.8
RY_recon_15,SY_Wet_BFL_Dur,0.70,0.04712,0.149,-0.063,119.2
RY_recon_20,SY_Wet_BFL_Dur,0.44,0.06635,0.099,-0.126,119.8
RY_recon_50,SY_Wet_BFL_Dur,0.24,0.07460,0.056,-0.180,120.4
RY_recon_80,SY_Wet_BFL_Dur,0.06,0.13573,0.015,-0.232,120.8
RY_recon_100,SY_Wet_BFL_Dur,0.16,0.44356,0.039,-0.202,120.6
SY_discon_80,SY_Wet_BFL_Dur,0.12,0.94188,0.029,-0.214,120.7
SY_discon_100,SY_Wet_BFL_Dur,0.11,0.89647,0.027,-0.216,120.7
BY_min_flow_sepdec,SY_Wet_BFL_Dur,0.42,0.10561,0.095,-0.131,119.9
RY_min_flow,SY_Wet_BFL_Dur,0.57,0.10160,0.125,-0.093,119.5
SY_min_flow_janjul,SY_Wet_BFL_Dur,0.10,0.09134,0.025,-0.219,120.7
tot_flow_CFLP,SY_Wet_BFL_Dur,0.08,0.18244,0.019,-0.226,120.8
BY_tot_flow_sepdec,SY_Wet_BFL_Dur,0.95,0.46263,0.193,-0.009,118.6
RY_tot_flow,SY_Wet_BFL_Dur,0.18,0.10335,0.042,-0.198,120.5
SY_tot_flow_janjul,SY_Wet_BFL_Dur,0.27,0.07366,0.064,-0.170,120.3
log_tot_flow_CFLP,SY_Wet_BFL_Dur,0.07,0.93143,0.018,-0.227,120.8
log_BY_tot_flow_sepdec,SY_Wet_BFL_Dur,2.09,0.12824,0.343,0.179,116.4
log_RY_tot_flow,SY_Wet_BFL_Dur,0.09,0.91255,0.022,-0.223,120.7
log_SY_tot_flow_janjul,SY_Wet_BFL_Dur,0.15,0.57874,0.037,-0.204,120.6
BY_FA_Mag,SY_Wet_BFL_Dur,1.94,0.84612,0.492,0.238,81.5
BY_FA_Tim,SY_Wet_BFL_Dur,0.20,0.23150,0.089,-0.366,85.6
BY_FA_Dur,SY_Wet_BFL_Dur,1.46,0.96945,0.423,0.134,82.4
RY_Wet_Tim,SY_Wet_BFL_Dur,1.93,0.01538,0.326,0.157,116.6
RY_Wet_BFL_Dur,SY_Wet_BFL_Dur,3.20,0.85958,0.444,0.305,114.5
RY_SP_ROC,SY_Wet_BFL_Dur,0.33,0.94501,0.075,-0.156,120.1
RY_DS_Mag_50,SY_Wet_BFL_Dur,0.74,0.16648,0.156,-0.055,119.1
RY_DS_Mag_90,SY_Wet_BFL_Dur,1.09,0.03903,0.215,0.018,118.3
RY_FA_Mag,SY_Wet_BFL_Dur,1.47,0.33558,0.424,0.136,83.1
RY_FA_Tim,SY_Wet_BFL_Dur,0.02,0.80804,0.010,-0.485,86.9
RY_FA_Dur,SY_Wet_BFL_Dur,0.36,0.35500,0.154,-0.269,85.8
RY_Wet_BFL_Mag_50,SY_Wet_BFL_Dur,0.19,0.13096,0.046,-0.193,120.5
RY_DS_Tim,SY_Wet_BFL_Dur,0.83,0.43255,0.172,-0.035,118.9
RY_SP_Tim,SY_Wet_BFL_Dur,1.30,0.84121,0.245,0.056,117.9
RY_DS_Dur_WS,SY_Wet_BFL_Dur,0.10,0.83306,0.024,-0.220,120.7
SY_Wet_Tim,SY_Wet_BFL_Dur,0.91,0.80117,0.186,-0.018,118.7
SY_SP_ROC,SY_Wet_BFL_Dur,1.35,0.57079,0.252,0.065,117.8
BY_recon_10,SY_SP_ROC,10.21,0.64086,0.718,0.648,107.0
BY_recon_15,SY_SP_ROC,6.32,0.62749,0.613,0.516,110.6
BY_recon_20,SY_SP_ROC,3.62,0.54358,0.475,0.344,113.9
BY_recon_50,SY_SP_ROC,1.82,0.49005,0.313,0.141,116.9
BY_recon_80,SY_SP_ROC,1.16,0.67200,0.224,0.030,118.2
BY_recon_100,SY_SP_ROC,3.29,0.47803,0.451,0.314,114.4
RY_discon_10,SY_SP_ROC,1.11,0.39914,0.217,0.021,118.3
RY_discon_15,SY_SP_ROC,0.99,0.45646,0.199,-0.001,118.5
RY_discon_20,SY_SP_ROC,0.90,0.53588,0.184,-0.020,118.8
RY_discon_50,SY_SP_ROC,0.84,0.61810,0.173,-0.034,118.9
RY_discon_80,SY_SP_ROC,0.81,0.69460,0.169,-0.039,119.0
RY_discon_100,SY_SP_ROC,0.82,0.68190,0.169,-0.038,118.9
RY_recon_10,SY_SP_ROC,0.90,0.79591,0.184,-0.020,118.7
RY_recon_15,SY_SP_ROC,0.86,0.76066,0.176,-0.030,118.9
RY_recon_20,SY_SP_ROC,0.82,0.69954,0.169,-0.038,118.9
RY_recon_50,SY_SP_ROC,0.88,0.73663,0.180,-0.025,118.8
