pred1,pred2,Fstat,pval,Rsquare,adjRsquare,AICc,loocv,n
BY_FA_Mag,BY_FA_Dur,3.467548445,0.779757726,0.634205344,0.451308017,79.23386519,1421,7
BY_recon_20,RY_discon_15,2.137410929,0.566475666,0.348259381,0.185324226,116.275949,1429,11
log_tot_flow_CFLP,RY_Wet_Tim,2.016405568,0.529088256,0.335151204,0.168939005,116.4949918,1429,11
RY_FA_Mag,RY_FA_Dur,2.270743277,0.069462854,0.531697442,0.297546163,81.68675136,1429,7
SY_discon_100,BY_FA_Mag,1.89742806,0.917445645,0.486841073,0.23026161,81.60345948,1431,7
BY_recon_100,RY_SP_Tim,4.773796114,0.469686858,0.544096997,0.430121246,112.3449166,1433,11
SY_discon_80,BY_FA_Mag,1.897073734,0.917940087,0.486794416,0.230191625,81.6040959,1434,7
tot_flow_CFLP,RY_Wet_Tim,1.998358772,0.028612349,0.333150925,0.166438656,116.528037,1434,11
RY_recon_50,RY_Wet_Tim,2.256448156,0.006224158,0.360659611,0.200824513,116.0646428,1435,11
RY_recon_100,RY_min_flow,1.812114883,0.739500163,0.311782358,0.139727947,116.8749922,1435,11
BY_recon_20,RY_discon_50,1.70951789,0.803877292,0.299415454,0.124269317,117.0709013,1438,11
RY_discon_80,RY_DS_Dur_WS,1.679365673,0.152244645,0.295695993,0.119619991,117.1291468,1454,11
RY_Wet_Tim,SY_Wet_BFL_Dur,1.934295323,0.0153754,0.325951982,0.157439978,116.6461506,1455,11
SY_discon_80,RY_Wet_Tim,1.995408863,0.288228098,0.332822816,0.16602852,116.5334479,1456,11
BY_recon_20,RY_DS_Tim,1.676964814,0.770856205,0.295398134,0.119247668,117.1337978,1460,11
SY_discon_100,RY_Wet_Tim,1.995850816,0.265398143,0.332871994,0.166089992,116.5326371,1460,11
BY_recon_20,RY_FA_Mag,1.95759082,0.037124382,0.494642046,0.241963069,82.2198183,1462,7
BY_recon_20,RY_discon_80,1.69248345,0.782038623,0.297318994,0.121648742,117.1037691,1464,11
log_BY_tot_flow_sepdec,RY_DS_Dur_WS,1.887619657,0.137355327,0.320608288,0.15076036,116.7330122,1464,11
RY_recon_10,SY_Wet_Tim,2.100408033,0.520690708,0.344306155,0.180382694,116.3424695,1470,11
RY_Wet_BFL_Dur,RY_FA_Mag,6.655053437,0.782734294,0.768921126,0.653381689,76.74226299,1476,7
SY_tot_flow_janjul,RY_DS_Mag_90,1.303995744,0.020343768,0.245851582,0.057314477,117.8813168,1483,11
tot_flow_CFLP,BY_tot_flow_sepdec,1.516021993,0.080307238,0.27483973,0.093549662,117.4501554,1484,11
BY_recon_20,BY_recon_50,1.646264018,0.011840421,0.291566957,0.114458696,117.1934468,1488,11
RY_discon_10,BY_tot_flow_sepdec,1.85517629,0.349316344,0.316843797,0.146054747,116.7937946,1490,11
RY_recon_20,RY_Wet_Tim,2.69858428,0.003810092,0.402858898,0.253573622,115.3135236,1492,11
BY_recon_20,RY_SP_Tim,1.874157334,0.784837824,0.319051266,0.148814082,116.758193,1493,11
tot_flow_CFLP,RY_Wet_BFL_Dur,3.024872063,0.993579385,0.430594612,0.288243265,114.7903548,1496,11
BY_tot_flow_sepdec,RY_Wet_BFL_Mag_50,1.18603399,0.061331988,0.228697689,0.035872111,118.1287202,1496,11
RY_DS_Mag_90,RY_DS_Dur_WS,1.138880781,0.217253328,0.221620394,0.027025492,118.2291934,1502,11
SY_discon_100,SY_tot_flow_janjul,2.486044005,0.123505741,0.383291264,0.22911408,115.6682011,1506,11
RY_discon_80,SY_Wet_Tim,1.621324855,0.306870875,0.288423974,0.110529968,117.2421407,1508,11
BY_recon_20,RY_discon_20,1.832281773,0.710696128,0.31416208,0.1427026,116.8368904,1516,11
BY_recon_50,BY_tot_flow_sepdec,1.157242579,0.096874361,0.224391729,0.030489661,118.1899592,1519,11
BY_min_flow_sepdec,log_BY_tot_flow_sepdec,2.479638753,0.11935973,0.382681635,0.228352044,115.6790694,1519,11
RY_discon_50,log_BY_tot_flow_sepdec,2.182316152,0.1085185,0.352993295,0.191241619,116.195759,1521,11
RY_discon_100,RY_DS_Dur_WS,1.484710512,0.180382657,0.270699886,0.088374858,117.5127743,1524,11
RY_min_flow,log_BY_tot_flow_sepdec,1.907484537,0.196260244,0.322892853,0.153616066,116.6959606,1525,11
RY_min_flow,RY_DS_Dur_WS,1.034296535,0.875614548,0.205450062,0.006812577,118.45537,1527,11
RY_recon_15,SY_Wet_Tim,1.876912148,0.484353763,0.319370462,0.149213078,116.7530355,1528,11
RY_tot_flow,RY_DS_Mag_90,1.174695288,0.025260415,0.227007625,0.033759531,118.1527968,1529,11
BY_recon_20,RY_discon_100,1.607352768,0.832400206,0.286650909,0.108313636,117.2695158,1531,11
BY_recon_15,BY_recon_80,2.830056774,0.019489489,0.414353331,0.267941664,115.099719,1533,11
BY_recon_100,SY_min_flow_janjul,3.152239097,0.001341203,0.44073458,0.300918225,114.5927017,1537,11
RY_discon_15,SY_Wet_BFL_Dur,1.709117035,0.218376892,0.299366264,0.124207829,117.0716737,1537,11
RY_DS_Mag_90,RY_Wet_BFL_Mag_50,1.134400547,0.029478211,0.220941186,0.026176483,118.2387877,1537,11
BY_tot_flow_sepdec,log_RY_tot_flow,1.184309783,0.493419362,0.228441168,0.03555146,118.1323779,1539,11
SY_discon_80,BY_FA_Dur,1.648031155,0.613146892,0.451759068,0.177638602,82.06636424,1540,7
RY_tot_flow,SY_Wet_Tim,1.583322264,0.571218308,0.283580669,0.104475837,117.3167579,1540,11
log_tot_flow_CFLP,BY_FA_Dur,1.461892514,0.854228929,0.422281312,0.133421968,82.43296967,1540,7
RY_discon_80,log_BY_tot_flow_sepdec,2.107576203,0.118211379,0.345075711,0.181344639,116.3295518,1541,11
SY_discon_100,log_BY_tot_flow_sepdec,1.956932529,0.155364461,0.328513462,0.160641828,116.6042694,1541,11
SY_discon_80,log_BY_tot_flow_sepdec,1.964923212,0.157851309,0.329412994,0.161766242,116.5895238,1542,11
BY_recon_20,RY_DS_Dur_WS,1.246082752,0.201006851,0.237526324,0.046907905,118.0020836,1547,11
SY_discon_100,BY_FA_Dur,1.642296979,0.616142049,0.450895956,0.176343934,82.07737588,1548,7
RY_discon_100,SY_Wet_Tim,1.538841589,0.331142713,0.277827333,0.097284167,117.4047426,1550,11
BY_recon_50,SY_Wet_Tim,1.173709155,0.356488825,0.226860289,0.033575361,118.1548932,1553,11
RY_recon_80,RY_Wet_Tim,1.844355567,0.022879858,0.315578945,0.144473682,116.8141421,1553,11
RY_discon_15,log_BY_tot_flow_sepdec,2.603430007,0.079293088,0.394254199,0.242817749,115.4709005,1555,11
BY_FA_Dur,RY_DS_Mag_50,4.017117608,0.257440197,0.66761494,0.501422409,78.56341913,1555,7
RY_discon_100,log_BY_tot_flow_sepdec,2.100925445,0.119075867,0.344361763,0.180452204,116.3415366,1556,11
RY_DS_Mag_50,RY_DS_Dur_WS,1.153514387,0.85688935,0.223830633,0.029788291,118.197914,1568,11
BY_tot_flow_sepdec,log_tot_flow_CFLP,1.351626656,0.408724519,0.252563705,0.065704631,117.7829756,1570,11
RY_DS_Mag_90,RY_DS_Tim,2.307234517,0.437696684,0.365807631,0.207259539,115.9757114,1571,11
RY_discon_80,RY_DS_Mag_90,2.173799479,0.49743639,0.352100758,0.190125948,116.2109229,1573,11
BY_recon_20,RY_recon_80,1.214302053,0.049868968,0.232879116,0.041098895,118.0689241,1576,11
BY_recon_100,RY_SP_ROC,3.148818873,0.386049151,0.44046701,0.300583762,114.5979631,1577,11
RY_discon_15,RY_recon_100,1.333595044,0.246836389,0.250036801,0.062546002,117.8201013,1577,11
RY_DS_Mag_50,SY_Wet_Tim,1.396367036,0.832459885,0.258760575,0.073450719,117.6913963,1578,11
RY_min_flow,log_tot_flow_CFLP,0.931389018,0.349440776,0.188869508,-0.013913115,118.6825541,1582,11
BY_tot_flow_sepdec,RY_tot_flow,1.114045539,0.074151463,0.217840364,0.022300454,118.2824832,1583,11
BY_recon_20,RY_tot_flow,1.376431382,0.021662696,0.25601208,0.0700151,117.7321085,1590,11
tot_flow_CFLP,BY_FA_Dur,1.452424291,0.969773529,0.420696927,0.131045391,82.45214079,1590,7
RY_discon_50,RY_DS_Mag_90,2.059711149,0.570327531,0.33990253,0.174878162,116.4160983,1591,11
BY_recon_50,BY_FA_Mag,2.062569156,0.538806274,0.507700688,0.261551032,81.31296853,1593,7
RY_discon_10,SY_Wet_BFL_Dur,2.303985207,0.124832969,0.365480745,0.206850931,115.9813797,1593,11
BY_recon_100,RY_discon_20,3.083453,0.567328337,0.435303658,0.294129572,114.6990053,1594,11
BY_recon_20,log_RY_tot_flow,1.244669402,0.933286989,0.23732085,0.046651063,118.0050475,1595,11
RY_discon_100,RY_DS_Mag_90,2.257912405,0.468404962,0.360809206,0.201011507,116.0620687,1595,11
log_BY_tot_flow_sepdec,log_SY_tot_flow_janjul,1.972088735,0.693303414,0.330217588,0.162771984,116.5763177,1598,11
RY_discon_10,RY_recon_100,1.187597098,0.27085039,0.228930095,0.036162619,118.1254052,1601,11
BY_recon_50,RY_DS_Mag_50,1.258806241,0.049997352,0.239371101,0.049213876,117.9754372,1603,11
RY_recon_100,BY_tot_flow_sepdec,1.10380576,0.457938001,0.216271114,0.020338893,118.3045304,1607,11
BY_recon_80,log_BY_tot_flow_sepdec,1.869588878,0.169418832,0.318521266,0.148151582,116.7667513,1609,11
RY_min_flow,tot_flow_CFLP,0.957869086,0.071282288,0.193201771,-0.008497787,118.6236455,1611,11
RY_min_flow,SY_Wet_Tim,1.454298517,0.845638326,0.266633466,0.083291832,117.5739376,1614,11
log_RY_tot_flow,RY_DS_Mag_90,1.120147434,0.976018254,0.218772496,0.02346562,118.2693662,1614,11
RY_discon_50,RY_recon_100,1.232198191,0.268646205,0.235502966,0.044378707,118.0312354,1615,11
BY_recon_20,RY_SP_ROC,1.226589977,0.383512325,0.234682648,0.04335331,118.0430322,1618,11
BY_recon_15,BY_recon_20,4.460836753,0.001161489,0.527233521,0.409041901,112.744453,1627,11
SY_min_flow_janjul,RY_Wet_BFL_Dur,5.945883889,0.788704365,0.597823578,0.497279472,110.9656352,1630,11
log_RY_tot_flow,RY_DS_Mag_50,1.30138558,0.280298515,0.245480273,0.056850341,117.8867314,1632,11
BY_recon_20,SY_discon_100,1.194831159,0.585405423,0.230003849,0.037504811,118.1100764,1637,11
BY_recon_15,SY_min_flow_janjul,2.993058652,0.000725503,0.428004225,0.285005282,114.8402834,1639,11
BY_recon_20,SY_discon_80,1.195602396,0.633107047,0.230118147,0.037647684,118.1084435,1644,11
SY_tot_flow_janjul,BY_FA_Mag,2.249504119,0.28056684,0.529356851,0.294035277,80.99806144,1644,7
BY_FA_Mag,SY_Wet_Tim,1.899212681,0.574471067,0.48707594,0.23061391,81.60025493,1646,7
SY_tot_flow_janjul,log_BY_tot_flow_sepdec,2.202827391,0.158543534,0.355132789,0.193915986,116.1593244,1647,11
BY_tot_flow_sepdec,RY_DS_Dur_WS,0.971747512,0.550389356,0.195453914,-0.005682607,118.5928965,1649,11
BY_FA_Dur,SY_Wet_Tim,1.87591435,0.507112104,0.483992725,0.225989088,81.64220635,1651,7
BY_recon_20,SY_SP_ROC,3.616640287,0.543580934,0.474834067,0.343542584,113.9006928,1652,11
log_SY_tot_flow_janjul,BY_FA_Mag,2.00266965,0.718164525,0.500333484,0.250500226,81.41694667,1652,7
BY_recon_20,BY_min_flow_sepdec,1.489741266,0.034443841,0.271368211,0.089210264,117.5026894,1653,11
RY_recon_100,RY_DS_Mag_90,1.096137948,0.090203382,0.215091891,0.018864864,118.3210689,1654,11
BY_recon_20,log_tot_flow_CFLP,1.19774902,0.957993406,0.230436101,0.038045127,118.1038996,1657,11
BY_recon_100,RY_recon_20,3.412557117,0.001237704,0.460375153,0.325468941,114.1994516,1657,11
RY_recon_80,RY_DS_Mag_90,1.140145625,0.042515881,0.221811931,0.027264913,118.2264863,1658,11
BY_tot_flow_sepdec,RY_DS_Tim,1.310506252,0.617392045,0.246776143,0.058470179,117.8678229,1658,11
BY_recon_50,RY_SP_Tim,1.61395413,0.798455519,0.287489725,0.109362157,117.2565734,1659,11
BY_recon_100,RY_discon_15,3.114577157,0.653244033,0.437774036,0.297217545,114.650778,1661,11
RY_discon_20,log_BY_tot_flow_sepdec,2.317157424,0.097934345,0.366803812,0.208504765,115.9584191,1665,11
BY_recon_20,tot_flow_CFLP,1.209102203,0.067968208,0.232113358,0.040141697,118.0798991,1667,11
log_tot_flow_CFLP,RY_DS_Mag_50,0.797072374,0.56016709,0.166158088,-0.04230239,118.9863179,1667,11
BY_recon_20,SY_Wet_BFL_Dur,1.19781814,0.031721108,0.230446335,0.038057919,118.1037534,1668,11
RY_DS_Mag_90,SY_Wet_BFL_Dur,1.092465818,0.039029511,0.214525901,0.018157376,118.3289981,1668,11
BY_recon_100,BY_FA_Mag,2.570776438,0.291137178,0.56243758,0.34365637,80.4878959,1669,7
BY_recon_80,BY_FA_Mag,2.530754496,0.305696465,0.558572418,0.337858628,80.54945816,1674,7
RY_discon_10,log_RY_tot_flow,1.739296403,0.536255512,0.303050458,0.128813072,117.0136789,1676,11
RY_discon_50,BY_FA_Dur,3.740809757,0.168085096,0.651617092,0.477425637,78.89247562,1678,7
RY_DS_Tim,RY_DS_Dur_WS,1.315247915,0.207602694,0.247448084,0.059310106,117.8580056,1681,11
RY_DS_Tim,SY_Wet_Tim,1.315247915,0.409589501,0.247448084,0.059310106,117.8580056,1681,11
RY_DS_Dur_WS,SY_Wet_Tim,1.315247915,0.27030869,0.247448084,0.059310106,117.8580056,1681,11
RY_Wet_BFL_Mag_50,SY_Wet_Tim,1.48748904,0.680458838,0.271069159,0.088836449,117.5072032,1683,11
tot_flow_CFLP,RY_DS_Mag_50,0.816576052,0.14366991,0.16953455,-0.038081813,118.9416854,1685,11
BY_tot_flow_sepdec,RY_SP_ROC,1.627581544,0.516697396,0.289215097,0.111518872,117.2299042,1690,11
RY_min_flow,log_RY_tot_flow,1.135931337,0.26576464,0.221173389,0.026466736,118.2355086,1695,11
RY_recon_50,RY_DS_Mag_90,1.239200833,0.007906986,0.236524782,0.045655977,118.0165231,1699,11
BY_recon_50,RY_min_flow,0.713729958,0.044908749,0.151415114,-0.060731108,119.1791071,1707,11
RY_recon_20,SY_Wet_Tim,1.505857472,0.461590754,0.27350099,0.091876238,117.4704441,1707,11
log_BY_tot_flow_sepdec,RY_DS_Mag_50,2.046901381,0.204853867,0.338504178,0.173130222,116.4393761,1710,11
RY_discon_20,SY_Wet_BFL_Dur,1.199424113,0.329676131,0.230684031,0.038355039,118.1003552,1711,11
RY_recon_100,RY_SP_Tim,1.305455259,0.467181697,0.246059046,0.057573807,117.8782904,1711,11
RY_min_flow,RY_DS_Mag_50,0.623338191,0.10067285,0.134824269,-0.081469664,119.3920948,1711,11
RY_discon_50,RY_DS_Mag_50,0.62745972,0.779561095,0.135594853,-0.080506434,119.3822931,1714,11
RY_recon_15,RY_FA_Mag,1.354207911,0.049195632,0.40373404,0.10560106,83.37775698,1714,7
RY_SP_ROC,RY_SP_Tim,0.880813358,0.806513203,0.180464462,-0.024419422,118.7959511,1714,11
RY_discon_15,RY_DS_Mag_90,2.70006095,0.359667192,0.402990506,0.253738132,115.3110989,1717,11
BY_recon_50,RY_DS_Mag_90,1.124003718,0.009481436,0.219360442,0.024200552,118.2610846,1719,11
RY_discon_80,RY_recon_100,1.063404068,0.304262183,0.210017619,0.012522024,118.3919528,1719,11
log_RY_tot_flow,SY_Wet_Tim,1.112681757,0.452627022,0.217631726,0.022039658,118.285417,1719,11
RY_recon_80,log_BY_tot_flow_sepdec,1.917807612,0.139453543,0.324074005,0.155092506,116.6767553,1724,11
RY_discon_50,SY_Wet_BFL_Dur,0.951052489,0.429377831,0.192090973,-0.009886284,118.6387798,1725,11
BY_recon_100,BY_min_flow_sepdec,3.071712396,0.005511168,0.434366137,0.292957671,114.7172526,1727,11
RY_Wet_BFL_Dur,SY_SP_ROC,3.407375587,0.488912967,0.45999768,0.3249971,114.2071436,1729,11
RY_SP_ROC,RY_DS_Mag_50,0.792189575,0.876792663,0.16530848,-0.0433644,118.9975202,1729,11
RY_discon_20,RY_recon_100,1.053331296,0.318814775,0.208442953,0.010553691,118.4138572,1732,11
SY_discon_80,BY_tot_flow_sepdec,1.032625007,0.892871944,0.205186161,0.006482702,118.4590229,1732,11
RY_DS_Tim,SY_Wet_BFL_Dur,0.829111777,0.432552544,0.171690326,-0.035387092,118.9130937,1733,11
SY_discon_100,BY_tot_flow_sepdec,1.0213596,0.927594093,0.203402999,0.004253748,118.4836737,1734,11
RY_SP_ROC,SY_Wet_Tim,1.356310624,0.422916686,0.25321732,0.066521651,117.7733522,1734,11
RY_discon_15,log_RY_tot_flow,1.835024677,0.262189364,0.314484476,0.143105595,116.8317184,1736,11
RY_recon_50,RY_DS_Mag_50,1.033025364,0.766443033,0.205249386,0.006561732,118.4581479,1736,11
BY_tot_flow_sepdec,SY_Wet_BFL_Dur,0.954471829,0.462627147,0.192648553,-0.009189309,118.6311856,1744,11
RY_recon_100,RY_DS_Tim,1.054656374,0.300854385,0.208650459,0.010813074,118.4109732,1749,11
RY_recon_50,BY_FA_Mag,1.89870936,0.455547945,0.487009722,0.230514582,81.60115857,1755,7
RY_min_flow,RY_SP_Tim,0.999718324,0.821496324,0.199954929,-5.63E-05,118.5311845,1756,11
log_BY_tot_flow_sepdec,BY_FA_Mag,1.896977964,0.940018359,0.486781804,0.230172706,81.60426792,1756,7
RY_Wet_Tim,SY_SP_ROC,2.868785328,0.761591147,0.417655406,0.272069258,115.0375217,1756,11
BY_min_flow_sepdec,BY_tot_flow_sepdec,1.669209605,0.222061515,0.294434272,0.118042841,117.148835,1757,11
BY_tot_flow_sepdec,log_SY_tot_flow_janjul,1.019074435,0.657424425,0.203040311,0.003800389,118.4886809,1759,11
RY_discon_10,log_tot_flow_CFLP,0.938843201,0.932786243,0.190093745,-0.012382818,118.6659393,1761,11
RY_recon_10,RY_FA_Mag,1.354151222,0.039513419,0.403723962,0.105585944,83.37787529,1763,7
RY_SP_Tim,SY_Wet_BFL_Dur,1.298209571,0.841214258,0.245027977,0.056284971,117.8933234,1768,11
BY_recon_100,RY_Wet_BFL_Dur,6.233838243,0.215692674,0.609139806,0.511424758,110.6516851,1771,11
RY_discon_100,RY_recon_100,0.996460597,0.325951479,0.199433294,-0.000708382,118.5383542,1771,11
RY_discon_10,tot_flow_CFLP,0.919232359,0.327575747,0.186865001,-0.016418749,118.7097044,1775,11
RY_discon_50,BY_tot_flow_sepdec,1.110228706,0.810105571,0.217256168,0.02157021,118.290696,1776,11
BY_tot_flow_sepdec,SY_tot_flow_janjul,1.177595691,0.099802671,0.227440643,0.034300803,118.146633,1777,11
RY_discon_80,RY_DS_Mag_50,0.673381061,0.658581091,0.144088627,-0.069889216,119.2736709,1782,11
BY_recon_100,RY_recon_15,3.412803309,0.001033744,0.460393075,0.325491344,114.1990863,1788,11
RY_discon_10,RY_SP_ROC,0.85193138,0.354689048,0.175586032,-0.03051746,118.8612365,1790,11
RY_recon_10,RY_recon_100,0.804460084,0.199920131,0.167440268,-0.040699665,118.9693904,1791,11
SY_tot_flow_janjul,log_SY_tot_flow_janjul,0.914641426,0.297995216,0.186105424,-0.01736822,118.719975,1794,11
RY_discon_80,SY_Wet_BFL_Dur,0.806650259,0.460225848,0.167819628,-0.040225465,118.9643771,1795,11
RY_recon_80,BY_FA_Dur,2.699756745,0.706622872,0.57444606,0.36166909,80.29310227,1796,7
BY_FA_Mag,RY_Wet_BFL_Dur,2.112008836,0.859856291,0.513619722,0.270429583,81.22829579,1799,7
RY_discon_15,log_tot_flow_CFLP,0.783132808,0.663827863,0.163728008,-0.04533999,119.0183288,1802,11
RY_recon_50,SY_Wet_Tim,1.072856504,0.381219403,0.211489622,0.014362027,118.371437,1802,11
RY_recon_80,RY_SP_Tim,0.99847771,0.580863441,0.199756359,-0.000304551,118.5339143,1802,11
RY_discon_100,SY_Wet_BFL_Dur,0.802168187,0.460709711,0.167042918,-0.041196352,118.9746391,1803,11
RY_recon_10,SY_Wet_BFL_Dur,0.86637734,0.038106211,0.178033325,-0.027458343,118.8285341,1805,11
RY_discon_15,BY_tot_flow_sepdec,1.389048735,0.574108821,0.257753975,0.072192469,117.7063241,1808,11
RY_discon_20,RY_DS_Mag_90,2.339734009,0.455960448,0.369058703,0.211323378,115.9191769,1809,11
RY_tot_flow,RY_Wet_BFL_Dur,3.025546821,0.779070172,0.4306493,0.288311625,114.7892982,1809,11
RY_discon_100,BY_FA_Dur,3.844961736,0.161219619,0.657824963,0.486737444,78.76661719,1811,7
BY_tot_flow_sepdec,BY_FA_Mag,1.897503948,0.268930669,0.486851065,0.230276598,81.60332318,1812,7
RY_min_flow,BY_tot_flow_sepdec,0.962778539,0.062804606,0.1939999,-0.007500125,118.6127583,1813,11
RY_recon_10,log_RY_tot_flow,0.688591485,0.421121098,0.146865319,-0.066418351,119.2379274,1814,11
RY_DS_Tim,RY_SP_Tim,0.989514753,0.787108249,0.198318835,-0.002101456,118.5536565,1814,11
RY_min_flow,SY_Wet_BFL_Dur,0.572875605,0.101595294,0.125276884,-0.093403895,119.5128171,1816,11
RY_recon_100,RY_Wet_BFL_Mag_50,0.371417666,0.687779446,0.084965037,-0.143793703,120.0084208,1821,11
RY_DS_Mag_50,SY_Wet_BFL_Dur,0.739869722,0.166482754,0.156094949,-0.054881314,119.1182756,1822,11
RY_discon_15,tot_flow_CFLP,0.756638007,0.415927215,0.159069916,-0.051162605,119.0794295,1825,11
RY_discon_80,BY_FA_Dur,3.504812484,0.186090471,0.636681539,0.455022308,79.18631858,1826,7
RY_recon_15,RY_recon_100,0.792577976,0.209383223,0.165376125,-0.043279843,118.9966287,1831,11
BY_FA_Mag,RY_DS_Mag_50,1.915543288,0.291462304,0.489215199,0.233822798,81.57099889,1835,7
BY_recon_100,RY_FA_Dur,2.592803215,0.045634928,0.5645361,0.34680415,81.17783261,1837,7
RY_discon_80,BY_tot_flow_sepdec,1.051709559,0.866294266,0.208188841,0.010236052,118.417388,1837,11
BY_recon_80,RY_SP_Tim,1.794928395,0.782581168,0.309741255,0.137176569,116.9075675,1844,11
RY_recon_15,RY_recon_20,0.459155967,0.010279049,0.102969255,-0.121288431,119.7898273,1844,11
RY_min_flow,RY_SP_ROC,0.611734501,0.913220357,0.13264738,-0.084190774,119.4197374,1844,11
BY_recon_50,RY_recon_100,0.496648511,0.166421694,0.110448595,-0.111939256,119.697726,1846,11
RY_discon_10,RY_recon_20,1.205581948,0.263072723,0.231594077,0.039492597,118.0873353,1849,11
RY_recon_100,RY_DS_Mag_50,1.212112499,0.881041856,0.232556857,0.040696071,118.0735441,1851,11
RY_discon_10,RY_DS_Tim,0.986322652,0.349250016,0.197805622,-0.002742973,118.5606962,1854,11
RY_min_flow,SY_tot_flow_janjul,0.695009512,0.05350144,0.148031545,-0.064960569,119.2228803,1856,11
RY_discon_15,RY_DS_Tim,0.685323685,0.612716772,0.146270297,-0.067162129,119.2455968,1860,11
SY_discon_80,RY_DS_Mag_50,0.66474049,0.977525398,0.142503209,-0.071870989,119.2940276,1863,11
SY_min_flow_janjul,RY_DS_Mag_90,1.837303993,0.001392794,0.314752152,0.14344019,116.8274223,1863,11
RY_discon_100,BY_tot_flow_sepdec,1.051406301,0.865795775,0.208141305,0.010176632,118.4180483,1864,11
RY_recon_15,log_BY_tot_flow_sepdec,2.578626318,0.127742938,0.391970328,0.23996291,115.5122963,1865,11
SY_discon_100,RY_DS_Mag_50,0.656496843,0.985440349,0.140985136,-0.073768579,119.3134842,1865,11
BY_recon_100,RY_discon_10,3.1552651,0.832270249,0.440971097,0.301213871,114.5880487,1866,11
BY_tot_flow_sepdec,RY_DS_Mag_50,1.089014786,0.121918092,0.213993245,0.017491556,118.336455,1866,11
RY_DS_Mag_50,RY_DS_Tim,0.631036163,0.75703455,0.136262413,-0.079671984,119.3737948,1866,11
RY_recon_15,log_RY_tot_flow,0.616813681,0.411531282,0.133601597,-0.082998004,119.4076291,1869,11
BY_FA_Mag,RY_SP_Tim,2.11901644,0.995014726,0.514447192,0.271670787,81.21637668,1869,7
RY_discon_100,RY_DS_Mag_50,0.672539307,0.66004819,0.143934435,-0.070081956,119.2756524,1870,11
RY_discon_10,RY_discon_20,1.102357935,0.269884099,0.216048727,0.020060908,118.3076513,1872,11
RY_recon_15,SY_Wet_BFL_Dur,0.702467341,0.047117691,0.149382715,-0.063271606,119.2054211,1873,11
RY_recon_20,RY_FA_Mag,1.413298495,0.082392864,0.41405652,0.121084779,83.25551266,1875,7
SY_discon_100,RY_SP_Tim,0.879694052,0.89417876,0.180276477,-0.024654404,118.798474,1878,11
BY_recon_50,RY_Wet_BFL_Mag_50,0.324207473,0.079714259,0.074975004,-0.156281245,120.1278641,1882,11
RY_min_flow,BY_FA_Dur,3.366426833,0.398911617,0.627312537,0.440968806,79.36454148,1882,7
BY_recon_80,SY_Wet_Tim,1.088271062,0.353087512,0.213878358,0.017347948,118.3380627,1887,11
RY_recon_80,RY_DS_Mag_50,0.879546954,0.916237198,0.180251766,-0.024685293,118.7988056,1889,11
SY_discon_80,RY_SP_Tim,0.879417536,0.890105361,0.180230023,-0.024712471,118.7990974,1889,11
RY_recon_50,RY_DS_Dur_WS,0.471202738,0.437024462,0.105386127,-0.118267342,119.7601499,1891,11
RY_recon_10,log_BY_tot_flow_sepdec,2.883743195,0.114753839,0.418920798,0.273650998,115.0135935,1893,11
RY_recon_100,RY_tot_flow,0.327004753,0.729430934,0.075573005,-0.155533743,120.1207506,1896,11
RY_discon_10,RY_SP_Tim,1.049505198,0.557676353,0.207843176,0.00980397,118.422189,1897,11
BY_recon_50,RY_recon_15,0.735544107,0.015884566,0.155324096,-0.05584488,119.1283189,1898,11
RY_DS_Mag_50,RY_SP_Tim,0.974934152,0.872767767,0.195969258,-0.005038428,118.5858483,1898,11
BY_recon_50,RY_recon_50,0.49517686,0.031871725,0.11015737,-0.112303288,119.7013267,1901,11
BY_recon_100,SY_SP_ROC,3.291156902,0.478029513,0.451390218,0.314237772,114.3810973,1902,11
RY_tot_flow,RY_DS_Dur_WS,0.474505843,0.750525446,0.106046536,-0.117441831,119.7520267,1902,11
RY_discon_10,RY_min_flow,0.934303454,0.489114653,0.189348601,-0.013314249,118.6760551,1911,11
RY_discon_20,log_RY_tot_flow,1.56651086,0.245378936,0.281417013,0.101771266,117.349929,1912,11
RY_min_flow,log_SY_tot_flow_janjul,0.580301216,0.553771784,0.12669499,-0.091631263,119.4949694,1912,11
RY_recon_10,RY_recon_20,0.587652466,0.016647092,0.128094373,-0.089882034,119.4773289,1913,11
RY_FA_Mag,RY_FA_Tim,1.740254854,0.116089735,0.465277079,0.197915619,82.61519027,1914,7
BY_FA_Mag,RY_Wet_BFL_Mag_50,1.896746046,0.389537409,0.48675126,0.230126889,81.60468452,1915,7
RY_discon_10,SY_discon_80,0.942082639,0.338931958,0.190624623,-0.011719222,118.6587267,1916,11
RY_discon_15,RY_DS_Mag_50,0.68386011,0.877032625,0.14600353,-0.067495587,119.2490334,1916,11
SY_discon_80,SY_discon_100,0.613457619,0.353382383,0.132971335,-0.083785831,119.4156282,1916,11
log_BY_tot_flow_sepdec,SY_SP_ROC,2.790487138,0.088806134,0.410940641,0.263675801,115.1636323,1918,11
RY_discon_50,log_tot_flow_CFLP,0.562032301,0.622449456,0.123197791,-0.096002762,119.5389316,1919,11
BY_recon_50,RY_DS_Dur_WS,0.29084788,0.375338311,0.067783312,-0.16527086,120.2130539,1921,11
BY_FA_Mag,RY_SP_ROC,4.540288467,0.235614962,0.694203091,0.541304636,77.97980862,1922,7
