V1,V2,V3,bestlam,rmse
1,7,9,9.61994940363637,1.20778953280593
1,7,10,9.98193975874239,1.0215021618512
1,7,11,10.6609514138256,3.83869190682914
1,7,12,9.95090220721872,1.04148398398098
1,7,13,10.156093595261,3.77057319544684
1,7,14,10.1335589474787,1.95211566141854
1,7,15,8.85121237878029,5.0861991921495
1,8,9,10.0269886373296,1.56724811905029
1,8,10,5.94887142505615,1.56310232834862
1,8,11,11.0618181415538,3.73463072694834
1,8,12,10.3522878958398,1.60653526433613
1,8,13,10.0799073348654,3.67021343611876
1,8,14,11.5862539624232,2.05257561777067
1,8,15,0.282977109956877,8.75032127952914
1,9,10,6.53358442656534,1.07194527223486
1,9,11,11.067155905012,3.82484277091519
1,9,12,9.88324888953946,1.09527267026171
1,9,13,10.0845347653825,3.75700530860536
1,9,14,11.0703646986387,1.95443654852805
1,9,15,0.170277015087214,79.9588524557625
1,10,11,4.97113113670554,4.04418924713801
1,10,12,10.2434747510731,0.485821183381522
1,10,13,6.57191216787641,3.97397366204995
1,10,14,11.477660075989,2.03574720107057
1,10,15,8.78762395395351,5.31970759430336
1,11,12,10.9221177719798,4.11217974099166
1,11,13,11.1143685125697,4.25486649483728
1,11,14,11.1176447636537,3.71664125551851
1,11,15,0.42149267389931,8.42211626434702
1,12,13,9.95251890616213,4.04170206170068
1,12,14,9.93889743415355,2.08873699211323
1,12,15,0.936645184443176,7.94730477785418
1,13,14,10.6131335136597,3.65664995438296
1,13,15,0.906175085638122,9.30721372533625
1,14,15,9.32048112249661,4.85480746843328
2,3,4,10.192872275013,2.66273460103623
2,3,5,10.2014369936785,3.89959257131078
2,3,6,0.333890820967508,31.8397444195157
2,3,7,10.0168466776685,2.25776192032926
2,3,8,9.92229199097494,2.325697028133
2,3,9,9.84711050519569,2.25782097508982
2,3,10,9.93985356789561,2.35143927556437
2,3,11,10.4662892511484,3.82310810147392
2,3,12,9.76442150353065,2.40280854187113
2,3,13,9.99031552080492,3.76627431584878
2,3,14,9.98448935661952,2.48936850537552
2,3,15,10.982023416637,4.91654576122527
2,4,5,10.1198579193383,4.53823999169526
2,4,6,1.82072098944185,76.3870938592192
2,4,7,9.93753284351935,1.33502392820836
2,4,8,9.8278436972622,1.91855848664216
2,4,9,9.7515166329092,1.39145806819881
2,4,10,9.68105702986177,0.706304938866115
2,4,11,10.4058182975532,4.44397969792342
2,4,12,9.6714608257388,0.543220847251731
2,4,13,9.92358346495024,4.3732850607092
2,4,14,9.89225111087844,2.40835121100631
2,4,15,10.8826463672935,5.72597783982982
2,5,6,1.48242581945043,33.5920474158162
2,5,7,9.98452459594372,4.00033609699096
2,5,8,9.98327453324252,3.90094290595948
2,5,9,9.89562918661972,3.98708191817302
2,5,10,9.91903490973971,4.19757337305999
2,5,11,10.3725008550739,4.43666791885782
2,5,12,9.77438006352313,4.26302709350996
2,5,13,10.0130757147691,4.40288037034344
2,5,14,10.0525570694449,3.88402139827038
2,5,15,11.1876102618316,5.18021235085976
2,6,7,1.77096628337664,28.2135451617495
2,6,8,0.0519009650165116,29.5728604271158
2,6,9,1.16568115751571,41.0088074385638
2,6,10,1.40818094418817,32.2981208926095
2,6,11,2.86228186894029,33.837369531988
2,6,12,2.19987004994602,172.468932413032
2,6,13,1.38070651662691,39.5914081838676
2,6,14,0.0468914201905413,36.5545248159614
2,6,15,2.43232799761244,59.366282333684
2,7,8,9.68860589016783,1.64938372329384
2,7,9,9.61046707665397,1.30670918298177
2,7,10,9.70316767511635,1.10637546369515
2,7,11,10.2074306074465,3.9098195468447
2,7,12,9.52348199036673,1.11756680138395
2,7,13,9.77153783975281,3.84205095691813
2,7,14,9.75388066938679,2.03967862392311
2,7,15,10.762571951972,5.15242553453118
2,8,9,9.5694583840905,1.66218731395311
2,8,10,10.0591832459407,1.63760665471155
2,8,11,10.1072268607279,3.81529378510576
2,8,12,9.45509957544371,1.67424278074863
2,8,13,9.721094762929,3.75132865351287
2,8,14,9.7293504068066,2.14952707977049
2,8,15,10.8567459996724,5.00677097095079
2,9,10,10.3483464967206,1.15553739301966
2,9,11,10.0331830142689,3.89694182090977
2,9,12,9.37105626958883,1.17025163485846
2,9,13,9.64152285408957,3.82946761602996
2,9,14,9.64106779142849,2.04327079839055
2,9,15,10.756315938033,5.13560339417115
2,10,11,10.0462307075019,4.10415236884142
2,10,12,9.61798045437961,0.58116740751315
2,10,13,9.8810514544833,4.03411287232604
2,10,14,10.7716957671307,2.10505740222605
2,10,15,10.6123361962563,5.37725043328114
2,11,12,9.95098356743424,4.16920722546732
2,11,13,10.1540598173637,4.35385142399488
2,11,14,10.167242472246,3.80407091883886
2,11,15,11.1904141816924,5.15100206000951
2,12,13,9.54402635531699,4.09885620902005
2,12,14,9.52505982195175,2.15255403855255
2,12,15,10.5902580487785,5.44652182589953
2,13,14,9.78589195971477,3.74454566299067
2,13,15,10.8209478930149,5.13012237237627
2,14,15,10.9308436352532,4.9349389279121
3,4,5,10.6136712752122,3.99841079541471
3,4,6,1.93889689328282,25.5666680715437
3,4,7,10.4903822426964,2.35168025037419
3,4,8,10.3600390991665,2.43005258287872
3,4,9,10.2915620092157,2.35304058613531
3,4,10,10.2315742377307,2.42769209103809
3,4,11,10.9879006729049,3.92255019088348
3,4,12,10.2245519741763,2.47386786676698
3,4,13,10.430710314918,3.86618675182666
3,4,14,10.4171388101151,2.5973832986296
3,4,15,11.3560374736887,5.00816222669443
3,5,6,1.25342700111137,26.181012518879
3,5,7,10.451577558015,2.78952007023112
3,5,8,10.4272263355326,2.33928764085708
3,5,9,10.3482639928705,2.74373630090227
3,5,10,10.2552952227805,3.32341190144506
3,5,11,10.8554380820439,1.83087107380309
3,5,12,10.2423134303705,3.46827847145461
3,5,13,10.4340183862594,1.79937643520069
3,5,14,10.4888229395282,2.01556168074532
3,5,15,11.5576112723864,2.67583424166911
3,6,7,0.834504109233536,28.2737885111234
3,6,8,0.36061122050846,27.3375732432549
3,6,9,0.21088625158604,28.715993827967
3,6,10,2.09989859734118,40.1283910915948
3,6,11,1.39479308666924,29.7952783834763
3,6,12,0.171300911132267,28.5224344677073
3,6,13,0.109215552927477,25.2853962687111
3,6,14,0.988958499287368,737.445208471638
3,6,15,2.62484977249811,25.8820356236467
3,7,8,10.1942678586558,1.15404602257545
3,7,9,10.1240766580043,1.30199846390078
3,7,10,10.058409663033,1.73376917597342
3,7,11,10.7562693199179,2.7039230758289
3,7,12,10.0502616754941,1.86036436096684
3,7,13,10.2516452358452,2.64011363391806
3,7,14,10.2521788316269,1.22212928939617
3,7,15,11.2073244295751,3.90248923409434
3,8,9,10.0631473390445,1.10758997627983
3,8,10,10.2001804160322,1.71459097811175
3,8,11,10.6283324034813,2.24881203206394
3,8,12,9.96342291289477,1.86849315403259
3,8,13,10.1804033625562,2.18116686406357
3,8,14,10.206398086885,0.655709962983296
3,8,15,11.2683008346181,3.49655068126671
3,9,10,10.443133766081,1.72327852910923
3,9,11,10.562152339035,2.65766815084201
3,9,12,9.88774874371602,1.85311149751498
3,9,13,10.1088713940712,2.5934918546238
3,9,14,10.1268532571221,1.16653332571341
3,9,15,11.1778343677044,3.86120303647566
3,10,11,10.50043913435,3.24272861782926
3,10,12,9.8125551425832,2.04852792674805
3,10,13,10.0346893075158,3.18270674461569
3,10,14,10.8583556592943,1.84696748452399
3,10,15,11.0500848762789,4.38673758807917
3,11,12,10.4941434569983,3.38874935960484
3,11,13,10.6536496204351,1.7476269624837
3,11,14,10.6811170128608,1.92187408536564
3,11,15,11.6558108054766,2.66534967478732
3,12,13,10.0250856629314,3.3296079181923
3,12,14,10.0256403810857,2.01087598379965
3,12,15,11.031462332353,4.5192206801124
3,13,14,10.2378678621405,1.85164791469653
3,13,15,11.2169786960067,2.65965327731935
3,14,15,11.3342285672504,3.19901373690219
4,5,6,1.09015744926775,66.869520385562
4,5,7,10.3847716522472,4.07909576036433
4,5,8,10.3455605785023,3.98961986493283
4,5,9,10.265423191607,4.06685245477247
4,5,10,10.1748359105653,4.26467661923699
4,5,11,10.8077227304906,4.54507303449448
4,5,12,10.1619765528266,4.3270492897072
4,5,13,10.3798237121486,4.51124767171517
4,5,14,10.409371016883,3.97975990342243
4,5,15,11.471567200873,5.2865195439806
4,6,7,0.0570262416111395,36.1699758870223
4,6,8,0.0543278402110807,332.246102476155
4,6,9,0.395105427354863,31.1874216238473
4,6,10,0.55193151045317,47.4224646415204
4,6,11,1.68131425608248,32.75164977365
4,6,12,0.0419519282458046,50.6264832465397
4,6,13,0.0497920909799022,32.1006201781378
4,6,14,1.63889544412096,41.796701789537
4,6,15,1.96798692637407,34.5368617353845
4,7,8,10.1149659016301,1.75288967770999
4,7,9,10.0436462233177,1.4150618361047
4,7,10,3.93641017738314,1.20181344457264
4,7,11,10.7079919871856,3.98908510814197
4,7,12,9.9721846093298,1.20472219019804
4,7,13,10.199044306454,3.92170881121993
4,7,14,10.1750153586489,2.13672646822189
4,7,15,11.1230581058913,5.2261479334422
4,8,9,9.96723891792561,1.76667924523824
4,8,10,5.39796315220246,1.72204013374318
4,8,11,10.5680604025029,3.90460696556716
4,8,12,9.87020823370534,1.7518181031907
4,8,13,10.1137354441499,3.84113119912467
4,8,14,10.1139069860353,2.25591568006332
4,8,15,11.1687324251238,5.08883745728498
4,9,10,10.0095221491273,1.24967551343894
4,9,11,10.5008091075897,3.97723522060237
4,9,12,9.79338519404742,1.25619354488957
4,9,13,10.04106405597,3.91016623687536
4,9,14,10.0331924325553,2.14158819570897
4,9,15,11.0770387993856,5.21015248230691
4,10,11,5.19663834349314,4.17153315807137
4,10,12,4.8380051922063,0.686779925934551
4,10,13,3.75330178035324,4.23486887296073
4,10,14,10.4310314927368,2.18359540411883
4,10,15,10.9518579600668,5.441641909081
4,11,12,10.434999154795,4.23344094351418
4,11,13,10.6198651275748,4.46226399936176
4,11,14,11.7259435576666,3.9004615111548
4,11,15,11.5875880207368,5.25692770436202
4,12,13,9.95959149705917,4.16325460293853
4,12,14,9.93463773003893,2.22540383351477
4,12,15,10.9333725976235,5.50848033086763
4,13,14,10.1733355059651,3.84143202464914
4,13,15,11.1457142956136,5.23573830090423
4,14,15,11.2369964584295,5.02347378702118
5,6,7,1.53566281466528,35.6052048669784
5,6,8,0.0444729073758212,26.9983030527401
5,6,9,1.2632558807015,88.777313796899
5,6,10,1.58348243029356,181.390932403559
5,6,11,0.0448896744911801,61.8016424032906
5,6,12,1.33070309838226,44.7009910548054
5,6,13,1.67295787880956,24.5607942571827
5,6,14,0.0440139642359251,41.3673835420696
5,6,15,2.40085989573824,24.3069151592989
5,7,8,10.2211533996861,2.95693535043745
5,7,9,10.1391491696388,3.17764413083376
5,7,10,10.0424784640873,3.56363110698437
5,7,11,10.6235066611371,3.15946549628608
5,7,12,10.0284473833745,3.66933539244128
5,7,13,10.24184492183,3.12632194261706
5,7,14,10.2858195546363,2.82584893832318
5,7,15,11.3675287500508,3.93633783554658
5,8,9,10.1769422676294,2.92100439346925
5,8,10,10.2677408283463,3.39656035162372
5,8,11,10.595034125214,2.57516342523473
5,8,12,10.0357685348207,3.52102573438795
5,8,13,10.263365808545,2.54253154683805
5,8,14,10.3404994296976,2.41351748836976
5,8,15,11.552666772024,3.3755723794475
5,9,10,10.3935477644472,3.54359516122633
5,9,11,10.5171256571381,3.10291619108362
5,9,12,9.94756348998206,3.65115811155249
5,9,13,10.1798942172314,3.06981360273805
5,9,14,10.2478407847599,2.78325149580287
5,9,15,11.4471466879297,3.88176363124919
5,10,11,10.4235455626188,3.79097173118802
5,10,12,9.83960018269817,3.92233207274561
5,10,13,10.07401792319,3.75745481232532
5,10,14,10.7842053513627,3.32990490354705
5,10,15,11.2761919576692,4.54906095315896
5,11,12,10.4111196982419,3.95592663677621
5,11,13,10.5792499947065,0.143372087784044
5,11,14,10.65442063283,2.08520715730809
5,11,15,11.7508959240366,1.23777578296269
5,12,13,10.0584360032293,3.92233207274561
5,12,14,10.1050666716822,3.46845146362978
5,12,15,11.249826713185,4.70992568943503
5,13,14,10.3275375604324,2.05323051690636
5,13,15,11.4364557454659,1.27844523630159
5,14,15,11.6258191676293,2.91247126833706
6,7,8,1.532046966764,56.9008705851319
6,7,9,1.01137097428258,547.280119609879
6,7,10,1.73873302683664,598.240161724552
6,7,11,1.48950219277071,35.5964281352637
6,7,12,1.75202861346405,30.6033483944881
6,7,13,1.36704820856048,28.0399257945618
6,7,14,0.0534269039197791,33.1433717375223
6,7,15,2.68925356203533,32.0106261116772
6,8,9,1.26668822984138,282.993337072686
6,8,10,1.74154508249395,36.5644571293746
6,8,11,1.94953295498459,933.618841254063
6,8,12,0.0488175541636813,40.8480331747815
6,8,13,0.0477619186601097,31.5448074149457
6,8,14,0.058216105921239,137.927914623792
6,8,15,2.67329377450617,31.2181316197612
6,9,10,0.754571321950366,339.626704600353
6,9,11,0.0544251381833393,58.68322061307
6,9,12,1.04623491659724,31.8789983003164
6,9,13,0.777305646104556,76.4790175944064
6,9,14,0.988910215142221,87.5293898404841
6,9,15,1.22066756123004,133.430758352189
6,10,11,1.34220705529791,32.98621909503
6,10,12,1.74334434947573,37.8040964978911
6,10,13,0.981144535649144,33.4224644350958
6,10,14,0.0627665418624569,36.4578397113477
6,10,15,1.56395184922967,558.170222806644
6,11,12,0.0518146741524512,59.7149241063343
6,11,13,2.75274252002787,31.0162211872176
6,11,14,1.53114141538536,157.390123317512
6,11,15,2.12091406837232,1138.225758708
6,12,13,0.0435398029850581,43.9714235864512
6,12,14,0.0462357348760552,38.6029845450451
6,12,15,2.52903060857604,24.6409204026867
6,13,14,0.0494782197832166,31.0419142544166
6,13,15,2.3082835083595,28.478629729958
6,14,15,0.0423654124129247,100.683127268578
7,8,9,9.83702199388362,0.558410442436585
7,8,10,10.0483263185093,1.05354428267423
7,8,11,10.3801151714146,2.86409186693133
7,8,12,9.73278149430645,1.20086080236914
7,8,13,9.97206105955567,2.79452241994148
7,8,14,9.9864513948841,0.931999046256069
7,8,15,11.0608195450903,4.13234396761289
7,9,10,10.2051346070666,0.661782105798846
7,9,11,10.3111517184786,3.08337477449628
7,9,12,9.65413962473552,0.826411250864577
7,9,13,9.89763264280941,3.01267323153375
7,9,14,9.90385787075821,1.0476640682967
7,9,15,10.9670539844558,4.36548075499391
7,10,11,10.245820690177,3.4704978829493
7,10,12,9.57560284325006,0.728331426389571
7,10,13,9.81991385007665,3.40068947257595
7,10,14,10.6155003952335,1.4943746369487
7,10,15,10.8350348261553,4.74099848836368
7,11,12,10.2383976684481,3.57678005412068
7,11,13,10.4177436109867,3.07652401258303
7,11,14,10.4358318773228,2.73700566312896
7,11,15,10.8968767578123,3.91323679608355
7,12,13,9.80928234529641,3.50742387261965
7,12,14,9.79807811477862,1.62670081931361
7,12,15,10.8152564540698,4.84124180579965
7,13,14,10.0324830130424,2.67061790602849
7,13,15,11.0223489692315,3.89731816623802
7,14,15,11.1299820041217,3.9668403323328
8,9,10,10.5773364879056,1.05632486585436
8,9,11,10.2460070421411,2.82792424855327
8,9,12,9.62170261471691,1.20717300610421
8,9,13,9.88185212211295,2.75816766874113
8,9,14,9.91819452422405,0.882017888455532
8,9,15,11.1106018253634,4.09852005810227
8,10,11,8.68597559936072,3.30705642864198
8,10,12,10.0325473950097,1.30655611777255
8,10,13,10.1742591494983,3.24010630826967
8,10,14,11.0284019859432,1.5217825804701
8,10,15,10.9450530327825,4.54090544079286
8,11,12,10.1461218297339,3.43250151735825
8,11,13,10.3395831093867,2.49212537583663
8,11,14,10.3860480582574,2.32076615701702
8,11,15,11.476390300924,3.3568238956887
8,12,13,9.76672421911533,3.36631351283072
8,12,14,9.78218341481099,1.68085295807416
8,12,15,10.9194582603728,4.65583743511543
8,13,14,10.0322706286306,2.25128605221302
8,13,15,11.1343253920517,3.34443816906019
8,14,15,11.2928453840798,3.58902029343199
9,10,11,10.5217877038337,3.45069397207125
9,10,12,10.1352576781129,0.783879242400682
9,10,13,10.3653251467839,3.38106820727152
9,10,14,11.3596830296868,1.48704031179013
9,10,15,11.0469500478718,4.71884166577632
9,11,12,10.0715745776765,3.55887934920843
9,11,13,10.2692715366839,3.01996688723569
9,11,14,10.3075235665161,2.69399331847724
9,11,15,11.3865208228067,3.85902693549668
9,12,13,9.68664428641611,3.48974051884791
9,12,14,9.6933324583191,1.62284386871388
9,12,15,10.818365600741,4.82051403436973
9,13,14,9.94819124422622,2.62727996224232
9,13,15,11.0389222403037,3.84340416240025
9,14,15,11.1863650975317,3.92806426740817
10,11,12,9.99618474515614,3.82811528910333
10,11,13,2.19651458697074,5.62164632091483
10,11,14,10.9190550177819,3.24568773742775
10,11,15,11.2561767387215,4.5225066795602
10,12,13,9.72262349422281,3.75745481232532
10,12,14,10.5640541917165,1.79467731547113
10,12,15,10.6713414831077,5.10966622088849
10,13,14,10.7638288290228,3.18289525781516
10,13,15,10.8966876855118,4.50378359456432
10,14,15,11.6093433466162,4.42595375785453
11,12,13,10.1864102822057,3.87307228035947
11,12,14,10.2061552060194,3.38538361522328
11,12,15,11.2378499447575,4.68262272188947
11,13,14,10.3948505380955,2.00204895045051
11,13,15,11.3984974580827,1.3189979361453
11,14,15,11.5400480835442,2.89870469156292
12,13,14,9.83154105214633,3.32347542324129
12,13,15,10.8752050098475,4.66329163669708
12,14,15,10.9935569041096,4.55268663050243
13,14,15,11.202925637963,2.89035561057036
