V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,bestlam,rmse
1,11,12,13,14,15,16,19,20,21,60.3934033963432,125.330616298459
1,3,4,5,8,9,10,12,13,21,93.6876975578789,95.9183922458763
1,2,3,7,10,11,12,16,19,20,60.6571106373606,121.611203426734
1,4,5,6,8,11,12,14,18,21,47.0884024163259,168.290589849428
3,5,7,12,15,16,17,18,20,21,86.876591742603,109.900767416877
1,3,5,7,10,13,17,18,19,20,97.3068807804085,96.044235517198
2,3,5,7,11,16,17,18,20,21,11.2655812991125,235.099137751645
2,4,7,8,9,10,13,16,18,19,92.7202700367698,99.0216071891831
3,5,6,7,8,9,12,14,16,20,72.4174384364547,122.426968588907
1,5,7,8,11,13,15,16,18,19,58.4945566388115,122.74229279178
1,2,3,4,8,9,12,14,15,19,2.41001916042847,211.102840204409
3,4,6,7,10,14,15,16,20,21,57.176427986729,134.77663115702
2,3,5,6,8,10,11,12,14,15,20.2592316298494,161.799971086582
2,3,5,7,8,9,11,18,20,21,58.8527558921181,123.21629014666
2,4,6,8,12,16,18,19,20,21,66.0254854998321,127.427196632819
1,3,4,6,8,9,10,15,16,19,36.4295461755757,133.736972939688
4,5,7,8,9,13,14,15,17,20,93.8863125835734,106.289468347191
1,3,5,6,10,11,14,16,17,21,0.624367251176208,287.473821769914
2,3,7,8,9,13,15,16,18,21,83.8400089433314,97.7282418962261
1,2,3,7,8,13,15,16,19,20,3.29775493053095,288.867772510096
1,2,5,7,9,10,11,14,16,17,59.0353591322041,121.311768399629
1,4,6,9,10,12,16,17,18,19,2.60117409332604,149.199598833161
4,5,6,10,11,12,14,17,18,20,35.4034863590962,167.574383071108
1,2,6,11,13,14,15,17,18,19,25.1716163266088,149.992330175644
1,3,4,6,7,10,11,12,13,17,0.704394986992231,147.899527481835
3,4,5,7,9,10,11,16,17,21,53.5261530715523,130.667780361395
1,4,8,11,14,15,18,19,20,21,59.7780777305552,120.801998573414
2,3,5,8,9,11,12,13,16,20,17.9568707723513,270.903785086356
1,4,6,8,12,13,15,16,18,19,67.5347212935154,125.672434389435
4,6,7,9,10,11,13,14,18,19,7.40275838393145,154.714079543163
1,2,3,4,9,10,11,12,17,19,71.7269224335649,119.003448762949
1,3,4,7,13,15,18,19,20,21,91.4619944442328,98.2545795612712
1,5,6,8,9,10,12,14,16,18,75.7070597385096,120.645667481323
3,8,9,11,12,14,15,16,17,20,65.6932960137433,116.538511029524
2,3,7,8,12,13,14,15,16,20,90.3974504705236,120.326424974341
1,7,8,10,11,12,15,18,19,21,54.2117669943952,125.685541486345
4,6,10,11,12,13,14,18,19,21,21.6678489229082,177.981937351448
1,2,3,4,7,10,13,14,15,20,99.5568585191792,108.263487698399
2,3,5,7,8,9,11,13,14,20,52.4349625023873,131.773347092799
2,4,6,8,9,12,13,15,16,21,75.1501717021971,127.385012532482
3,5,8,11,12,17,18,19,20,21,50.6149345091945,119.864037692853
2,3,6,7,9,10,11,15,16,20,11.1180686633439,194.034926715834
4,6,8,9,10,14,15,18,19,20,61.2297644536224,128.745689489144
2,4,7,9,10,11,16,18,20,21,61.8458409687214,132.695678366991
1,2,3,9,11,12,13,16,18,21,69.2160710135092,123.04931230165
4,5,6,7,8,11,12,15,17,19,15.4242537401014,191.189161106343
1,4,10,11,14,16,17,19,20,21,53.3727039334789,139.949538615241
3,6,7,8,9,10,12,13,19,20,79.7546413084576,124.006867311108
1,4,7,9,11,12,14,18,20,21,63.1044641229857,124.261966737187
1,4,5,7,9,13,17,18,20,21,88.7178023737753,96.0593613110275
4,5,6,7,12,15,16,19,20,21,70.1732067063732,132.76619027677
1,3,4,6,7,8,9,13,14,21,60.7482755865287,131.935764310161
1,2,3,4,5,8,11,14,18,21,68.7735243564881,119.805892470522
3,4,10,11,12,13,17,19,20,21,52.6499807650225,127.87434612435
3,6,9,10,11,14,17,18,19,20,0.606883983579263,172.111607706156
1,4,5,8,10,11,12,13,20,21,60.7927963586839,127.365795734031
1,3,4,6,9,10,12,18,19,21,68.4820151819758,132.994262954271
1,2,3,4,7,8,9,15,16,20,10.2385403393699,379.495993634248
2,7,8,9,11,14,15,17,19,20,55.8693701332908,110.484652575719
1,3,4,7,9,13,16,17,18,19,12.1796984548339,210.885620749948
2,3,6,7,8,11,15,17,19,21,0.603485196045332,212.743698332416
3,4,5,9,12,14,15,16,17,21,13.5719653255688,166.248925611298
1,2,4,8,9,10,11,15,17,19,68.373490696036,115.22924244108
3,8,10,11,12,13,14,16,18,21,57.733122080625,126.677341433436
1,2,4,6,8,9,13,14,16,20,1.32933274332613,179.970352147368
3,5,6,9,10,11,15,18,20,21,17.5883783360448,203.636390934949
2,3,6,8,10,11,14,15,18,20,39.6230727397042,169.992865354439
1,3,4,8,9,13,14,17,19,20,79.6015416644962,109.198135839602
2,5,7,9,12,13,15,16,17,18,89.8408632178301,108.278278533663
3,4,5,6,10,11,12,14,16,19,4.74206426736696,150.867059816418
1,2,3,7,9,12,13,14,15,18,85.5092950515676,106.272402351286
2,5,7,8,9,12,13,18,19,20,81.3387780215986,118.609695232401
1,2,3,5,7,8,12,14,16,21,71.7322932082097,115.197700105016
2,3,4,5,8,10,11,17,20,21,64.9742004548307,127.224054117098
2,3,5,6,10,15,17,18,19,20,1.41084419556742,153.250557139472
1,3,7,9,10,11,12,15,17,19,54.3313132368704,120.000231365499
4,6,8,9,12,13,15,18,20,21,74.2034763238731,128.170584194692
1,6,7,8,9,11,12,14,17,18,14.3287221047751,155.449995985623
1,2,7,12,14,15,17,18,19,20,99.50590270002,93.0635714729515
3,5,6,7,8,9,11,12,15,18,6.08700655775967,150.972589167752
7,8,9,10,12,13,14,15,19,20,87.6850970889965,79.9834358750383
3,4,5,7,8,10,11,14,15,17,62.3514996773675,123.705929892055
1,4,7,10,11,13,15,16,17,18,59.4798960662492,130.147961519867
2,3,4,5,7,9,10,13,16,19,83.8793012645821,118.33617701003
1,2,4,6,7,12,13,15,16,21,75.0412970296681,136.691493158955
8,9,10,12,14,15,16,17,20,21,53.1787685050981,168.747126801813
2,4,5,7,8,10,11,15,17,19,62.1004524532965,118.480612778975
1,2,7,8,9,12,15,17,18,20,95.7697584112455,90.4800508484982
1,2,4,6,9,12,16,19,20,21,74.1195200326002,126.989063460205
1,2,3,5,10,12,15,17,18,19,93.7706532271951,81.7544275702679
3,4,6,8,9,12,14,15,16,21,69.7570951266107,127.204341310521
1,3,4,5,7,11,13,17,18,21,68.2603907810157,130.792249016056
2,8,9,10,11,12,13,14,17,18,66.1507360324341,114.622322923551
4,5,7,9,10,12,14,16,19,21,90.0368323660945,96.1087505040434
2,3,6,8,10,11,16,17,20,21,19.3065904946165,185.046756579586
2,4,9,10,13,14,16,18,20,21,105.070692077325,81.3916722764565
2,3,5,6,7,8,11,17,19,21,24.795289963244,161.098773962866
3,6,7,11,12,13,15,19,20,21,6.03531779478789,146.598926871042
5,7,8,10,11,12,17,18,20,21,47.2952282491146,130.381888647285
3,7,9,11,12,13,14,15,20,21,54.7159788523863,122.677087610778
3,5,9,10,15,16,17,18,19,21,17.0365016098135,150.210007131562
2,4,6,7,8,11,14,15,17,21,31.1318379414709,167.283960167554
3,4,7,9,10,13,14,15,18,21,93.935921013627,90.2404130316227
3,5,8,9,12,13,17,18,19,20,83.1674292508555,82.8364529173537
2,3,5,6,9,12,14,17,19,20,79.4554792537868,115.258383521425
1,4,8,11,12,13,14,17,20,21,69.0384350455773,125.642936316687
2,7,8,9,10,12,15,18,19,21,82.5521488277244,72.3097096150473
1,3,6,8,9,11,12,16,19,21,31.165868190684,172.669425113825
3,4,5,7,9,10,15,19,20,21,84.2651788882467,81.7674903487919
1,2,3,9,11,15,16,19,20,21,68.1038378617024,123.473654425896
2,3,4,7,9,10,12,13,16,17,9.88031971746692,194.133217434719
2,4,6,7,9,11,13,15,16,20,4.59158537822599,173.334458645278
1,4,8,9,10,11,12,14,15,18,54.3724623737328,118.670720379045
1,2,4,5,11,13,16,18,19,20,58.3961378015113,170.306459748683
2,5,7,8,9,11,13,16,18,21,63.620419096159,122.433240932544
1,4,6,8,9,13,14,15,16,21,74.6793948752579,129.923675448523
3,6,7,8,9,12,13,14,16,21,64.3610170458584,132.374941883387
1,2,3,4,5,9,11,14,18,21,75.0807951957819,119.937289128577
1,2,3,5,10,11,12,15,16,17,59.3745739304928,121.403123525226
1,4,5,6,7,8,12,17,19,20,4.46408494057607,485.903490611419
6,7,8,9,12,13,15,16,19,20,69.0046021625668,120.108011655609
1,5,10,11,12,13,16,17,18,21,53.1087279101197,127.311738406671
1,4,5,6,7,9,11,14,16,19,43.310114040654,160.409776061661
1,2,4,6,10,13,15,16,18,20,82.6325989901655,125.321242754694
5,7,10,12,13,14,15,17,19,20,94.4205005480475,90.9339188493007
1,6,8,9,11,12,13,17,18,19,23.9963392201756,156.179066189654
1,4,8,9,12,14,15,17,18,19,100.340068440526,96.7845386997541
3,9,10,14,16,17,18,19,20,21,47.9584670710407,153.007958987881
2,6,7,8,11,14,15,18,19,21,29.7881143094539,172.991540148812
1,2,6,7,11,12,13,15,17,20,7.7070523605497,162.710932047822
1,2,3,7,11,13,14,16,20,21,53.8283169388055,130.409333065056
4,5,6,7,11,12,13,14,18,19,26.8608241699253,152.460643408468
1,4,6,7,8,9,11,15,17,19,34.5585596876852,151.89911679127
1,3,6,10,11,12,16,17,19,21,16.0750351904414,178.213021356868
5,6,9,10,11,12,15,17,19,20,45.4543987477991,173.593658874365
3,4,7,10,14,16,17,18,19,20,34.0028170058509,177.077660074722
4,7,9,12,13,14,16,17,18,19,75.7025555994014,119.846156479506
2,3,6,7,9,10,14,15,18,19,40.8643946854678,145.696346499291
3,4,12,13,14,15,16,17,19,20,95.1125236551923,122.561629153156
1,2,4,6,7,9,14,15,16,21,66.6380736824,129.854712430954
1,3,4,6,11,14,17,18,19,20,14.0312842453082,144.076315593731
1,4,6,7,11,12,13,14,16,18,7.38778355306577,149.065648751297
2,5,7,10,12,14,15,17,19,21,24.0176238548202,134.972291348792
3,7,10,11,12,13,16,17,18,21,53.7894208628382,130.85482286907
2,8,9,10,12,14,15,17,19,20,22.2025042201882,210.929908893368
1,2,3,4,5,7,11,13,14,21,66.6298359760472,129.691702106456
3,5,6,7,12,14,15,16,17,21,14.9134138072429,127.679209731589
1,2,6,7,8,9,11,12,20,21,13.484782483674,174.166434490795
3,6,7,8,9,11,13,14,18,20,6.40291827672304,142.784925681551
1,4,5,7,8,15,17,18,20,21,93.9609839082551,94.9717728664763
2,5,7,8,10,13,14,15,19,20,99.5416302679127,81.6309645456281
3,6,7,8,10,11,14,16,18,19,1.01890251661328,188.361257093322
2,6,7,8,11,13,15,17,19,21,0.54995405142086,166.732822884234
1,2,6,9,10,15,18,19,20,21,73.8064125453184,143.835998633992
2,4,5,8,10,11,13,19,20,21,61.5766749070134,123.962685626439
2,3,4,6,8,10,15,17,18,20,26.3998837292228,161.899099599485
1,4,5,7,8,11,12,13,15,16,55.0117446449878,138.476613449135
1,3,8,9,10,12,13,14,17,18,15.8796397010561,95.9700669387331
4,5,8,9,11,12,14,15,19,20,67.0038695552143,111.912167744965
2,3,7,8,9,10,12,13,17,20,91.9269939195184,95.6495862680831
3,5,6,10,12,15,16,17,19,20,32.7238581254491,176.880807976946
3,7,8,9,10,14,15,17,18,20,87.2092023388829,78.9649267034885
1,3,7,8,11,12,14,16,18,21,51.2105712246684,128.116604982527
1,2,6,7,9,10,13,17,18,19,89.1767564333405,123.564429912129
2,3,6,7,8,9,10,15,16,19,62.4130059732417,130.100684041269
5,8,9,10,12,15,17,18,20,21,106.203080486621,71.6925745214632
1,3,4,5,10,12,13,14,15,18,77.4110958892832,116.792559372445
1,2,6,9,10,13,15,16,18,21,77.2954358963276,133.429984770436
1,6,7,8,9,12,14,16,18,20,76.7337514090703,122.816666547932
2,3,4,5,7,10,13,17,20,21,15.4523982305712,170.77231362791
1,2,7,8,11,13,15,16,18,19,67.5154506792558,122.92394278321
3,4,5,6,7,8,9,11,15,21,38.651128744162,169.271276610856
5,7,10,11,13,14,15,16,19,20,69.4816945641204,118.3367285556
2,4,6,8,9,10,13,15,20,21,77.2411037562817,136.473567395321
1,2,6,7,10,11,13,17,18,21,4.81629883651015,156.354151536686
2,8,9,10,11,13,16,18,20,21,76.8760900659182,134.286141574485
4,5,9,11,12,14,15,16,18,21,54.7972716734098,119.925587472456
2,3,4,7,9,10,13,17,19,20,11.6429901435623,213.046059536616
1,3,6,8,9,11,14,15,18,21,30.7701493801587,181.114737655451
1,2,3,4,5,6,9,16,20,21,81.2078540184341,127.585071619561
2,3,6,9,13,14,15,18,19,21,1.22840536045585,138.80049548009
4,7,9,10,11,13,14,16,18,20,56.973782361919,123.831155154817
2,3,7,9,10,11,16,17,19,21,55.5158056089903,128.030315095234
3,4,6,7,11,13,14,17,20,21,3.79276856938093,141.904809037067
2,3,6,7,9,11,16,19,20,21,0.45568497047235,161.084865098759
5,6,8,9,11,14,17,18,19,21,28.4467895753465,179.7301793636
1,2,5,6,7,8,11,14,15,18,17.0033296319262,161.796684874861
2,3,6,7,10,11,12,14,18,20,37.2445358569749,168.075769545556
1,2,3,8,9,12,13,16,20,21,8.40545950078878,267.619371431879
1,2,4,7,10,11,16,17,18,19,48.4620849269743,125.892411176213
4,6,8,9,11,12,13,17,19,20,38.1909971916416,154.565800611606
4,7,9,10,12,13,14,16,17,20,92.1952924064109,111.66368172995
1,4,5,6,7,8,9,11,17,20,46.1176182146541,159.560458483085
1,2,3,5,9,10,14,15,17,19,96.6036878539089,80.2127330447674
2,3,5,6,10,12,14,15,18,20,64.0862848190436,122.408001610755
1,2,3,5,8,9,14,15,19,20,20.4077883623038,275.62478880742
1,3,7,9,10,11,14,17,19,20,53.1720028348073,119.270506807064
2,4,6,8,9,15,16,17,18,20,2.20391539186904,274.85225586147
2,3,5,6,9,13,16,17,18,20,1.55015362500296,204.147025498872
1,2,3,7,9,10,14,15,18,19,86.4288334967974,79.734980552894
1,6,7,9,10,11,13,14,15,21,33.4729328462273,180.434928710976
4,5,6,7,11,16,17,19,20,21,27.6291552459672,171.447071588577
1,3,11,13,14,15,17,19,20,21,60.8982468333748,121.42167416385
1,3,4,5,6,8,13,15,16,19,65.8756061033316,131.831643813053
1,2,5,7,8,11,16,17,18,19,58.5169906815429,121.724418977898
1,3,4,5,10,11,12,16,18,19,64.0754482571905,121.353801818004
5,7,8,9,10,12,14,15,18,21,81.6225675976739,73.3554933008929
3,4,6,10,13,15,18,19,20,21,75.0628428733071,135.809796480381
1,3,7,8,9,12,14,19,20,21,78.9096757819219,89.7863928583026
1,2,3,4,5,15,17,18,19,20,4.38878615157109,283.981766428008
4,5,6,10,11,12,13,17,18,19,35.1532857138562,159.25277021597
1,4,8,9,14,15,16,17,18,19,32.7246564314882,134.40015364922
3,5,6,8,9,12,14,16,19,20,79.1848287779926,117.353974517584
1,6,9,12,13,15,16,17,20,21,23.6700701506683,154.65676620027
1,5,7,9,12,13,16,18,20,21,95.0101118255649,93.3272363759824
2,4,7,8,12,14,16,18,19,21,90.2456548254597,111.589886110731
3,5,6,11,13,14,15,16,18,20,0.589144527915601,138.743496182812
3,4,6,8,9,12,17,18,19,20,41.9427072705444,130.903122100123
1,2,4,10,13,16,17,18,20,21,30.4297221639308,181.979833431059
6,7,8,11,12,14,15,16,18,21,33.4710014855106,169.494297503846
2,5,6,9,12,13,14,17,20,21,10.6540323891251,146.97418615013
3,4,5,6,10,12,14,16,18,21,60.6467912403472,130.884588270355
3,7,8,10,11,13,14,17,20,21,55.2861032020382,129.276011486322
3,5,8,10,11,15,16,17,20,21,31.8700588090958,191.271888628207
1,3,4,6,7,10,12,14,19,20,8.27499833204917,266.565289139227
1,3,4,5,10,12,14,17,20,21,97.6707206758817,94.1163071178794
1,3,4,5,12,13,14,17,18,20,104.687274692965,113.114293939838
3,9,10,11,12,15,16,17,19,20,54.890288590472,117.75394848585
4,6,8,9,10,12,15,17,18,20,1.65496103717681,175.9911411411
5,7,8,9,13,14,15,16,17,19,84.3161820218767,115.117683143545
1,2,4,5,6,9,10,13,14,15,10.6664557414645,180.04059399829
3,4,6,7,8,9,13,14,15,18,62.9882220124529,120.409664010313
1,2,3,7,9,10,11,13,15,17,44.2185110237686,138.77682279674
1,2,5,9,11,12,15,17,20,21,58.146358238335,131.984185511666
1,3,5,7,8,10,11,13,18,19,32.1010454761557,118.014784189433
2,3,5,6,8,12,13,15,17,18,40.8985611537914,131.764631518771
2,3,7,9,10,12,15,16,18,21,75.4058372331184,84.3510625667547
3,4,5,7,9,14,17,18,19,21,32.949419482732,207.340010275802
2,3,7,9,10,12,15,16,17,21,26.7673003921146,163.451243611849
4,6,7,8,10,16,17,18,20,21,0.996172316018411,153.489703604436
1,4,8,10,11,12,13,16,17,20,63.4659898091584,128.263061310795
1,2,3,9,10,11,15,18,20,21,58.5789180114676,130.971509796925
3,4,5,6,7,13,16,18,19,21,0.988477125170886,148.253992494568
2,4,5,11,13,14,17,18,20,21,1.06095558217462,221.38055927091
1,2,4,5,6,8,10,13,20,21,74.482345028284,131.535963637618
2,3,5,10,12,14,17,18,19,21,20.5616016032367,132.363235119454
1,3,4,7,10,11,17,18,20,21,50.3595097898939,131.672391369005
2,4,5,8,9,14,16,19,20,21,1.18930116686976,390.613542199005
4,7,8,11,14,15,16,18,19,20,59.6291625394705,118.315019507431
1,3,10,11,13,14,15,17,19,20,63.7362056087055,117.803909136952
3,5,6,8,12,14,15,16,18,20,79.6983082889173,116.97718590194
1,2,4,7,9,12,15,18,20,21,82.192858807513,149.55346495406
2,4,5,6,10,15,16,17,20,21,62.4801497288619,159.008806309778
1,2,4,10,11,12,15,16,17,19,60.8998513437065,122.123750090884
2,4,7,11,12,13,15,16,19,21,60.9982214308096,128.169810045489
5,9,10,13,15,16,17,18,20,21,114.497276889198,82.512142697472
1,2,8,10,11,12,14,17,20,21,68.180552703819,125.625059644839
1,2,4,6,8,9,10,14,16,18,63.1891192531666,121.75446007962
3,8,9,10,13,15,17,19,20,21,101.273240660736,79.9831566233128
2,4,7,8,9,10,14,15,20,21,93.2781270498009,79.1609087240693
1,3,7,13,14,15,16,18,19,20,94.9937374033922,108.24987740952
2,5,12,15,16,17,18,19,20,21,22.7621878624892,174.929419175038
2,3,4,8,13,16,17,18,19,20,19.2493716134456,215.53984925954
1,2,5,7,12,13,15,18,20,21,100.326490702037,97.4835705498362
1,5,7,9,13,16,17,18,20,21,102.232403735372,98.5444204527955
3,4,5,8,10,11,17,18,19,20,55.5786840428114,117.358729486155
1,6,7,8,10,13,15,16,17,19,10.906608406726,148.114529888488
5,6,10,11,12,14,15,16,17,19,32.9608393239682,166.924506829282
1,3,4,8,12,13,14,19,20,21,14.3493352744215,173.648743764356
1,3,4,6,7,9,10,16,17,18,20.3848057841278,158.934503196995
